,1,2,3,4,5,6,7,8
327,2020-8-5 15,7,19,21,11,25,0.4,26.0
328,2020-8-5 16,8,27,9,6,11,0.5,26.0
329,2020-8-5 17,6,34,12,2,4,0.7,26.0
330,2020-8-5 18,6,34,15,5,4,0.7,25.9
331,2020-8-5 19,6,33,16,11,3,0.6,25.9
332,2020-8-5 20,8,33,15,7,3,0.5,25.8
333,2020-8-5 21,7,33,13,1,3,0.5,26.0
334,2020-8-5 22,7,30,12,5,3,0.6,26.0
335,2020-8-5 23,7,31,21,17,3,0.6,25.9
336,2020-8-6 0,6,30,25,6,3,0.6,25.9
337,2020-8-6 1,6,26,18,10,3,0.5,26.2
338,2020-8-6 2,6,24,11,8,3,0.4,26.1
339,2020-8-6 3,6,22,6,5,3,0.4,26.1
340,2020-8-6 4,6,22,7,2,3,0.4,25.9
341,2020-8-6 5,6,22,10,-1,3,0.4,25.7
342,2020-8-6 6,6,21,11,-1,4,0.5,25.9
343,2020-8-6 7,7,22,10,0,8,0.6,26.6
344,2020-8-6 8,9,24,18,-2,15,0.6,27.9
345,2020-8-6 9,8,25,24,4,43,0.5,29.4
346,2020-8-6 10,8,25,21,6,90,0.5,30.0
347,2020-8-6 11,7,24,25,11,90,0.5,30.7
348,2020-8-6 12,6,17,34,14,128,0.5,32.0
349,2020-8-6 13,6,9,32,12,105,0.4,32.6
350,2020-8-6 14,6,13,21,11,124,0.4,32.9
351,2020-8-6 15,6,14,27,11,100,0.4,33.6
352,2020-8-6 16,6,17,29,10,81,0.4,33.1
353,2020-8-6 17,6,21,28,12,58,0.5,32.2
354,2020-8-6 18,6,27,24,8,35,0.6,31.6
355,2020-8-6 19,6,27,33,6,16,0.6,31.1
356,2020-8-6 20,7,31,30,6,7,0.6,30.6
357,2020-8-6 21,9,27,34,5,10,0.5,30.2
358,2020-8-6 22,7,21,32,8,12,0.5,29.9
359,2020-8-6 23,7,18,25,7,10,0.4,29.5
360,2020-8-7 0,6,22,19,5,4,0.4,29.2
361,2020-8-7 1,7,23,18,5,3,0.4,29.0
362,2020-8-7 2,6,25,22,11,3,0.5,28.7
363,2020-8-7 3,7,24,26,10,5,0.5,28.5
364,2020-8-7 4,9,24,26,5,3,0.5,28.4
365,2020-8-7 5,8,24,30,5,3,0.6,28.2
366,2020-8-7 6,11,22,43,8,3,0.6,28.1
367,2020-8-7 7,8,23,43,18,6,0.6,28.5
368,2020-8-7 8,8,22,39,7,10,0.6,29.2
369,2020-8-7 9,7,24,36,8,15,0.5,30.1
370,2020-8-7 10,7,31,35,5,26,0.6,30.8
371,2020-8-7 11,7,31,42,13,52,0.5,31.8
372,2020-8-7 12,7,23,42,10,79,0.4,32.1
373,2020-8-7 13,7,15,37,13,86,0.4,32.8
374,2020-8-7 14,6,10,31,9,84,0.3,33.2
375,2020-8-7 15,6,11,23,9,83,0.3,33.6
376,2020-8-7 16,6,12,22,5,85,0.4,34.3
377,2020-8-7 17,6,14,21,7,75,0.4,34.1
378,2020-8-7 18,5,18,25,8,64,0.4,33.0
379,2020-8-7 19,6,22,27,6,42,0.4,31.8
380,2020-8-7 20,6,21,25,6,18,0.4,31.2
381,2020-8-7 21,6,22,23,3,11,0.4,30.6
382,2020-8-7 22,7,23,24,2,10,0.4,30.1
383,2020-8-7 23,9,25,24,5,12,0.4,29.5
384,2020-8-8 0,10,26,25,6,13,0.4,29.2
385,2020-8-8 1,8,28,23,5,8,0.4,28.9
386,2020-8-8 2,10,30,21,9,5,0.4,28.7
387,2020-8-8 3,11,28,32,6,6,0.4,28.5
388,2020-8-8 4,9,24,25,5,8,0.4,28.4
389,2020-8-8 5,8,25,21,2,5,0.4,28.3
390,2020-8-8 6,7,24,22,-1,5,0.4,28.6
391,2020-8-8 7,8,22,20,4,10,0.5,29.7
392,2020-8-8 8,8,22,27,8,12,0.5,30.0
393,2020-8-8 9,8,21,24,9,21,0.5,30.9
394,2020-8-8 10,7,25,28,5,33,0.5,32.0
395,2020-8-8 11,7,22,31,9,65,0.5,32.7
396,2020-8-8 12,7,18,32,8,122,0.4,33.3
397,2020-8-8 13,6,14,31,13,143,0.4,33.9
398,2020-8-8 14,7,12,35,10,151,0.4,34.4
399,2020-8-8 15,7,12,34,13,151,0.4,34.8
400,2020-8-8 16,6,12,32,12,140,0.4,34.9
401,2020-8-8 17,6,17,31,8,107,0.4,34.6
402,2020-8-8 18,6,22,28,5,89,0.5,33.8
403,2020-8-8 19,7,27,27,8,61,0.5,32.9
404,2020-8-8 20,13,26,44,8,41,0.5,31.8
405,2020-8-8 21,16,27,39,8,20,0.4,30.8
406,2020-8-8 22,10,20,32,7,21,0.4,30.1
407,2020-8-8 23,9,17,21,8,21,0.4,29.6
408,2020-8-9 0,8,16,24,11,17,0.4,29.3
409,2020-8-9 1,9,19,14,7,12,0.4,29.1
410,2020-8-9 2,9,21,17,4,10,0.7,28.8
411,2020-8-9 3,10,21,22,3,12,0.7,28.6
412,2020-8-9 4,10,20,26,0,12,0.5,28.5
413,2020-8-9 5,8,15,22,-1,16,0.4,28.3
414,2020-8-9 6,10,14,20,3,15,0.4,28.3
415,2020-8-9 7,7,10,27,5,25,0.4,28.9
416,2020-8-9 8,8,9,20,4,28,0.4,29.8
417,2020-8-9 9,8,10,11,3,36,0.4,30.9
418,2020-8-9 10,8,10,17,3,59,0.4,31.7
419,2020-8-9 11,7,9,21,9,88,0.4,32.7
420,2020-8-9 12,7,9,26,7,110,0.4,33.8
421,2020-8-9 13,7,8,22,10,123,0.4,34.5
422,2020-8-9 14,8,8,27,8,134,0.4,35.0
423,2020-8-9 15,9,8,26,9,129,0.3,35.5
424,2020-8-9 16,9,11,24,10,156,0.4,35.4
425,2020-8-9 17,10,14,32,14,154,0.4,35.3
426,2020-8-9 18,7,18,37,14,108,0.5,33.3
427,2020-8-9 19,8,15,52,18,68,0.5,32.0
428,2020-8-9 20,18,19,42,15,36,0.5,31.0
429,2020-8-9 21,13,14,32,5,30,0.4,30.5
430,2020-8-9 22,8,13,23,6,23,0.4,30.2
431,2020-8-9 23,9,16,13,4,19,0.5,30.0
432,2020-8-10 0,9,19,19,3,15,0.5,29.7
433,2020-8-10 1,8,11,14,2,25,0.4,29.4
434,2020-8-10 2,7,11,19,-2,24,0.4,29.3
435,2020-8-10 3,8,14,18,-3,19,0.4,29.0
436,2020-8-10 4,8,16,21,4,17,0.4,28.9
437,2020-8-10 5,8,18,20,5,12,0.4,28.7
438,2020-8-10 6,9,21,23,4,12,0.4,28.7
439,2020-8-10 7,9,15,24,8,21,0.4,29.5
440,2020-8-10 8,9,11,19,6,29,0.4,30.4
441,2020-8-10 9,7,9,18,3,42,0.4,31.1
442,2020-8-10 10,7,11,19,1,63,0.4,31.9
443,2020-8-10 11,7,11,21,8,95,0.4,33.0
444,2020-8-10 12,7,10,23,10,120,0.4,33.8
445,2020-8-10 13,7,9,26,7,122,0.4,34.0
446,2020-8-10 14,7,8,23,11,117,0.4,34.3
447,2020-8-10 15,7,9,24,8,136,0.4,34.6
448,2020-8-10 16,7,10,34,7,131,0.4,35.1
449,2020-8-10 17,7,19,35,6,96,0.4,33.4
450,2020-8-10 18,6,23,45,6,72,0.5,32.7
451,2020-8-10 19,6,19,37,8,67,0.5,32.2
452,2020-8-10 20,7,16,31,9,45,0.5,30.6
453,2020-8-10 21,9,20,21,5,21,0.5,30.7
454,2020-8-10 22,12,21,29,5,14,0.5,30.4
455,2020-8-10 23,25,23,22,6,11,0.7,30.1
456,2020-8-11 0,11,13,17,6,19,0.5,29.8
457,2020-8-11 1,9,13,11,3,17,0.4,29.6
458,2020-8-11 2,8,15,14,3,14,0.4,29.5
459,2020-8-11 3,9,16,17,5,13,0.4,29.3
460,2020-8-11 4,9,18,18,6,10,0.4,29.2
461,2020-8-11 5,9,21,17,11,9,0.4,29.1
462,2020-8-11 6,13,20,13,7,10,0.4,29.0
463,2020-8-11 7,14,19,16,3,16,0.5,29.8
464,2020-8-11 8,13,15,25,4,21,0.5,30.6
465,2020-8-11 9,10,14,19,4,34,0.5,31.4
466,2020-8-11 10,8,10,21,2,62,0.4,32.4
467,2020-8-11 11,7,11,25,12,100,0.4,33.3
468,2020-8-11 12,8,12,35,10,119,0.4,33.1
469,2020-8-11 13,9,9,38,17,100,0.4,33.1
470,2020-8-11 14,7,20,28,10,52,0.4,30.5
471,2020-8-11 15,7,20,22,6,62,0.5,31.9
472,2020-8-11 16,7,11,31,7,69,0.4,32.2
473,2020-8-11 17,6,11,24,9,55,0.4,32.0
474,2020-8-11 18,6,12,22,5,38,0.4,31.6
475,2020-8-11 19,6,13,21,2,26,0.4,31.0
476,2020-8-11 20,6,11,20,3,27,0.4,30.7
477,2020-8-11 21,6,12,16,4,26,0.4,30.4
478,2020-8-11 22,6,14,15,2,21,0.4,30.3
479,2020-8-11 23,6,17,12,0,15,0.4,30.2
