,1,9,10,11,12
108,2020-7-30 23,60,1004.8,2.4,37.3
109,2020-7-31 0,57,1004.2,2.6,59.4
110,2020-7-31 1,58,1003.5,2.4,45.8
111,2020-7-31 2,59,1002.9,2.3,41.1
112,2020-7-31 3,61,1002.1,3.0,42.7
113,2020-7-31 4,65,1001.9,3.1,27.4
114,2020-7-31 5,63,1002.0,3.2,16.8
115,2020-7-31 6,63,1002.4,3.7,18.8
116,2020-7-31 7,61,1003.0,3.4,23.4
117,2020-7-31 8,60,1003.3,3.6,35.7
118,2020-7-31 9,61,1003.7,4.2,38.9
119,2020-7-31 10,64,1003.9,4.0,64.6
120,2020-7-31 11,59,1003.4,4.7,71.6
121,2020-7-31 12,56,1003.1,4.1,61.1
122,2020-7-31 13,55,1002.6,4.7,66.1
123,2020-7-31 14,55,1001.8,4.9,58.0
124,2020-7-31 15,62,1001.4,3.4,84.3
125,2020-7-31 16,73,1001.0,3.2,50.6
126,2020-7-31 17,65,1000.7,4.1,36.6
127,2020-7-31 18,63,1000.7,3.9,55.5
128,2020-7-31 19,69,1001.5,4.4,55.9
129,2020-7-31 20,75,1002.1,3.4,54.8
130,2020-7-31 21,73,1003.1,3.4,45.0
131,2020-7-31 22,73,1003.3,4.0,39.7
132,2020-7-31 23,73,1002.9,4.0,43.4
133,2020-8-1 0,75,1002.6,2.9,56.4
134,2020-8-1 1,76,1002.3,2.6,49.5
135,2020-8-1 2,76,1001.9,3.2,41.2
136,2020-8-1 3,76,1001.4,3.3,35.0
137,2020-8-1 4,75,1001.3,3.4,43.0
138,2020-8-1 5,76,1001.3,3.8,46.3
139,2020-8-1 6,77,1001.4,3.7,43.8
140,2020-8-1 7,74,1001.7,3.5,51.1
141,2020-8-1 8,71,1002.1,3.6,56.0
142,2020-8-1 9,72,1002.3,3.9,63.2
143,2020-8-1 10,70,1002.4,4.2,67.8
144,2020-8-1 11,69,1002.2,3.7,62.3
145,2020-8-1 12,67,1001.8,3.2,60.0
146,2020-8-1 13,67,1001.8,3.1,58.8
147,2020-8-1 14,76,1001.2,3.1,83.0
148,2020-8-1 15,76,1000.8,3.3,62.7
149,2020-8-1 16,77,1000.7,3.4,70.3
150,2020-8-1 17,77,1001.1,3.3,72.5
151,2020-8-1 18,76,1001.6,2.5,74.2
152,2020-8-1 19,75,1001.8,2.0,66.6
153,2020-8-1 20,75,1002.2,2.5,56.1
154,2020-8-1 21,75,1003.0,2.6,52.4
155,2020-8-1 22,73,1003.6,3.0,54.6
156,2020-8-1 23,75,1003.5,3.2,48.8
157,2020-8-2 0,78,1003.0,2.8,35.6
158,2020-8-2 1,78,1002.5,2.4,38.4
159,2020-8-2 2,78,1001.8,2.6,32.3
160,2020-8-2 3,79,1001.4,3.2,31.5
161,2020-8-2 4,80,1001.3,2.8,44.2
162,2020-8-2 5,80,1001.4,2.0,52.4
163,2020-8-2 6,82,1001.6,1.9,69.1
164,2020-8-2 7,82,1001.9,2.2,55.6
165,2020-8-2 8,80,1002.3,2.7,58.9
166,2020-8-2 9,77,1002.6,2.9,55.3
167,2020-8-2 10,70,1002.6,3.0,71.3
168,2020-8-2 11,64,1002.7,2.8,83.0
169,2020-8-2 12,74,1002.9,2.7,119.2
170,2020-8-2 13,80,1002.5,1.0,80.6
171,2020-8-2 14,72,1001.6,1.2,87.6
172,2020-8-2 15,67,1001.0,1.8,138.2
173,2020-8-2 16,70,1000.9,2.3,162.5
174,2020-8-2 17,74,1000.6,0.9,50.3
175,2020-8-2 18,77,1000.9,0.9,8.4
176,2020-8-2 19,74,1001.7,1.4,91.3
177,2020-8-2 20,73,1002.2,0.8,114.9
178,2020-8-2 21,75,1002.8,0.9,50.9
179,2020-8-2 22,73,1003.3,2.0,40.7
180,2020-8-2 23,72,1002.9,2.1,43.9
181,2020-8-3 0,73,1002.4,2.2,40.0
182,2020-8-3 1,75,1001.7,2.2,53.7
183,2020-8-3 2,76,1001.2,2.3,25.4
184,2020-8-3 3,78,1000.5,3.6,26.3
185,2020-8-3 4,79,1000.2,2.6,69.8
186,2020-8-3 5,77,1000.6,1.9,77.1
187,2020-8-3 6,78,1001.2,1.5,82.1
188,2020-8-3 7,77,1001.6,1.5,80.0
189,2020-8-3 8,74,1001.9,1.7,79.7
190,2020-8-3 9,72,1002.1,1.5,79.5
191,2020-8-3 10,68,1002.2,1.7,68.8
192,2020-8-3 11,72,1002.0,1.8,69.6
193,2020-8-3 12,67,1001.4,1.9,59.4
194,2020-8-3 13,66,1000.9,2.7,118.5
195,2020-8-3 14,68,1000.4,2.5,55.4
196,2020-8-3 15,76,999.8,2.4,50.6
197,2020-8-3 16,75,999.7,1.6,104.9
198,2020-8-3 17,74,999.8,2.5,149.9
199,2020-8-3 18,75,1000.0,1.4,105.7
200,2020-8-3 19,76,1000.5,1.7,142.7
201,2020-8-3 20,75,1001.1,2.0,148.2
202,2020-8-3 21,76,1001.6,1.1,108.3
203,2020-8-3 22,75,1002.0,1.8,140.0
204,2020-8-3 23,75,1002.0,1.5,130.1
205,2020-8-4 0,76,1001.8,1.2,75.1
206,2020-8-4 1,76,1001.3,1.6,148.2
207,2020-8-4 2,76,1001.1,1.4,153.6
208,2020-8-4 3,76,1000.9,1.2,146.1
209,2020-8-4 4,76,1000.8,1.2,141.3
210,2020-8-4 5,77,1000.8,1.2,149.3
211,2020-8-4 6,76,1001.0,1.4,146.2
212,2020-8-4 7,75,1001.4,1.0,122.2
213,2020-8-4 8,70,1001.6,1.0,150.6
214,2020-8-4 9,63,1002.1,1.4,152.8
215,2020-8-4 10,61,1002.1,1.1,98.9
216,2020-8-4 11,55,1001.9,1.5,100.6
217,2020-8-4 12,53,1001.5,1.4,51.0
218,2020-8-4 13,53,1001.1,1.5,99.8
219,2020-8-4 14,56,1000.5,2.0,88.4
220,2020-8-4 15,54,1000.3,2.7,126.7
221,2020-8-4 16,63,999.9,4.2,156.8
222,2020-8-4 17,65,1000.2,3.0,157.2
223,2020-8-4 18,65,1000.9,2.5,145.2
224,2020-8-4 19,68,1001.6,1.8,111.3
225,2020-8-4 20,70,1002.5,2.0,142.9
226,2020-8-4 21,71,1003.2,2.0,141.0
227,2020-8-4 22,72,1003.4,1.6,114.6
228,2020-8-4 23,73,1003.5,1.4,128.7
229,2020-8-5 0,74,1003.7,1.2,134.1
230,2020-8-5 1,74,1003.6,1.7,141.3
231,2020-8-5 2,73,1003.3,1.5,137.2
232,2020-8-5 3,74,1002.9,1.6,82.6
233,2020-8-5 4,76,1003.0,1.3,93.2
234,2020-8-5 5,75,1003.2,1.5,93.2
235,2020-8-5 6,76,1003.6,1.6,73.1
236,2020-8-5 7,76,1004.0,1.8,105.7
237,2020-8-5 8,81,1004.6,1.5,109.1
238,2020-8-5 9,82,1005.1,1.5,125.6
239,2020-8-5 10,80,1005.6,2.1,137.1
240,2020-8-5 11,79,1005.6,1.5,137.5
241,2020-8-5 12,77,1005.7,2.0,152.5
242,2020-8-5 13,77,1005.3,0.8,107.9
243,2020-8-5 14,76,1005.1,1.6,160.0
244,2020-8-5 15,82,1005.3,1.2,118.2
245,2020-8-5 16,83,1005.5,1.8,139.9
246,2020-8-5 17,82,1005.7,1.3,127.3
247,2020-8-5 18,82,1006.1,0.9,77.1
248,2020-8-5 19,82,1006.8,1.4,76.2
249,2020-8-5 20,82,1007.4,1.2,68.9
250,2020-8-5 21,81,1008.3,1.6,68.8
251,2020-8-5 22,81,1008.8,1.7,67.9
252,2020-8-5 23,81,1009.0,1.9,70.9
253,2020-8-6 0,81,1008.8,1.9,77.2
254,2020-8-6 1,81,1008.2,1.9,89.8
255,2020-8-6 2,81,1007.6,1.3,92.3
256,2020-8-6 3,81,1007.1,0.4,99.0
257,2020-8-6 4,81,1006.9,0.8,59.7
258,2020-8-6 5,81,1007.1,1.5,61.2
259,2020-8-6 6,81,1007.5,1.4,63.6
260,2020-8-6 7,77,1007.9,1.5,51.8
261,2020-8-6 8,72,1008.5,1.6,58.5
262,2020-8-6 9,69,1008.5,2.1,24.2
263,2020-8-6 10,64,1008.5,2.2,73.5
264,2020-8-6 11,61,1008.4,2.6,83.1
265,2020-8-6 12,57,1007.8,2.3,72.4
266,2020-8-6 13,55,1007.1,1.9,96.7
267,2020-8-6 14,50,1006.4,2.3,133.1
268,2020-8-6 15,48,1005.9,2.2,125.4
269,2020-8-6 16,53,1006.0,1.8,111.7
270,2020-8-6 17,57,1006.1,1.8,146.6
271,2020-8-6 18,58,1006.4,2.0,143.3
272,2020-8-6 19,58,1006.9,1.7,150.5
273,2020-8-6 20,62,1007.7,1.8,142.2
274,2020-8-6 21,65,1008.4,1.8,144.6
275,2020-8-6 22,66,1008.7,1.7,141.7
276,2020-8-6 23,67,1008.6,1.8,145.5
277,2020-8-7 0,70,1008.2,1.1,137.3
278,2020-8-7 1,71,1007.7,1.2,91.5
279,2020-8-7 2,72,1007.0,1.1,83.6
280,2020-8-7 3,74,1006.4,0.8,82.1
281,2020-8-7 4,75,1005.9,1.1,74.2
282,2020-8-7 5,75,1005.4,1.0,71.2
283,2020-8-7 6,74,1005.7,1.6,64.8
284,2020-8-7 7,73,1006.0,1.3,71.7
285,2020-8-7 8,70,1006.5,1.1,80.6
286,2020-8-7 9,66,1007.0,0.9,166.5
287,2020-8-7 10,60,1007.2,1.1,142.0
288,2020-8-7 11,59,1006.8,1.7,46.8
289,2020-8-7 12,57,1006.4,1.7,96.8
290,2020-8-7 13,55,1005.7,2.2,87.0
291,2020-8-7 14,47,1005.1,2.1,128.6
292,2020-8-7 15,42,1004.4,2.2,107.5
293,2020-8-7 16,42,1004.1,2.3,122.0
294,2020-8-7 17,45,1004.0,2.0,125.4
295,2020-8-7 18,50,1003.8,2.0,148.8
296,2020-8-7 19,55,1004.1,1.6,130.6
297,2020-8-7 20,56,1004.8,2.1,142.3
298,2020-8-7 21,59,1005.2,2.1,146.3
299,2020-8-7 22,60,1005.6,1.7,159.2
300,2020-8-7 23,64,1005.6,2.2,161.9
301,2020-8-8 0,66,1005.4,1.8,156.4
302,2020-8-8 1,67,1005.2,1.3,138.0
303,2020-8-8 2,69,1005.0,1.0,138.9
304,2020-8-8 3,69,1004.4,1.5,143.3
305,2020-8-8 4,71,1004.4,0.7,120.9
306,2020-8-8 5,71,1004.3,0.8,96.1
307,2020-8-8 6,73,1004.6,1.1,73.9
308,2020-8-8 7,70,1004.8,1.1,85.8
309,2020-8-8 8,62,1005.0,1.2,32.8
310,2020-8-8 9,62,1005.1,0.9,354.1
311,2020-8-8 10,56,1004.8,1.4,37.6
312,2020-8-8 11,54,1004.4,1.5,2.8
313,2020-8-8 12,50,1003.8,1.5,107.8
314,2020-8-8 13,48,1003.1,1.4,114.5
315,2020-8-8 14,45,1002.3,1.6,111.2
316,2020-8-8 15,45,1001.7,1.7,103.5
317,2020-8-8 16,44,1001.2,1.7,112.7
318,2020-8-8 17,45,1001.0,2.3,149.4
319,2020-8-8 18,47,1001.0,2.2,143.9
320,2020-8-8 19,50,1001.3,2.6,147.4
321,2020-8-8 20,55,1002.0,2.9,160.3
322,2020-8-8 21,60,1002.4,3.4,161.3
323,2020-8-8 22,63,1002.9,3.1,165.0
324,2020-8-8 23,66,1002.9,2.7,154.9
325,2020-8-9 0,68,1002.8,1.9,196.4
326,2020-8-9 1,69,1002.7,2.0,206.7
327,2020-8-9 2,70,1002.5,1.9,200.5
328,2020-8-9 3,71,1002.3,1.5,201.4
329,2020-8-9 4,73,1002.4,1.5,200.6
330,2020-8-9 5,73,1002.2,1.6,209.7
331,2020-8-9 6,73,1002.6,1.0,226.1
332,2020-8-9 7,71,1003.1,0.9,215.1
333,2020-8-9 8,62,1003.1,1.0,205.8
334,2020-8-9 9,56,1003.1,1.3,217.5
335,2020-8-9 10,52,1002.8,1.3,211.2
336,2020-8-9 11,50,1002.4,1.4,212.1
337,2020-8-9 12,46,1001.8,1.3,200.6
338,2020-8-9 13,44,1001.4,1.1,258.0
339,2020-8-9 14,42,1000.8,1.3,209.5
340,2020-8-9 15,41,1000.1,1.7,208.6
341,2020-8-9 16,40,999.6,1.9,161.2
342,2020-8-9 17,50,999.6,3.0,149.8
343,2020-8-9 18,56,999.7,3.8,155.6
344,2020-8-9 19,58,1000.2,3.8,164.1
345,2020-8-9 20,61,1001.1,3.0,156.6
346,2020-8-9 21,61,1001.7,2.5,174.9
347,2020-8-9 22,60,1002.1,2.4,167.9
348,2020-8-9 23,64,1002.0,1.9,204.1
349,2020-8-10 0,68,1002.1,2.5,197.0
350,2020-8-10 1,68,1001.7,1.9,183.5
351,2020-8-10 2,68,1001.5,2.4,198.1
352,2020-8-10 3,69,1001.6,1.7,198.2
353,2020-8-10 4,69,1001.9,1.8,214.8
354,2020-8-10 5,69,1002.0,1.5,194.6
355,2020-8-10 6,69,1002.2,1.2,178.7
356,2020-8-10 7,65,1002.8,0.9,214.5
357,2020-8-10 8,62,1003.1,1.0,202.5
358,2020-8-10 9,57,1003.2,1.4,206.5
359,2020-8-10 10,52,1003.1,1.1,202.1
360,2020-8-10 11,48,1002.7,1.4,231.4
361,2020-8-10 12,46,1002.0,1.3,197.5
362,2020-8-10 13,46,1001.5,1.6,207.7
363,2020-8-10 14,44,1001.0,1.5,200.6
364,2020-8-10 15,45,1000.3,1.9,165.6
365,2020-8-10 16,48,1000.0,2.5,145.9
366,2020-8-10 17,58,1000.1,2.2,137.5
367,2020-8-10 18,58,1000.2,1.8,125.1
368,2020-8-10 19,63,1000.6,2.6,177.3
369,2020-8-10 20,67,1001.3,2.9,160.6
370,2020-8-10 21,64,1002.0,2.7,151.0
371,2020-8-10 22,66,1002.3,2.5,150.4
372,2020-8-10 23,65,1002.5,2.4,165.8
373,2020-8-11 0,65,1002.6,2.2,162.8
374,2020-8-11 1,68,1002.3,2.2,177.6
375,2020-8-11 2,69,1002.2,1.8,164.8
376,2020-8-11 3,69,1002.1,1.8,188.5
377,2020-8-11 4,69,1002.2,1.9,167.7
378,2020-8-11 5,70,1002.3,1.4,167.2
379,2020-8-11 6,69,1002.6,1.5,141.4
380,2020-8-11 7,66,1003.4,1.6,145.2
381,2020-8-11 8,63,1003.8,1.5,153.0
382,2020-8-11 9,57,1003.9,1.6,217.2
383,2020-8-11 10,54,1004.0,1.3,189.7
384,2020-8-11 11,59,1003.9,1.9,163.0
385,2020-8-11 12,56,1003.4,1.8,123.0
386,2020-8-11 13,56,1002.9,2.9,147.7
387,2020-8-11 14,60,1002.7,3.0,148.6
388,2020-8-11 15,58,1002.2,4.0,151.4
389,2020-8-11 16,59,1002.5,4.1,149.1
390,2020-8-11 17,58,1002.9,4.2,150.8
391,2020-8-11 18,57,1003.3,3.6,151.6
392,2020-8-11 19,59,1004.1,3.5,148.9
393,2020-8-11 20,61,1005.2,3.2,149.8
394,2020-8-11 21,64,1005.8,3.1,149.4
395,2020-8-11 22,65,1006.4,2.6,145.6
396,2020-8-11 23,66,1006.7,2.3,142.3
397,2020-8-12 0,66,1006.7,2.0,147.1
398,2020-8-12 1,67,1006.5,1.5,145.5
399,2020-8-12 2,68,1005.9,1.5,149.5
400,2020-8-12 3,69,1005.7,2.1,149.0
401,2020-8-12 4,71,1005.9,1.8,161.1
402,2020-8-12 5,71,1006.0,1.0,132.4
403,2020-8-12 6,71,1006.8,2.4,137.5
404,2020-8-12 7,74,1007.4,1.7,85.2
405,2020-8-12 8,72,1007.4,1.6,137.0
406,2020-8-12 9,72,1007.7,1.7,75.4
407,2020-8-12 10,71,1007.8,1.4,87.7
408,2020-8-12 11,67,1007.6,1.6,70.3
409,2020-8-12 12,64,1007.0,1.9,35.6
410,2020-8-12 13,70,1006.8,2.5,100.6
411,2020-8-12 14,81,1007.4,2.5,153.8
412,2020-8-12 15,82,1007.4,1.0,243.7
413,2020-8-12 16,82,1007.4,0.9,98.5
414,2020-8-12 17,78,1007.2,3.3,141.8
415,2020-8-12 18,77,1007.7,2.9,145.0
416,2020-8-12 19,77,1008.9,1.1,148.8
417,2020-8-12 20,78,1009.8,0.6,63.5
418,2020-8-12 21,78,1010.5,1.2,70.0
419,2020-8-12 22,77,1010.8,1.4,84.1
420,2020-8-12 23,78,1010.6,1.9,150.7
421,2020-8-13 0,79,1009.9,1.0,99.3
422,2020-8-13 1,79,1009.3,2.3,135.1
423,2020-8-13 2,80,1008.8,1.3,123.4
424,2020-8-13 3,80,1008.4,1.2,89.8
425,2020-8-13 4,80,1008.0,1.2,100.9
426,2020-8-13 5,79,1007.8,1.6,72.8
427,2020-8-13 6,78,1008.1,1.2,74.2
428,2020-8-13 7,78,1008.8,1.4,66.5
429,2020-8-13 8,76,1009.1,1.5,92.0
430,2020-8-13 9,72,1009.7,2.4,188.2
431,2020-8-13 10,73,1010.0,2.9,154.2
432,2020-8-13 11,72,1010.1,1.4,100.9
433,2020-8-13 12,64,1009.7,3.2,176.4
434,2020-8-13 13,70,1009.3,3.0,158.1
435,2020-8-13 14,72,1008.5,2.2,142.7
436,2020-8-13 15,65,1007.9,2.1,133.2
437,2020-8-13 16,64,1007.3,1.8,102.0
438,2020-8-13 17,63,1007.1,1.9,78.5
439,2020-8-13 18,65,1007.1,1.5,114.2
440,2020-8-13 19,68,1007.5,1.4,119.9
441,2020-8-13 20,71,1008.2,1.8,146.7
442,2020-8-13 21,71,1008.7,1.2,129.4
443,2020-8-13 22,71,1009.0,1.5,132.1
444,2020-8-13 23,71,1008.9,1.4,140.0
445,2020-8-14 0,72,1008.6,1.3,92.9
446,2020-8-14 1,74,1007.9,0.8,79.2
447,2020-8-14 2,75,1007.4,0.8,116.1
448,2020-8-14 3,76,1007.1,0.5,126.5
449,2020-8-14 4,76,1007.1,0.5,126.3
450,2020-8-14 5,77,1007.4,0.9,136.7
451,2020-8-14 6,77,1007.9,0.8,71.4
452,2020-8-14 7,72,1008.2,1.4,75.8
453,2020-8-14 8,66,1008.6,1.7,142.3
454,2020-8-14 9,61,1008.6,1.9,152.7
455,2020-8-14 10,61,1008.7,2.2,151.7
456,2020-8-14 11,59,1008.2,2.3,111.3
457,2020-8-14 12,57,1007.8,2.4,145.7
458,2020-8-14 13,73,1007.6,1.7,93.1
459,2020-8-14 14,71,1007.0,1.9,136.6
460,2020-8-14 15,63,1006.2,1.6,153.5
461,2020-8-14 16,61,1006.0,2.0,138.2
462,2020-8-14 17,63,1005.8,2.4,142.8
463,2020-8-14 18,63,1006.1,2.0,147.3
464,2020-8-14 19,65,1006.7,1.8,137.9
465,2020-8-14 20,66,1007.1,1.6,167.9
466,2020-8-14 21,67,1007.4,1.7,146.3
467,2020-8-14 22,70,1007.2,1.5,143.3
468,2020-8-14 23,69,1006.7,1.8,146.2
469,2020-8-15 0,70,1006.3,1.8,146.5
470,2020-8-15 1,71,1006.0,1.4,143.9
471,2020-8-15 2,72,1005.8,0.9,140.0
472,2020-8-15 3,72,1005.6,1.2,132.0
473,2020-8-15 4,73,1005.5,1.1,144.5
474,2020-8-15 5,74,1005.9,0.8,135.4
475,2020-8-15 6,74,1006.1,1.0,143.4
476,2020-8-15 7,70,1006.7,1.6,168.5
477,2020-8-15 8,66,1007.1,1.2,191.4
478,2020-8-15 9,61,1007.3,1.3,198.5
479,2020-8-15 10,56,1007.3,1.5,214.0
480,2020-8-15 11,57,1007.2,2.0,192.3
481,2020-8-15 12,71,1007.0,2.1,122.8
482,2020-8-15 13,60,1006.5,2.8,155.3
483,2020-8-15 14,54,1005.8,3.0,184.5
484,2020-8-15 15,56,1005.1,2.4,200.3
485,2020-8-15 16,57,1005.0,2.1,188.8
486,2020-8-15 17,60,1005.1,1.8,152.0
487,2020-8-15 18,58,1005.7,2.1,149.9
488,2020-8-15 19,58,1006.5,2.4,152.8
489,2020-8-15 20,62,1007.1,2.0,155.8
490,2020-8-15 21,65,1007.1,2.0,141.1
491,2020-8-15 22,67,1007.0,1.7,140.0
492,2020-8-15 23,67,1006.9,2.0,148.1
493,2020-8-16 0,67,1006.4,1.8,152.2
494,2020-8-16 1,68,1006.3,1.3,141.0
495,2020-8-16 2,68,1006.3,1.3,183.5
496,2020-8-16 3,69,1006.5,0.9,167.1
497,2020-8-16 4,70,1006.6,0.7,138.9
498,2020-8-16 5,71,1006.7,0.5,131.1
499,2020-8-16 6,72,1006.9,0.7,80.4
500,2020-8-16 7,70,1007.5,0.9,70.9
501,2020-8-16 8,69,1007.7,1.6,86.1
502,2020-8-16 9,63,1008.0,1.4,85.7
503,2020-8-16 10,55,1007.9,1.4,101.0
504,2020-8-16 11,53,1007.4,2.2,101.6
505,2020-8-16 12,55,1006.7,2.1,98.7
506,2020-8-16 13,52,1005.9,1.9,89.6
507,2020-8-16 14,48,1005.0,2.1,152.5
508,2020-8-16 15,44,1004.2,3.1,150.9
509,2020-8-16 16,47,1004.0,3.1,158.2
510,2020-8-16 17,57,1004.5,2.6,172.7
511,2020-8-16 18,67,1005.1,0.9,138.7
512,2020-8-16 19,60,1005.7,2.4,144.6
513,2020-8-16 20,60,1006.8,2.2,146.9
514,2020-8-16 21,61,1007.6,1.7,157.4
515,2020-8-16 22,63,1007.7,1.2,115.6
516,2020-8-16 23,66,1007.2,1.2,52.9
517,2020-8-17 0,68,1006.7,1.8,25.7
518,2020-8-17 1,70,1006.2,1.8,25.0
519,2020-8-17 2,71,1005.7,2.2,21.9
520,2020-8-17 3,72,1005.6,2.0,27.7
521,2020-8-17 4,73,1005.7,2.3,36.3
522,2020-8-17 5,76,1005.8,2.6,36.4
523,2020-8-17 6,74,1006.2,2.5,31.2
524,2020-8-17 7,69,1006.6,2.6,40.6
525,2020-8-17 8,66,1007.1,2.8,50.5
526,2020-8-17 9,63,1007.6,2.4,53.4
527,2020-8-17 10,58,1007.6,2.5,87.4
528,2020-8-17 11,54,1007.6,2.4,95.6
529,2020-8-17 12,60,1007.3,1.8,191.2
530,2020-8-17 13,61,1006.8,1.6,180.8
531,2020-8-17 14,60,1006.1,1.9,162.8
532,2020-8-17 15,60,1005.1,2.0,147.1
533,2020-8-17 16,56,1005.3,2.3,128.4
534,2020-8-17 17,60,1005.1,2.0,138.7
535,2020-8-17 18,63,1005.3,2.0,120.9
536,2020-8-17 19,64,1005.8,1.2,130.5
