,1,8,9,10,11
38,2020-7-24 14,37.4,43.85,1.6,170.0
39,2020-7-24 15,37.7,41.675,1.4,187.0
40,2020-7-24 16,38.3,41.197,1.4,232.0
41,2020-7-24 17,37.8,42.23,1.3,212.0
42,2020-7-24 18,35.8,46.638,1.2,170.0
43,2020-7-24 19,33.6,54.25,2.1,165.0
44,2020-7-24 20,31.9,61.646,3.3,176.0
45,2020-7-24 21,30.9,66.312,2.8,170.0
46,2020-7-24 22,30.3,69.549,1.9,172.0
47,2020-7-24 23,30.1,69.505,1.3,143.0
48,2020-7-25 0,29.6,68.656,1.3,284.0
49,2020-7-25 1,29.3,65.67,1.6,264.0
50,2020-7-25 2,28.7,68.889,1.2,264.0
51,2020-7-25 3,28.3,70.942,1.0,350.0
52,2020-7-25 4,28.1,73.098,1.4,274.0
53,2020-7-25 5,27.7,74.84,1.5,290.0
54,2020-7-25 6,28.1,74.722,1.3,286.0
55,2020-7-25 7,29.9,69.275,1.3,294.0
56,2020-7-25 8,31.8,63.162,1.8,260.0
57,2020-7-25 9,33.4,56.996,1.2,289.0
58,2020-7-25 10,35.5,51.444,1.3,281.0
59,2020-7-25 11,36.8,48.149,1.4,262.0
60,2020-7-25 12,36.5,49.246,1.8,170.0
61,2020-7-25 13,36.9,48.347,1.6,163.0
62,2020-7-25 14,37.6,46.173,2.1,174.0
63,2020-7-25 15,38.2,44.203,1.4,176.0
64,2020-7-25 16,37.7,44.793,1.8,178.0
65,2020-7-25 17,36.9,45.632,1.7,183.0
66,2020-7-25 18,34.8,52.507,2.3,170.0
67,2020-7-25 19,32.4,59.529,3.8,177.0
68,2020-7-25 20,31.3,62.171,3.7,174.0
69,2020-7-25 21,30.8,66.075,2.7,177.0
70,2020-7-25 22,30.5,67.902,2.2,174.0
71,2020-7-25 23,30.1,68.885,1.7,162.0
72,2020-7-26 0,29.7,66.75,1.0,82.0
73,2020-7-26 1,29.4,66.189,1.1,284.0
74,2020-7-26 2,28.8,69.847,2.0,278.0
75,2020-7-26 3,28.3,73.414,1.4,5.0
76,2020-7-26 4,28.0,74.825,1.3,288.0
77,2020-7-26 5,28.0,75.747,1.3,312.0
78,2020-7-26 6,28.4,75.391,1.3,258.0
79,2020-7-26 7,29.6,71.825,2.3,265.0
80,2020-7-26 8,31.3,65.979,2.2,264.0
81,2020-7-26 9,33.4,57.484,1.3,92.0
82,2020-7-26 10,34.2,55.433,1.5,136.0
83,2020-7-26 11,36.2,50.064,1.5,79.0
84,2020-7-26 12,36.2,49.45,1.7,240.0
85,2020-7-26 13,37.2,46.961,1.7,173.0
86,2020-7-26 14,37.7,45.04,2.1,176.0
87,2020-7-26 15,37.3,46.69,1.8,171.0
88,2020-7-26 16,35.4,50.4,2.0,169.0
89,2020-7-26 17,34.1,53.578,3.0,172.0
90,2020-7-26 18,32.8,57.746,2.8,172.0
91,2020-7-26 19,32.1,56.116,1.5,154.0
92,2020-7-26 20,31.2,58.875,1.3,69.0
93,2020-7-26 21,30.6,59.32,1.4,129.0
94,2020-7-26 22,30.1,61.136,1.4,142.0
95,2020-7-26 23,29.6,62.746,1.1,141.0
96,2020-7-27 0,29.2,65.814,1.7,168.0
97,2020-7-27 1,28.6,68.609,1.0,121.0
98,2020-7-27 2,28.3,70.352,1.4,170.0
99,2020-7-27 3,28.1,72.155,0.8,114.0
100,2020-7-27 4,27.8,73.991,1.4,168.0
101,2020-7-27 5,27.8,74.596,0.9,156.0
102,2020-7-27 6,28.5,73.724,1.7,174.0
103,2020-7-27 7,29.7,70.171,1.5,166.0
104,2020-7-27 8,31.4,62.493,1.7,270.0
105,2020-7-27 9,31.6,62.018,1.8,264.0
106,2020-7-27 10,34.4,51.743,1.7,222.0
107,2020-7-27 11,35.8,48.361,2.1,266.0
108,2020-7-27 12,35.8,47.811,2.1,252.0
109,2020-7-27 13,36.7,44.141,2.3,265.0
110,2020-7-27 14,36.9,42.664,1.4,126.0
111,2020-7-27 15,36.4,44.487,1.6,165.0
112,2020-7-27 16,34.9,52.181,3.5,161.0
113,2020-7-27 17,34.0,52.956,3.9,182.0
114,2020-7-27 18,32.6,55.068,4.3,175.0
115,2020-7-27 19,31.3,59.495,4.2,175.0
116,2020-7-27 20,30.4,63.694,2.7,168.0
117,2020-7-27 21,29.9,65.999,1.8,162.0
118,2020-7-27 22,29.5,67.705,1.5,148.0
119,2020-7-27 23,29.3,65.036,1.6,164.0
120,2020-7-28 0,28.8,71.149,1.8,166.0
121,2020-7-28 1,28.5,70.883,2.8,174.0
122,2020-7-28 2,28.1,72.938,1.9,174.0
123,2020-7-28 3,28.1,73.553,2.0,172.0
124,2020-7-28 4,27.9,74.471,1.2,156.0
125,2020-7-28 5,27.8,75.921,0.8,109.0
126,2020-7-28 6,28.4,73.891,0.4,215.0
127,2020-7-28 7,29.6,67.865,0.9,312.0
128,2020-7-28 8,31.7,62.381,1.1,260.0
129,2020-7-28 9,33.2,57.837,1.6,263.0
130,2020-7-28 10,34.7,53.691,1.6,157.0
131,2020-7-28 11,37.1,48.005,1.5,136.0
132,2020-7-28 12,35.8,49.103,1.6,264.0
133,2020-7-28 13,35.6,49.327,1.6,201.0
134,2020-7-28 14,35.6,48.27,1.8,218.0
135,2020-7-28 15,35.0,49.202,2.2,166.0
136,2020-7-28 16,35.0,51.59,2.6,160.0
137,2020-7-28 17,34.1,53.51,2.5,172.0
138,2020-7-28 18,31.2,61.48,3.7,162.0
139,2020-7-28 19,29.9,68.152,3.5,168.0
140,2020-7-28 20,30.2,68.256,2.5,172.0
141,2020-7-28 21,30.1,67.724,1.7,124.0
142,2020-7-28 22,29.5,70.767,1.8,169.0
143,2020-7-28 23,29.2,72.637,1.8,174.0
144,2020-7-29 0,28.9,72.936,2.6,173.0
145,2020-7-29 1,28.7,73.175,1.1,140.0
146,2020-7-29 2,28.5,74.235,1.0,166.0
147,2020-7-29 3,28.2,73.934,0.9,279.0
148,2020-7-29 4,28.0,74.809,1.2,263.0
149,2020-7-29 5,27.8,76.536,0.9,265.0
150,2020-7-29 6,28.2,75.705,1.2,253.0
151,2020-7-29 7,30.9,66.041,0.9,270.0
152,2020-7-29 8,33.0,57.936,1.0,192.0
153,2020-7-29 9,33.7,55.284,1.0,84.0
154,2020-7-29 10,34.6,49.452,1.4,341.0
155,2020-7-29 11,35.6,46.619,1.4,345.0
156,2020-7-29 12,36.1,43.492,1.3,316.0
157,2020-7-29 13,37.0,39.812,1.1,332.0
158,2020-7-29 14,37.3,38.411,1.4,335.0
159,2020-7-29 15,38.3,38.641,1.7,262.0
160,2020-7-29 16,34.2,50.357,3.8,178.0
161,2020-7-29 17,31.7,61.473,3.7,174.0
162,2020-7-29 18,31.3,63.455,4.2,174.0
163,2020-7-29 19,31.0,62.733,4.3,170.0
164,2020-7-29 20,30.1,68.62,3.7,158.0
165,2020-7-29 21,29.6,70.098,3.7,159.0
166,2020-7-29 22,29.5,69.977,3.6,158.0
167,2020-7-29 23,29.3,69.604,3.4,158.0
168,2020-7-30 0,29.0,70.528,3.6,157.0
169,2020-7-30 1,28.6,72.728,2.1,88.0
170,2020-7-30 2,26.8,79.853,2.6,157.0
171,2020-7-30 3,26.2,83.57,0.7,166.0
172,2020-7-30 4,27.1,80.626,1.0,163.0
173,2020-7-30 5,27.1,79.777,1.1,82.0
174,2020-7-30 6,27.3,78.805,2.0,76.0
175,2020-7-30 7,28.7,72.234,1.9,65.0
176,2020-7-30 8,29.3,67.477,2.0,68.0
177,2020-7-30 9,31.5,57.379,1.7,73.0
178,2020-7-30 10,32.2,55.317,1.8,86.0
179,2020-7-30 11,34.5,50.108,1.7,130.0
180,2020-7-30 12,33.8,49.654,2.0,60.0
181,2020-7-30 13,34.4,48.022,2.4,132.0
182,2020-7-30 14,34.8,47.986,3.2,162.0
183,2020-7-30 15,34.2,50.09,3.7,160.0
184,2020-7-30 16,30.4,60.594,4.6,172.0
185,2020-7-30 17,31.2,58.332,3.4,168.0
186,2020-7-30 18,31.2,58.65,2.2,164.0
187,2020-7-30 19,31.1,59.239,2.2,164.0
188,2020-7-30 20,30.3,60.84,3.6,162.0
189,2020-7-30 21,29.6,65.868,2.8,160.0
190,2020-7-30 22,29.3,68.727,1.9,157.0
191,2020-7-30 23,29.1,69.55,1.7,74.0
192,2020-7-31 0,29.0,64.995,2.5,84.0
193,2020-7-31 1,28.8,65.353,2.4,80.0
194,2020-7-31 2,28.4,67.99,2.5,81.0
195,2020-7-31 3,28.4,66.466,2.2,84.0
196,2020-7-31 4,27.9,69.836,3.1,78.0
197,2020-7-31 5,27.4,70.777,3.4,70.0
198,2020-7-31 6,27.6,69.445,3.0,64.0
199,2020-7-31 7,28.4,66.499,4.3,70.0
200,2020-7-31 8,28.9,64.608,4.5,72.0
201,2020-7-31 9,28.5,66.127,4.7,78.0
202,2020-7-31 10,27.4,73.053,3.1,91.0
203,2020-7-31 11,29.9,62.84,4.1,139.0
204,2020-7-31 12,30.5,59.658,3.2,137.0
205,2020-7-31 13,30.7,58.306,3.8,106.0
206,2020-7-31 14,30.9,57.729,3.7,126.0
207,2020-7-31 15,29.2,64.329,4.3,102.0
208,2020-7-31 16,25.8,84.472,4.2,180.0
209,2020-7-31 17,27.7,73.573,2.8,96.0
210,2020-7-31 18,27.6,70.064,3.8,84.0
211,2020-7-31 19,26.4,74.177,5.0,82.0
212,2020-7-31 20,24.9,83.215,3.7,84.0
213,2020-7-31 21,25.4,81.012,4.0,86.0
214,2020-7-31 22,25.6,79.293,4.1,80.0
215,2020-7-31 23,25.9,77.786,4.7,84.0
216,2020-8-1 0,24.9,83.198,2.9,97.0
217,2020-8-1 1,24.8,83.481,2.8,84.0
218,2020-8-1 2,24.8,83.352,3.2,80.0
219,2020-8-1 3,24.8,84.315,3.5,78.0
220,2020-8-1 4,25.6,81.079,3.9,82.0
221,2020-8-1 5,25.3,81.239,3.9,83.0
222,2020-8-1 6,25.0,83.007,4.3,84.0
223,2020-8-1 7,25.7,80.351,3.9,83.0
224,2020-8-1 8,26.5,77.26,3.2,88.0
225,2020-8-1 9,27.3,75.059,3.2,106.0
226,2020-8-1 10,28.6,71.493,2.9,120.0
227,2020-8-1 11,28.6,69.759,3.0,136.0
228,2020-8-1 12,29.0,69.78,3.2,108.0
229,2020-8-1 13,27.5,76.187,3.8,141.0
230,2020-8-1 14,26.1,82.879,4.5,147.0
231,2020-8-1 15,26.9,78.848,2.9,123.0
232,2020-8-1 16,25.5,83.273,3.6,88.0
233,2020-8-1 17,24.8,83.489,4.7,146.0
234,2020-8-1 18,25.1,83.747,3.7,154.0
235,2020-8-1 19,25.6,81.444,2.3,148.0
236,2020-8-1 20,25.6,81.416,1.9,88.0
237,2020-8-1 21,25.5,81.661,2.6,84.0
238,2020-8-1 22,25.6,80.393,3.0,85.0
239,2020-8-1 23,25.3,81.136,3.3,85.0
240,2020-8-2 0,24.8,83.664,3.8,84.0
241,2020-8-2 1,25.0,83.508,3.5,83.0
242,2020-8-2 2,25.1,83.402,3.7,82.0
243,2020-8-2 3,25.0,83.808,3.9,82.0
244,2020-8-2 4,24.4,86.66,3.3,82.0
245,2020-8-2 5,24.5,86.474,3.1,85.0
246,2020-8-2 6,24.2,88.521,1.9,81.0
247,2020-8-2 7,24.6,87.665,1.6,96.0
248,2020-8-2 8,24.9,85.484,2.0,95.0
249,2020-8-2 9,25.7,83.581,2.0,120.0
250,2020-8-2 10,26.4,82.528,2.0,149.0
251,2020-8-2 11,27.7,78.097,1.8,200.0
252,2020-8-2 12,24.9,84.24,2.7,190.0
253,2020-8-2 13,24.3,89.011,1.7,192.0
254,2020-8-2 14,25.9,83.934,1.0,256.0
255,2020-8-2 15,27.4,80.752,0.8,268.0
256,2020-8-2 16,27.0,80.856,1.2,270.0
257,2020-8-2 17,26.8,80.249,1.1,286.0
258,2020-8-2 18,26.6,80.673,1.1,34.0
259,2020-8-2 19,24.4,89.453,0.9,78.0
260,2020-8-2 20,25.1,86.117,1.8,174.0
261,2020-8-2 21,25.3,85.1,1.2,161.0
262,2020-8-2 22,25.6,84.793,1.2,84.0
263,2020-8-2 23,25.6,81.163,1.3,86.0
264,2020-8-3 0,25.4,82.29,1.8,78.0
265,2020-8-3 1,25.2,82.298,1.8,86.0
266,2020-8-3 2,25.1,83.597,2.1,78.0
267,2020-8-3 3,24.9,84.678,2.2,63.0
268,2020-8-3 4,24.3,87.342,2.3,74.0
269,2020-8-3 5,24.3,85.842,4.0,142.0
270,2020-8-3 6,24.6,84.557,3.9,158.0
271,2020-8-3 7,25.3,83.172,2.8,158.0
272,2020-8-3 8,26.8,78.608,2.1,162.0
273,2020-8-3 9,27.2,77.156,1.1,144.0
274,2020-8-3 10,27.7,71.583,1.0,28.0
275,2020-8-3 11,28.0,72.22,2.0,58.0
276,2020-8-3 12,28.4,71.357,2.5,80.0
277,2020-8-3 13,28.6,71.274,2.0,90.0
278,2020-8-3 14,25.6,87.421,2.2,172.0
279,2020-8-3 15,25.7,84.872,3.0,98.0
280,2020-8-3 16,26.8,80.538,3.2,158.0
281,2020-8-3 17,26.0,83.101,3.3,172.0
282,2020-8-3 18,25.6,83.408,3.1,159.0
283,2020-8-3 19,25.8,83.47,2.5,164.0
284,2020-8-3 20,26.0,83.332,2.5,166.0
285,2020-8-3 21,25.8,83.273,3.1,156.0
286,2020-8-3 22,25.8,83.192,2.7,160.0
287,2020-8-3 23,25.8,83.208,2.6,158.0
288,2020-8-4 0,25.8,83.363,2.4,160.0
289,2020-8-4 1,25.8,83.407,2.3,172.0
290,2020-8-4 2,25.6,83.571,2.0,174.0
291,2020-8-4 3,25.6,82.755,1.7,176.0
292,2020-8-4 4,25.5,84.188,1.4,176.0
293,2020-8-4 5,25.5,83.938,1.6,164.0
294,2020-8-4 6,25.6,83.788,1.8,168.0
295,2020-8-4 7,26.8,80.693,1.7,170.0
296,2020-8-4 8,28.5,73.655,2.3,159.0
297,2020-8-4 9,29.6,69.438,1.8,166.0
298,2020-8-4 10,31.1,64.833,1.4,178.0
299,2020-8-4 11,32.4,57.919,1.3,177.0
300,2020-8-4 12,33.3,55.967,1.7,176.0
301,2020-8-4 13,34.0,53.778,2.1,159.0
302,2020-8-4 14,33.2,55.705,2.3,148.0
303,2020-8-4 15,31.2,62.678,4.9,167.0
304,2020-8-4 16,29.9,66.118,4.6,170.0
305,2020-8-4 17,28.9,68.38,2.6,172.0
306,2020-8-4 18,28.3,71.924,3.5,175.0
307,2020-8-4 19,28.1,73.255,3.8,161.0
308,2020-8-4 20,27.6,75.784,4.3,160.0
309,2020-8-4 21,27.3,77.69,4.0,158.0
310,2020-8-4 22,27.3,76.65,3.4,168.0
311,2020-8-4 23,27.1,75.516,2.6,173.0
312,2020-8-5 0,26.5,79.238,2.6,169.0
313,2020-8-5 1,26.3,80.397,2.7,176.0
314,2020-8-5 2,26.4,78.142,2.7,169.0
315,2020-8-5 3,26.3,79.273,2.9,158.0
316,2020-8-5 4,26.1,81.592,3.6,158.0
317,2020-8-5 5,26.2,82.319,3.3,158.0
318,2020-8-5 6,26.4,81.846,2.8,156.0
319,2020-8-5 7,26.8,79.723,3.0,154.0
320,2020-8-5 8,25.0,87.631,4.2,160.0
321,2020-8-5 9,24.8,89.574,4.0,156.0
322,2020-8-5 10,25.3,87.89,5.2,170.0
323,2020-8-5 11,26.1,84.951,3.8,168.0
324,2020-8-5 12,27.0,81.069,4.1,170.0
325,2020-8-5 13,27.0,81.744,1.4,164.0
326,2020-8-5 14,27.4,81.04,1.8,185.0
327,2020-8-5 15,24.5,89.955,2.7,180.0
328,2020-8-5 16,24.4,90.567,3.8,146.0
329,2020-8-5 17,23.8,91.002,3.8,146.0
330,2020-8-5 18,24.1,90.928,2.3,174.0
331,2020-8-5 19,24.3,90.051,1.8,160.0
332,2020-8-5 20,24.4,89.121,1.0,119.0
333,2020-8-5 21,24.5,88.513,1.1,62.0
334,2020-8-5 22,24.6,88.595,1.5,76.0
335,2020-8-5 23,24.7,89.256,2.3,134.0
336,2020-8-6 0,24.7,88.706,3.0,151.0
337,2020-8-6 1,24.7,88.491,3.6,161.0
338,2020-8-6 2,24.7,87.696,3.4,162.0
339,2020-8-6 3,24.7,87.314,2.1,162.0
340,2020-8-6 4,24.7,86.948,1.1,156.0
341,2020-8-6 5,24.6,86.229,0.8,154.0
342,2020-8-6 6,24.7,86.725,1.2,92.0
343,2020-8-6 7,25.7,82.96,1.9,94.0
344,2020-8-6 8,28.5,72.724,1.6,93.0
345,2020-8-6 9,29.5,68.921,1.9,90.0
346,2020-8-6 10,30.3,68.458,1.8,154.0
347,2020-8-6 11,31.0,66.451,3.1,163.0
348,2020-8-6 12,32.1,61.846,2.6,156.0
349,2020-8-6 13,32.8,59.085,3.1,152.0
350,2020-8-6 14,32.2,59.694,3.4,164.0
351,2020-8-6 15,32.8,57.749,3.6,169.0
352,2020-8-6 16,32.3,58.751,3.5,170.0
353,2020-8-6 17,31.1,63.451,2.6,170.0
354,2020-8-6 18,30.6,64.538,1.1,172.0
355,2020-8-6 19,29.5,69.176,1.5,164.0
356,2020-8-6 20,28.9,71.991,1.7,172.0
357,2020-8-6 21,28.5,74.547,1.9,178.0
358,2020-8-6 22,28.2,76.463,1.5,176.0
359,2020-8-6 23,27.9,76.456,1.5,166.0
360,2020-8-7 0,27.7,77.438,1.3,161.0
361,2020-8-7 1,27.6,78.049,1.9,158.0
362,2020-8-7 2,27.4,79.309,1.9,163.0
363,2020-8-7 3,27.2,80.461,1.5,158.0
364,2020-8-7 4,27.1,80.795,1.7,160.0
365,2020-8-7 5,27.1,81.356,1.1,172.0
366,2020-8-7 6,27.3,80.912,1.4,163.0
367,2020-8-7 7,27.8,79.038,1.3,159.0
368,2020-8-7 8,29.0,74.807,1.3,164.0
369,2020-8-7 9,30.0,70.589,1.9,168.0
370,2020-8-7 10,32.3,61.511,1.3,224.0
371,2020-8-7 11,34.7,53.943,1.4,156.0
372,2020-8-7 12,33.5,57.669,2.3,160.0
373,2020-8-7 13,32.9,58.931,2.7,157.0
374,2020-8-7 14,33.6,56.867,2.8,167.0
375,2020-8-7 15,33.1,55.619,2.9,162.0
376,2020-8-7 16,33.8,51.143,2.6,166.0
377,2020-8-7 17,33.7,49.823,3.3,167.0
378,2020-8-7 18,31.7,58.588,3.3,170.0
379,2020-8-7 19,30.2,66.366,2.1,178.0
380,2020-8-7 20,29.4,70.501,1.4,171.0
381,2020-8-7 21,28.8,71.939,1.7,175.0
382,2020-8-7 22,28.4,72.123,1.8,180.0
383,2020-8-7 23,27.9,74.699,1.4,168.0
384,2020-8-8 0,27.7,75.49,2.3,168.0
385,2020-8-8 1,27.4,77.754,0.8,186.0
386,2020-8-8 2,27.2,79.504,0.7,172.0
387,2020-8-8 3,27.0,79.705,0.9,175.0
388,2020-8-8 4,27.0,78.033,0.7,162.0
389,2020-8-8 5,26.9,77.948,1.0,156.0
390,2020-8-8 6,27.4,77.465,1.3,156.0
391,2020-8-8 7,28.4,74.028,1.2,105.0
392,2020-8-8 8,30.1,68.391,1.2,150.0
393,2020-8-8 9,32.7,56.043,1.0,60.0
394,2020-8-8 10,33.7,53.739,1.8,155.0
395,2020-8-8 11,35.0,50.885,1.2,123.0
396,2020-8-8 12,32.6,54.141,1.2,340.0
397,2020-8-8 13,33.6,52.362,1.2,332.0
398,2020-8-8 14,33.8,51.109,1.4,70.0
399,2020-8-8 15,34.5,51.406,1.6,155.0
400,2020-8-8 16,35.1,50.398,1.6,155.0
401,2020-8-8 17,34.5,51.217,2.4,171.0
402,2020-8-8 18,32.8,57.375,2.2,172.0
403,2020-8-8 19,31.1,62.393,2.1,169.0
404,2020-8-8 20,30.3,64.948,2.8,172.0
405,2020-8-8 21,29.3,69.254,2.3,172.0
406,2020-8-8 22,28.6,71.667,2.3,170.0
407,2020-8-8 23,28.1,73.654,1.9,160.0
408,2020-8-9 0,27.7,75.588,1.1,120.0
409,2020-8-9 1,27.4,77.256,1.1,138.0
410,2020-8-9 2,27.3,78.694,0.8,162.0
411,2020-8-9 3,27.3,77.812,0.9,264.0
412,2020-8-9 4,26.8,79.304,1.1,276.0
413,2020-8-9 5,26.5,80.861,1.0,275.0
414,2020-8-9 6,26.8,80.434,1.1,255.0
415,2020-8-9 7,28.7,73.973,1.0,107.0
416,2020-8-9 8,31.0,65.859,1.2,154.0
417,2020-8-9 9,32.4,59.634,1.2,176.0
418,2020-8-9 10,33.9,56.179,1.3,178.0
419,2020-8-9 11,35.5,50.256,1.4,171.0
420,2020-8-9 12,34.6,48.91,1.8,172.0
421,2020-8-9 13,35.9,44.102,1.5,277.0
422,2020-8-9 14,37.1,42.175,1.6,265.0
423,2020-8-9 15,36.8,42.56,1.2,216.0
424,2020-8-9 16,36.7,45.043,1.4,184.0
425,2020-8-9 17,36.1,47.322,1.8,266.0
426,2020-8-9 18,32.4,61.565,4.4,174.0
427,2020-8-9 19,30.3,68.18,4.4,178.0
428,2020-8-9 20,29.4,70.872,4.0,176.0
429,2020-8-9 21,29.1,72.11,2.3,156.0
430,2020-8-9 22,28.8,71.444,1.4,120.0
431,2020-8-9 23,28.5,73.318,1.3,143.0
432,2020-8-10 0,28.1,74.822,1.0,54.0
433,2020-8-10 1,28.0,74.927,0.9,291.0
434,2020-8-10 2,27.9,75.198,0.7,100.0
435,2020-8-10 3,27.6,76.892,0.8,162.0
436,2020-8-10 4,27.5,77.432,0.7,170.0
437,2020-8-10 5,27.4,78.074,0.7,160.0
438,2020-8-10 6,27.4,77.576,1.3,174.0
439,2020-8-10 7,29.3,72.065,1.1,172.0
440,2020-8-10 8,32.1,62.02,1.1,168.0
441,2020-8-10 9,32.3,60.544,1.1,164.0
442,2020-8-10 10,34.2,54.917,1.3,153.0
443,2020-8-10 11,35.7,51.187,1.5,264.0
444,2020-8-10 12,35.5,51.683,1.6,176.0
445,2020-8-10 13,35.9,51.007,1.3,177.0
446,2020-8-10 14,35.7,50.588,1.4,167.0
447,2020-8-10 15,36.0,50.285,1.7,174.0
448,2020-8-10 16,35.7,50.609,1.8,172.0
449,2020-8-10 17,34.2,55.774,2.9,165.0
450,2020-8-10 18,31.5,65.498,3.9,156.0
451,2020-8-10 19,30.8,68.352,4.0,162.0
452,2020-8-10 20,29.7,71.65,3.7,170.0
453,2020-8-10 21,29.4,69.6,3.4,169.0
454,2020-8-10 22,29.1,70.407,3.4,175.0
455,2020-8-10 23,28.7,73.278,2.2,176.0
456,2020-8-11 0,28.4,75.82,2.3,172.0
457,2020-8-11 1,28.3,76.96,1.3,169.0
458,2020-8-11 2,28.1,77.465,1.3,172.0
459,2020-8-11 3,28.0,78.648,1.4,174.0
460,2020-8-11 4,27.8,79.16,0.8,150.0
461,2020-8-11 5,27.8,79.067,1.3,171.0
462,2020-8-11 6,27.8,78.987,2.0,178.0
463,2020-8-11 7,29.5,73.738,1.5,165.0
464,2020-8-11 8,31.8,64.588,1.1,174.0
465,2020-8-11 9,32.6,60.896,1.2,332.0
466,2020-8-11 10,34.5,55.724,1.6,161.0
467,2020-8-11 11,35.2,54.112,1.7,252.0
468,2020-8-11 12,34.4,56.438,2.1,172.0
469,2020-8-11 13,33.4,57.738,2.6,179.0
470,2020-8-11 14,31.5,63.824,3.0,166.0
471,2020-8-11 15,31.6,64.026,4.7,172.0
472,2020-8-11 16,31.7,64.164,4.1,178.0
473,2020-8-11 17,31.1,66.362,4.0,172.0
474,2020-8-11 18,30.2,68.232,4.5,172.0
475,2020-8-11 19,29.5,69.78,4.0,175.0
476,2020-8-11 20,29.2,70.933,3.7,176.0
477,2020-8-11 21,29.0,73.076,4.1,174.0
478,2020-8-11 22,28.7,73.521,4.1,170.0
479,2020-8-11 23,28.7,72.929,4.1,168.0
480,2020-8-12 0,28.6,72.576,3.8,166.0
481,2020-8-12 1,28.6,72.118,2.8,167.0
482,2020-8-12 2,28.5,73.787,2.5,173.0
483,2020-8-12 3,27.5,77.148,2.3,170.0
484,2020-8-12 4,25.8,86.232,2.2,165.0
485,2020-8-12 5,26.3,86.365,1.1,157.0
486,2020-8-12 6,26.0,86.095,3.2,164.0
487,2020-8-12 7,25.1,88.392,4.1,122.0
488,2020-8-12 8,26.8,82.254,2.0,130.0
489,2020-8-12 9,29.0,74.347,2.0,148.0
490,2020-8-12 10,28.7,73.899,2.1,152.0
491,2020-8-12 11,30.5,68.447,2.5,150.0
492,2020-8-12 12,32.2,60.993,2.3,148.0
493,2020-8-12 13,30.8,65.492,4.1,162.0
494,2020-8-12 14,22.8,90.774,6.4,142.0
495,2020-8-12 15,23.1,90.891,2.9,108.0
496,2020-8-12 16,23.6,90.854,1.7,117.0
497,2020-8-12 17,23.8,89.607,3.8,178.0
498,2020-8-12 18,22.4,86.638,4.2,178.0
499,2020-8-12 19,23.6,84.9,2.1,175.0
500,2020-8-12 20,24.4,83.581,1.0,160.0
501,2020-8-12 21,24.9,83.268,1.3,166.0
502,2020-8-12 22,25.5,84.069,2.4,160.0
503,2020-8-12 23,24.4,86.467,4.6,169.0
504,2020-8-13 0,23.6,87.799,2.6,172.0
505,2020-8-13 1,24.2,87.204,3.0,166.0
506,2020-8-13 2,23.6,88.725,2.9,164.0
507,2020-8-13 3,23.5,88.22,2.3,168.0
508,2020-8-13 4,23.9,87.257,2.0,162.0
509,2020-8-13 5,24.2,86.74,2.7,160.0
510,2020-8-13 6,24.9,84.374,1.2,170.0
511,2020-8-13 7,26.0,81.565,2.1,148.0
512,2020-8-13 8,26.0,85.197,2.1,155.0
513,2020-8-13 9,26.0,82.999,1.5,128.0
514,2020-8-13 10,27.2,78.406,3.4,176.0
515,2020-8-13 11,26.3,79.851,2.8,163.0
516,2020-8-13 12,27.2,77.373,3.3,174.0
