,1,9,10,11,12
84,2020-7-26 12,45,1004.3,2.1,200.9
85,2020-7-26 13,43,1003.3,2.1,193.2
86,2020-7-26 14,40,1002.1,2.0,157.8
87,2020-7-26 15,39,1001.7,1.9,163.6
88,2020-7-26 16,47,1001.6,1.6,138.6
89,2020-7-26 17,49,1001.3,2.2,144.2
90,2020-7-26 18,50,1001.5,2.7,164.3
91,2020-7-26 19,53,1002.0,2.5,163.4
92,2020-7-26 20,52,1002.4,2.1,167.2
93,2020-7-26 21,53,1003.2,2.2,162.6
94,2020-7-26 22,54,1004.0,2.2,158.3
95,2020-7-26 23,56,1004.0,2.0,171.2
96,2020-7-27 0,59,1004.0,2.6,154.1
97,2020-7-27 1,62,1003.8,1.9,175.7
98,2020-7-27 2,64,1003.5,1.8,160.7
99,2020-7-27 3,66,1003.2,1.8,179.8
100,2020-7-27 4,67,1003.2,1.7,159.5
101,2020-7-27 5,68,1003.2,1.5,172.3
102,2020-7-27 6,67,1003.6,1.7,160.2
103,2020-7-27 7,64,1004.1,1.8,172.3
104,2020-7-27 8,62,1004.6,2.2,194.1
105,2020-7-27 9,58,1004.5,1.8,213.6
106,2020-7-27 10,53,1004.3,2.3,194.4
107,2020-7-27 11,47,1003.9,2.7,195.3
108,2020-7-27 12,44,1003.8,2.4,201.7
109,2020-7-27 13,40,1003.1,2.3,189.6
110,2020-7-27 14,36,1002.4,2.4,195.0
111,2020-7-27 15,39,1001.8,2.2,174.9
112,2020-7-27 16,45,1001.3,2.3,156.6
113,2020-7-27 17,47,1001.3,2.6,152.4
114,2020-7-27 18,47,1001.5,3.3,156.9
115,2020-7-27 19,50,1002.3,4.2,163.7
116,2020-7-27 20,56,1003.2,3.0,162.4
117,2020-7-27 21,59,1003.9,2.3,172.8
118,2020-7-27 22,61,1004.7,2.6,166.4
119,2020-7-27 23,65,1004.9,2.6,154.3
120,2020-7-28 0,64,1004.7,2.1,174.0
121,2020-7-28 1,67,1004.2,2.6,163.4
122,2020-7-28 2,69,1003.9,2.4,157.4
123,2020-7-28 3,68,1004.4,2.1,159.2
124,2020-7-28 4,69,1004.6,1.4,176.4
125,2020-7-28 5,70,1005.1,1.7,188.4
126,2020-7-28 6,68,1005.5,1.1,187.3
127,2020-7-28 7,63,1005.9,1.2,230.8
128,2020-7-28 8,61,1006.2,1.8,202.5
129,2020-7-28 9,56,1006.2,1.8,195.5
130,2020-7-28 10,50,1006.3,1.6,216.1
131,2020-7-28 11,47,1005.8,1.5,226.5
132,2020-7-28 12,44,1005.0,1.9,189.9
133,2020-7-28 13,48,1004.3,2.9,185.1
134,2020-7-28 14,48,1003.8,2.3,155.4
135,2020-7-28 15,54,1003.0,2.1,87.4
136,2020-7-28 16,50,1002.6,1.6,98.8
137,2020-7-28 17,49,1002.6,2.1,102.9
138,2020-7-28 18,53,1003.0,2.7,164.3
139,2020-7-28 19,55,1003.7,2.6,161.1
140,2020-7-28 20,57,1004.7,2.8,156.4
141,2020-7-28 21,58,1005.6,2.2,165.2
142,2020-7-28 22,62,1006.1,2.2,175.6
143,2020-7-28 23,65,1005.9,2.3,156.3
144,2020-7-29 0,66,1005.6,2.4,157.3
145,2020-7-29 1,67,1005.0,1.8,163.0
146,2020-7-29 2,68,1004.6,1.5,181.0
147,2020-7-29 3,69,1004.5,1.3,195.4
148,2020-7-29 4,69,1004.6,1.0,234.3
149,2020-7-29 5,69,1004.6,1.2,209.0
150,2020-7-29 6,69,1005.2,1.0,226.4
151,2020-7-29 7,63,1005.7,0.9,211.7
152,2020-7-29 8,59,1005.9,1.1,181.2
153,2020-7-29 9,54,1006.1,1.4,187.9
154,2020-7-29 10,50,1005.9,1.4,261.9
155,2020-7-29 11,44,1005.4,1.3,215.9
156,2020-7-29 12,41,1004.8,1.7,313.0
157,2020-7-29 13,38,1003.7,1.6,223.2
158,2020-7-29 14,36,1002.8,1.5,193.5
159,2020-7-29 15,35,1002.4,1.4,171.3
160,2020-7-29 16,43,1002.2,3.4,165.8
161,2020-7-29 17,50,1002.4,4.1,165.7
162,2020-7-29 18,54,1003.5,3.4,160.2
163,2020-7-29 19,59,1004.5,3.0,86.2
164,2020-7-29 20,62,1005.2,2.2,84.0
165,2020-7-29 21,62,1005.5,2.1,85.5
166,2020-7-29 22,65,1005.9,2.2,81.2
167,2020-7-29 23,67,1005.9,2.1,89.5
168,2020-7-30 0,68,1005.8,1.9,80.5
169,2020-7-30 1,69,1005.3,2.1,79.5
170,2020-7-30 2,71,1005.1,1.5,89.2
171,2020-7-30 3,73,1005.1,1.8,88.3
172,2020-7-30 4,72,1005.2,1.7,87.9
173,2020-7-30 5,72,1005.2,1.3,77.7
174,2020-7-30 6,70,1005.4,1.7,43.0
175,2020-7-30 7,66,1005.6,1.5,37.6
176,2020-7-30 8,60,1005.9,1.6,61.6
177,2020-7-30 9,54,1006.1,1.5,73.0
178,2020-7-30 10,50,1006.0,1.6,92.8
179,2020-7-30 11,47,1005.5,1.9,75.0
180,2020-7-30 12,43,1004.9,2.1,100.1
181,2020-7-30 13,41,1004.2,2.3,88.1
182,2020-7-30 14,39,1003.1,2.4,79.5
183,2020-7-30 15,41,1002.5,2.3,109.4
184,2020-7-30 16,44,1002.5,3.0,150.4
185,2020-7-30 17,48,1002.4,2.5,160.6
186,2020-7-30 18,50,1002.4,2.5,168.2
187,2020-7-30 19,49,1003.6,2.0,133.6
188,2020-7-30 20,58,1004.7,1.8,120.4
189,2020-7-30 21,64,1005.0,1.1,95.9
190,2020-7-30 22,64,1005.0,1.4,59.6
191,2020-7-30 23,61,1004.7,1.9,75.1
192,2020-7-31 0,62,1004.2,1.1,57.4
193,2020-7-31 1,63,1003.4,1.2,39.6
194,2020-7-31 2,63,1002.8,1.5,49.5
195,2020-7-31 3,62,1002.1,1.7,51.2
196,2020-7-31 4,64,1001.9,2.2,39.8
197,2020-7-31 5,63,1002.0,2.3,27.4
198,2020-7-31 6,62,1002.4,2.1,23.4
199,2020-7-31 7,60,1003.1,2.9,45.1
200,2020-7-31 8,57,1003.3,3.2,31.9
201,2020-7-31 9,60,1003.6,2.9,47.2
202,2020-7-31 10,67,1003.8,2.7,85.1
203,2020-7-31 11,59,1003.3,3.7,74.1
204,2020-7-31 12,57,1003.0,3.6,70.6
205,2020-7-31 13,55,1002.5,3.9,73.8
206,2020-7-31 14,53,1001.8,3.8,74.7
207,2020-7-31 15,53,1001.1,3.5,63.1
208,2020-7-31 16,62,1001.0,3.5,73.1
209,2020-7-31 17,60,1000.8,3.8,76.3
210,2020-7-31 18,62,1000.8,3.6,79.1
211,2020-7-31 19,68,1001.6,3.4,57.0
212,2020-7-31 20,76,1002.2,2.5,71.7
213,2020-7-31 21,72,1003.3,2.6,57.1
214,2020-7-31 22,71,1003.5,2.3,52.2
215,2020-7-31 23,70,1002.9,2.9,42.2
216,2020-8-1 0,68,1002.6,3.1,63.0
217,2020-8-1 1,72,1002.4,2.2,62.1
218,2020-8-1 2,75,1002.1,2.0,53.3
219,2020-8-1 3,75,1001.6,2.5,37.2
220,2020-8-1 4,71,1001.4,2.8,58.5
221,2020-8-1 5,74,1001.4,2.4,59.2
222,2020-8-1 6,75,1001.6,2.3,51.5
223,2020-8-1 7,71,1001.8,2.6,59.0
224,2020-8-1 8,67,1002.2,3.8,69.9
225,2020-8-1 9,70,1002.4,3.0,80.6
226,2020-8-1 10,72,1002.5,3.3,80.6
227,2020-8-1 11,72,1002.3,3.1,81.5
228,2020-8-1 12,70,1001.7,2.7,66.6
229,2020-8-1 13,77,1001.4,2.5,95.3
230,2020-8-1 14,77,1001.2,2.6,91.6
231,2020-8-1 15,80,1000.9,2.7,72.8
232,2020-8-1 16,78,1000.7,3.6,75.0
233,2020-8-1 17,80,1001.2,2.7,86.2
234,2020-8-1 18,80,1001.6,2.5,86.9
235,2020-8-1 19,78,1001.8,3.1,84.9
236,2020-8-1 20,78,1002.3,2.5,80.7
237,2020-8-1 21,78,1003.1,1.7,75.8
238,2020-8-1 22,76,1003.7,2.1,57.0
239,2020-8-1 23,79,1003.7,2.2,57.5
240,2020-8-2 0,80,1003.0,1.7,52.4
241,2020-8-2 1,79,1002.5,2.4,47.8
242,2020-8-2 2,79,1001.9,2.0,53.5
243,2020-8-2 3,81,1001.5,2.2,48.5
244,2020-8-2 4,82,1001.4,2.0,55.2
245,2020-8-2 5,82,1001.4,1.7,57.9
246,2020-8-2 6,83,1001.6,2.4,72.0
247,2020-8-2 7,83,1002.0,2.0,82.8
248,2020-8-2 8,80,1002.4,2.2,68.9
249,2020-8-2 9,76,1002.7,2.4,68.9
250,2020-8-2 10,70,1002.6,2.3,74.8
251,2020-8-2 11,67,1002.7,2.5,86.2
252,2020-8-2 12,71,1002.7,2.9,93.7
253,2020-8-2 13,80,1002.4,0.8,174.5
254,2020-8-2 14,75,1001.5,0.7,183.8
255,2020-8-2 15,75,1001.0,1.9,33.6
256,2020-8-2 16,84,1000.8,0.7,30.7
257,2020-8-2 17,82,1000.5,1.3,20.0
258,2020-8-2 18,82,1000.9,0.9,99.5
259,2020-8-2 19,81,1001.6,1.0,58.4
260,2020-8-2 20,78,1002.1,0.9,77.7
261,2020-8-2 21,76,1002.8,1.3,77.4
262,2020-8-2 22,75,1003.3,1.5,76.1
263,2020-8-2 23,77,1002.9,1.3,69.6
264,2020-8-3 0,77,1002.4,1.5,61.8
265,2020-8-3 1,77,1001.8,1.5,65.1
266,2020-8-3 2,79,1001.3,1.4,32.5
267,2020-8-3 3,80,1000.7,1.7,44.2
268,2020-8-3 4,82,1000.2,2.3,63.3
269,2020-8-3 5,82,1000.5,2.6,80.2
270,2020-8-3 6,83,1001.0,1.9,84.5
271,2020-8-3 7,82,1001.6,2.0,86.8
272,2020-8-3 8,79,1001.9,1.7,87.4
273,2020-8-3 9,76,1002.2,1.4,92.4
274,2020-8-3 10,74,1002.2,1.6,63.2
275,2020-8-3 11,70,1001.9,1.3,79.8
276,2020-8-3 12,71,1001.4,1.6,143.5
277,2020-8-3 13,73,1000.9,1.6,77.7
278,2020-8-3 14,80,1000.5,2.0,81.5
279,2020-8-3 15,80,999.7,2.0,88.6
280,2020-8-3 16,76,999.6,1.1,123.0
281,2020-8-3 17,77,999.7,1.1,155.6
282,2020-8-3 18,77,999.9,0.9,128.5
283,2020-8-3 19,78,1000.4,0.7,122.5
284,2020-8-3 20,78,1001.0,0.8,112.0
285,2020-8-3 21,79,1001.5,1.0,95.5
286,2020-8-3 22,78,1001.9,0.8,130.5
287,2020-8-3 23,77,1002.0,0.9,80.9
288,2020-8-4 0,79,1001.7,1.1,77.1
289,2020-8-4 1,81,1001.3,0.9,80.9
290,2020-8-4 2,81,1001.0,0.7,91.6
291,2020-8-4 3,80,1000.8,0.7,155.0
292,2020-8-4 4,78,1000.7,1.1,161.6
293,2020-8-4 5,78,1000.7,0.8,162.3
294,2020-8-4 6,79,1000.9,0.7,84.4
295,2020-8-4 7,79,1001.3,0.8,89.1
296,2020-8-4 8,76,1001.5,0.7,122.4
297,2020-8-4 9,69,1002.0,0.9,147.8
298,2020-8-4 10,62,1002.0,1.0,144.8
299,2020-8-4 11,58,1001.8,1.2,137.4
300,2020-8-4 12,57,1001.4,1.3,84.4
301,2020-8-4 13,54,1001.0,1.1,63.7
302,2020-8-4 14,53,1000.3,2.1,88.7
303,2020-8-4 15,55,999.9,2.0,114.3
304,2020-8-4 16,59,999.5,3.0,153.9
305,2020-8-4 17,64,999.9,3.2,162.1
306,2020-8-4 18,65,1000.7,2.1,160.1
307,2020-8-4 19,67,1001.5,1.3,100.6
308,2020-8-4 20,69,1002.3,1.5,139.7
309,2020-8-4 21,70,1003.0,1.3,134.0
310,2020-8-4 22,71,1003.3,1.1,141.3
311,2020-8-4 23,73,1003.3,0.8,129.6
312,2020-8-5 0,75,1003.6,1.2,94.6
313,2020-8-5 1,78,1003.5,1.1,141.2
314,2020-8-5 2,76,1003.2,0.9,131.9
315,2020-8-5 3,76,1002.8,1.2,92.3
316,2020-8-5 4,76,1002.9,1.2,122.0
317,2020-8-5 5,76,1003.1,0.9,118.3
318,2020-8-5 6,76,1003.6,1.5,81.4
319,2020-8-5 7,76,1004.0,1.7,86.2
320,2020-8-5 8,80,1004.5,1.5,100.2
321,2020-8-5 9,83,1005.0,1.7,79.3
322,2020-8-5 10,82,1005.5,1.2,141.9
323,2020-8-5 11,80,1005.5,1.1,123.9
324,2020-8-5 12,75,1005.6,2.1,158.0
325,2020-8-5 13,74,1005.3,1.6,156.7
326,2020-8-5 14,74,1005.0,1.3,134.6
327,2020-8-5 15,81,1005.2,2.2,154.3
328,2020-8-5 16,83,1005.4,1.5,154.7
329,2020-8-5 17,84,1005.6,1.1,101.1
330,2020-8-5 18,83,1006.1,1.1,85.3
331,2020-8-5 19,84,1006.7,1.8,82.5
332,2020-8-5 20,83,1007.4,1.3,83.8
333,2020-8-5 21,83,1008.3,1.3,80.2
334,2020-8-5 22,83,1008.8,2.1,84.2
335,2020-8-5 23,83,1009.0,1.7,86.9
336,2020-8-6 0,83,1008.8,1.8,83.8
337,2020-8-6 1,82,1008.3,1.4,84.8
338,2020-8-6 2,81,1007.7,0.9,105.5
339,2020-8-6 3,81,1007.1,0.6,136.4
340,2020-8-6 4,82,1006.9,0.7,40.3
341,2020-8-6 5,83,1007.2,1.1,68.6
342,2020-8-6 6,82,1007.6,0.8,79.3
343,2020-8-6 7,78,1008.0,1.2,68.2
344,2020-8-6 8,73,1008.5,1.5,56.0
345,2020-8-6 9,68,1008.6,1.9,93.1
346,2020-8-6 10,66,1008.5,2.0,92.1
347,2020-8-6 11,63,1008.4,1.9,81.3
348,2020-8-6 12,57,1007.7,2.0,87.9
349,2020-8-6 13,52,1007.0,2.1,94.6
350,2020-8-6 14,51,1006.2,1.9,119.6
351,2020-8-6 15,48,1005.6,1.7,135.6
352,2020-8-6 16,50,1005.6,2.1,147.4
353,2020-8-6 17,54,1005.9,1.4,142.4
354,2020-8-6 18,57,1006.2,1.9,156.3
355,2020-8-6 19,58,1006.7,1.8,157.6
356,2020-8-6 20,60,1007.5,1.5,167.5
357,2020-8-6 21,63,1008.3,1.8,159.7
358,2020-8-6 22,65,1008.6,1.7,165.8
359,2020-8-6 23,66,1008.5,1.6,158.1
360,2020-8-7 0,68,1008.1,1.2,159.6
361,2020-8-7 1,71,1007.6,1.0,98.4
362,2020-8-7 2,74,1006.9,1.2,80.4
363,2020-8-7 3,75,1006.3,1.2,81.5
364,2020-8-7 4,75,1005.8,1.2,87.3
365,2020-8-7 5,76,1005.4,1.0,76.3
366,2020-8-7 6,77,1005.6,1.4,88.4
367,2020-8-7 7,75,1006.0,1.3,83.6
368,2020-8-7 8,71,1006.5,1.3,95.9
369,2020-8-7 9,66,1006.9,1.0,124.3
370,2020-8-7 10,63,1007.0,0.9,188.8
371,2020-8-7 11,57,1006.7,1.2,107.3
372,2020-8-7 12,56,1006.2,2.0,86.6
373,2020-8-7 13,52,1005.6,1.8,102.0
374,2020-8-7 14,49,1004.9,2.2,87.6
375,2020-8-7 15,46,1004.2,2.0,96.6
376,2020-8-7 16,42,1003.8,1.7,136.4
377,2020-8-7 17,43,1003.6,2.0,152.3
378,2020-8-7 18,48,1003.6,1.8,144.0
379,2020-8-7 19,54,1003.9,1.4,129.3
380,2020-8-7 20,55,1004.6,1.6,150.8
381,2020-8-7 21,56,1005.0,1.8,156.8
382,2020-8-7 22,60,1005.4,2.0,159.8
383,2020-8-7 23,64,1005.4,1.8,158.7
384,2020-8-8 0,66,1005.3,2.2,169.4
385,2020-8-8 1,68,1005.1,1.4,164.9
386,2020-8-8 2,69,1004.8,1.0,162.4
387,2020-8-8 3,71,1004.3,1.0,167.1
388,2020-8-8 4,71,1004.3,0.6,165.2
389,2020-8-8 5,71,1004.2,0.7,85.6
390,2020-8-8 6,72,1004.5,0.9,86.8
391,2020-8-8 7,68,1004.7,1.2,88.8
392,2020-8-8 8,65,1004.9,1.0,189.0
393,2020-8-8 9,60,1005.0,0.9,35.1
394,2020-8-8 10,54,1004.7,1.2,163.4
395,2020-8-8 11,51,1004.2,1.6,103.0
396,2020-8-8 12,48,1003.7,1.4,98.9
397,2020-8-8 13,46,1002.9,1.2,116.5
398,2020-8-8 14,44,1002.1,1.5,73.7
399,2020-8-8 15,43,1001.4,1.3,99.5
400,2020-8-8 16,41,1000.8,1.5,133.6
401,2020-8-8 17,43,1000.7,1.7,156.0
402,2020-8-8 18,45,1000.7,1.8,158.2
403,2020-8-8 19,50,1001.0,2.4,162.1
404,2020-8-8 20,55,1001.6,3.2,158.4
405,2020-8-8 21,58,1002.1,2.6,162.0
406,2020-8-8 22,63,1002.6,2.0,172.1
407,2020-8-8 23,68,1002.7,1.9,166.3
408,2020-8-9 0,70,1002.7,1.8,183.3
409,2020-8-9 1,69,1002.5,1.8,186.4
410,2020-8-9 2,72,1002.4,1.5,172.3
411,2020-8-9 3,73,1002.2,1.4,167.3
412,2020-8-9 4,73,1002.2,1.1,190.9
413,2020-8-9 5,74,1002.1,1.1,203.8
414,2020-8-9 6,74,1002.5,0.9,210.4
415,2020-8-9 7,70,1003.0,1.6,184.0
416,2020-8-9 8,64,1003.0,1.5,174.2
417,2020-8-9 9,59,1003.0,1.2,204.3
418,2020-8-9 10,55,1002.7,1.5,201.8
419,2020-8-9 11,50,1002.2,1.4,193.7
420,2020-8-9 12,46,1001.6,1.5,231.5
421,2020-8-9 13,43,1001.2,1.6,193.8
422,2020-8-9 14,39,1000.6,1.5,201.6
423,2020-8-9 15,36,999.9,1.6,197.7
424,2020-8-9 16,38,999.4,1.9,186.9
425,2020-8-9 17,41,999.2,2.0,178.2
426,2020-8-9 18,54,999.3,3.0,158.3
427,2020-8-9 19,59,999.9,3.6,163.8
428,2020-8-9 20,62,1000.8,3.7,157.1
429,2020-8-9 21,63,1001.4,2.9,158.7
430,2020-8-9 22,64,1001.9,2.1,173.1
431,2020-8-9 23,65,1001.8,2.1,175.8
432,2020-8-10 0,68,1001.8,1.8,170.4
433,2020-8-10 1,71,1001.5,2.1,157.3
434,2020-8-10 2,70,1001.4,1.4,165.5
435,2020-8-10 3,70,1001.4,1.3,161.3
436,2020-8-10 4,71,1001.7,1.4,159.8
437,2020-8-10 5,72,1001.8,1.3,155.8
438,2020-8-10 6,70,1002.1,1.6,157.0
439,2020-8-10 7,67,1002.7,1.2,171.1
440,2020-8-10 8,62,1002.9,1.5,189.4
441,2020-8-10 9,58,1003.0,2.0,194.9
442,2020-8-10 10,54,1002.9,1.7,188.5
443,2020-8-10 11,50,1002.5,1.6,191.2
444,2020-8-10 12,47,1001.7,1.4,203.2
445,2020-8-10 13,47,1001.3,1.7,172.2
446,2020-8-10 14,46,1000.8,1.7,191.7
447,2020-8-10 15,45,1000.0,1.8,166.6
448,2020-8-10 16,43,999.7,1.8,191.0
449,2020-8-10 17,55,999.8,2.0,120.8
450,2020-8-10 18,59,1000.0,1.4,123.0
451,2020-8-10 19,59,1000.2,2.6,158.3
452,2020-8-10 20,65,1001.1,3.1,162.0
453,2020-8-10 21,65,1001.8,3.1,163.3
454,2020-8-10 22,64,1002.0,3.5,156.5
455,2020-8-10 23,64,1002.2,2.6,153.3
456,2020-8-11 0,67,1002.4,2.4,164.1
457,2020-8-11 1,70,1002.1,1.7,164.1
458,2020-8-11 2,72,1002.0,1.8,157.6
459,2020-8-11 3,73,1002.0,1.6,171.1
460,2020-8-11 4,74,1001.9,1.5,161.9
461,2020-8-11 5,72,1002.1,1.7,159.7
462,2020-8-11 6,72,1002.5,1.8,162.7
463,2020-8-11 7,68,1003.2,1.3,155.6
464,2020-8-11 8,64,1003.6,1.5,188.0
465,2020-8-11 9,60,1003.8,1.7,182.9
466,2020-8-11 10,56,1003.7,1.9,183.1
467,2020-8-11 11,52,1003.6,1.8,172.9
468,2020-8-11 12,53,1003.1,2.6,165.9
469,2020-8-11 13,52,1002.6,2.8,170.0
470,2020-8-11 14,64,1002.4,1.7,98.6
471,2020-8-11 15,60,1001.9,2.4,147.5
472,2020-8-11 16,58,1002.2,3.3,154.4
473,2020-8-11 17,58,1002.6,3.5,162.6
474,2020-8-11 18,57,1003.0,4.0,162.0
475,2020-8-11 19,58,1003.8,3.6,162.2
476,2020-8-11 20,60,1004.9,2.8,164.2
477,2020-8-11 21,63,1005.6,2.8,157.6
478,2020-8-11 22,64,1006.2,2.3,160.1
479,2020-8-11 23,65,1006.5,1.5,160.7
480,2020-8-12 0,67,1006.5,1.8,161.4
481,2020-8-12 1,67,1006.3,1.7,165.5
482,2020-8-12 2,67,1005.8,1.6,163.9
483,2020-8-12 3,69,1005.5,1.6,172.3
484,2020-8-12 4,74,1005.8,1.0,200.0
485,2020-8-12 5,79,1005.9,0.5,161.5
486,2020-8-12 6,78,1006.6,1.0,120.7
487,2020-8-12 7,78,1007.2,1.2,94.8
488,2020-8-12 8,75,1007.3,1.0,109.3
489,2020-8-12 9,72,1007.6,1.9,82.1
490,2020-8-12 10,72,1007.7,1.3,95.9
491,2020-8-12 11,68,1007.5,1.9,81.9
492,2020-8-12 12,61,1006.9,1.8,81.0
493,2020-8-12 13,60,1006.3,2.6,107.1
494,2020-8-12 14,83,1007.2,3.3,146.1
495,2020-8-12 15,84,1007.5,1.1,188.8
496,2020-8-12 16,83,1007.4,0.9,66.5
497,2020-8-12 17,81,1006.9,1.4,129.3
498,2020-8-12 18,73,1007.6,2.8,161.1
499,2020-8-12 19,75,1008.9,1.3,161.7
500,2020-8-12 20,74,1009.8,0.5,171.6
501,2020-8-12 21,77,1010.4,1.6,82.8
502,2020-8-12 22,78,1010.8,1.9,80.7
503,2020-8-12 23,77,1010.5,2.5,140.4
504,2020-8-13 0,79,1009.8,0.6,140.7
505,2020-8-13 1,81,1009.1,1.1,115.2
506,2020-8-13 2,78,1008.8,1.9,158.6
507,2020-8-13 3,80,1008.3,1.0,121.6
508,2020-8-13 4,80,1007.9,1.0,122.5
509,2020-8-13 5,79,1007.7,1.5,76.9
510,2020-8-13 6,78,1008.2,0.9,78.9
511,2020-8-13 7,79,1008.8,1.3,79.8
512,2020-8-13 8,77,1009.1,1.7,88.6
513,2020-8-13 9,75,1009.6,1.5,185.7
514,2020-8-13 10,77,1009.9,2.2,165.2
515,2020-8-13 11,75,1010.1,1.2,101.6
516,2020-8-13 12,67,1009.5,1.9,174.6
517,2020-8-13 13,67,1009.0,3.3,166.1
518,2020-8-13 14,70,1008.4,1.7,157.5
519,2020-8-13 15,67,1007.7,1.7,158.2
520,2020-8-13 16,65,1007.2,1.8,86.9
521,2020-8-13 17,64,1006.9,1.7,93.2
522,2020-8-13 18,65,1007.0,1.3,120.4
523,2020-8-13 19,68,1007.3,1.3,105.9
524,2020-8-13 20,71,1008.0,1.1,123.3
525,2020-8-13 21,72,1008.5,1.2,137.5
526,2020-8-13 22,72,1008.8,1.0,135.4
527,2020-8-13 23,70,1008.8,1.0,158.5
528,2020-8-14 0,71,1008.5,1.0,103.3
529,2020-8-14 1,74,1007.8,0.8,120.3
530,2020-8-14 2,77,1007.3,0.7,57.3
531,2020-8-14 3,79,1007.0,0.7,26.4
532,2020-8-14 4,80,1007.0,1.0,75.2
533,2020-8-14 5,80,1007.3,0.5,59.2
534,2020-8-14 6,80,1007.8,1.1,78.3
535,2020-8-14 7,75,1008.2,1.3,79.4
536,2020-8-14 8,67,1008.5,1.6,163.0
537,2020-8-14 9,62,1008.5,1.8,157.9
