index,time,place,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
19,2021/7/13 19:00,A,34.749,312.084,0.0163823,42.9466,5.50222,197.247,0,0.0322721,1532.72,100.471,116.711,19.2138,456.29,116.972,140.556,3.2487,34.7537,6.63217,4.54174,6.73317,0.174852
20,2021/7/13 20:00,A,33.2414,309.044,0.0171271,49.2407,6.11431,198.117,0,0.159613,854.751,100.524,77.3735,8.03002,445.761,23.145,27.8117,4.25441,30.9725,7.27591,4.90036,0.777743,0.184287
21,2021/7/13 21:00,A,31.511,306.84,0.0191877,61.3604,5.87935,195.603,0,0.0205977,593.922,100.58,61.1949,1.61651,439.904,0,0,4.40157,33.4954,7.79841,5.30176,0.676993,0.190972
22,2021/7/13 22:00,A,30.5963,305.498,0.0180204,60.9762,6.12022,193.091,0,0.0228361,488.969,100.605,50.2855,1.63217,430.821,0,0,4.19896,36.9529,7.69627,5.43513,0.956537,0.193127
23,2021/7/13 23:00,A,30.2324,304.753,0.0157817,54.6169,4.94885,199.997,0,0.0325242,484.628,100.613,32.8986,1.69871,420.332,0,0,4.64257,38.9357,6.80359,5.03345,1.1781,0.19639
24,2021/7/14 0:00,A,30.0095,304.113,0.0136446,47.8673,4.45296,201.749,0,0.0199903,346.014,100.598,20.6079,1.78444,408.246,0,0,4.15955,37.6316,6.73966,4.92238,1.16693,0.192084
25,2021/7/14 1:00,A,29.6154,303.558,0.0138154,49.6497,4.10756,197.329,0,0.0197152,320.789,100.577,15.9151,1.6381,407.964,0,0,3.11324,35.4589,6.41636,4.52241,1.22822,0.18083
26,2021/7/14 2:00,A,29.2475,303.115,0.0145275,53.4116,3.58302,200.937,0,0.0221803,308.603,100.579,12.8726,1.41281,410.203,0,0,3.40314,34.3879,6.49597,4.39755,0.710914,0.184209
27,2021/7/14 3:00,A,28.9216,302.691,0.0153426,57.5494,3.30053,196.062,0,0.0243789,268.875,100.564,10.3078,1.18165,408.787,0,0,4.16837,35.2255,6.63188,4.43012,0.160967,0.206621
28,2021/7/14 4:00,A,28.6492,302.35,0.0161103,61.4556,3.21908,193.068,0,0.0222617,253.308,100.56,8.92772,1.03594,411.344,0,0,4.64634,37.3858,7.45672,4.79763,0.0356283,0.229176
29,2021/7/14 5:00,A,28.5474,302.051,0.0157686,60.548,2.92701,191.33,0,0.0223301,228.626,100.583,5.14427,0.958037,408.045,0,0,4.83946,40.5321,10.4375,6.1647,0.00827476,0.259097
30,2021/7/14 6:00,A,28.2966,301.782,0.0154694,60.3595,2.05029,197.064,0,0.025103,231.38,100.628,3.91406,0.768227,407.563,0,0,6.12488,43.5391,16.1189,8.83693,1.12623,0.283024
31,2021/7/14 7:00,A,28.0494,301.458,0.0153009,60.6516,1.39338,191.792,0,0.0371748,175.688,100.667,3.0188,0.651076,407.081,1.40998,1.69427,6.95597,43.3689,12.8793,7.62904,5.14351,0.265632
32,2021/7/14 8:00,A,28.7972,303.686,0.0143828,54.4453,2.02669,190.981,0,0.0438207,279.257,100.703,23.5059,11.2333,407.655,128.863,154.845,4.0087,38.6125,8.68065,5.72895,12.8615,0.230919
33,2021/7/14 9:00,A,29.7381,306.853,0.0132588,47.3627,2.50984,193.924,0,0.048702,502.369,100.726,68.9074,22.4728,410.817,273.647,328.822,3.38516,29.0949,8.67073,5.95657,29.3902,0.190415
34,2021/7/14 10:00,A,29.7381,306.853,0.0132588,47.3627,2.50984,193.924,0,0.048702,502.369,100.726,68.9074,22.4728,410.817,273.647,328.822,4.38769,26.5634,8.41083,6.24132,52.1879,0.180828
35,2021/7/14 11:00,A,30.9839,309.851,0.0122255,40.4568,2.44209,206.391,0,0.0735535,876.464,100.755,105.518,30.9802,416.778,379.721,456.283,4.78074,27.7229,8.53712,6.62,76.7256,0.187231
36,2021/7/14 12:00,A,32.218,315.543,0.0125234,38.4084,2.58297,187.687,0,0.0434491,1122.29,100.723,216.369,51.1137,411.879,693.283,833.068,4.62125,31.1292,10.7471,8.49332,92.0486,0.217849
37,2021/7/14 13:00,A,33.2955,318.675,0.0124951,35.8647,2.80662,172.398,0,0.0725317,1371.38,100.683,279.114,59.9085,419.282,804.607,966.837,4.57335,31.9,11.7221,9.83092,110.213,0.273696
38,2021/7/14 14:00,A,34.3361,321.227,0.0120482,32.435,2.52655,163.722,0,0.0557138,1612.9,100.612,311.156,65.0984,424.897,867.224,1042.08,4.81165,27.8347,9.81627,8.23394,118.797,0.256364
39,2021/7/14 15:00,A,35.054,322.069,0.0129819,33.4337,3.28746,141.13,0,0.0375292,1792.37,100.543,344.571,66.4889,434.955,864.167,1038.41,4.09011,26.1454,8.6328,7.13036,108.255,0.228987
40,2021/7/14 16:00,A,35.943,322.396,0.0137152,33.4492,3.53113,177.673,0,0.0393044,2063.94,100.484,337.966,63.7318,446.837,802.927,964.818,4.02751,27.0145,7.86273,6.33042,82.9608,0.208986
41,2021/7/14 17:00,A,36.1964,321.009,0.014702,35.2881,4.58133,177.152,0,0.0236016,2077.81,100.424,326.574,58.0479,451.302,696.134,836.493,4.49333,32.8642,7.60431,5.90135,53.7823,0.203887
42,2021/7/14 18:00,A,35.7659,318.327,0.0153264,37.7571,5.60746,191.847,0,0.0236555,1860.4,100.423,286.969,48.8137,451.437,542.627,652.035,4.21262,40.6553,8.12564,6.07716,25.7424,0.207348
43,2021/7/14 19:00,A,34.9519,315.248,0.0164784,42.6622,6.07336,188.329,0,0,1653.23,100.454,223.312,35.8836,450.938,357.819,429.965,4.3521,47.819,8.40337,6.13721,4.72334,0.22669
44,2021/7/14 20:00,A,34.0861,312.083,0.0157469,42.9923,6.43952,195.431,0,0.0119136,1282.32,100.503,152.858,24.8355,442.412,192.737,231.597,4.83801,44.6444,8.96801,6.28399,0.228836,0.240796
45,2021/7/14 21:00,A,33.0167,308.724,0.0138836,40.4811,6.07319,198.266,0,0.0195862,848.023,100.558,74.0973,9.48208,430.893,27.4261,32.9559,5.3675,41.4999,9.03718,6.27179,0.103109,0.230371
46,2021/7/14 22:00,A,31.8921,307.006,0.0136512,42.6715,5.37153,203.469,0,0.0891913,582.388,100.634,51.0607,2.22339,432.953,0,0,6.36017,40.1723,8.26511,5.90658,0.0344814,0.228875
47,2021/7/14 23:00,A,30.7407,305.634,0.0149039,50.0223,4.84987,202.007,0,0.0190139,454.22,100.677,41.7365,1.79584,424.881,0,0,6.33901,39.0616,7.32756,5.3313,0.0259043,0.220648
48,2021/7/15 0:00,A,30.174,304.897,0.0154408,53.6619,4.35004,194.385,0,0.0689808,426.011,100.67,34.5065,1.60291,427.272,0,0,5.82056,37.0861,7.43014,5.40346,0.0408187,0.217365
49,2021/7/15 1:00,A,29.7897,304.306,0.0158489,56.3982,4.22659,193.585,0,0.0927748,405.956,100.664,29.0504,1.46945,426.792,0,0,4.04104,33.8952,6.61049,4.72002,0.885415,0.202511
50,2021/7/15 2:00,A,29.5221,303.894,0.0164049,59.3536,3.92314,195.367,0,0.326463,396.094,100.67,24.3885,1.31131,427.349,0,0,3.24896,32.7191,5.82129,4.15171,2.56826,0.220263
51,2021/7/15 3:00,A,29.3352,303.578,0.017325,63.4154,3.59327,187.147,0,0.269912,427.142,100.675,20.2754,1.10479,428.002,0,0,3.27563,35.27,6.25619,4.38732,1.66299,0.269353
52,2021/7/15 4:00,A,29.2791,303.309,0.0175115,64.3166,3.45444,183.129,0,0.119649,483.229,100.669,15.5898,1.0177,426.492,0,0,3.48182,37.9354,6.90099,4.74061,0.566858,0.306171
53,2021/7/15 5:00,A,29.238,303.059,0.0164744,60.6765,2.78731,193.501,0,0.0788934,536.189,100.693,9.87548,1.00122,421.849,0,0,3.92942,39.2497,8.27192,5.43372,0.169755,0.312815
54,2021/7/15 6:00,A,29.1046,302.79,0.015883,59.0125,2.6087,199.915,0,0.133718,486.883,100.74,7.31866,1.01111,421.185,0,0,4.55872,38.3005,9.88131,6.14688,2.58302,0.319521
55,2021/7/15 7:00,A,28.9088,302.483,0.0154827,58.2485,2.40746,198.098,0,0.121562,415.668,100.776,5.23996,0.970319,419.974,0,0,6.19241,33.5807,9.11602,5.84153,7.46706,0.322964
56,2021/7/15 8:00,A,28.7835,302.315,0.0152838,57.9735,2.08911,190.365,0,0.157495,379.756,100.817,4.45821,1.07381,421.078,0.820384,0.985795,5.78134,31.3565,8.8505,5.82909,11.4283,0.339749
57,2021/7/15 9:00,A,29.2407,304.781,0.015343,56.5941,1.84068,186.796,0,0.175319,530.63,100.853,32.7367,12.3737,422.278,147.245,176.933,5.71442,34.8249,9.62572,6.77743,19.6651,0.354087
58,2021/7/15 10:00,A,29.8292,308.699,0.0158764,56.4803,1.63829,161.475,0,0.142941,754.768,100.872,91.394,23.6817,424.811,334.43,401.86,4.89133,42.2792,13.105,9.80804,31.5111,0.373687
59,2021/7/15 11:00,A,29.8292,308.699,0.0158764,56.4803,1.63829,161.475,0,0.142941,754.768,100.872,91.394,23.6817,424.811,334.43,401.86,4.30244,49.9097,15.8682,12.3625,40.1769,0.375051
60,2021/7/15 12:00,A,30.6048,312.436,0.0163535,55.4838,1.63612,137.944,0,0.0821884,949.81,100.911,155.236,34.1635,430.413,498.826,599.403,3.16138,46.8842,15.8357,13.1847,63.6715,0.305372
61,2021/7/15 13:00,A,31.5709,315.64,0.0163551,52.2766,2.10659,140.852,0,0.0446785,1095.77,100.885,221.825,44.4829,435.344,640.788,769.988,2.69869,28.87,15.0669,12.9097,127.98,0.232748
62,2021/7/15 14:00,A,32.5838,318.726,0.016183,48.586,2.46572,140.284,0,0.028556,1329.3,100.826,288.85,54.992,437.029,785.026,943.308,1.99726,23.1035,11.3881,9.52919,137.999,0.209408
63,2021/7/15 15:00,A,33.4508,321.081,0.0161806,46.036,2.35435,134.747,0,0,1508.2,100.745,325.977,60.3045,442.259,852.238,1024.07,1.4463,31.1105,9.92928,8.07367,107.366,0.227649
64,2021/7/15 16:00,A,34.3754,322.216,0.0164342,44.1617,2.76538,113.615,0,0,1704.04,100.665,348.476,62.5305,446.387,864.635,1038.97,1.62864,37.8422,8.01894,6.32009,79.4268,0.220866
65,2021/7/15 17:00,A,34.9006,322.253,0.0166893,43.4001,3.31125,141.48,0,0,1775.08,100.579,356.129,60.7511,451.388,814.847,979.142,2.02743,44.9976,8.25677,5.97376,46.2619,0.217905
66,2021/7/15 18:00,A,34.9464,321.771,0.0166667,43.2029,2.61725,141.507,0,0.0169706,1691.45,100.539,313.094,53.855,451.829,713.037,856.804,2.52809,47.0894,9.01686,5.82237,10.0606,0.215978
67,2021/7/15 19:00,A,34.3963,319.3,0.0171287,45.9006,3.08236,157.02,0.982237,0.319844,1435.43,100.523,275.863,49.9412,451.479,567.407,681.811,2.6798,44.812,8.92721,5.66833,0.333226,0.224216
68,2021/7/15 20:00,A,34.3593,315.92,0.0175508,47.1484,4.45631,164.549,1.46013,0.478448,1459.33,100.544,222.516,41.6523,452.011,377.495,453.608,2.93712,41.3621,9.0074,5.67797,0.00733582,0.233528
69,2021/7/15 21:00,A,33.8754,312.489,0.0169921,47.0484,4.99797,152.778,1.18455,0.114264,1366.63,100.62,147.186,27.882,449.925,178.61,214.623,3.08468,41.5508,9.13525,5.76356,0.0247941,0.237719
70,2021/7/15 22:00,A,32.6011,308.693,0.0165285,49.4718,6.08861,141.533,0.0631914,0.316036,607.047,100.635,86.3191,15.0447,444.482,21.8066,26.2034,4.0034,42.4011,8.24599,5.4322,0.000927702,0.260096
71,2021/7/15 23:00,A,31.4872,306.793,0.0164827,52.8522,5.92828,147.598,0,0.309294,574.713,100.697,61.0363,8.4403,437.968,0,0,4.78553,42.6422,7.40284,5.14862,0.00101321,0.268417
72,2021/7/13 0:00,A1,28.9812,303.059,0.0192742,72.175,4.86392,179.937,0,0.0148244,486.479,100.758,21.6189,0.815541,423.844,0,0,3.77082,24.7446,8.77275,5.97338,1.28255,0.155074
73,2021/7/13 1:00,A1,28.8219,302.713,0.0191615,72.4594,4.54987,177.106,0,0.014126,476.653,100.75,16.1946,0.759589,422.152,0,0,2.98507,23.8141,8.15066,5.47712,1.60657,0.144299
74,2021/7/13 2:00,A1,28.7085,302.451,0.018925,72.0667,3.98086,179.726,0,0.0189248,484.924,100.745,11.4944,0.711776,421.26,0,0,3.14406,24.4382,7.77879,5.17103,0.934075,0.14679
75,2021/7/13 3:00,A1,28.5515,302.21,0.0189705,72.9354,3.82322,178.044,0,0.0233909,436.042,100.73,9.47339,0.679987,423.391,0,0,4.36833,25.3968,10.2347,6.45166,0.13823,0.158247
76,2021/7/13 4:00,A1,28.3835,301.989,0.0190536,74.0365,3.22131,188.245,0,0.0311039,342.374,100.748,7.32678,0.591277,424.195,0,0,6.92223,26.4508,17.0052,10.0308,0.00608851,0.184136
77,2021/7/13 5:00,A1,28.1748,301.688,0.0192317,75.7264,2.85431,193.572,0,0.255343,216.96,100.777,5.22183,0.468406,421.382,0,0,7.30737,27.8057,18.6696,11.0238,0.00275396,0.192692
78,2021/7/13 6:00,A1,27.9972,301.486,0.0194929,77.6293,2.531,193.326,0,0.583518,250.912,100.804,4.35217,0.502647,424.083,1.0471,1.25822,6.51224,26.9044,16.6208,9.78566,1.48952,0.180818
79,2021/7/13 7:00,A1,28.0829,303.433,0.0191281,75.7992,1.48926,240.498,0,0.0396781,482.974,100.839,26.701,7.15226,422.956,113.691,136.614,4.95952,20.9263,13.7594,8.43386,5.83391,0.151131
80,2021/7/13 8:00,A1,29.2538,307.209,0.0177055,65.2544,2.07102,206.426,0,0.0381147,717.278,100.852,79.9423,19.7553,423.535,296.679,356.498,3.59269,15.3635,12.1857,8.10468,11.6269,0.126073
81,2021/7/13 9:00,A1,29.2538,307.209,0.0177055,65.2544,2.07102,206.426,0,0.0381147,717.278,100.852,79.9423,19.7553,423.535,296.679,356.498,4.04587,14.5867,11.9714,8.22299,19.4254,0.123947
82,2021/7/13 10:00,A1,30.3766,311.357,0.0165144,56.8038,2.68233,189.463,0,0.0645711,864.977,100.879,160.28,34.5606,423.93,504.807,606.59,3.37792,13.0009,12.1172,8.42172,37.3085,0.117317
83,2021/7/13 11:00,A1,31.3881,315.064,0.0161412,52.1572,2.78129,182.025,0,0.0517478,1003.13,100.852,232.036,46.152,427.728,671.012,806.306,3.21736,12.1835,13.2419,9.4125,62.7001,0.120365
84,2021/7/13 12:00,A1,32.4985,318.22,0.0155662,46.9595,2.85087,183.922,0,0.063067,1225.79,100.787,290.341,55.5875,430.812,794.694,954.925,2.49078,7.99844,10.3223,7.715,93.2901,0.120164
85,2021/7/13 13:00,A1,33.5885,320.313,0.0146816,41.4146,3.25946,176.859,0,0.0395915,1410.76,100.729,334.674,62.1498,433.206,860.505,1034.01,1.8009,5.14987,9.68601,7.76859,107.582,0.115674
86,2021/7/13 14:00,A1,34.4666,321.65,0.0147251,39.3489,3.2075,182.208,0,0.0697995,1647.75,100.661,346.538,63.2925,439.433,860.243,1033.69,1.51793,4.52916,10.0227,8.02046,116.221,0.114123
87,2021/7/13 15:00,A1,35.0481,321.932,0.0155606,40.1081,3.38697,190.868,0,0.039672,1680.43,100.588,344.411,60.6132,446.961,807.776,970.645,1.51614,5.33086,7.50113,5.9322,106.697,0.109786
88,2021/7/13 16:00,A1,35.4365,320.858,0.0155982,39.2492,3.39289,197.277,0,0.0260732,1720.23,100.539,301.539,52.6004,452.705,666.469,800.847,2.08419,8.28381,5.97636,4.38845,82.9827,0.107164
89,2021/7/13 17:00,A1,35.6065,319.155,0.0159626,39.7419,4.20598,186.743,0,0.0516007,1764.23,100.508,274.119,46.4654,454.111,553.164,664.697,2.23428,11.449,5.47046,3.86792,54.0608,0.103637
90,2021/7/13 18:00,A1,35.1002,315.442,0.0166104,42.6503,5.35387,189.984,0,0.0208718,1628.43,100.524,207.4,34.2117,454.298,352.08,423.069,3.00889,18.1641,6.44956,4.33433,27.3026,0.108643
91,2021/7/13 19:00,A1,33.9769,311.658,0.0169056,46.4937,5.94776,188.986,0,0.0141524,991.16,100.565,134.249,20.4397,447.762,155.598,186.97,3.79609,24.9625,8.00806,5.23981,6.28919,0.116574
92,2021/7/13 20:00,A1,32.2053,308.17,0.0190413,58.3704,6.29938,186.561,0,0.021347,491.456,100.604,84.4356,6.307,443.803,23.9281,28.7527,4.41195,26.4469,9.53399,6.20615,1.15913,0.118723
93,2021/7/13 21:00,A1,30.8562,306.169,0.0198749,66.2199,6.18053,183.711,0,0.0282682,398.997,100.656,63.2082,1.19081,437.996,0,0,4.01997,28.2516,10.083,6.76632,0.920406,0.113568
94,2021/7/13 22:00,A1,30.775,305.455,0.0179158,59.9996,5.53707,190.694,0,0.0313639,577.554,100.669,40.3139,1.31785,427.898,0,0,4.96634,32.3476,10.5702,7.17851,1.27627,0.115481
95,2021/7/13 23:00,A1,30.4303,304.854,0.015487,52.9823,4.50828,194.025,0,0.0283557,513.089,100.677,28.3103,1.44583,422.563,0,0,6.60428,35.2399,11.2966,7.11541,0.965313,0.120174
96,2021/7/14 0:00,A1,29.9004,304.109,0.0143165,50.5966,4.00686,188.073,0,0.0389739,389.154,100.661,21.2266,1.41436,414.824,0,0,7.25797,35.8517,11.76,7.35335,0.644394,0.121689
97,2021/7/14 1:00,A1,29.6307,303.611,0.0136079,48.8923,3.25727,189.627,0,0.0340556,301.352,100.645,13.9533,1.31284,410.469,0,0,6.54875,33.4293,11.02,6.85808,1.4696,0.116585
98,2021/7/14 2:00,A1,29.3869,303.232,0.0137669,50.2113,3.29561,188.06,0,0.0308614,264.301,100.639,11.644,1.29149,413.711,0,0,6.80486,33.0093,13.3412,7.99023,1.13446,0.119559
99,2021/7/14 3:00,A1,29.1618,302.994,0.0146953,54.3472,3.1213,184.697,0,0.0485791,272.324,100.635,10.9331,1.18134,419.789,0,0,7.63034,34.4052,15.7459,8.94713,0.319909,0.122052
100,2021/7/14 4:00,A1,28.8646,302.515,0.0152739,57.532,2.80002,186.217,0,0.0316217,244.787,100.627,7.20234,0.949492,411.823,0,0,8.30676,36.1119,17.4585,9.78493,0.201473,0.123915
101,2021/7/14 5:00,A1,28.6206,302.147,0.0149632,57.24,2.35354,188.75,0,0.024783,200.141,100.659,4.4493,0.827039,408.427,0,0,8.91965,37.9118,18.6628,10.1563,0.266055,0.128551
102,2021/7/14 6:00,A1,28.4214,301.837,0.0146375,56.7099,1.85927,187.528,0,0.0194447,491.999,100.691,3.10722,0.678846,406.747,0,0,10.3118,38.8443,17.8821,9.71315,2.17044,0.16829
103,2021/7/14 7:00,A1,28.1125,301.472,0.0147756,58.3827,1.18625,155.787,0,0.0251803,131.213,100.739,2.45387,0.348325,405.64,0.653446,0.785199,9.93045,35.7213,14.5633,8.3956,7.79986,0.183136
104,2021/7/14 8:00,A1,28.8747,303.862,0.0144537,54.4858,2.22376,170.925,0,0.0312592,312.892,100.764,26.3855,11.6371,408.144,139.052,167.088,7.1318,29.3183,13.1337,8.26557,14.8789,0.143597
105,2021/7/14 9:00,A1,29.6871,307.694,0.0140906,50.5287,2.40644,188.457,0,0.0492342,530.548,100.794,85.9231,23.9821,411.451,323.757,389.036,4.82684,21.9258,12.0284,8.03613,28.1954,0.121351
106,2021/7/14 10:00,A1,29.6871,307.694,0.0140906,50.5287,2.40644,188.457,0,0.0492342,530.548,100.794,85.9231,23.9821,411.451,323.757,389.036,3.36853,12.7421,11.9639,8.34721,63.2006,0.110755
107,2021/7/14 11:00,A1,30.3206,310.378,0.0142928,49.3056,2.68016,185.456,0,0.0513055,645.865,100.828,137.336,31.2033,417.486,426.779,512.829,2.44796,8.32728,8.54514,6.45923,94.2543,0.115893
108,2021/7/14 12:00,A1,31.5256,314.048,0.0139115,44.5511,2.75338,178.931,0,0.0588385,938.414,100.802,200.53,44.1036,419.634,619.048,743.864,2.15766,7.38267,6.80637,5.43922,115.356,0.127826
109,2021/7/14 13:00,A1,32.8175,317.772,0.0134816,39.8758,3.60426,179.743,0,0.0587578,1189.37,100.764,295.33,58.0157,418.833,806.881,969.57,1.81024,5.50894,6.88603,5.58422,120.89,0.123751
110,2021/7/14 14:00,A1,33.8384,320.084,0.0129543,35.9707,3.56326,170.241,0,0.0494008,1347.95,100.677,331.634,63.1207,424.573,862.425,1036.31,2.11259,6.59672,7.50499,6.10672,124.059,0.135001
111,2021/7/14 15:00,A1,35.0352,321.267,0.0120101,30.9959,4.28913,187.585,0,0.0525422,1627.23,100.633,360.124,66.5779,428.128,871.045,1046.67,2.09392,6.74621,7.30008,5.85121,114.06,0.130287
112,2021/7/14 16:00,A1,35.7132,321.642,0.0117434,29.0652,4.34126,180.274,0,0.0338969,1608.95,100.561,351.602,64.5486,430.274,823.294,989.292,2.40016,9.41151,6.63897,5.15637,91.6615,0.125044
113,2021/7/14 17:00,A1,35.912,320.489,0.0125093,30.5742,4.91478,188.793,0,0.0152801,1700.41,100.51,330.071,58.3416,437.136,710.319,853.538,2.84878,13.4611,6.69834,4.88494,60.271,0.117586
114,2021/7/14 18:00,A1,35.7386,318.517,0.0135727,33.5183,5.29751,183.75,0,0.0129816,1640.9,100.497,284.147,48.6669,440.148,557.755,670.213,3.11362,17.4244,6.42261,4.24274,32.4185,0.101372
115,2021/7/14 19:00,A1,34.7576,315.241,0.0155379,40.7394,6.14117,184.372,0,0.0266355,1378.58,100.535,231.162,36.0726,442.253,374.815,450.387,3.60263,23.427,6.86339,4.37797,20.3504,0.10174
116,2021/7/14 20:00,A1,33.5842,311.832,0.0154173,43.4393,6.1472,185.223,0,0.0179322,853.143,100.592,156.076,23.8266,436.812,200.066,240.405,4.02796,26.8514,7.54258,4.82615,17.6561,0.104251
117,2021/7/14 21:00,A1,32.213,308.101,0.0133131,40.8169,6.15464,187.197,0,0.0228114,487.368,100.663,80.5575,8.38293,429.8,24.2167,29.0994,4.60628,30.1682,8.09318,5.21188,16.3294,0.106209
118,2021/7/14 22:00,A1,31.1395,306.222,0.0129141,42.3118,6.07321,187.909,0,0,392.833,100.717,55.3272,1.96945,422.376,0,0,4.92779,30.2902,8.77674,5.66851,15.6353,0.106107
119,2021/7/14 23:00,A1,30.5231,305.106,0.0130404,44.391,5.3456,185.524,0,0,332.98,100.748,36.5795,1.70652,410.716,0,0,5.74387,33.8688,9.52976,6.22768,10.4353,0.112625
120,2021/7/15 0:00,A1,30.0135,304.322,0.0135117,47.4561,5.47904,185.404,0,0,289.692,100.734,29.904,1.62409,412.616,0,0,6.46346,38.5572,11.8,7.7049,3.83422,0.126666
121,2021/7/15 1:00,A1,29.6129,303.706,0.0142736,51.3864,5.28884,183.737,0,0.0103675,283.752,100.732,23.4438,1.43666,410.411,0,0,6.52892,39.4924,11.7171,8.10693,0.459556,0.165902
122,2021/7/15 2:00,A1,29.3545,303.334,0.0147401,53.9244,4.53453,184.017,0,0.103192,273.5,100.738,18.1181,1.26931,413.067,0,0,5.86832,38.196,9.23592,6.70892,0.16875,0.190237
123,2021/7/15 3:00,A1,29.0363,303.056,0.015809,58.9918,3.59713,187.836,0,0.189226,304.224,100.748,15.8709,1.04092,419.115,0,0,6.2598,39.0959,11.7777,7.97372,0.310594,0.185432
124,2021/7/15 4:00,A1,28.6715,302.742,0.0177969,67.9229,3.4736,181.174,0,0.0938995,353.352,100.741,16.4345,0.778453,424.365,0,0,7.14003,40.5373,15.4341,9.77658,0.21173,0.182991
125,2021/7/15 5:00,A1,28.6649,302.524,0.0173919,66.4199,3.46736,183.066,0,0.0398349,350.483,100.763,12.4079,0.797866,422.771,0,0,7.74236,42.181,16.2056,10.2025,0.0226806,0.201189
