,1,2,3,4,5,6,7,8,9,10,11,12
10990,2020-8-2 13,4,8,8,5,54,0.6,26.3,80,1002.5,1.0,80.6
10991,2020-8-2 14,4,12,8,2,79,0.6,28.4,72,1001.6,1.2,87.6
10992,2020-8-2 15,4,16,14,2,82,0.6,29.5,67,1001.0,1.8,138.2
10993,2020-8-2 16,4,15,21,7,54,0.6,28.3,70,1000.9,2.3,162.5
10994,2020-8-2 17,4,17,15,4,52,0.7,27.8,74,1000.6,0.9,50.3
10995,2020-8-2 18,4,26,13,7,42,0.8,27.5,77,1000.9,0.9,8.4
10996,2020-8-2 19,4,17,13,10,39,0.6,27.7,74,1001.7,1.4,91.3
10997,2020-8-2 20,5,20,12,6,32,0.6,27.6,73,1002.2,0.8,114.9
10998,2020-8-2 21,5,28,12,2,21,0.7,27.6,75,1002.8,0.9,50.9
10999,2020-8-2 22,5,25,17,5,22,0.7,27.7,73,1003.3,2.0,40.7
11000,2020-8-2 23,4,22,16,5,22,0.6,27.7,72,1002.9,2.1,43.9
11001,2020-8-3 0,4,26,18,7,16,0.6,27.3,73,1002.4,2.2,40.0
11002,2020-8-3 1,4,17,17,6,25,0.6,27.0,75,1001.7,2.2,53.7
11003,2020-8-3 2,4,22,9,4,18,0.6,26.8,76,1001.2,2.3,25.4
11004,2020-8-3 3,4,16,9,1,23,0.6,26.4,78,1000.5,3.6,26.3
11005,2020-8-3 4,4,10,8,0,34,0.5,26.1,79,1000.2,2.6,69.8
11006,2020-8-3 5,3,9,3,-4,38,0.5,26.2,77,1000.6,1.9,77.1
11007,2020-8-3 6,3,11,3,-5,37,0.5,26.2,78,1001.2,1.5,82.1
11008,2020-8-3 7,3,11,9,-2,36,0.6,26.8,77,1001.6,1.5,80.0
11009,2020-8-3 8,4,12,12,-1,39,0.6,27.5,74,1001.9,1.7,79.7
11010,2020-8-3 9,4,16,13,2,42,0.6,28.0,72,1002.1,1.5,79.5
11011,2020-8-3 10,4,18,14,3,46,0.6,28.6,68,1002.2,1.7,68.8
11012,2020-8-3 11,4,16,19,4,55,0.6,28.2,72,1002.0,1.8,69.6
11013,2020-8-3 12,4,10,19,6,72,0.6,28.8,67,1001.4,1.9,59.4
11014,2020-8-3 13,4,8,10,5,74,0.6,29.1,66,1000.9,2.7,118.5
11015,2020-8-3 14,4,11,7,4,76,0.6,28.9,68,1000.4,2.5,55.4
11016,2020-8-3 15,4,20,12,2,56,0.6,27.4,76,999.8,2.4,50.6
11017,2020-8-3 16,4,23,19,1,58,0.6,27.6,75,999.7,1.6,104.9
11018,2020-8-3 17,4,24,19,6,54,0.6,27.4,74,999.8,2.5,149.9
11019,2020-8-3 18,5,30,13,6,38,0.7,27.4,75,1000.0,1.4,105.7
11020,2020-8-3 19,5,30,15,3,29,0.7,27.4,76,1000.5,1.7,142.7
11021,2020-8-3 20,5,26,14,1,30,0.6,27.4,75,1001.1,2.0,148.2
11022,2020-8-3 21,5,28,14,6,25,0.7,27.4,76,1001.6,1.1,108.3
11023,2020-8-3 22,6,22,16,6,31,0.6,27.4,75,1002.0,1.8,140.0
11024,2020-8-3 23,5,18,12,3,33,0.6,27.4,75,1002.0,1.5,130.1
11025,2020-8-4 0,5,29,9,3,19,0.6,27.3,76,1001.8,1.2,75.1
11026,2020-8-4 1,5,26,15,4,19,0.6,27.3,76,1001.3,1.6,148.2
11027,2020-8-4 2,4,14,12,3,32,0.6,27.1,76,1001.1,1.4,153.6
11028,2020-8-4 3,4,13,12,1,34,0.6,27.0,76,1000.9,1.2,146.1
11029,2020-8-4 4,4,16,6,-1,30,0.6,27.0,76,1000.8,1.2,141.3
11030,2020-8-4 5,4,18,3,1,27,0.6,26.9,77,1000.8,1.2,149.3
11031,2020-8-4 6,4,17,10,3,30,0.6,27.0,76,1001.0,1.4,146.2
11032,2020-8-4 7,4,17,13,5,30,0.7,27.3,75,1001.4,1.0,122.2
11033,2020-8-4 8,5,17,19,6,36,0.7,28.2,70,1001.6,1.0,150.6
11034,2020-8-4 9,5,15,20,5,55,0.6,29.3,63,1002.1,1.4,152.8
11035,2020-8-4 10,5,20,18,5,78,0.7,30.1,61,1002.1,1.1,98.9
11036,2020-8-4 11,6,14,25,6,118,0.6,31.1,55,1001.9,1.5,100.6
11037,2020-8-4 12,5,11,21,6,120,0.6,31.8,53,1001.5,1.4,51.0
11038,2020-8-4 13,5,9,24,5,128,0.6,32.1,53,1001.1,1.5,99.8
11039,2020-8-4 14,4,8,22,5,113,0.6,31.7,56,1000.5,2.0,88.4
11040,2020-8-4 15,4,8,14,5,83,0.5,31.7,54,1000.3,2.7,126.7
11041,2020-8-4 16,4,12,13,3,68,0.6,30.1,63,999.9,4.2,156.8
11042,2020-8-4 17,4,16,22,3,60,0.6,29.7,65,1000.2,3.0,157.2
11043,2020-8-4 18,4,14,19,4,46,0.6,29.6,65,1000.9,2.5,145.2
11044,2020-8-4 19,5,17,16,4,32,0.6,29.1,68,1001.6,1.8,111.3
11045,2020-8-4 20,6,20,13,2,25,0.6,28.8,70,1002.5,2.0,142.9
11046,2020-8-4 21,6,18,12,-1,25,0.5,28.6,71,1003.2,2.0,141.0
11047,2020-8-4 22,5,13,8,-2,27,0.6,28.2,72,1003.4,1.6,114.6
11048,2020-8-4 23,5,14,8,-3,25,0.6,27.9,73,1003.5,1.4,128.7
11049,2020-8-5 0,4,14,9,-1,23,0.6,27.8,74,1003.7,1.2,134.1
11050,2020-8-5 1,4,14,10,0,22,0.6,27.7,74,1003.6,1.7,141.3
11051,2020-8-5 2,5,12,8,1,23,0.6,27.8,73,1003.3,1.5,137.2
11052,2020-8-5 3,4,11,7,0,25,0.5,27.6,74,1002.9,1.6,82.6
11053,2020-8-5 4,4,11,9,-2,22,0.5,27.6,76,1003.0,1.3,93.2
11054,2020-8-5 5,4,13,13,-2,22,0.5,27.6,75,1003.2,1.5,93.2
11055,2020-8-5 6,4,18,10,-2,16,0.6,27.6,76,1003.6,1.6,73.1
11056,2020-8-5 7,4,16,9,-1,20,0.6,27.4,76,1004.0,1.8,105.7
11057,2020-8-5 8,4,18,8,0,18,0.7,26.6,81,1004.6,1.5,109.1
11058,2020-8-5 9,4,18,6,2,20,0.6,26.3,82,1005.1,1.5,125.6
11059,2020-8-5 10,4,20,11,3,19,0.7,26.8,80,1005.6,2.1,137.1
11060,2020-8-5 11,5,21,11,5,23,0.5,27.2,79,1005.6,1.5,137.5
11061,2020-8-5 12,4,20,12,4,27,0.6,27.3,77,1005.7,2.0,152.5
11062,2020-8-5 13,4,22,12,3,35,0.6,27.5,77,1005.3,0.8,107.9
11063,2020-8-5 14,4,20,16,3,38,0.6,27.5,76,1005.1,1.6,160.0
11064,2020-8-5 15,4,19,16,7,21,0.5,25.9,82,1005.3,1.2,118.2
11065,2020-8-5 16,4,28,9,3,13,0.6,25.7,83,1005.5,1.8,139.9
11066,2020-8-5 17,4,29,11,0,10,0.6,25.8,82,1005.7,1.3,127.3
11067,2020-8-5 18,4,32,12,2,6,0.8,25.8,82,1006.1,0.9,77.1
11068,2020-8-5 19,4,31,14,5,6,0.7,25.8,82,1006.8,1.4,76.2
11069,2020-8-5 20,4,31,14,8,5,0.7,25.8,82,1007.4,1.2,68.9
11070,2020-8-5 21,5,35,16,6,5,0.7,26.2,81,1008.3,1.6,68.8
11071,2020-8-5 22,5,36,16,9,4,0.7,26.4,81,1008.8,1.7,67.9
11072,2020-8-5 23,5,34,17,7,4,0.7,26.2,81,1009.0,1.9,70.9
11073,2020-8-6 0,5,29,19,10,5,0.6,26.3,81,1008.8,1.9,77.2
11074,2020-8-6 1,4,18,13,8,8,0.5,26.2,81,1008.2,1.9,89.8
11075,2020-8-6 2,4,14,7,4,12,0.5,26.0,81,1007.6,1.3,92.3
11076,2020-8-6 3,4,14,1,1,10,0.5,26.0,81,1007.1,0.4,99.0
11077,2020-8-6 4,4,16,6,0,7,0.5,25.9,81,1006.9,0.8,59.7
11078,2020-8-6 5,4,22,11,3,4,0.5,25.9,81,1007.1,1.5,61.2
11079,2020-8-6 6,4,22,13,4,6,0.6,25.9,81,1007.5,1.4,63.6
11080,2020-8-6 7,5,20,13,5,10,0.7,26.6,77,1007.9,1.5,51.8
11081,2020-8-6 8,6,27,13,4,20,0.8,28.0,72,1008.5,1.6,58.5
11082,2020-8-6 9,5,29,27,5,34,0.7,29.0,69,1008.5,2.1,24.2
11083,2020-8-6 10,5,21,25,7,58,0.6,30.0,64,1008.5,2.2,73.5
11084,2020-8-6 11,5,13,25,9,70,0.5,30.8,61,1008.4,2.6,83.1
11085,2020-8-6 12,4,8,26,7,101,0.5,31.6,57,1007.8,2.3,72.4
11086,2020-8-6 13,4,7,25,9,108,0.5,32.2,55,1007.1,1.9,96.7
11087,2020-8-6 14,5,7,22,6,92,0.5,33.0,50,1006.4,2.3,133.1
11088,2020-8-6 15,5,9,19,4,83,0.4,33.5,48,1005.9,2.2,125.4
11089,2020-8-6 16,4,13,20,4,73,0.5,32.4,53,1006.0,1.8,111.7
11090,2020-8-6 17,8,23,20,4,45,0.5,31.8,57,1006.1,1.8,146.6
11091,2020-8-6 18,5,18,26,5,31,0.5,31.3,58,1006.4,2.0,143.3
11092,2020-8-6 19,4,28,24,8,12,0.6,30.9,58,1006.9,1.7,150.5
11093,2020-8-6 20,4,30,28,6,9,0.6,30.3,62,1007.7,1.8,142.2
11094,2020-8-6 21,4,26,26,6,11,0.5,30.0,65,1008.4,1.8,144.6
11095,2020-8-6 22,4,22,23,6,11,0.5,29.6,66,1008.7,1.7,141.7
11096,2020-8-6 23,4,14,22,5,15,0.4,29.4,67,1008.6,1.8,145.5
11097,2020-8-7 0,5,19,15,2,8,0.5,29.1,70,1008.2,1.1,137.3
11098,2020-8-7 1,6,23,15,2,5,0.5,28.9,71,1007.7,1.2,91.5
11099,2020-8-7 2,5,24,17,4,4,0.5,28.7,72,1007.0,1.1,83.6
11100,2020-8-7 3,5,24,21,3,4,0.6,28.5,74,1006.4,0.8,82.1
11101,2020-8-7 4,5,25,27,7,4,0.7,28.4,75,1005.9,1.1,74.2
11102,2020-8-7 5,5,23,30,9,4,0.7,28.3,75,1005.4,1.0,71.2
11103,2020-8-7 6,5,19,27,8,5,0.7,28.3,74,1005.7,1.6,64.8
11104,2020-8-7 7,5,19,27,8,8,0.7,28.6,73,1006.0,1.3,71.7
11105,2020-8-7 8,6,24,28,7,12,0.7,29.2,70,1006.5,1.1,80.6
11106,2020-8-7 9,6,27,35,16,16,0.7,30.0,66,1007.0,0.9,166.5
11107,2020-8-7 10,5,22,43,16,28,0.5,30.9,60,1007.2,1.1,142.0
11108,2020-8-7 11,5,26,29,6,50,0.6,31.3,59,1006.8,1.7,46.8
11109,2020-8-7 12,5,15,45,16,62,0.5,31.7,57,1006.4,1.7,96.8
11110,2020-8-7 13,4,8,26,9,65,0.5,32.0,55,1005.7,2.2,87.0
11111,2020-8-7 14,4,5,17,7,76,0.4,33.3,47,1005.1,2.1,128.6
11112,2020-8-7 15,5,4,19,4,58,0.4,33.8,42,1004.4,2.2,107.5
11113,2020-8-7 16,5,8,14,2,64,0.4,34.0,42,1004.1,2.3,122.0
11114,2020-8-7 17,4,9,23,1,66,0.5,33.7,45,1004.0,2.0,125.4
11115,2020-8-7 18,6,17,20,2,48,0.5,32.6,50,1003.8,2.0,148.8
11116,2020-8-7 19,6,22,21,4,31,0.5,31.5,55,1004.1,1.6,130.6
11117,2020-8-7 20,6,14,25,4,24,0.4,30.8,56,1004.8,2.1,142.3
11118,2020-8-7 21,4,18,18,5,17,0.5,30.2,59,1005.2,2.1,146.3
11119,2020-8-7 22,5,24,21,2,12,0.5,30.0,60,1005.6,1.7,159.2
11120,2020-8-7 23,4,16,26,4,24,0.5,29.5,64,1005.6,2.2,161.9
11121,2020-8-8 0,4,22,20,5,16,0.5,29.2,66,1005.4,1.8,156.4
11122,2020-8-8 1,5,18,21,4,16,0.4,28.9,67,1005.2,1.3,138.0
11123,2020-8-8 2,4,16,17,3,17,0.4,28.7,69,1005.0,1.0,138.9
11124,2020-8-8 3,4,8,17,-2,23,0.4,28.6,69,1004.4,1.5,143.3
11125,2020-8-8 4,5,16,11,-3,14,0.4,28.4,71,1004.4,0.7,120.9
11126,2020-8-8 5,5,15,13,1,15,0.5,28.3,71,1004.3,0.8,96.1
11127,2020-8-8 6,4,18,11,3,12,0.5,28.3,73,1004.6,1.1,73.9
11128,2020-8-8 7,5,16,17,2,15,0.6,29.2,70,1004.8,1.1,85.8
