,1,2,3,4,5,6,7,8,9,10,11,12
11189,2020-7-25 5,9,13,8,2,20,0.4,27.7,74.84,1.5,290,0
11190,2020-7-25 6,10,13,10,8,19,0.5,28.1,74.722,1.3,286,0
11191,2020-7-25 7,11,12,11,7,21,0.5,29.9,69.275,1.3,294,0
11192,2020-7-25 8,16,12,17,5,26,0.5,31.8,63.162,1.8,260,0
11193,2020-7-25 9,15,14,18,7,40,0.5,33.4,56.996,1.2,289,0
11194,2020-7-25 10,15,14,24,5,73,0.5,35.5,51.444,1.3,281,0
11195,2020-7-25 11,15,13,30,13,120,0.5,36.8,48.149,1.4,262,0
11196,2020-7-25 12,12,9,37,11,133,0.5,36.5,49.246,1.8,170,0
11197,2020-7-25 13,12,8,36,16,137,0.5,36.9,48.347,1.6,163,0
11198,2020-7-25 14,10,9,38,15,137,0.5,37.6,46.173,2.1,174,0
11199,2020-7-25 15,9,10,40,14,136,0.5,38.2,44.203,1.4,176,0
11200,2020-7-25 16,9,11,35,14,145,0.5,37.7,44.793,1.8,178,0
11201,2020-7-25 17,10,13,37,20,140,0.5,36.9,45.632,1.7,183,0
11202,2020-7-25 18,11,16,38,15,121,0.5,34.8,52.507,2.3,170,0
11203,2020-7-25 19,13,19,43,11,66,0.6,32.4,59.529,3.8,177,0
11204,2020-7-25 20,15,18,33,15,42,0.5,31.3,62.171,3.7,174,0
11205,2020-7-25 21,16,22,27,2,27,0.5,30.8,66.075,2.7,177,0
11206,2020-7-25 22,15,25,27,5,20,0.6,30.5,67.902,2.2,174,0
11207,2020-7-25 23,12,22,26,5,20,0.5,30.1,68.885,1.7,162,0
11208,2020-7-26 0,10,18,21,6,23,0.5,29.7,66.75,1,82,0
11209,2020-7-26 1,9,15,25,6,28,0.5,29.4,66.189,1.1,284,0
11210,2020-7-26 2,9,5,16,4,39,0.4,28.8,69.847,2,278,0
11211,2020-7-26 3,8,5,13,2,37,0.4,28.3,73.414,1.4,5,0
11212,2020-7-26 4,8,4,10,4,37,0.5,28,74.825,1.3,288,0
11213,2020-7-26 5,8,7,18,8,33,0.4,28,75.747,1.3,312,0
11214,2020-7-26 6,9,11,12,6,27,0.5,28.4,75.391,1.3,258,0
11215,2020-7-26 7,10,10,14,7,28,0.5,29.6,71.825,2.3,265,0
11216,2020-7-26 8,10,7,18,4,37,0.5,31.3,65.979,2.2,264,0
11217,2020-7-26 9,10,7,19,6,54,0.5,33.4,57.484,1.3,92,0
11218,2020-7-26 10,9,9,19,7,74,0.5,34.2,55.433,1.5,136,0
11219,2020-7-26 11,8,5,26,10,85,0.5,36.2,50.064,1.5,79,0
11220,2020-7-26 12,8,4,30,10,96,0.5,36.2,49.45,1.7,240,0
11221,2020-7-26 13,8,4,28,9,99,0.5,37.2,46.961,1.7,173,0
11222,2020-7-26 14,8,6,33,8,110,0.5,37.7,45.04,2.1,176,0
11223,2020-7-26 15,9,8,30,11,117,0.5,37.3,46.69,1.8,171,0
11224,2020-7-26 16,9,10,28,11,98,0.5,35.4,50.4,2,169,0
11225,2020-7-26 17,9,9,33,7,76,0.5,34.1,53.578,3,172,0
11226,2020-7-26 18,11,16,22,7,58,0.5,32.8,57.746,2.8,172,0
11227,2020-7-26 19,8,15,40,7,46,0.5,32.1,56.116,1.5,154,0
11228,2020-7-26 20,9,10,33,8,39,0.5,31.2,58.875,1.3,69,0
11229,2020-7-26 21,8,9,19,9,32,0.5,30.6,59.32,1.4,129,0
11230,2020-7-26 22,10,19,13,5,19,0.5,30.1,61.136,1.4,142,0
11231,2020-7-26 23,9,17,23,4,18,0.5,29.6,62.746,1.1,141,0
11232,2020-7-27 0,14,21,21,5,14,0.5,29.2,65.814,1.7,168,0
11233,2020-7-27 1,9,15,21,4,18,0.5,28.6,68.609,1,121,0
11234,2020-7-27 2,9,15,20,2,18,0.5,28.3,70.352,1.4,170,0
11235,2020-7-27 3,8,17,19,2,17,0.5,28.1,72.155,0.8,114,0
11236,2020-7-27 4,8,15,15,1,17,0.5,27.8,73.991,1.4,168,0
11237,2020-7-27 5,8,16,20,4,17,0.5,27.8,74.596,0.9,156,0
11238,2020-7-27 6,9,16,14,6,17,0.5,28.5,73.724,1.7,174,0
11239,2020-7-27 7,11,14,17,4,22,0.5,29.7,70.171,1.5,166,0
11240,2020-7-27 8,10,10,20,3,31,0.5,31.4,62.493,1.7,270,0
11241,2020-7-27 9,9,9,21,2,40,0.4,31.6,62.018,1.8,264,0
11242,2020-7-27 10,9,6,17,5,50,0.4,34.4,51.743,1.7,222,0
11243,2020-7-27 11,8,6,13,5,64,0.4,35.8,48.361,2.1,266,0
11244,2020-7-27 12,8,5,24,4,67,0.4,35.8,47.811,2.1,252,0
11245,2020-7-27 13,8,4,27,4,61,0.4,36.7,44.141,2.3,265,0
11246,2020-7-27 14,8,6,16,2,64,0.4,36.9,42.664,1.4,126,0
11247,2020-7-27 15,8,9,14,3,73,0.4,36.4,44.487,1.6,165,0
11248,2020-7-27 16,11,24,18,1,97,0.5,34.9,52.181,3.5,161,0
11249,2020-7-27 17,10,12,35,4,76,0.4,34,52.956,3.9,182,0
11250,2020-7-27 18,9,13,31,8,51,0.5,32.6,55.068,4.3,175,0
11251,2020-7-27 19,10,15,29,6,35,0.5,31.3,59.495,4.2,175,0
11252,2020-7-27 20,11,14,26,5,28,0.4,30.4,63.694,2.7,168,0
11253,2020-7-27 21,8,11,22,4,28,0.4,29.9,65.999,1.8,162,0
11254,2020-7-27 22,9,14,16,2,21,0.4,29.5,67.705,1.5,148,0
11255,2020-7-27 23,9,12,20,6,23,0.4,29.3,65.036,1.6,164,0
11256,2020-7-28 0,10,14,17,5,22,0.4,28.8,71.149,1.8,166,0
11257,2020-7-28 1,10,10,20,4,25,0.4,28.5,70.883,2.8,174,0
11258,2020-7-28 2,11,12,12,4,23,0.4,28.1,72.938,1.9,174,0
11259,2020-7-28 3,11,14,13,2,20,0.4,28.1,73.553,2,172,0
11260,2020-7-28 4,9,11,17,2,22,0.4,27.9,74.471,1.2,156,0
11261,2020-7-28 5,8,11,13,9,21,0.4,27.8,75.921,0.8,109,0
11262,2020-7-28 6,9,15,16,5,17,0.5,28.4,73.891,0.4,215,0
11263,2020-7-28 7,10,16,17,3,19,0.5,29.6,67.865,0.9,312,0
11264,2020-7-28 8,9,7,22,6,30,0.4,31.7,62.381,1.1,260,0
11265,2020-7-28 9,9,8,18,5,39,0.5,33.2,57.837,1.6,263,0
11266,2020-7-28 10,8,8,14,5,57,0.4,34.7,53.691,1.6,157,0
11267,2020-7-28 11,9,7,20,5,77,0.4,37.1,48.005,1.5,136,0
11268,2020-7-28 12,8,6,24,9,84,0.4,35.8,49.103,1.6,264,0
11269,2020-7-28 13,8,5,24,6,85,0.4,35.6,49.327,1.6,201,0
11270,2020-7-28 14,8,5,15,3,79,0.4,35.6,48.27,1.8,218,0
11271,2020-7-28 15,10,21,13,5,71,0.4,35,49.202,2.2,166,0
11272,2020-7-28 16,10,18,24,5,131,0.5,35,51.59,2.6,160,0
11273,2020-7-28 17,10,16,34,8,109,0.5,34.1,53.51,2.5,172,0
11274,2020-7-28 18,9,23,33,8,63,0.6,31.2,61.48,3.7,162,0
11275,2020-7-28 19,9,17,33,9,43,0.5,29.9,68.152,3.5,168,0
11276,2020-7-28 20,11,21,25,6,21,0.5,30.2,68.256,2.5,172,0
11277,2020-7-28 21,10,13,20,13,24,0.5,30.1,67.724,1.7,124,0
11278,2020-7-28 22,9,12,15,7,24,0.5,29.5,70.767,1.8,169,0
11279,2020-7-28 23,9,14,9,2,19,0.5,29.2,72.637,1.8,174,0
11280,2020-7-29 0,10,15,18,1,18,0.4,28.9,72.936,2.6,173,0
11281,2020-7-29 1,9,12,13,2,20,0.4,28.7,73.175,1.1,140,0
11282,2020-7-29 2,9,13,17,1,18,0.4,28.5,74.235,1,166,0
11283,2020-7-29 3,9,24,14,4,8,0.5,28.2,73.934,0.9,279,0
11284,2020-7-29 4,9,16,19,2,15,0.4,28,74.809,1.2,263,0
11285,2020-7-29 5,9,14,18,2,17,0.4,27.8,76.536,0.9,265,0
11286,2020-7-29 6,10,16,17,4,16,0.5,28.2,75.705,1.2,253,0
11287,2020-7-29 7,13,12,15,5,21,0.5,30.9,66.041,0.9,270,0
11288,2020-7-29 8,13,10,17,3,27,0.4,33,57.936,1,192,0
11289,2020-7-29 9,15,11,22,3,34,0.4,33.7,55.284,1,84,0
11290,2020-7-29 10,12,9,24,2,61,0.4,34.6,49.452,1.4,341,0
11291,2020-7-29 11,11,7,19,0,86,0.4,35.6,46.619,1.4,345,0
11292,2020-7-29 12,9,4,25,0,84,0.4,36.1,43.492,1.3,316,0
11293,2020-7-29 13,9,3,12,1,79,0.3,37,39.812,1.1,332,0
11294,2020-7-29 14,9,3,9,2,85,0.3,37.3,38.411,1.4,335,0
11295,2020-7-29 15,8,5,8,2,100,0.3,38.3,38.641,1.7,262,0
11296,2020-7-29 16,10,17,16,2,126,0.5,34.2,50.357,3.8,178,0
11297,2020-7-29 17,9,16,38,10,102,0.5,31.7,61.473,3.7,174,0
11298,2020-7-29 18,10,21,37,10,100,0.6,31.3,63.455,4.2,174,0
11299,2020-7-29 19,9,22,49,20,87,0.6,31,62.733,4.3,170,0
11300,2020-7-29 20,9,28,38,16,66,0.6,30.1,68.62,3.7,158,0
11301,2020-7-29 21,10,26,32,10,56,0.5,29.6,70.098,3.7,159,0
11302,2020-7-29 22,11,47,21,7,30,0.5,29.5,69.977,3.6,158,0
11303,2020-7-29 23,11,43,35,11,22,0.5,29.3,69.604,3.4,158,0
11304,2020-7-30 0,11,45,16,8,12,0.5,29,70.528,3.6,157,0
11305,2020-7-30 1,11,57,17,5,10,0.6,28.6,72.728,2.1,88,0
11306,2020-7-30 2,9,34,42,13,26,0.5,26.8,79.853,2.6,157,0
11307,2020-7-30 3,9,27,20,10,22,0.5,26.2,83.57,0.7,166,0
11308,2020-7-30 4,10,41,19,9,9,0.6,27.1,80.626,1,163,0
11309,2020-7-30 5,9,38,23,14,8,0.6,27.1,79.777,1.1,82,0
11310,2020-7-30 6,9,33,35,10,10,0.6,27.3,78.805,2,76,0
11311,2020-7-30 7,10,24,27,6,21,0.5,28.7,72.234,1.9,65,0
11312,2020-7-30 8,11,21,33,13,39,0.5,29.3,67.477,2,68,0
11313,2020-7-30 9,11,18,28,10,52,0.5,31.5,57.379,1.7,73,0
11314,2020-7-30 10,10,18,23,6,70,0.5,32.2,55.317,1.8,86,0
11315,2020-7-30 11,10,16,29,5,104,0.5,34.5,50.108,1.7,130,0
11316,2020-7-30 12,9,13,26,11,137,0.5,33.8,49.654,2,60,0
11317,2020-7-30 13,9,15,30,10,168,0.5,34.4,48.022,2.4,132,0
11318,2020-7-30 14,9,18,40,10,198,0.5,34.8,47.986,3.2,162,0
11319,2020-7-30 15,9,22,38,17,180,0.5,34.2,50.09,3.7,160,0
11320,2020-7-30 16,9,23,53,15,87,0.5,30.4,60.594,4.6,172,0
11321,2020-7-30 17,24,36,25,8,85,0.5,31.2,58.332,3.4,168,0
11322,2020-7-30 18,10,35,30,5,78,0.7,31.2,58.65,2.2,164,0
11323,2020-7-30 19,13,40,43,15,50,0.6,31.1,59.239,2.2,164,0
11324,2020-7-30 20,11,31,39,10,36,0.5,30.3,60.84,3.6,162,0
11325,2020-7-30 21,10,34,23,7,37,0.5,29.6,65.868,2.8,160,0
11326,2020-7-30 22,11,39,27,11,32,0.5,29.3,68.727,1.9,157,0
11327,2020-7-30 23,11,42,34,16,24,0.6,29.1,69.55,1.7,74,0
11328,2020-7-31 0,10,23,40,14,47,0.5,29,64.995,2.5,84,0
11329,2020-7-31 1,10,21,27,12,42,0.5,28.8,65.353,2.4,80,0
11330,2020-7-31 2,11,29,32,10,28,0.6,28.4,67.99,2.5,81,0
11331,2020-7-31 3,10,24,35,13,32,0.5,28.4,66.466,2.2,84,0
11332,2020-7-31 4,12,27,29,10,29,0.6,27.9,69.836,3.1,78,0
11333,2020-7-31 5,11,30,31,11,26,0.5,27.4,70.777,3.4,70,0
11334,2020-7-31 6,9,34,32,8,22,0.5,27.6,69.445,3,64,0
11335,2020-7-31 7,11,21,32,5,36,0.5,28.4,66.499,4.3,70,0
11336,2020-7-31 8,12,18,32,6,43,0.5,28.9,64.608,4.5,72,0
11337,2020-7-31 9,11,20,31,5,44,0.5,28.5,66.127,4.7,78,0
11338,2020-7-31 10,11,26,42,7,40,0.6,27.4,73.053,3.1,91,0
11339,2020-7-31 11,10,16,34,15,53,0.5,29.9,62.84,4.1,139,0
11340,2020-7-31 12,9,13,30,7,72,0.5,30.5,59.658,3.2,137,0
11341,2020-7-31 13,9,11,30,0,70,0.4,30.7,58.306,3.8,106,0
11342,2020-7-31 14,9,10,10,1,51,0.4,30.9,57.729,3.7,126,0
11343,2020-7-31 15,9,15,15,2,57,0.5,29.2,64.329,4.3,102,0
11344,2020-7-31 16,8,19,17,1,47,0.5,25.8,84.472,4.2,180,0
11345,2020-7-31 17,9,19,13,3,49,0.5,27.7,73.573,2.8,96,0
11346,2020-7-31 18,8,14,23,4,32,0.5,27.6,70.064,3.8,84,0
11347,2020-7-31 19,8,16,13,3,24,0.5,26.4,74.177,5,82,0
11348,2020-7-31 20,8,22,10,7,15,0.5,24.9,83.215,3.7,84,0
11349,2020-7-31 21,8,21,11,9,13,0.5,25.4,81.012,4,86,0
11350,2020-7-31 22,9,19,8,7,16,0.5,25.6,79.293,4.1,80,0
11351,2020-7-31 23,10,16,8,5,18,0.5,25.9,77.786,4.7,84,0
11352,2020-8-1 0,9,17,13,2,16,0.5,24.9,83.198,2.9,97,0
11353,2020-8-1 1,8,15,14,3,16,0.5,24.8,83.481,2.8,84,0
11354,2020-8-1 2,8,16,11,4,15,0.5,24.8,83.352,3.2,80,0
11355,2020-8-1 3,8,17,13,4,13,0.5,24.8,84.315,3.5,78,0
11356,2020-8-1 4,9,14,10,3,17,0.5,25.6,81.079,3.9,82,0
11357,2020-8-1 5,9,13,13,4,18,0.5,25.3,81.239,3.9,83,0
11358,2020-8-1 6,9,14,9,4,17,0.5,25,83.007,4.3,84,0
11359,2020-8-1 7,9,15,10,3,19,0.5,25.7,80.351,3.9,83,0
11360,2020-8-1 8,9,16,9,3,20,0.5,26.5,77.26,3.2,88,0
11361,2020-8-1 9,9,18,9,2,25,0.5,27.3,75.059,3.2,106,0
11362,2020-8-1 10,11,21,14,10,30,0.5,28.6,71.493,2.9,120,0
11363,2020-8-1 11,11,22,19,8,32,0.5,28.6,69.759,3,136,0
11364,2020-8-1 12,9,18,15,7,59,0.5,29,69.78,3.2,108,0
11365,2020-8-1 13,10,19,13,9,56,0.5,27.5,76.187,3.8,141,0
11366,2020-8-1 14,8,15,10,7,44,0.5,26.1,82.879,4.5,147,0
11367,2020-8-1 15,10,22,13,6,34,0.5,26.9,78.848,2.9,123,0
11368,2020-8-1 16,8,20,13,9,33,0.5,25.5,83.273,3.6,88,0
11369,2020-8-1 17,9,23,13,6,34,0.5,24.8,83.489,4.7,146,0
11370,2020-8-1 18,9,30,26,0,25,0.6,25.1,83.747,3.7,154,0
11371,2020-8-1 19,9,38,15,0,16,0.7,25.6,81.444,2.3,148,0
11372,2020-8-1 20,10,37,16,6,13,0.7,25.6,81.416,1.9,88,0
11373,2020-8-1 21,8,27,16,6,19,0.6,25.5,81.661,2.6,84,0
11374,2020-8-1 22,9,24,20,8,22,0.5,25.6,80.393,3,85,0
11375,2020-8-1 23,8,23,21,9,22,0.5,25.3,81.136,3.3,85,0
11376,2020-8-2 0,8,22,16,5,19,0.5,24.8,83.664,3.8,84,0
11377,2020-8-2 1,8,19,10,4,20,0.5,25,83.508,3.5,83,0
11378,2020-8-2 2,8,16,14,4,20,0.5,25.1,83.402,3.7,82,0
11379,2020-8-2 3,8,13,12,4,22,0.5,25,83.808,3.9,82,0
11380,2020-8-2 4,8,11,9,3,23,0.5,24.4,86.66,3.3,82,0
11381,2020-8-2 5,8,16,9,3,22,0.5,24.5,86.474,3.1,85,0
11382,2020-8-2 6,8,20,8,3,20,0.5,24.2,88.521,1.9,81,0
11383,2020-8-2 7,8,22,6,3,21,0.6,24.6,87.665,1.6,96,0
11384,2020-8-2 8,8,22,4,5,28,0.6,24.9,85.484,2,95,0
11385,2020-8-2 9,8,23,9,3,32,0.6,25.7,83.581,2,120,0
11386,2020-8-2 10,9,23,14,0,44,0.6,26.4,82.528,2,149,0
11387,2020-8-2 11,9,24,14,1,49,0.6,27.7,78.097,1.8,200,0
11388,2020-8-2 12,9,15,17,5,43,0.5,24.9,84.24,2.7,190,0
11389,2020-8-2 13,8,12,6,4,46,0.5,24.3,89.011,1.7,192,0
11390,2020-8-2 14,9,14,3,14,47,0.6,25.9,83.934,1,256,0
11391,2020-8-2 15,12,19,8,7,51,0.6,27.4,80.752,0.8,268,0
11392,2020-8-2 16,20,49,19,5,26,0.6,27,80.856,1.2,270,0
11393,2020-8-2 17,13,33,35,12,40,0.6,26.8,80.249,1.1,286,0
11394,2020-8-2 18,10,23,25,10,50,0.6,26.6,80.673,1.1,34,0
11395,2020-8-2 19,8,22,20,6,43,0.6,24.4,89.453,0.9,78,0
11396,2020-8-2 20,8,31,17,6,24,0.7,25.1,86.117,1.8,174,0
11397,2020-8-2 21,8,27,13,7,23,0.6,25.3,85.1,1.2,161,0
11398,2020-8-2 22,8,29,17,6,18,0.6,25.6,84.793,1.2,84,0
11399,2020-8-2 23,14,27,25,3,23,0.6,25.6,81.163,1.3,86,0
11400,2020-8-3 0,11,23,23,3,21,0.6,25.4,82.29,1.8,78,0
11401,2020-8-3 1,8,19,23,4,24,0.5,25.2,82.298,1.8,86,0
11402,2020-8-3 2,8,17,14,6,24,0.5,25.1,83.597,2.1,78,0
11403,2020-8-3 3,8,19,12,5,19,0.6,24.9,84.678,2.2,63,0
11404,2020-8-3 4,8,18,12,5,21,0.6,24.3,87.342,2.3,74,0
11405,2020-8-3 5,8,12,10,6,36,0.5,24.3,85.842,4,142,0
11406,2020-8-3 6,9,15,6,5,34,0.5,24.6,84.557,3.9,158,0
11407,2020-8-3 7,12,20,3,3,29,0.6,25.3,83.172,2.8,158,0
11408,2020-8-3 8,10,21,14,5,32,0.7,26.8,78.608,2.1,162,0
11409,2020-8-3 9,16,22,21,6,34,0.6,27.2,77.156,1.1,144,0
11410,2020-8-3 10,10,17,9,5,45,0.6,27.7,71.583,1,28,0
11411,2020-8-3 11,8,24,20,3,44,0.6,28,72.22,2,58,0
11412,2020-8-3 12,8,20,13,10,69,0.6,28.4,71.357,2.5,80,0
11413,2020-8-3 13,8,16,16,8,79,0.6,28.6,71.274,2,90,0
11414,2020-8-3 14,10,18,12,5,69,0.6,25.6,87.421,2.2,172,0
11415,2020-8-3 15,8,20,9,22,56,0.6,25.7,84.872,3,98,0
11416,2020-8-3 16,9,30,9,13,53,0.6,26.8,80.538,3.2,158,0
11417,2020-8-3 17,22,38,22,10,43,0.7,26,83.101,3.3,172,0
11418,2020-8-3 18,18,41,17,12,33,0.7,25.6,83.408,3.1,159,0
11419,2020-8-3 19,13,37,21,11,27,0.7,25.8,83.47,2.5,164,0
11420,2020-8-3 20,15,40,24,15,19,0.7,26,83.332,2.5,166,0
11421,2020-8-3 21,23,45,21,8,14,0.6,25.8,83.273,3.1,156,0
11422,2020-8-3 22,12,31,26,5,22,0.6,25.8,83.192,2.7,160,0
11423,2020-8-3 23,12,30,23,6,22,0.6,25.8,83.208,2.6,158,0
11424,2020-8-4 0,9,21,18,5,28,0.6,25.8,83.363,2.4,160,0
11425,2020-8-4 1,9,20,15,5,28,0.5,25.8,83.407,2.3,172,0
11426,2020-8-4 2,8,17,16,2,32,0.6,25.6,83.571,2,174,0
11427,2020-8-4 3,8,15,12,8,35,0.6,25.6,82.755,1.7,176,0
11428,2020-8-4 4,9,20,12,6,30,0.6,25.5,84.188,1.4,176,0
11429,2020-8-4 5,9,26,19,2,21,0.6,25.5,83.938,1.6,164,0
11430,2020-8-4 6,8,28,11,6,19,0.7,25.6,83.788,1.8,168,0
11431,2020-8-4 7,10,22,15,13,27,0.7,26.8,80.693,1.7,170,0
11432,2020-8-4 8,27,23,21,12,35,0.7,28.5,73.655,2.3,159,0
11433,2020-8-4 9,28,21,30,11,47,0.6,29.6,69.438,1.8,166,0
11434,2020-8-4 10,11,18,20,8,84,0.7,31.1,64.833,1.4,178,0
11435,2020-8-4 11,9,15,22,7,121,0.7,32.4,57.919,1.3,177,0
11436,2020-8-4 12,11,13,23,10,147,0.6,33.3,55.967,1.7,176,0
11437,2020-8-4 13,14,13,25,10,161,0.6,34,53.778,2.1,159,0
11438,2020-8-4 14,13,21,34,17,149,0.6,33.2,55.705,2.3,148,0
11439,2020-8-4 15,12,20,31,14,106,0.6,31.2,62.678,4.9,167,0
11440,2020-8-4 16,9,15,24,8,84,0.6,29.9,66.118,4.6,170,0
11441,2020-8-4 17,9,15,23,8,62,0.6,28.9,68.38,2.6,172,0
11442,2020-8-4 18,8,18,13,6,60,0.6,28.3,71.924,3.5,175,0
11443,2020-8-4 19,8,18,23,10,41,0.6,28.1,73.255,3.8,161,0
11444,2020-8-4 20,11,20,18,6,28,0.6,27.6,75.784,4.3,160,0
11445,2020-8-4 21,12,20,18,2,24,0.5,27.3,77.69,4,158,0
11446,2020-8-4 22,13,16,14,3,26,0.6,27.3,76.65,3.4,168,0
11447,2020-8-4 23,9,12,9,1,29,0.5,27.1,75.516,2.6,173,0
11448,2020-8-5 0,10,15,6,1,24,0.6,26.5,79.238,2.6,169,0
11449,2020-8-5 1,10,13,20,6,25,0.6,26.3,80.397,2.7,176,0
11450,2020-8-5 2,8,9,19,5,29,0.5,26.4,78.142,2.7,169,0
11451,2020-8-5 3,11,18,3,1,18,0.5,26.3,79.273,2.9,158,0
11452,2020-8-5 4,9,12,9,3,23,0.5,26.1,81.592,3.6,158,0
11453,2020-8-5 5,8,12,8,6,22,0.5,26.2,82.319,3.3,158,0
11454,2020-8-5 6,8,15,9,7,19,0.5,26.4,81.846,2.8,156,0
11455,2020-8-5 7,10,21,10,6,16,0.6,26.8,79.723,3,154,0
11456,2020-8-5 8,9,17,11,4,21,0.6,25,87.631,4.2,160,0
11457,2020-8-5 9,9,22,9,5,18,0.6,24.8,89.574,4,156,0
11458,2020-8-5 10,11,24,10,4,19,0.7,25.3,87.89,5.2,170,0
11459,2020-8-5 11,11,29,16,6,25,0.8,26.1,84.951,3.8,168,0
11460,2020-8-5 12,11,18,31,12,47,0.7,27,81.069,4.1,170,0
11461,2020-8-5 13,7,9,21,14,35,0.5,27,81.744,1.4,164,0
11462,2020-8-5 14,8,18,0,7,46,0.6,27.4,81.04,1.8,185,0
11463,2020-8-5 15,8,18,16,7,27,0.6,24.5,89.955,2.7,180,0
11464,2020-8-5 16,9,30,13,12,12,0.6,24.4,90.567,3.8,146,0
11465,2020-8-5 17,13,36,12,9,7,0.7,23.8,91.002,3.8,146,0
11466,2020-8-5 18,12,36,25,9,6,0.8,24.1,90.928,2.3,174,0
11467,2020-8-5 19,13,37,22,11,5,0.8,24.3,90.051,1.8,160,0
11468,2020-8-5 20,10,39,23,11,4,0.8,24.4,89.121,1,119,0
11469,2020-8-5 21,10,35,17,14,4,0.8,24.5,88.513,1.1,62,0
11470,2020-8-5 22,10,35,19,9,5,0.7,24.6,88.595,1.5,76,0
