,1,2,3,4,5,6,7,8,9,10,11,12
11245,2020-7-27 16,6,14,17,2,111,0.3,35.1,45,1001.3,2.3,156.6
11246,2020-7-27 17,7,18,33,2,93,0.4,34.8,47,1001.3,2.6,152.4
11247,2020-7-27 18,16,21,33,7,51,0.4,33.9,47,1001.5,3.3,156.9
11248,2020-7-27 19,15,14,33,6,35,0.3,32.8,50,1002.3,4.2,163.7
11249,2020-7-27 20,8,13,25,4,29,0.3,31.9,56,1003.2,3.0,162.4
11250,2020-7-27 21,8,14,12,6,24,0.3,31.4,59,1003.9,2.3,172.8
11251,2020-7-27 22,7,14,18,4,21,0.3,31.0,61,1004.7,2.6,166.4
11252,2020-7-27 23,8,16,13,0,20,0.3,30.5,65,1004.9,2.6,154.3
11253,2020-7-28 0,9,16,17,2,19,0.3,30.3,64,1004.7,2.1,174.0
11254,2020-7-28 1,9,14,16,3,19,0.3,29.9,67,1004.2,2.6,163.4
11255,2020-7-28 2,9,14,18,2,18,0.3,29.6,69,1003.9,2.4,157.4
11256,2020-7-28 3,10,15,16,2,17,0.3,29.5,68,1004.4,2.1,159.2
11257,2020-7-28 4,10,13,16,-1,17,0.3,29.5,69,1004.6,1.4,176.4
11258,2020-7-28 5,9,18,16,0,14,0.3,29.5,70,1005.1,1.7,188.4
11259,2020-7-28 6,11,12,16,2,18,0.3,29.6,68,1005.5,1.1,187.3
11260,2020-7-28 7,7,11,14,3,24,0.4,30.6,63,1005.9,1.2,230.8
11261,2020-7-28 8,7,9,16,3,30,0.4,30.8,61,1006.2,1.8,202.5
11262,2020-7-28 9,7,6,15,-1,45,0.3,31.8,56,1006.2,1.8,195.5
11263,2020-7-28 10,6,8,20,1,68,0.3,33.0,50,1006.3,1.6,216.1
11264,2020-7-28 11,8,7,29,7,89,0.3,34.0,47,1005.8,1.5,226.5
11265,2020-7-28 12,8,8,26,13,94,0.2,34.6,44,1005.0,1.9,189.9
11266,2020-7-28 13,6,10,26,19,92,0.4,34.4,48,1004.3,2.9,185.1
11267,2020-7-28 14,6,9,25,14,89,0.4,33.7,48,1003.8,2.3,155.4
11268,2020-7-28 15,6,30,25,9,88,0.4,32.6,54,1003.0,2.1,87.4
11269,2020-7-28 16,7,27,41,16,114,0.5,34.0,50,1002.6,1.6,98.8
11270,2020-7-28 17,7,22,45,18,117,0.4,34.6,49,1002.6,2.1,102.9
11271,2020-7-28 18,6,19,46,10,66,0.4,32.4,53,1003.0,2.7,164.3
11272,2020-7-28 19,6,20,26,12,41,0.5,32.1,55,1003.7,2.6,161.1
11273,2020-7-28 20,7,22,26,10,21,0.4,32.0,57,1004.7,2.8,156.4
11274,2020-7-28 21,8,19,32,7,18,0.4,31.8,58,1005.6,2.2,165.2
11275,2020-7-28 22,8,19,22,3,15,0.4,31.3,62,1006.1,2.2,175.6
11276,2020-7-28 23,8,15,22,-1,17,0.4,30.7,65,1005.9,2.3,156.3
11277,2020-7-29 0,8,19,17,-1,13,0.4,30.3,66,1005.6,2.4,157.3
11278,2020-7-29 1,9,18,13,3,12,0.4,30.1,67,1005.0,1.8,163.0
11279,2020-7-29 2,9,18,16,2,10,0.4,30.0,68,1004.6,1.5,181.0
11280,2020-7-29 3,9,15,15,0,13,0.4,29.9,69,1004.5,1.3,195.4
11281,2020-7-29 4,8,22,10,3,6,0.4,29.7,69,1004.6,1.0,234.3
11282,2020-7-29 5,8,14,19,1,15,0.3,29.5,69,1004.6,1.2,209.0
11283,2020-7-29 6,7,12,14,0,17,0.4,29.5,69,1005.2,1.0,226.4
11284,2020-7-29 7,10,12,10,1,21,0.4,30.6,63,1005.7,0.9,211.7
11285,2020-7-29 8,10,14,12,3,27,0.4,31.5,59,1005.9,1.1,181.2
11286,2020-7-29 9,8,14,22,3,46,0.4,32.2,54,1006.1,1.4,187.9
11287,2020-7-29 10,8,13,24,5,84,0.4,33.1,50,1005.9,1.4,261.9
11288,2020-7-29 11,7,10,20,8,111,0.4,34.2,44,1005.4,1.3,215.9
11289,2020-7-29 12,7,8,25,10,122,0.3,35.0,41,1004.8,1.7,313.0
11290,2020-7-29 13,7,9,22,7,138,0.3,35.9,38,1003.7,1.6,223.2
11291,2020-7-29 14,7,10,21,10,152,0.3,36.5,36,1002.8,1.5,193.5
11292,2020-7-29 15,6,12,29,9,170,0.3,37.0,35,1002.4,1.4,171.3
11293,2020-7-29 16,7,19,30,14,148,0.4,35.5,43,1002.2,3.4,165.8
11294,2020-7-29 17,8,19,56,13,111,0.4,33.4,50,1002.4,4.1,165.7
11295,2020-7-29 18,7,23,47,17,97,0.5,33.0,54,1003.5,3.4,160.2
11296,2020-7-29 19,7,37,45,11,50,0.4,31.8,59,1004.5,3.0,86.2
11297,2020-7-29 20,8,61,46,11,28,0.5,31.0,62,1005.2,2.2,84.0
11298,2020-7-29 21,7,53,38,12,38,0.5,30.5,62,1005.5,2.1,85.5
11299,2020-7-29 22,7,58,46,17,27,0.5,30.2,65,1005.9,2.2,81.2
11300,2020-7-29 23,8,59,47,16,20,0.6,29.9,67,1005.9,2.1,89.5
11301,2020-7-30 0,8,50,51,16,16,0.6,29.9,68,1005.8,1.9,80.5
11302,2020-7-30 1,8,43,48,15,13,0.5,29.6,69,1005.3,2.1,79.5
11303,2020-7-30 2,7,42,46,24,10,0.5,29.4,71,1005.1,1.5,89.2
11304,2020-7-30 3,8,41,46,14,8,0.5,29.0,73,1005.1,1.8,88.3
11305,2020-7-30 4,9,41,35,14,3,0.5,28.8,72,1005.2,1.7,87.9
11306,2020-7-30 5,8,38,32,12,3,0.4,28.8,72,1005.2,1.3,77.7
11307,2020-7-30 6,11,28,38,9,7,0.4,29.1,70,1005.4,1.7,43.0
11308,2020-7-30 7,9,24,34,9,22,0.5,29.8,66,1005.6,1.5,37.6
11309,2020-7-30 8,10,22,36,7,36,0.5,30.6,60,1005.9,1.6,61.6
11310,2020-7-30 9,9,19,34,4,58,0.4,31.8,54,1006.1,1.5,73.0
11311,2020-7-30 10,8,19,26,4,67,0.4,32.6,50,1006.0,1.6,92.8
11312,2020-7-30 11,7,14,25,5,111,0.4,33.2,47,1005.5,1.9,75.0
11313,2020-7-30 12,7,14,24,15,152,0.4,34.2,43,1004.9,2.1,100.1
11314,2020-7-30 13,7,14,25,13,181,0.4,34.8,41,1004.2,2.3,88.1
11315,2020-7-30 14,7,13,35,14,171,0.3,35.3,39,1003.1,2.4,79.5
11316,2020-7-30 15,7,18,38,13,157,0.4,35.0,41,1002.5,2.3,109.4
11317,2020-7-30 16,6,15,49,11,102,0.3,33.6,44,1002.5,3.0,150.4
11318,2020-7-30 17,6,20,24,7,80,0.4,32.8,48,1002.4,2.5,160.6
11319,2020-7-30 18,7,26,25,6,70,0.4,32.6,50,1002.4,2.5,168.2
11320,2020-7-30 19,7,27,39,6,54,0.4,32.6,49,1003.6,2.0,133.6
11321,2020-7-30 20,6,23,34,12,35,0.4,30.5,58,1004.7,1.8,120.4
11322,2020-7-30 21,6,47,24,7,10,0.5,30.2,64,1005.0,1.1,95.9
11323,2020-7-30 22,7,52,29,15,7,0.5,30.6,64,1005.0,1.4,59.6
11324,2020-7-30 23,7,34,41,8,31,0.4,30.4,61,1004.7,1.9,75.1
11325,2020-7-31 0,7,33,39,9,31,0.4,30.2,62,1004.2,1.1,57.4
11326,2020-7-31 1,7,38,33,12,20,0.5,30.0,63,1003.4,1.2,39.6
11327,2020-7-31 2,8,40,40,17,12,0.5,29.9,63,1002.8,1.5,49.5
11328,2020-7-31 3,10,38,43,15,14,0.5,29.6,62,1002.1,1.7,51.2
11329,2020-7-31 4,10,41,43,11,13,0.5,29.2,64,1001.9,2.2,39.8
11330,2020-7-31 5,8,40,39,7,11,0.4,28.9,63,1002.0,2.3,27.4
11331,2020-7-31 6,7,37,30,12,14,0.4,28.9,62,1002.4,2.1,23.4
11332,2020-7-31 7,9,24,30,9,30,0.4,29.8,60,1003.1,2.9,45.1
11333,2020-7-31 8,9,21,35,16,38,0.5,30.4,57,1003.3,3.2,31.9
11334,2020-7-31 9,8,26,39,12,35,0.5,30.1,60,1003.6,2.9,47.2
11335,2020-7-31 10,8,30,46,16,33,0.5,29.0,67,1003.8,2.7,85.1
11336,2020-7-31 11,7,16,42,17,68,0.4,30.5,59,1003.3,3.7,74.1
11337,2020-7-31 12,6,13,33,8,78,0.4,30.6,57,1003.0,3.6,70.6
11338,2020-7-31 13,6,13,25,10,79,0.4,31.2,55,1002.5,3.9,73.8
11339,2020-7-31 14,6,9,24,9,61,0.3,31.2,53,1001.8,3.8,74.7
11340,2020-7-31 15,6,13,14,3,62,0.4,31.4,53,1001.1,3.5,63.1
11341,2020-7-31 16,6,12,23,1,56,0.4,29.8,62,1001.0,3.5,73.1
11342,2020-7-31 17,6,14,22,-1,49,0.4,30.0,60,1000.8,3.8,76.3
11343,2020-7-31 18,6,15,25,-3,30,0.4,29.2,62,1000.8,3.6,79.1
11344,2020-7-31 19,6,16,14,0,21,0.4,28.2,68,1001.6,3.4,57.0
11345,2020-7-31 20,6,19,15,4,14,0.4,27.0,76,1002.2,2.5,71.7
11346,2020-7-31 21,6,18,10,3,15,0.4,27.5,72,1003.3,2.6,57.1
11347,2020-7-31 22,6,17,11,0,15,0.4,27.6,71,1003.5,2.3,52.2
11348,2020-7-31 23,7,17,13,-3,14,0.4,27.8,70,1002.9,2.9,42.2
11349,2020-8-1 0,7,13,15,-1,18,0.4,27.9,68,1002.6,3.1,63.0
11350,2020-8-1 1,7,13,9,4,16,0.3,27.4,72,1002.4,2.2,62.1
11351,2020-8-1 2,6,17,11,2,13,0.3,26.9,75,1002.1,2.0,53.3
11352,2020-8-1 3,7,17,8,-2,11,0.4,27.0,75,1001.6,2.5,37.2
11353,2020-8-1 4,8,13,12,4,16,0.3,27.6,71,1001.4,2.8,58.5
11354,2020-8-1 5,7,16,11,2,13,0.3,27.3,74,1001.4,2.4,59.2
11355,2020-8-1 6,9,15,9,-1,11,0.3,27.0,75,1001.6,2.3,51.5
11356,2020-8-1 7,7,14,11,1,18,0.4,27.8,71,1001.8,2.6,59.0
11357,2020-8-1 8,7,12,15,-1,30,0.4,28.8,67,1002.2,3.8,69.9
11358,2020-8-1 9,7,15,18,-1,26,0.4,28.3,70,1002.4,3.0,80.6
11359,2020-8-1 10,6,17,11,1,28,0.4,28.2,72,1002.5,3.3,80.6
11360,2020-8-1 11,6,16,14,7,37,0.4,28.4,72,1002.3,3.1,81.5
11361,2020-8-1 12,6,16,16,5,66,0.4,29.0,70,1001.7,2.7,66.6
11362,2020-8-1 13,6,16,21,4,56,0.4,27.7,77,1001.4,2.5,95.3
11363,2020-8-1 14,5,18,14,3,40,0.4,27.7,77,1001.2,2.6,91.6
11364,2020-8-1 15,6,20,11,1,30,0.4,27.1,80,1000.9,2.7,72.8
11365,2020-8-1 16,6,17,11,1,34,0.4,27.1,78,1000.7,3.6,75.0
11366,2020-8-1 17,5,19,14,-3,32,0.4,25.7,80,1001.2,2.7,86.2
11367,2020-8-1 18,6,31,10,0,18,0.5,26.2,80,1001.6,2.5,86.9
11368,2020-8-1 19,6,33,16,1,14,0.5,26.5,78,1001.8,3.1,84.9
11369,2020-8-1 20,6,28,19,6,17,0.4,26.6,78,1002.3,2.5,80.7
11370,2020-8-1 21,6,25,14,5,17,0.4,26.6,78,1003.1,1.7,75.8
11371,2020-8-1 22,6,26,21,3,16,0.4,26.8,76,1003.7,2.1,57.0
11372,2020-8-1 23,6,22,17,4,19,0.4,26.2,79,1003.7,2.2,57.5
11373,2020-8-2 0,6,23,9,2,13,0.4,26.2,80,1003.0,1.7,52.4
11374,2020-8-2 1,6,18,11,1,15,0.4,26.4,79,1002.5,2.4,47.8
11375,2020-8-2 2,6,18,12,1,14,0.4,26.4,79,1001.9,2.0,53.5
11376,2020-8-2 3,6,15,10,2,16,0.4,26.2,81,1001.5,2.2,48.5
11377,2020-8-2 4,6,17,10,-1,16,0.4,26.0,82,1001.4,2.0,55.2
11378,2020-8-2 5,6,17,13,-4,18,0.4,25.9,82,1001.4,1.7,57.9
11379,2020-8-2 6,6,19,9,0,22,0.4,25.8,83,1001.6,2.4,72.0
11380,2020-8-2 7,6,21,8,-1,26,0.4,25.9,83,1002.0,2.0,82.8
11381,2020-8-2 8,6,22,11,1,34,0.5,26.4,80,1002.4,2.2,68.9
11382,2020-8-2 9,6,18,15,2,46,0.5,27.4,76,1002.7,2.4,68.9
11383,2020-8-2 10,6,17,16,2,61,0.5,28.8,70,1002.6,2.3,74.8
11384,2020-8-2 11,6,18,12,11,87,0.5,29.5,67,1002.7,2.5,86.2
11385,2020-8-2 12,6,12,20,6,80,0.4,28.4,71,1002.7,2.9,93.7
11386,2020-8-2 13,5,10,19,5,51,0.4,26.1,80,1002.4,0.8,174.5
11387,2020-8-2 14,5,15,6,3,58,0.5,27.9,75,1001.5,0.7,183.8
11388,2020-8-2 15,6,20,14,-2,70,0.5,28.2,75,1001.0,1.9,33.6
11389,2020-8-2 16,5,20,20,-1,59,0.5,26.6,84,1000.8,0.7,30.7
11390,2020-8-2 17,6,33,17,3,53,0.6,27.0,82,1000.5,1.3,20.0
11391,2020-8-2 18,5,31,28,8,40,0.6,26.7,82,1000.9,0.9,99.5
11392,2020-8-2 19,6,41,19,11,18,0.7,27.1,81,1001.6,1.0,58.4
11393,2020-8-2 20,6,42,32,10,12,0.6,27.3,78,1002.1,0.9,77.7
11394,2020-8-2 21,6,32,26,13,15,0.5,27.3,76,1002.8,1.3,77.4
11395,2020-8-2 22,6,28,27,9,16,0.5,27.4,75,1003.3,1.5,76.1
11396,2020-8-2 23,6,32,21,6,10,0.5,27.1,77,1002.9,1.3,69.6
11397,2020-8-3 0,6,25,24,7,14,0.5,26.9,77,1002.4,1.5,61.8
11398,2020-8-3 1,6,19,17,5,20,0.4,26.7,77,1001.8,1.5,65.1
11399,2020-8-3 2,6,23,12,3,13,0.4,26.6,79,1001.3,1.4,32.5
11400,2020-8-3 3,6,19,18,5,17,0.4,26.4,80,1000.7,1.7,44.2
11401,2020-8-3 4,7,18,13,4,19,0.4,26.1,82,1000.2,2.3,63.3
11402,2020-8-3 5,6,20,11,3,18,0.3,26.0,82,1000.5,2.6,80.2
11403,2020-8-3 6,8,27,7,-2,7,0.4,26.0,83,1001.0,1.9,84.5
11404,2020-8-3 7,6,30,9,-3,9,0.5,26.3,82,1001.6,2.0,86.8
11405,2020-8-3 8,6,26,13,1,15,0.5,26.8,79,1001.9,1.7,87.4
11406,2020-8-3 9,6,26,14,1,21,0.5,27.6,76,1002.2,1.4,92.4
11407,2020-8-3 10,6,22,13,4,33,0.5,28.0,74,1002.2,1.6,63.2
11408,2020-8-3 11,6,18,16,7,47,0.4,28.7,70,1001.9,1.3,79.8
11409,2020-8-3 12,6,15,10,2,52,0.5,28.2,71,1001.4,1.6,143.5
11410,2020-8-3 13,6,17,12,10,49,0.4,27.8,73,1000.9,1.6,77.7
11411,2020-8-3 14,5,24,10,5,49,0.5,27.3,80,1000.5,2.0,81.5
11412,2020-8-3 15,5,24,9,0,56,0.4,26.5,80,999.7,2.0,88.6
11413,2020-8-3 16,6,32,14,1,49,0.5,27.4,76,999.6,1.1,123.0
11414,2020-8-3 17,5,35,13,4,45,0.6,27.4,77,999.7,1.1,155.6
11415,2020-8-3 18,6,43,20,7,33,0.7,27.3,77,999.9,0.9,128.5
11416,2020-8-3 19,6,47,26,10,19,0.7,27.2,78,1000.4,0.7,122.5
11417,2020-8-3 20,6,43,30,10,11,0.6,27.1,78,1001.0,0.8,112.0
11418,2020-8-3 21,6,39,21,6,11,0.6,27.0,79,1001.5,1.0,95.5
11419,2020-8-3 22,6,33,21,3,17,0.5,27.1,78,1001.9,0.8,130.5
11420,2020-8-3 23,6,39,16,3,9,0.5,27.2,77,1002.0,0.9,80.9
11421,2020-8-4 0,6,43,17,4,5,0.5,27.1,79,1001.7,1.1,77.1
11422,2020-8-4 1,7,46,17,3,3,0.5,26.8,81,1001.3,0.9,80.9
11423,2020-8-4 2,7,44,20,1,3,0.5,26.8,81,1001.0,0.7,91.6
11424,2020-8-4 3,7,37,22,6,6,0.5,26.9,80,1000.8,0.7,155.0
11425,2020-8-4 4,7,25,22,6,15,0.5,26.9,78,1000.7,1.1,161.6
11426,2020-8-4 5,7,33,18,9,7,0.5,26.8,78,1000.7,0.8,162.3
11427,2020-8-4 6,7,32,11,8,7,0.5,26.9,79,1000.9,0.7,84.4
11428,2020-8-4 7,7,34,18,6,8,0.6,27.3,79,1001.3,0.8,89.1
11429,2020-8-4 8,7,29,28,6,18,0.6,27.8,76,1001.5,0.7,122.4
11430,2020-8-4 9,8,21,25,7,43,0.6,28.9,69,1002.0,0.9,147.8
11431,2020-8-4 10,13,20,24,10,66,0.5,30.1,62,1002.0,1.0,144.8
11432,2020-8-4 11,11,21,26,13,100,0.5,30.9,58,1001.8,1.2,137.4
11433,2020-8-4 12,8,23,33,14,141,0.5,31.4,57,1001.4,1.3,84.4
11434,2020-8-4 13,7,17,41,21,168,0.5,31.9,54,1001.0,1.1,63.7
11435,2020-8-4 14,6,15,33,16,130,0.4,32.3,53,1000.3,2.1,88.7
11436,2020-8-4 15,6,17,23,4,91,0.4,32.0,55,999.9,2.0,114.3
11437,2020-8-4 16,6,13,26,2,71,0.4,30.9,59,999.5,3.0,153.9
11438,2020-8-4 17,7,17,19,1,67,0.4,29.8,64,999.9,3.2,162.1
11439,2020-8-4 18,6,23,23,3,45,0.5,29.7,65,1000.7,2.1,160.1
11440,2020-8-4 19,6,23,22,6,26,0.5,29.3,67,1001.5,1.3,100.6
11441,2020-8-4 20,6,20,16,4,23,0.4,28.9,69,1002.3,1.5,139.7
