,1,2,3,4,5,6,7,8,9,10,11,12
11161,2020-7-26 2,9,28,10,5,19,0.6,28.6,82,1005.6,0.6,180.0
11162,2020-7-26 3,10,27,10,5,17,0.5,28.4,82,1005.3,1.0,265.5
11163,2020-7-26 4,10,19,11,4,21,0.5,28.4,82,1005.1,1.0,206.3
11164,2020-7-26 5,10,22,7,4,15,0.5,28.1,83,1004.8,0.8,16.5
11165,2020-7-26 6,9,24,12,4,7,0.5,27.5,86,1005.1,0.7,357.8
11166,2020-7-26 7,10,23,13,5,8,0.6,28.0,84,1005.7,0.9,3.0
11167,2020-7-26 8,10,16,19,5,21,0.6,33.7,64,1006.1,0.5,83.2
11168,2020-7-26 9,9,12,30,4,31,0.5,33.6,62,1006.5,1.4,283.3
11169,2020-7-26 10,9,10,14,5,39,0.5,35.8,56,1006.8,0.9,135.0
11170,2020-7-26 11,10,9,21,4,55,0.5,35.9,53,1006.5,1.7,152.5
11171,2020-7-26 12,10,9,26,6,75,0.5,35.0,58,1006.2,1.6,102.7
11172,2020-7-26 13,9,9,24,6,87,0.5,34.8,60,1005.6,2.1,122.7
11173,2020-7-26 14,9,7,20,5,90,0.5,35.6,58,1004.6,1.7,113.3
11174,2020-7-26 15,10,8,23,6,99,0.5,37.4,51,1003.6,1.2,103.8
11175,2020-7-26 16,10,11,35,7,102,0.5,35.9,53,1003.2,3.3,160.9
11176,2020-7-26 17,9,8,22,7,89,0.5,34.4,59,1003.2,3.4,156.1
11177,2020-7-26 18,10,10,27,7,82,0.5,33.6,63,1003.0,2.6,155.2
11178,2020-7-26 19,10,22,36,10,52,0.5,32.1,68,1003.1,1.6,172.8
11179,2020-7-26 20,10,16,28,8,47,0.5,31.5,70,1003.5,1.2,135.9
11180,2020-7-26 21,10,21,19,7,28,0.5,30.6,73,1004.4,2.0,155.7
11181,2020-7-26 22,10,25,24,9,17,0.5,30.1,75,1005.2,1.7,180.6
11182,2020-7-26 23,10,21,32,6,18,0.5,29.7,76,1005.4,0.8,135.8
11183,2020-7-27 0,10,15,11,4,23,0.5,29.4,77,1005.5,2.0,146.0
11184,2020-7-27 1,9,12,6,6,24,0.5,29.2,78,1005.5,1.6,220.7
11185,2020-7-27 2,9,10,13,7,25,0.5,29.1,79,1005.2,2.1,295.3
11186,2020-7-27 3,9,12,8,5,21,0.5,28.7,82,1004.9,1.5,267.6
11187,2020-7-27 4,9,13,2,5,20,0.5,28.4,82,1004.6,0.8,235.6
11188,2020-7-27 5,9,18,11,7,13,0.5,28.4,84,1004.6,0.6,53.6
11189,2020-7-27 6,10,23,28,7,4,0.5,28.1,85,1004.7,0.9,4.7
11190,2020-7-27 7,9,22,34,11,7,0.6,28.8,83,1005.2,0.9,357.3
11191,2020-7-27 8,9,15,32,5,20,0.5,32.8,67,1005.4,0.9,318.2
11192,2020-7-27 9,9,10,29,4,30,0.5,33.6,63,1005.7,0.7,119.7
11193,2020-7-27 10,10,10,13,5,35,0.5,33.2,64,1005.8,1.6,269.3
11194,2020-7-27 11,9,8,31,5,41,0.5,30.8,77,1005.9,1.1,298.4
11195,2020-7-27 12,9,8,12,5,60,0.5,33.3,65,1005.3,1.4,164.8
11196,2020-7-27 13,9,5,16,4,61,0.5,34.2,57,1004.8,2.9,181.7
11197,2020-7-27 14,9,5,11,4,79,0.5,34.3,58,1004.3,3.2,142.1
11198,2020-7-27 15,9,7,16,5,81,0.5,34.1,58,1003.9,4.4,157.8
11199,2020-7-27 16,10,10,20,6,76,0.5,34.4,59,1003.5,3.6,172.9
11200,2020-7-27 17,9,15,21,7,51,0.5,34.6,53,1003.2,4.0,183.8
11201,2020-7-27 18,9,8,27,7,67,0.5,33.1,64,1003.4,3.3,149.8
11202,2020-7-27 19,9,8,24,6,47,0.5,31.3,71,1003.7,3.4,156.4
11203,2020-7-27 20,10,19,21,8,27,0.5,30.2,74,1004.3,1.5,158.0
11204,2020-7-27 21,10,9,13,5,32,0.5,29.8,78,1004.8,2.2,138.5
11205,2020-7-27 22,9,9,14,5,32,0.5,29.6,80,1005.6,2.4,138.0
11206,2020-7-27 23,9,9,10,4,33,0.5,29.3,82,1006.3,2.2,152.9
11207,2020-7-28 0,9,14,9,5,25,0.5,29.1,80,1006.4,0.9,217.8
11208,2020-7-28 1,9,12,16,4,24,0.5,28.9,82,1006.2,1.3,144.4
11209,2020-7-28 2,9,8,5,3,26,0.5,28.9,84,1006.0,2.2,148.6
11210,2020-7-28 3,9,8,7,3,25,0.5,28.8,85,1005.8,1.6,143.5
11211,2020-7-28 4,9,6,7,3,25,0.5,28.7,84,1005.7,1.5,146.6
11212,2020-7-28 5,9,6,6,2,24,0.5,28.7,85,1005.6,2.1,150.7
11213,2020-7-28 6,9,7,1,4,23,0.5,28.4,85,1006.2,0.9,230.8
11214,2020-7-28 7,9,11,6,4,18,0.5,28.7,83,1006.8,1.0,288.5
11215,2020-7-28 8,9,9,10,3,23,0.5,32.2,70,1007.0,1.1,226.6
11216,2020-7-28 9,9,9,20,3,28,0.5,33.2,64,1007.2,1.7,282.5
11217,2020-7-28 10,9,8,18,3,34,0.5,35.5,54,1007.3,1.6,264.6
11218,2020-7-28 11,8,9,21,5,49,0.5,35.5,53,1007.1,1.2,79.1
11219,2020-7-28 12,9,8,25,6,59,0.5,34.5,60,1006.9,2.1,104.1
11220,2020-7-28 13,9,7,32,5,70,0.5,34.1,62,1006.3,2.0,118.3
11221,2020-7-28 14,9,7,23,5,80,0.5,34.1,63,1005.7,2.0,99.5
11222,2020-7-28 15,9,8,26,5,85,0.5,34.2,62,1004.7,2.1,95.6
11223,2020-7-28 16,9,7,29,5,92,0.5,35.4,57,1004.1,2.8,118.7
11224,2020-7-28 17,10,8,23,5,83,0.5,35.0,56,1003.6,3.4,149.5
11225,2020-7-28 18,10,9,24,5,67,0.5,33.9,60,1003.9,3.5,155.8
11226,2020-7-28 19,9,9,23,5,46,0.5,32.3,63,1004.8,3.0,150.8
11227,2020-7-28 20,9,8,20,7,38,0.5,30.9,68,1005.7,2.2,143.3
11228,2020-7-28 21,9,9,13,6,38,0.5,30.4,72,1006.2,2.4,142.8
11229,2020-7-28 22,9,10,13,4,36,0.5,30.0,75,1007.1,2.5,150.1
11230,2020-7-28 23,9,7,11,4,33,0.5,29.8,77,1007.4,2.0,142.7
11231,2020-7-29 0,9,8,9,3,29,0.5,29.5,81,1007.5,2.2,140.6
11232,2020-7-29 1,9,6,3,3,32,0.5,29.3,82,1007.0,2.2,142.2
11233,2020-7-29 2,8,6,5,4,33,0.5,29.1,83,1006.2,1.7,143.8
11234,2020-7-29 3,9,8,4,4,28,0.5,28.8,82,1005.6,0.7,189.5
11235,2020-7-29 4,9,15,9,4,14,0.5,28.3,85,1005.2,1.0,334.8
11236,2020-7-29 5,9,17,9,4,11,0.5,28.1,86,1005.4,1.1,334.4
11237,2020-7-29 6,9,21,13,4,6,0.5,27.8,87,1005.7,0.6,347.0
11238,2020-7-29 7,9,20,20,5,6,0.6,28.8,83,1006.2,0.6,327.1
11239,2020-7-29 8,10,22,25,6,12,0.7,31.6,72,1006.7,0.3,129.9
11240,2020-7-29 9,10,23,40,7,18,0.6,30.8,73,1006.9,0.8,352.3
11241,2020-7-29 10,8,18,20,8,33,0.6,34.1,63,1006.9,1.4,359.4
11242,2020-7-29 11,5,19,41,8,46,0.6,34.8,57,1006.7,1.7,233.3
11243,2020-7-29 12,5,20,39,8,100,0.6,33.8,62,1006.3,1.5,117.9
11244,2020-7-29 13,6,14,37,8,142,0.5,35.3,57,1005.7,1.1,127.4
11245,2020-7-29 14,5,11,35,7,110,0.5,30.0,80,1005.4,1.3,91.0
11246,2020-7-29 15,5,10,22,6,100,0.5,31.9,71,1004.7,1.8,114.2
11247,2020-7-29 16,5,11,35,4,121,0.5,31.9,73,1004.8,2.1,107.7
11248,2020-7-29 17,5,7,30,3,97,0.5,30.4,78,1005.0,1.9,121.0
11249,2020-7-29 18,5,9,15,2,67,0.5,29.8,82,1005.1,1.9,119.5
11250,2020-7-29 19,5,9,20,1,63,0.5,29.9,81,1006.0,1.8,124.7
11251,2020-7-29 20,5,7,21,2,61,0.5,29.1,85,1006.4,1.8,133.7
11252,2020-7-29 21,5,9,14,2,50,0.5,27.4,91,1006.6,0.9,131.0
11253,2020-7-29 22,5,6,14,1,48,0.5,28.2,85,1007.4,1.8,115.1
11254,2020-7-29 23,4,6,6,0,45,0.5,28.8,81,1007.5,1.5,111.0
11255,2020-7-30 0,5,8,9,0,40,0.5,28.7,82,1007.4,1.6,110.6
11256,2020-7-30 1,6,12,11,2,33,0.5,28.5,84,1007.0,1.3,112.3
11257,2020-7-30 2,6,13,11,3,30,0.5,28.1,85,1006.5,0.8,95.5
11258,2020-7-30 3,5,15,18,4,27,0.5,27.6,87,1006.1,0.6,42.2
11259,2020-7-30 4,5,20,10,3,20,0.5,27.5,86,1006.2,0.8,2.3
11260,2020-7-30 5,5,26,16,3,11,0.5,27.2,87,1006.2,1.2,318.9
11261,2020-7-30 6,5,25,18,6,7,0.6,27.0,87,1006.3,1.0,317.3
11262,2020-7-30 7,6,22,23,7,10,0.6,27.1,86,1006.5,1.3,312.6
11263,2020-7-30 8,5,13,24,6,23,0.6,29.2,77,1006.6,1.5,281.2
11264,2020-7-30 9,5,7,16,3,40,0.5,32.4,64,1006.6,1.8,317.6
11265,2020-7-30 10,5,6,14,3,50,0.5,34.0,58,1006.7,1.6,336.6
11266,2020-7-30 11,5,8,17,2,56,0.5,35.1,52,1006.6,1.4,13.7
11267,2020-7-30 12,5,9,22,2,59,0.5,34.7,52,1006.3,1.3,89.7
11268,2020-7-30 13,5,5,14,2,66,0.5,35.2,49,1005.8,2.3,118.8
11269,2020-7-30 14,5,4,19,1,71,0.5,35.0,51,1005.1,3.4,146.9
11270,2020-7-30 15,5,6,22,6,80,0.5,35.3,52,1004.2,3.1,134.9
11271,2020-7-30 16,5,9,43,12,96,0.6,34.0,60,1004.0,3.3,137.5
11272,2020-7-30 17,5,10,60,10,87,0.6,29.2,83,1004.4,2.8,128.7
11273,2020-7-30 18,5,8,22,12,87,0.6,29.6,79,1004.2,2.3,110.8
11274,2020-7-30 19,5,6,31,11,92,0.6,30.0,76,1004.2,2.4,111.5
11275,2020-7-30 20,5,7,27,12,98,0.6,29.3,77,1005.0,1.4,116.7
11276,2020-7-30 21,6,16,20,14,84,0.6,29.3,77,1005.7,1.0,98.3
11277,2020-7-30 22,8,23,35,13,65,0.7,29.2,76,1005.9,0.8,77.1
11278,2020-7-30 23,11,26,23,9,48,0.6,29.4,73,1005.8,0.7,108.7
11279,2020-7-31 0,6,14,18,8,53,0.6,29.2,71,1005.7,1.0,22.9
11280,2020-7-31 1,6,18,24,10,37,0.6,28.5,77,1005.3,1.9,333.5
11281,2020-7-31 2,6,10,22,9,46,0.6,27.9,81,1004.6,2.4,323.4
11282,2020-7-31 3,5,15,20,9,40,0.6,27.6,83,1003.9,1.4,292.5
11283,2020-7-31 4,5,18,29,12,31,0.6,27.4,84,1003.2,1.4,274.8
11284,2020-7-31 5,5,16,29,12,31,0.6,27.4,84,1003.2,1.5,258.0
11285,2020-7-31 6,5,19,25,13,26,0.7,27.4,84,1003.2,1.0,287.2
11286,2020-7-31 7,5,15,35,7,38,0.6,29.0,74,1003.4,0.8,115.5
11287,2020-7-31 8,7,17,33,6,30,0.6,28.7,77,1004.4,2.3,120.6
11288,2020-7-31 9,5,9,28,2,29,0.6,25.5,95,1005.3,2.5,124.5
11289,2020-7-31 10,5,14,6,2,25,0.6,25.8,94,1005.7,1.8,105.3
11290,2020-7-31 11,6,15,13,2,22,0.6,25.2,95,1005.6,1.4,93.9
11291,2020-7-31 12,5,14,9,1,22,0.6,25.1,96,1004.9,1.2,34.8
11292,2020-7-31 13,6,12,0,2,28,0.6,27.0,91,1004.5,1.1,75.1
11293,2020-7-31 14,5,11,9,2,35,0.6,28.2,85,1003.7,1.3,85.5
11294,2020-7-31 15,5,9,18,1,34,0.6,25.9,93,1003.7,2.3,113.9
11295,2020-7-31 16,5,14,3,1,27,0.6,25.2,95,1003.5,1.9,105.3
11296,2020-7-31 17,6,16,4,1,25,0.6,25.0,97,1003.2,1.9,108.5
11297,2020-7-31 18,6,21,8,1,19,0.6,25.0,97,1002.6,1.6,108.3
11298,2020-7-31 19,5,16,10,1,23,0.6,25.2,96,1002.8,1.7,113.0
11299,2020-7-31 20,5,7,10,2,35,0.6,26.3,90,1003.2,2.4,111.7
11300,2020-7-31 21,6,14,9,3,27,0.6,26.3,89,1003.8,1.1,58.3
11301,2020-7-31 22,6,18,18,4,21,0.6,26.5,90,1004.8,1.5,69.1
11302,2020-7-31 23,7,19,14,4,19,0.6,27.2,88,1005.2,1.5,113.7
11303,2020-8-1 0,7,16,12,4,23,0.6,27.6,86,1004.6,1.8,113.8
11304,2020-8-1 1,7,14,11,4,24,0.6,27.2,88,1004.0,1.9,113.2
11305,2020-8-1 2,7,13,12,4,24,0.6,27.3,88,1003.8,1.9,110.8
11306,2020-8-1 3,6,14,19,3,23,0.5,25.8,96,1003.7,1.6,96.2
11307,2020-8-1 4,6,17,5,3,20,0.5,26.2,94,1003.2,1.7,85.6
11308,2020-8-1 5,6,12,10,2,27,0.5,26.2,92,1003.3,1.8,95.4
11309,2020-8-1 6,6,12,8,3,28,0.5,25.6,94,1003.3,1.2,93.6
11310,2020-8-1 7,6,17,8,4,22,0.6,26.5,92,1003.7,1.9,102.1
11311,2020-8-1 8,7,10,14,4,30,0.6,27.4,88,1003.9,1.9,117.9
11312,2020-8-1 9,6,12,12,2,27,0.6,26.1,94,1004.3,2.2,110.8
11313,2020-8-1 10,6,11,19,3,31,0.6,26.2,95,1004.5,1.9,113.5
11314,2020-8-1 11,5,5,6,2,42,0.5,29.2,80,1004.3,3.6,112.0
11315,2020-8-1 12,5,6,21,3,45,0.6,29.3,82,1004.1,2.7,112.0
11316,2020-8-1 13,5,7,13,4,43,0.6,28.6,85,1003.7,2.5,110.7
11317,2020-8-1 14,5,4,20,5,46,0.5,28.2,86,1003.5,3.9,109.6
11318,2020-8-1 15,4,4,18,3,48,0.5,25.0,97,1003.6,3.0,128.6
11319,2020-8-1 16,4,5,7,2,50,0.6,25.3,99,1003.5,2.8,114.6
11320,2020-8-1 17,4,4,8,2,56,0.5,24.7,98,1003.9,2.6,104.4
11321,2020-8-1 18,4,5,13,2,53,0.6,24.8,99,1003.8,2.5,115.7
11322,2020-8-1 19,4,5,0,1,54,0.6,24.3,99,1004.1,1.7,124.1
11323,2020-8-1 20,4,5,9,2,51,0.6,24.9,99,1004.5,1.9,109.2
11324,2020-8-1 21,4,7,8,1,45,0.6,25.1,99,1004.5,1.7,107.3
11325,2020-8-1 22,5,8,12,2,42,0.6,25.7,98,1004.9,2.1,107.8
11326,2020-8-1 23,4,4,8,1,47,0.5,26.2,95,1005.4,2.0,119.5
11327,2020-8-2 0,5,6,8,1,44,0.6,25.6,97,1005.2,1.9,107.3
11328,2020-8-2 1,4,5,8,1,51,0.5,25.4,96,1004.8,2.2,107.1
11329,2020-8-2 2,5,4,8,1,54,0.5,25.9,95,1004.1,2.4,106.5
11330,2020-8-2 3,5,4,9,2,58,0.5,24.9,97,1004.0,3.1,131.7
11331,2020-8-2 4,4,2,8,1,62,0.5,24.6,99,1004.0,2.6,118.2
11332,2020-8-2 5,4,4,8,0,56,0.5,25.0,99,1003.4,2.6,111.3
11333,2020-8-2 6,4,3,6,2,56,0.5,25.7,98,1003.4,2.4,111.4
11334,2020-8-2 7,5,8,10,2,48,0.6,26.3,93,1003.6,1.6,109.1
11335,2020-8-2 8,6,14,16,5,40,0.6,26.8,92,1003.7,1.5,99.7
11336,2020-8-2 9,5,9,13,4,53,0.6,25.4,96,1004.4,2.2,105.1
11337,2020-8-2 10,5,5,5,2,55,0.6,25.3,97,1004.6,1.4,107.3
11338,2020-8-2 11,5,12,8,4,49,0.6,27.5,92,1004.4,1.6,108.5
11339,2020-8-2 12,5,6,19,3,55,0.6,27.2,91,1004.5,2.2,114.2
11340,2020-8-2 13,5,6,9,2,56,0.6,27.0,91,1004.4,2.0,109.0
11341,2020-8-2 14,5,12,8,2,51,0.6,26.5,92,1004.1,1.5,100.0
11342,2020-8-2 15,5,15,1,1,44,0.6,26.9,90,1003.3,1.1,103.5
11343,2020-8-2 16,7,16,9,2,44,0.6,26.8,90,1003.1,1.3,114.2
11344,2020-8-2 17,6,10,9,5,50,0.6,27.0,90,1003.0,1.7,109.2
11345,2020-8-2 18,6,13,9,6,48,0.6,27.7,87,1002.5,1.6,113.3
11346,2020-8-2 19,8,12,17,6,46,0.6,27.4,88,1002.6,1.7,117.1
11347,2020-8-2 20,7,11,18,6,45,0.6,27.0,89,1003.2,1.6,113.2
11348,2020-8-2 21,6,9,9,4,45,0.6,26.5,91,1003.8,1.4,104.3
11349,2020-8-2 22,6,11,11,3,40,0.6,25.4,97,1004.4,1.1,109.0
11350,2020-8-2 23,6,13,3,3,38,0.6,25.4,97,1004.6,1.2,107.2
11351,2020-8-3 0,6,9,9,2,43,0.6,25.2,98,1004.3,1.3,112.4
11352,2020-8-3 1,6,6,8,0,48,0.6,25.2,98,1003.8,1.5,115.3
11353,2020-8-3 2,5,5,3,0,56,0.6,25.1,99,1003.3,1.5,103.0
11354,2020-8-3 3,5,4,0,0,58,0.6,25.0,99,1002.9,1.9,99.5
11355,2020-8-3 4,5,4,9,0,56,0.6,24.9,98,1002.5,1.4,93.4
11356,2020-8-3 5,5,12,2,3,44,0.6,24.7,99,1002.3,0.6,31.5
11357,2020-8-3 6,5,14,7,11,37,0.6,24.7,99,1002.4,0.7,247.5
11358,2020-8-3 7,5,18,24,3,34,0.6,25.0,99,1002.9,0.8,99.8
11359,2020-8-3 8,5,17,7,2,39,0.6,25.3,100,1003.0,0.6,29.2
11360,2020-8-3 9,5,15,4,4,44,0.6,26.5,98,1003.2,1.1,128.3
11361,2020-8-3 10,5,11,17,2,48,0.6,25.5,97,1003.7,1.3,110.9
11362,2020-8-3 11,5,6,0,0,54,0.6,25.9,97,1003.8,1.6,101.2
11363,2020-8-3 12,5,5,0,1,57,0.6,28.1,89,1003.5,1.4,132.5
11364,2020-8-3 13,5,4,11,1,64,0.6,30.1,78,1002.8,1.9,123.6
11365,2020-8-3 14,5,3,9,1,65,0.6,31.0,74,1002.2,2.0,119.9
11366,2020-8-3 15,5,4,9,0,62,0.6,30.9,74,1001.5,1.6,127.1
11367,2020-8-3 16,5,5,15,1,60,0.6,29.2,79,1001.2,3.1,139.3
11368,2020-8-3 17,5,8,4,1,56,0.6,28.1,83,1001.0,2.1,133.7
11369,2020-8-3 18,5,12,12,2,45,0.6,26.3,90,1001.4,1.1,115.4
11370,2020-8-3 19,5,12,10,2,47,0.6,25.5,94,1001.7,1.1,121.8
11371,2020-8-3 20,5,16,8,4,41,0.6,25.6,94,1001.9,0.4,91.8
11372,2020-8-3 21,5,16,12,4,40,0.6,25.9,93,1002.5,0.9,149.3
11373,2020-8-3 22,5,13,18,4,44,0.6,26.1,92,1003.1,1.5,141.3
11374,2020-8-3 23,5,8,13,2,50,0.6,25.0,97,1003.3,1.4,124.2
11375,2020-8-4 0,4,12,6,4,45,0.6,25.0,98,1003.2,1.1,120.7
11376,2020-8-4 1,5,16,9,5,35,0.6,25.1,98,1002.8,0.6,23.2
11377,2020-8-4 2,5,14,12,3,31,0.6,25.0,99,1002.4,0.6,221.1
11378,2020-8-4 3,5,18,14,3,26,0.6,25.1,99,1002.2,0.6,329.2
11379,2020-8-4 4,5,23,3,4,16,0.7,25.1,99,1002.1,0.4,336.1
11380,2020-8-4 5,4,20,20,11,27,0.6,24.9,99,1001.9,0.6,59.8
11381,2020-8-4 6,5,22,21,9,23,0.6,24.9,99,1002.2,0.4,351.7
11382,2020-8-4 7,5,25,11,8,17,0.7,25.3,99,1002.4,0.4,49.5
11383,2020-8-4 8,5,11,11,3,38,0.7,27.4,98,1002.6,0.4,242.2
11384,2020-8-4 9,5,15,6,4,44,0.7,30.8,79,1002.6,0.7,165.4
11385,2020-8-4 10,5,12,21,5,58,0.6,30.3,78,1003.2,1.3,128.4
11386,2020-8-4 11,5,7,13,4,66,0.6,31.9,69,1003.1,1.9,105.5
11387,2020-8-4 12,5,3,14,2,71,0.6,31.6,70,1003.0,2.2,113.3
11388,2020-8-4 13,5,3,10,2,74,0.6,32.0,70,1002.7,2.3,125.7
11389,2020-8-4 14,5,5,15,2,72,0.6,30.4,76,1002.9,2.6,129.8
11390,2020-8-4 15,5,7,12,2,59,0.6,28.7,83,1002.6,2.0,136.8
11391,2020-8-4 16,5,8,10,1,48,0.6,27.3,88,1001.9,1.8,135.9
11392,2020-8-4 17,5,11,5,2,44,0.6,26.9,89,1001.8,1.2,118.8
11393,2020-8-4 18,5,11,7,2,42,0.6,26.0,93,1002.5,1.4,126.1
11394,2020-8-4 19,5,14,21,1,36,0.6,25.9,95,1002.9,1.2,127.3
11395,2020-8-4 20,5,10,4,2,38,0.6,26.2,93,1003.5,1.2,109.0
11396,2020-8-4 21,5,10,13,1,36,0.6,26.8,92,1004.0,1.6,104.8
