,1,2,3,4,5,6,7,8,9,10,11,12
11106,2020-7-27 6,11,24,16,14,16,0.5,29.4,72,999.9,2.4,315.6
11107,2020-7-27 7,11,24,7,13,16,0.5,29.1,75,1000.2,2.2,314.7
11108,2020-7-27 8,12,22,29,14,20,0.5,29.4,75,1000.9,2.3,310.2
11109,2020-7-27 9,12,22,31,15,26,0.5,30.0,74,1001.2,1.9,324.7
11110,2020-7-27 10,12,22,45,17,35,0.6,30.8,70,1001.3,1.9,326.6
11111,2020-7-27 11,11,20,47,18,52,0.5,31.3,67,1001.1,2.2,322.9
11112,2020-7-27 12,10,16,39,18,88,0.5,32.8,60,1001.0,2.0,358.7
11113,2020-7-27 13,10,13,49,18,113,0.5,33.2,57,1000.6,2.2,353.1
11114,2020-7-27 14,8,13,42,19,124,0.5,34.1,53,1000.1,2.3,4.5
11115,2020-7-27 15,8,13,43,20,132,0.5,34.6,52,999.3,2.7,4.6
11116,2020-7-27 16,8,13,41,21,129,0.5,35.3,49,998.7,1.9,6.1
11117,2020-7-27 17,7,13,47,20,120,0.5,35.3,48,998.1,2.0,22.8
11118,2020-7-27 18,7,17,41,22,121,0.6,35.4,49,997.9,1.1,358.1
11119,2020-7-27 19,7,20,48,22,122,0.6,34.9,51,998.1,1.4,9.9
11120,2020-7-27 20,7,24,56,24,108,0.6,34.6,52,998.6,0.8,353.6
11121,2020-7-27 21,8,28,56,28,93,0.7,34.1,55,999.4,1.2,213.5
11122,2020-7-27 22,7,39,67,19,59,0.6,33.2,62,1000.2,2.0,270.5
11123,2020-7-27 23,7,36,51,16,37,0.6,32.3,65,1001.0,2.0,300.3
11124,2020-7-28 0,9,36,39,15,20,0.6,32.0,65,1001.2,2.1,310.5
11125,2020-7-28 1,10,31,39,14,13,0.5,31.6,64,1000.9,2.4,292.9
11126,2020-7-28 2,11,28,35,13,10,0.5,31.0,64,1000.6,2.5,296.8
11127,2020-7-28 3,9,28,29,13,8,0.5,30.5,67,1000.6,2.2,312.1
11128,2020-7-28 4,9,26,28,12,10,0.5,30.1,69,1001.0,2.2,314.7
11129,2020-7-28 5,9,23,18,11,13,0.5,29.7,71,1001.7,2.3,322.1
11130,2020-7-28 6,9,20,25,10,16,0.5,29.4,73,1002.2,2.3,318.1
11131,2020-7-28 7,12,25,24,11,12,0.5,29.4,74,1002.6,1.6,309.7
11132,2020-7-28 8,15,23,34,12,19,0.6,29.7,73,1002.7,1.7,353.7
11133,2020-7-28 9,13,20,36,11,28,0.6,30.4,70,1003.0,1.5,2.5
11134,2020-7-28 10,10,13,32,11,46,0.5,31.1,66,1003.3,1.9,2.6
11135,2020-7-28 11,8,12,24,12,61,0.5,32.3,59,1003.3,1.5,359.3
11136,2020-7-28 12,7,10,35,11,68,0.5,33.3,53,1002.8,1.9,0.3
11137,2020-7-28 13,7,9,20,11,82,0.5,34.0,50,1002.0,2.4,5.1
11138,2020-7-28 14,7,10,22,12,90,0.5,35.0,46,1001.0,2.4,5.5
11139,2020-7-28 15,7,11,28,11,101,0.5,36.0,44,1000.2,1.8,354.3
11140,2020-7-28 16,7,13,25,12,121,0.5,36.5,43,999.4,2.0,24.5
11141,2020-7-28 17,8,14,42,12,126,0.5,36.5,43,998.9,2.6,10.9
11142,2020-7-28 18,7,17,38,13,119,0.6,37.0,42,999.0,1.3,349.7
11143,2020-7-28 19,7,16,38,13,125,0.6,36.4,43,999.1,1.4,8.2
11144,2020-7-28 20,8,30,43,17,126,0.6,35.3,49,999.7,2.3,313.6
11145,2020-7-28 21,10,34,57,17,108,0.7,34.3,54,1001.0,2.5,297.7
11146,2020-7-28 22,10,36,60,15,66,0.6,33.5,60,1002.2,1.9,337.1
11147,2020-7-28 23,8,31,50,13,56,0.6,32.9,63,1002.6,1.5,333.0
11148,2020-7-29 0,8,31,49,13,37,0.6,32.4,64,1002.1,2.0,303.9
11149,2020-7-29 1,9,37,34,12,16,0.6,31.9,66,1002.2,2.2,309.4
11150,2020-7-29 2,9,32,38,11,11,0.5,31.5,67,1001.8,2.1,313.7
11151,2020-7-29 3,10,32,34,11,6,0.5,31.0,68,1001.3,2.2,317.4
11152,2020-7-29 4,11,31,25,11,5,0.5,30.8,69,1001.2,2.0,315.3
11153,2020-7-29 5,12,32,28,11,3,0.5,30.4,71,1001.4,1.9,327.5
11154,2020-7-29 6,15,33,33,11,2,0.5,29.9,73,1001.6,1.6,353.1
11155,2020-7-29 7,16,29,44,13,7,0.6,29.7,73,1001.9,1.4,325.6
11156,2020-7-29 8,20,28,48,15,12,0.6,29.8,74,1002.4,1.2,308.5
11157,2020-7-29 9,21,27,48,17,23,0.6,30.7,70,1002.9,1.4,293.9
11158,2020-7-29 10,18,28,59,18,42,0.7,31.5,67,1003.0,1.5,335.7
11159,2020-7-29 11,16,24,58,18,77,0.6,32.2,63,1002.8,1.7,345.8
11160,2020-7-29 12,14,19,54,17,111,0.6,33.5,59,1002.5,1.5,328.0
11161,2020-7-29 13,15,14,54,17,122,0.5,34.2,55,1001.7,1.7,321.3
11162,2020-7-29 14,10,12,34,16,114,0.5,35.2,50,1000.8,1.6,348.0
11163,2020-7-29 15,6,14,36,18,267,0.5,35.9,48,999.7,2.0,4.3
11164,2020-7-29 16,6,16,53,22,87,0.6,36.3,48,999.2,1.8,351.2
11165,2020-7-29 17,6,18,65,25,175,0.6,36.9,45,998.8,1.7,10.6
11166,2020-7-29 18,6,17,69,24,147,0.5,36.7,45,998.6,1.4,12.4
11167,2020-7-29 19,6,20,51,24,157,0.6,36.2,47,999.3,1.5,317.2
11168,2020-7-29 20,6,25,131,24,144,0.6,32.7,61,1001.0,4.3,270.8
11169,2020-7-29 21,5,26,76,23,112,0.6,27.5,86,1002.9,1.9,75.9
11170,2020-7-29 22,5,24,31,21,101,0.6,27.9,83,1002.6,1.0,154.6
11171,2020-7-29 23,5,26,29,20,81,0.6,28.8,79,1003.3,1.1,174.9
11172,2020-7-30 0,6,22,44,17,69,0.5,28.8,75,1003.4,2.1,194.5
11173,2020-7-30 1,6,20,23,15,72,0.5,28.6,74,1003.1,1.5,204.2
11174,2020-7-30 2,6,18,27,15,73,0.5,28.7,73,1002.6,1.6,197.4
11175,2020-7-30 3,6,17,17,14,67,0.5,28.7,73,1002.4,1.2,175.1
11176,2020-7-30 4,6,17,15,13,62,0.5,28.7,73,1002.5,1.6,184.1
11177,2020-7-30 5,7,19,20,14,56,0.5,28.7,73,1002.5,1.4,193.8
11178,2020-7-30 6,7,22,25,14,49,0.5,28.4,76,1002.6,1.7,197.6
11179,2020-7-30 7,7,22,28,14,48,0.5,28.6,75,1002.8,1.1,190.1
11180,2020-7-30 8,6,21,34,13,50,0.6,29.4,71,1003.0,1.2,189.1
11181,2020-7-30 9,6,18,22,12,55,0.6,30.3,68,1003.2,1.2,184.3
11182,2020-7-30 10,6,16,35,12,66,0.5,31.2,65,1003.5,1.7,275.0
11183,2020-7-30 11,6,12,26,11,72,0.5,31.8,60,1003.6,1.7,294.7
11184,2020-7-30 12,6,11,18,11,80,0.5,32.8,55,1003.0,1.8,304.9
11185,2020-7-30 13,6,12,17,11,86,0.5,33.7,52,1002.3,1.9,279.6
11186,2020-7-30 14,6,11,14,11,83,0.4,34.3,50,1001.3,2.2,268.3
11187,2020-7-30 15,6,11,21,12,99,0.5,35.1,48,1000.3,2.2,271.3
11188,2020-7-30 16,6,13,25,12,99,0.5,35.3,49,999.4,2.6,266.5
11189,2020-7-30 17,6,17,31,12,80,0.5,35.2,49,999.3,1.9,248.6
11190,2020-7-30 18,6,19,25,11,78,0.5,35.3,48,999.1,1.8,280.9
11191,2020-7-30 19,6,18,30,11,75,0.5,34.9,49,999.1,1.2,216.2
11192,2020-7-30 20,6,28,28,13,88,0.6,33.6,54,1000.3,2.5,258.6
11193,2020-7-30 21,6,35,49,14,86,0.6,32.7,58,1001.5,2.1,263.7
11194,2020-7-30 22,6,22,47,12,61,0.6,28.8,77,1002.4,3.2,172.3
11195,2020-7-30 23,5,15,17,10,48,0.5,28.4,77,1003.0,2.5,181.8
11196,2020-7-31 0,5,14,10,9,43,0.5,28.0,77,1002.3,2.1,154.0
11197,2020-7-31 1,6,15,4,9,40,0.5,28.0,77,1001.9,1.4,169.7
11198,2020-7-31 2,5,17,15,9,30,0.5,27.6,81,1001.1,1.5,219.4
11199,2020-7-31 3,5,15,14,8,31,0.4,27.6,78,1000.3,1.5,174.5
11200,2020-7-31 4,5,17,11,8,27,0.4,26.9,80,1000.0,1.8,197.6
11201,2020-7-31 5,5,17,10,8,26,0.4,27.0,79,999.9,1.1,205.7
11202,2020-7-31 6,5,19,9,7,25,0.5,27.3,79,999.9,0.8,280.4
11203,2020-7-31 7,5,18,11,7,29,0.5,27.6,76,1000.4,1.1,202.8
11204,2020-7-31 8,6,19,15,8,34,0.5,28.9,71,1001.3,1.2,210.4
11205,2020-7-31 9,6,19,22,8,44,0.6,30.5,65,1001.8,1.8,206.7
11206,2020-7-31 10,6,18,36,10,56,0.7,31.4,61,1001.8,3.0,188.6
11207,2020-7-31 11,6,15,29,11,68,0.6,32.3,58,1001.4,3.5,177.5
11208,2020-7-31 12,6,17,38,13,72,0.6,31.9,61,1000.9,3.6,175.1
11209,2020-7-31 13,6,15,35,14,83,0.6,32.2,62,1000.6,3.3,195.4
11210,2020-7-31 14,6,14,35,12,82,0.6,32.5,61,1000.1,3.0,200.3
11211,2020-7-31 15,6,12,34,10,70,0.5,31.9,62,999.4,3.7,194.0
11212,2020-7-31 16,6,14,22,10,63,0.5,32.2,62,998.8,2.8,209.4
11213,2020-7-31 17,5,14,22,10,52,0.5,32.7,59,998.4,2.3,225.6
11214,2020-7-31 18,5,14,21,10,51,0.5,32.2,60,998.1,2.9,218.5
11215,2020-7-31 19,6,20,23,11,42,0.6,31.4,64,998.2,2.3,212.6
11216,2020-7-31 20,6,24,26,12,34,0.6,30.8,67,999.3,1.9,214.4
11217,2020-7-31 21,6,24,31,11,32,0.6,30.1,71,1000.0,2.5,186.5
11218,2020-7-31 22,7,18,18,9,24,0.5,29.8,69,1001.2,3.5,188.4
11219,2020-7-31 23,6,14,10,8,27,0.4,29.7,64,1001.5,3.6,191.5
11220,2020-8-1 0,6,14,8,7,28,0.4,29.4,65,1000.9,3.1,189.1
11221,2020-8-1 1,6,13,10,7,28,0.4,29.2,67,1000.5,3.2,188.2
11222,2020-8-1 2,6,12,3,6,27,0.4,29.0,68,1000.5,3.1,186.7
11223,2020-8-1 3,6,12,10,6,27,0.4,29.0,68,1000.1,2.4,186.1
11224,2020-8-1 4,5,12,8,6,26,0.4,29.0,68,999.7,2.7,188.2
11225,2020-8-1 5,6,12,5,5,26,0.4,29.0,68,999.4,3.0,192.0
11226,2020-8-1 6,5,13,4,5,24,0.4,28.9,69,999.3,2.7,188.6
11227,2020-8-1 7,6,13,8,4,22,0.4,29.0,69,999.4,2.8,190.4
11228,2020-8-1 8,6,13,13,5,24,0.5,29.5,67,999.7,3.3,184.0
11229,2020-8-1 9,6,13,16,4,25,0.5,30.0,67,1000.2,3.0,194.5
11230,2020-8-1 10,6,14,26,4,30,0.5,28.8,75,1000.4,3.3,193.0
11231,2020-8-1 11,6,14,14,4,32,0.5,30.6,66,1000.2,3.3,194.2
11232,2020-8-1 12,6,12,19,5,44,0.5,31.2,64,999.7,3.6,193.0
11233,2020-8-1 13,6,12,23,5,49,0.5,30.9,66,999.2,3.5,194.8
11234,2020-8-1 14,6,11,19,5,54,0.5,31.9,63,998.7,3.2,196.8
11235,2020-8-1 15,5,13,15,5,48,0.5,32.0,61,998.2,3.1,238.8
11236,2020-8-1 16,6,12,14,5,51,0.5,32.5,58,998.1,3.0,229.8
11237,2020-8-1 17,5,15,15,5,53,0.5,31.8,63,998.0,2.4,201.1
11238,2020-8-1 18,5,15,22,5,73,0.5,29.3,75,998.6,4.5,194.7
11239,2020-8-1 19,5,16,24,5,36,0.6,26.6,87,999.5,2.8,193.1
11240,2020-8-1 20,5,16,4,5,33,0.6,27.2,82,999.5,2.2,194.1
11241,2020-8-1 21,6,16,4,5,29,0.5,27.4,82,1000.1,2.2,191.5
11242,2020-8-1 22,5,15,12,4,28,0.5,27.6,80,1000.9,3.1,196.1
11243,2020-8-1 23,6,16,12,4,32,0.5,27.6,78,1001.3,2.4,202.6
11244,2020-8-2 0,6,15,8,4,27,0.5,27.4,81,1001.4,2.2,203.7
11245,2020-8-2 1,6,15,14,4,24,0.5,27.2,82,1001.0,2.0,189.2
11246,2020-8-2 2,6,14,12,4,25,0.5,27.3,81,1000.3,1.8,193.5
11247,2020-8-2 3,6,13,8,4,26,0.4,27.5,79,999.5,2.2,193.6
11248,2020-8-2 4,6,13,4,4,25,0.4,27.6,78,999.1,2.5,196.7
11249,2020-8-2 5,6,13,12,3,25,0.4,27.4,78,999.1,3.0,197.6
11250,2020-8-2 6,6,15,10,3,24,0.5,26.5,84,999.2,3.0,194.7
11251,2020-8-2 7,6,15,15,4,22,0.5,26.2,86,999.4,2.7,189.6
11252,2020-8-2 8,6,16,10,4,28,0.5,27.0,82,999.7,2.3,197.0
11253,2020-8-2 9,8,15,10,4,30,0.5,27.8,78,1000.2,2.4,195.2
11254,2020-8-2 10,6,13,11,3,44,0.5,29.2,71,1000.1,2.9,200.9
11255,2020-8-2 11,6,13,21,3,51,0.5,29.4,72,1000.1,3.0,197.4
11256,2020-8-2 12,6,13,17,4,56,0.5,29.3,74,1000.3,2.1,189.1
11257,2020-8-2 13,6,12,11,4,76,0.5,29.6,73,1000.0,1.8,201.2
11258,2020-8-2 14,6,12,14,4,79,0.5,31.0,68,999.3,1.9,199.8
11259,2020-8-2 15,6,12,19,5,67,0.6,31.6,65,998.4,2.7,212.5
11260,2020-8-2 16,6,17,19,5,80,0.6,29.1,79,998.1,2.2,340.7
11261,2020-8-2 17,6,23,17,6,151,0.6,26.8,89,998.2,1.2,47.5
11262,2020-8-2 18,6,27,8,7,131,0.7,26.8,87,997.9,0.7,17.8
11263,2020-8-2 19,6,33,26,8,64,0.8,27.5,86,998.2,1.0,124.6
11264,2020-8-2 20,6,22,23,8,756,0.7,28.6,81,999.0,1.7,207.4
11265,2020-8-2 21,6,20,18,8,43,0.6,28.5,80,999.4,1.4,195.8
11266,2020-8-2 22,5,19,17,8,35,0.6,28.2,81,1000.1,1.5,192.0
11267,2020-8-2 23,7,19,14,8,31,0.6,28.1,82,1000.5,1.2,200.5
11268,2020-8-3 0,8,16,15,7,29,0.5,28.1,81,1000.4,1.3,197.4
11269,2020-8-3 1,6,17,16,6,22,0.5,27.9,81,999.9,1.4,188.8
11270,2020-8-3 2,6,16,14,6,21,0.5,27.8,81,999.1,1.6,194.1
11271,2020-8-3 3,6,14,11,6,27,0.5,27.8,79,998.8,1.7,191.8
11272,2020-8-3 4,6,14,7,5,27,0.5,27.7,80,998.2,1.7,192.2
11273,2020-8-3 5,6,13,10,5,26,0.5,27.8,78,997.8,1.8,201.5
11274,2020-8-3 6,6,15,8,5,25,0.5,27.8,78,997.9,1.8,188.1
11275,2020-8-3 7,6,16,15,5,24,0.5,27.8,77,998.4,2.0,192.2
11276,2020-8-3 8,6,16,19,5,25,0.6,28.0,76,998.8,2.4,192.3
11277,2020-8-3 9,6,16,18,5,28,0.6,28.3,76,999.1,2.9,198.2
11278,2020-8-3 10,7,14,22,4,36,0.6,29.3,71,999.3,2.6,193.7
11279,2020-8-3 11,7,14,25,5,45,0.5,29.5,71,999.5,2.7,201.1
11280,2020-8-3 12,6,13,19,5,59,0.5,30.3,68,999.1,2.0,202.1
11281,2020-8-3 13,6,12,14,5,71,0.5,31.2,64,998.4,2.0,198.0
11282,2020-8-3 14,6,10,13,5,78,0.5,31.9,62,997.6,2.1,202.3
11283,2020-8-3 15,6,11,11,6,84,0.5,32.3,62,996.8,1.9,226.9
11284,2020-8-3 16,6,13,19,6,79,0.5,31.4,66,996.2,2.6,230.7
11285,2020-8-3 17,5,18,26,7,64,0.5,28.4,78,996.3,2.8,312.9
11286,2020-8-3 18,6,23,10,7,90,0.6,27.0,87,996.7,0.7,227.6
11287,2020-8-3 19,5,28,5,7,66,0.7,26.4,89,996.7,1.1,169.6
11288,2020-8-3 20,5,26,16,6,55,0.7,26.9,86,997.3,1.5,165.1
11289,2020-8-3 21,6,22,12,6,50,0.6,27.3,84,997.8,1.3,205.0
11290,2020-8-3 22,6,23,11,6,46,0.6,27.6,85,998.5,1.7,211.2
11291,2020-8-3 23,6,25,18,6,36,0.6,27.0,87,998.9,1.5,200.7
11292,2020-8-4 0,6,22,10,6,34,0.5,27.2,85,999.0,1.4,221.6
11293,2020-8-4 1,6,26,12,5,33,0.5,27.2,85,999.0,1.4,208.4
11294,2020-8-4 2,6,27,18,6,28,0.5,26.7,88,998.3,0.6,189.9
11295,2020-8-4 3,6,28,12,7,20,0.5,26.8,86,997.8,1.0,180.2
11296,2020-8-4 4,7,31,18,7,18,0.5,26.9,85,997.6,1.2,188.1
11297,2020-8-4 5,8,29,19,7,19,0.5,26.8,86,997.6,2.2,193.6
11298,2020-8-4 6,10,27,21,7,17,0.6,26.7,87,997.7,1.6,192.1
11299,2020-8-4 7,9,25,30,8,24,0.6,26.6,87,997.9,1.6,188.8
11300,2020-8-4 8,9,23,25,8,20,0.6,27.2,84,998.2,1.3,190.2
11301,2020-8-4 9,10,24,24,9,34,0.6,27.9,81,998.5,1.4,228.1
11302,2020-8-4 10,9,29,31,9,28,0.6,28.0,80,999.0,1.6,46.3
11303,2020-8-4 11,7,30,42,10,34,0.6,26.8,86,999.1,1.6,75.3
11304,2020-8-4 12,7,31,26,12,54,0.7,28.0,82,999.1,0.5,72.2
11305,2020-8-4 13,6,28,28,13,73,0.6,29.1,76,998.8,0.7,357.3
11306,2020-8-4 14,6,30,51,18,82,0.6,28.8,79,998.5,1.6,301.9
11307,2020-8-4 15,9,24,44,16,89,0.6,27.9,84,997.8,1.5,251.8
11308,2020-8-4 16,5,16,3,13,104,0.6,29.6,72,997.2,1.0,290.0
11309,2020-8-4 17,5,16,38,14,114,0.6,31.1,66,996.7,0.8,240.8
11310,2020-8-4 18,5,17,50,13,263,0.6,31.0,66,996.8,1.3,214.4
11311,2020-8-4 19,5,20,38,14,77,0.6,29.7,73,997.4,1.9,206.9
11312,2020-8-4 20,6,22,25,14,93,0.6,27.9,83,998.6,2.6,289.5
11313,2020-8-4 21,5,20,10,11,92,0.5,26.4,88,999.6,2.0,311.2
11314,2020-8-4 22,5,19,1,9,69,0.5,25.0,91,1000.4,1.4,6.2
11315,2020-8-4 23,5,17,1,8,56,0.5,24.3,92,1000.5,0.5,36.6
