,time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
18,2020-7-23 18,36.0754,317.06,0.0157335,38.1124,5.22498,183.572,0,0,1905.23,100.6,224.696,38.9406,450.026,397.53,477.682,3.48182,15.6887,5.46621,3.74266,54.3025,0.116361
19,2020-7-23 19,35.0156,313.286,0.0165621,42.797,6.25749,190.601,0,0.204185,1341.52,100.639,158.724,25.7036,449.326,202.661,243.522,4.57874,22.3321,5.0393,3.19102,18.1362,0.120416
20,2020-7-23 20,33.4164,309.327,0.0166474,47.4373,6.84659,192.2,0,0.0704048,775.876,100.693,88.0938,8.56313,443.422,24.4394,29.367,5.48254,24.4552,5.3355,3.28102,5.18044,0.126166
21,2020-7-23 21,31.9164,307.161,0.0171588,53.6182,6.69229,193.325,0,0.117709,494.018,100.746,64.9544,1.94253,437.156,0,0,5.57288,26.1215,5.68495,3.50362,1.33748,0.135325
22,2020-7-23 22,30.8764,305.855,0.0187691,62.5345,5.87401,194.647,0,0.104474,504.75,100.773,50.9738,1.40662,430.77,0,0,5.06597,25.8533,5.152,3.20299,1.31155,0.132756
23,2020-7-23 23,30.3405,305.138,0.0187079,64.4249,4.88559,188.054,0,0.116255,558.82,100.779,39.6514,1.23285,430.078,0,0,5.68411,24.0084,4.86301,2.9729,2.65607,0.124836
24,2020-7-24 0,29.7641,304.1013,0.01853378,66.1586,4.690381,192.1517,0,0.0808047,497.8276,100.7851,27.17232,1.124268,423.5168,0,0,4.520464,19.9265,4.707202,2.783543,5.70554,0.1107253
25,2020-7-24 1,29.44643,303.6355,0.01930867,70.2607,4.413767,190.2468,0,0.0824028,503.388,100.7822,22.49947,0.9106505,422.6678,0,0,2.600476,18.37823,4.827102,2.769833,6.987091,0.10425004
26,2020-7-24 2,29.24206,303.2802,0.01960869,72.26005,4.015426,188.2402,0,0.0869802,501.253,100.7847,17.88762,0.7741928,421.9411,0,0,2.662232,19.2568,5.104365,2.855213,6.055005,0.1068967
27,2020-7-24 3,29.12661,303.0317,0.01952165,72.46121,3.485546,192.8587,0,0.154508287,489.0761,100.7906,13.67616,0.7036839,422.3444,0,0,3.560953,22.58898,5.771883,3.214619,2.8459072,0.1213492
28,2020-7-24 4,28.91335,302.7813,0.01932055,72.66436,2.738772,223.1681,0,0.2050327,403.9183,100.8075,10.663367,0.6412839,423.7322,0,0,3.384103,23.76076,5.943509,3.317555,1.0157399,0.1296294
29,2020-7-24 5,28.52706,302.4962,0.01965694,75.72503,2.629471,229.0919,0,0.5674269,290.6472,100.8344,11.953541,0.6061785,429.8062,0,0,3.073879,23.0842,6.296618,3.501596,1.0351783,0.132801
30,2020-7-24 6,28.10053,302.0848,0.01941724,76.88688,1.975118,244.6589,0,0.4579908,218.9973,100.8616,10.381192,0.523496,427.785,0,0,3.199372,21.4754,6.88775,3.875493,3.377222,0.1389752
31,2020-7-24 7,28.26148,303.509,0.01906284,74.74783,2.378576,231.0329,0,0.5582092,272.085,100.8944,31.02305,6.6853072,426.3965,92.6198,111.2944,3.405564,16.30975,5.652612,3.267164,9.461285,0.1328103
32,2020-7-24 8,29.27946,306.9909,0.01861083,68.56607,2.51307,229.2068,0,0.6822242,494.4803,100.9087,81.99788,18.58242,430.3215,267.9802,322.012,3.277775,11.4315,4.71071,2.817828,16.15893,0.1218975
33,2020-7-24 9,29.45592,307.5291,0.0185286,67.48793,2.697312,226.4318,0.00523713,0.6675521,539.2265,100.918,91.78016,20.16852,437.6031,283.1194,340.2037,3.062523,9.499195,5.898423,3.936067,28.3359,0.1207453
34,2020-7-24 10,30.34604,310.4292,0.01837292,63.45033,2.797902,225.2341,0.00523713,0.6421204,734.2388,100.9236,140.91806,29.17122,440.8161,414.445,498.0082,2.72114,8.575303,7.355033,5.272977,50.44779,0.1202632
35,2020-7-24 11,31.51673,314.6108,0.01821968,58.53807,2.807021,224.2154,0,0.1198446,1018.5161,100.9089,218.5127,42.734,436.0396,622.7285,748.2866,3.387879,7.103081,8.933839,6.576861,76.63571,0.123321
36,2020-7-24 12,32.65964,318.0446,0.01806196,54.04266,2.649236,225.7026,0,0.0750201,1225.35,100.8559,274.1534,52.1225,441.5094,751.3609,902.8552,4.41728,6.86112,10.682259,8.175662,100.72507,0.1318464
37,2020-7-24 13,33.67783,320.6563,0.01767995,49.63995,2.499106,212.7138,0,0,1447.778,100.7817,312.8119,58.42797,445.2051,828.1098,995.0799,4.05253,7.356894,11.454444,8.810323,115.8691,0.1356193
38,2020-7-24 14,34.92328,322.0023,0.01699407,44.21298,3.340077,197.612,0,0,1600.144,100.7024,348.9444,62.91684,448.0558,852.7041,1024.6312,3.541068,7.288003,9.910859,7.766861,117.069,0.1300198
39,2020-7-24 15,35.79045,321.2229,0.01650288,40.75189,3.945188,185.6552,0,0.102,1747.635,100.6237,325.587,57.01083,460.0424,715.021,859.1884,3.524714,8.206927,8.918626,6.974561,116.6206,0.1304903
40,2020-7-24 16,36.49521,320.4029,0.01598486,37.77777,4.110489,183.7403,0,0.102,1868.18,100.5563,283.9708,51.13745,464.7264,600.8986,722.056,3.993268,9.80366,8.017173,6.201304,108.0907,0.1307795
41,2020-7-24 17,36.9308,320.473,0.01619684,37.23202,3.979075,183.9599,0,0.02509419,2051.181,100.5133,266.3049,49.92368,462.429,585.7962,703.9081,5.688663,14.5712,6.888232,5.124962,81.07567,0.1341633
42,2020-7-24 18,36.92714,317.7815,0.01684904,38.72386,4.097242,196.0407,0,0.308395,2040.255,100.4962,192.1567,34.55366,471.405,343.6645,412.9568,6.468069,21.61371,5.665885,3.906869,42.6825,0.1344004
43,2020-7-24 19,35.84254,313.4242,0.01714216,42.09173,6.021938,193.709,3.87E-07,0.5512655,1035.2381,100.5187,130.748,21.34432,470.3135,136.95945,164.5742,3.95824,22.96184,4.922831,3.184935,19.92204,0.1237494
44,2020-7-24 20,34.39227,310.2704,0.01713658,45.95742,6.758784,196.0508,0.0521169,0.35412057,748.6858,100.5692,84.94492,10.492012,461.9199,32.24589,38.74753,4.112101,25.25069,5.472131,3.470862,9.327464,0.1286256
45,2020-7-24 21,32.76076,307.9893,0.01710816,51.09973,6.667673,195.4189,0,0.10838605,533.5261,100.6329,64.10702,3.872609,448.0108,5.68182,6.82743,5.249493,27.90086,5.989771,3.821109,4.561966,0.1378352
46,2020-7-24 22,31.78372,306.6575,0.01667228,52.79726,6.009708,193.0539,0,0.03626813,460.8203,100.67,48.54534,1.869584,439.5954,0,0,6.920233,27.98157,5.520461,3.647242,4.133353,0.142154
47,2020-7-24 23,31.16277,305.8084,0.01632506,53.59687,5.464196,192.8819,0,0.02284105,454.1589,100.6767,38.92884,1.759368,436.6435,0,0,7.98061,26.8907,5.220897,3.514117,4.648435,0.1456739
48,2020-7-25 0,30.483,304.8476,0.01699982,57.95848,4.597228,208.6076,0,0.0969383,469.037,100.6619,27.35952,1.531004,435.054,0,0,4.405893,21.43098,4.982533,3.396029,6.819861,0.1314221
49,2020-7-25 1,29.95671,304.1732,0.01719319,60.58767,4.515682,211.1556,0,0.08939382,409.6418,100.6714,23.41095,1.365901,428.613,0,0,1.153695,12.7213,3.615578,2.346195,11.53647,0.102885
50,2020-7-25 2,29.40235,303.5954,0.017951,65.49133,4.50474,218.859,0,0.1148627,357.2903,100.6728,22.91479,1.187904,429.5219,0,0,1.020362,11.98501,3.690668,2.305853,9.740415,0.09899853
51,2020-7-25 3,28.86846,303.0254,0.01898826,71.54809,4.398015,215.9593,0,0.10993499,311.988,100.6797,21.69696,0.9294903,427.7572,0,0,1.118097,13.0026,4.191462,2.51416,6.731198,0.09933853
52,2020-7-25 4,28.48403,302.5508,0.01977498,76.31923,3.911384,219.752,0,0.1139864,301.7321,100.6977,17.98091,0.6666952,424.3047,0,0,1.381366,14.30834,4.915921,2.831061,5.283225,0.09973088
53,2020-7-25 5,28.25977,302.1702,0.01978682,77.46681,3.725358,221.009,0,0.04522343,267.4771,100.7246,14.17932,0.5752401,421.1731,0,0,1.850445,16.98662,5.453583,3.087315,3.86104,0.1059719
54,2020-7-25 6,28.1069,301.8597,0.01919148,75.86704,3.681384,221.2706,0,0.0839041,244.9933,100.7451,10.9898,0.6217416,419.7894,0,0,2.731761,19.16881,6.680264,3.845651,3.926606,0.1200619
55,2020-7-25 7,28.24115,303.1324,0.01884745,73.89305,3.705103,227.026,0,0.05026294,285.874,100.7703,35.16432,7.4678018,420.3081,96.0295,115.3915,3.986392,16.21623,7.700442,4.649297,10.56652,0.1311621
56,2020-7-25 8,29.13838,306.2919,0.01842091,68.3328,3.66581,228.5803,0,0.0979244,395.6835,100.7848,86.1782,18.89544,422.7537,264.3792,317.6852,3.830973,13.82657,6.562355,4.241953,20.71688,0.1295501
57,2020-7-25 9,29.4865,307.4715,0.01844518,66.95268,3.549431,230.1757,0,0.0979244,441.3315,100.7893,104.2136,22.57026,423.4029,323.9727,389.2946,2.897367,12.91602,6.162579,4.303887,37.95492,0.1228684
58,2020-7-25 10,30.55001,310.4633,0.01786208,60.83279,3.342875,233.2291,0,0,657.5034,100.7949,148.8449,31.72241,428.053,450.1176,540.8733,2.3729,10.463952,6.26731,4.598238,60.09273,0.117439
59,2020-7-25 11,31.97492,314.5221,0.01723184,53.76369,2.942368,241.4552,0,0,920.0029,100.7785,206.5521,42.98672,435.24,604.5144,726.401,2.361126,7.750841,5.886627,4.48256,79.68568,0.1167875
60,2020-7-25 12,33.12033,317.3498,0.01679653,48.76724,2.782722,245.3184,0,0,1258.128,100.7277,247.3769,49.92457,442.0627,687.8953,826.5936,2.721983,7.049351,5.236261,4.105441,91.24199,0.1213553
61,2020-7-25 13,34.08611,320.137,0.01658265,45.30606,3.013818,220.5604,0,0,1415.505,100.6557,305.4877,59.08014,445.9074,810.471,973.8829,2.720908,7.710585,4.524902,3.604963,94.50005,0.1211341
62,2020-7-25 14,35.12621,321.9846,0.01543447,39.5773,2.732762,221.2156,0,0,1595.356,100.5753,317.1582,61.7145,446.8171,825.9624,992.4986,2.248085,7.647805,4.306788,3.400594,94.31487,0.1191437
63,2020-7-25 15,36.00125,322.8246,0.01535289,37.31096,3.081421,224.0962,0,0,1740.317,100.499,329.4484,62.3628,449.3349,814.3405,978.5328,2.241032,7.949539,4.507279,3.56291,92.74937,0.1186395
64,2020-7-25 16,36.70877,321.5851,0.01464024,34.08404,3.305259,232.6789,0,0,1801.52,100.4292,281.8416,53.1612,453.2647,642.4809,772.022,2.409444,8.877607,3.779963,2.961798,85.19436,0.1154286
65,2020-7-25 17,37.26523,320.3012,0.01426428,32.11611,3.216603,235.9359,0,0,1946.409,100.3792,227.8441,45.23233,457.2727,511.195,614.2652,2.666496,10.201787,4.560807,3.567343,83.27151,0.118199
66,2020-7-25 18,37.35605,317.8475,0.01461756,32.72175,3.056463,234.5441,0,0,1934.861,100.373,156.5168,32.50497,460.669,320.2683,384.8434,5.020661,17.97612,5.678821,4.085114,66.75096,0.132655
67,2020-7-25 19,37.33613,316.047,0.01508849,33.81742,3.340588,225.9264,0,0.2194059,1943.342,100.3908,118.19859,25.43889,460.5746,220.9814,265.5375,4.639204,23.30422,6.344433,4.02892,20.97051,0.1288089
68,2020-7-25 20,35.39191,311.7063,0.01838574,46.59985,6.140755,198.3523,0,0.11859862,807.7516,100.4364,88.57695,11.054289,458.1714,59.54115,71.54643,5.652634,25.78408,7.596825,4.86631,14.72167,0.1422696
69,2020-7-25 21,33.84164,309.0721,0.0202273,56.09539,6.910287,196.313,0,0.09053366,701.1651,100.4964,65.88805,3.281605,457.9978,5.78049,6.94599,4.727361,20.65969,6.508222,4.114217,12.21283,0.1314032
70,2020-7-25 22,32.73408,307.6492,0.0197908,58.70501,6.729849,206.4893,0,0.12816488,647.8746,100.5425,54.43412,1.730673,455.792,0,0,5.502486,18.86813,5.757935,3.640202,8.455481,0.1307811
71,2020-7-25 23,31.7547,306.5222,0.01897383,59.77702,6.048686,209.4058,0,0.2277283,506.2128,100.566,45.67112,1.603417,448.1994,0,0,3.709187,15.21237,4.910147,3.053007,10.316536,0.1163574
72,2020-7-26 0,31.13779,305.6888,0.01773309,58.0289,5.099892,217.5224,0,0.442504,449.3866,100.5656,34.405,1.680497,448.2118,0,0,1.853238,13.31704,4.729228,2.94597,15.91368,0.1062679
73,2020-7-26 1,30.59333,305.0482,0.01798074,60.8346,4.876411,216.9453,0,0.5341003,426.7601,100.5578,30.84214,1.526177,444.6872,0,0,0.9981012,10.190857,6.159913,3.667148,18.94965,0.09583842
74,2020-7-26 2,30.09375,304.4781,0.01870206,65.25728,4.878516,217.4282,0,0.4848359,417.3842,100.5503,29.15902,1.348781,444.4529,0,0,0.8625811,9.443595,6.527766,3.812163,19.25956,0.0920894
75,2020-7-26 3,29.75363,303.9872,0.01923968,68.54623,4.831641,212.4233,0,0.5278589,385.282,100.5442,25.23108,1.1695301,439.9525,0,0,1.0242449,9.708084,7.00605,4.001321,15.78199,0.09088392
76,2020-7-26 4,29.51221,303.6535,0.01968115,71.17281,4.824669,213.5448,0,0.5121859,383.8866,100.5508,22.94472,1.0654601,440.8827,0,0,0.9261505,9.475298,6.704666,3.686367,11.95391,0.08973386
77,2020-7-26 5,29.24833,303.2845,0.02028844,74.57983,4.686604,212.5521,0,0.5598426,385.5118,100.5681,19.94141,0.8886735,438.7614,0,0,0.9568632,11.1897,7.496361,4.146747,10.846331,0.09269389
78,2020-7-26 6,29.03198,302.9873,0.02064789,76.94581,4.413483,217.4062,0,0.6105317,384.6752,100.5976,17.12001,0.7583511,437.6373,0,0,1.472806,15.35753,10.25402,5.855996,9.738743,0.1048758
79,2020-7-26 7,29.13819,304.003,0.02051236,75.97094,4.477536,219.8895,0,0.5617427,378.2758,100.6218,39.12047,7.4091351,433.8361,87.9529,105.686,2.40159,14.31272,9.330329,5.595011,13.87027,0.1175224
80,2020-7-26 8,30.01606,306.9929,0.01946295,68.43389,4.486784,219.4413,0,0.4448817,509.4524,100.6386,93.74978,19.880397,433.6945,261.8827,314.6846,2.173376,9.678249,7.137934,4.480355,25.03374,0.1137256
81,2020-7-26 9,30.28546,307.9433,0.01948335,67.26863,4.588859,220.7289,0,0.4114386,586.2416,100.6395,112.5104,23.2167,434.7529,313.5634,376.7855,1.946919,7.192631,7.837916,5.177788,42.58094,0.1090256
82,2020-7-26 10,31.32139,310.7188,0.01847857,60.17539,4.554657,224.5173,0,0.1901644,785.6961,100.6374,161.061,33.2057,433.2619,447.3936,537.6,1.699592,5.465739,8.526595,5.893899,62.67001,0.1050809
83,2020-7-26 11,32.59354,314.7235,0.01787343,53.81433,4.168976,225.4712,0,0.09192003,1094.3736,100.6162,229.5118,45.72507,437.3157,626.1491,752.3975,1.664446,4.511804,7.981325,5.661568,72.37229,0.1026745
84,2020-7-26 12,33.8186,318.1666,0.01709089,47.71197,3.854194,224.6933,0,0.08759502,1373.056,100.5611,285.1,55.66884,441.39,757.1624,909.8259,1.950723,4.525896,6.738567,4.913548,78.14962,0.10281462
85,2020-7-26 13,34.90887,320.6998,0.01633861,42.63785,3.760823,221.3877,0,0.09037571,1613.525,100.4871,324.9888,62.21574,446.4157,831.6486,999.3309,2.221596,4.680156,6.775824,4.917452,82.04338,0.10500347
86,2020-7-26 14,35.67114,321.5394,0.0160926,40.11451,4.198047,198.535,0.00551982,0.14146726,1781.59,100.4129,344.5248,64.12034,458.3166,828.0838,995.0479,2.209888,5.42714,7.893569,5.843983,86.42968,0.1096063
87,2020-7-26 15,36.44564,320.7428,0.01611993,38.23173,4.260704,207.2026,0.326397,0.10662289,1997.564,100.3369,297.6599,55.67516,463.802,644.5084,774.4585,1.871482,6.088192,6.712694,5.10508,79.38063,0.1080047
88,2020-7-26 16,36.44707,321.6113,0.01673281,39.50101,3.497657,194.3934,0,0.768835,1846.129,100.2579,297.3584,56.92347,475.6453,706.8439,849.3617,2.031741,7.498858,5.934227,4.279431,67.37144,0.1073737
89,2020-7-26 17,36.56423,317.5098,0.0172861,40.49885,5.8284,201.6714,0.1633303,0.6655415,1889.548,100.2325,239.3305,44.42135,480.458,399.6515,480.2314,2.654643,10.17999,5.274957,3.457093,48.16978,0.10944958
90,2020-7-26 18,35.9916,316.5527,0.01773177,43.03253,5.633433,196.8206,0.428219,0.09648955,1546.648,100.281,220.4465,39.9611,462.4797,387.44,465.5587,3.002474,12.584897,6.123632,3.628617,27.74711,0.10977984
91,2020-7-26 19,35.56148,313.5251,0.01800591,44.89613,6.259389,187.3194,0.0630903,0.11072781,1519.72,100.308,147.91,25.06841,464.8973,194.864,234.1532,3.201935,14.67937,7.235697,4.099824,12.94184,0.1117869
92,2020-7-26 20,34.52509,310.4032,0.01830539,48.60979,7.176018,190.5218,0.0680343,0.09956348,1261.704,100.3499,90.85923,11.577812,459.5168,49.23968,59.1675,3.325866,14.06142,7.365382,4.073792,7.472658,0.1118337
93,2020-7-26 21,33.03277,308.1787,0.01918487,55.86624,6.97697,186.1504,0,0.07065577,963.1674,100.4249,63.6613,3.276644,450.957,5.36367,6.44514,4.575699,16.23156,7.449771,4.189528,4.306318,0.120403
94,2020-7-26 22,31.95526,306.7849,0.01934646,60.17089,6.483372,190.5303,0,0.1577561,698.5177,100.4772,50.22804,1.603099,444.0448,0,0,4.539687,16.12718,7.855545,4.44299,4.721419,0.1200281
95,2020-7-26 23,31.39201,306.0306,0.01880401,60.51528,5.396179,198.5255,0,0.1029992,744.7864,100.487,38.4937,1.47805,442.26,0,0,4.728633,15.46402,8.377606,4.730832,5.371591,0.1173191
96,2020-7-27 0,30.22354,304.5946,0.01934211,66.91254,4.447413,198.9933,0,0.2466977,634.2623,100.4673,26.76013,1.185513,433.9085,0,0,4.661837,16.47233,8.264893,4.712951,3.107214,0.118595
97,2020-7-27 1,29.88994,304.1158,0.0193963,68.44022,4.145523,195.8411,0,0.10079974,593.0789,100.4501,22.25188,1.071045,431.4235,0,0,3.093853,15.86285,8.444743,4.744963,3.745724,0.1129994
98,2020-7-27 2,29.63065,303.6952,0.01936192,69.39639,3.774089,202.3863,0,0.08457536,604.3198,100.4314,17.37171,0.9582273,427.9021,0,0,2.543248,14.67396,7.836956,4.3357,5.53641,0.1072235
99,2020-7-27 3,29.36278,303.302,0.01949374,71.03199,3.723744,203.6492,0,0.07154023,582.4627,100.4281,14.80822,0.8736305,427.0271,0,0,2.238895,13.52235,7.394404,3.978847,6.963898,0.10174458
100,2020-7-27 4,29.14634,302.9808,0.01950472,72.03414,3.707672,201.0072,0,0.11969861,530.6471,100.4377,12.69641,0.8315304,427.2479,0,0,2.304968,14.26715,8.15874,4.317554,6.771314,0.10121475
101,2020-7-27 5,28.98359,302.8581,0.01950802,72.76829,3.175436,191.546,0,0.4455863,392.7848,100.46,12.463741,0.8035736,433.9266,0,0,2.078652,17.42213,10.012807,5.386179,4.159219,0.10559932
102,2020-7-27 6,28.89146,303.0635,0.01941064,72.85317,2.833669,188.198,0,1,327.9217,100.5056,15.92249,1.0620965,459.785,0,0,2.249337,16.11583,10.060881,5.551289,6.967722,0.1079681
103,2020-7-27 7,29.18301,304.0996,0.02017866,74.4678,3.479284,204.4444,0,1,578.8492,100.5521,34.14984,7.7049809,429.1422,100.0727,120.2502,2.43971,9.804483,9.245067,5.207172,15.35315,0.1071538
104,2020-7-27 8,29.87008,306.9141,0.0201443,71.28817,4.169219,211.6334,0,0.12789537,732.203,100.5752,90.72712,19.403619,428.9181,274.7952,330.2012,2.802411,8.946896,9.664835,5.477299,20.21594,0.11335
105,2020-7-27 9,30.06763,307.8663,0.02005631,70.09966,4.251104,212.2322,0,0.1897452,748.4738,100.586,111.1282,23.06994,430.0377,331.2096,397.9901,1.997146,8.45621,8.762606,5.189618,30.97104,0.1087173
106,2020-7-27 10,30.84386,310.7258,0.01977519,65.94831,3.924771,215.6552,0,0.1809322,885.2692,100.5853,160.0764,31.78732,434.4421,457.939,550.2716,1.4819043,7.015047,6.130687,3.662797,41.73519,0.1000857
107,2020-7-27 11,31.85602,314.2599,0.0192774,60.35175,3.673548,219.7596,1.12276257,0.3222673,1116.885,100.5548,222.3048,47.0323,440.5496,619.3912,744.2767,1.310297,6.325504,4.733873,2.993302,51.66443,0.10027882
108,2020-7-27 12,32.29532,314.9046,0.01889954,57.5708,3.621235,200.5971,2.604553,0.2784847,1202.284,100.5174,226.9329,46.78371,448.022,579.7732,696.6706,1.643579,6.344339,4.705421,3.119416,57.79915,0.1048975
109,2020-7-27 13,32.26943,317.1631,0.01826515,55.92501,3.807275,209.0888,1.48184298,0.31789505,936.5342,100.4874,298.2506,59.62412,453.3737,770.1026,925.3762,1.711872,8.069885,4.992489,3.234132,53.62332,0.1048498
110,2020-7-27 14,34.06506,319.0689,0.0177322,48.48075,4.234578,201.3576,1.101194,0.3771904,1655.236,100.4693,320.5681,70.43506,462.7181,795.4559,955.8409,2.335001,8.651317,5.168109,3.431616,52.30105,0.1087482
111,2020-7-27 15,33.48147,316.3158,0.01546062,43.81184,5.761349,208.3226,2.48300148,0.34656947,1005.245,100.4097,300.9478,57.96999,452.5571,616.2489,740.5014,2.562632,8.687038,6.190774,3.885465,44.43747,0.1057873
112,2020-7-27 16,34.57163,318.5623,0.01736157,46.19222,5.258701,194.0386,0.196796729,0.0810117,1424.942,100.316,322.9494,57.69804,457.0211,695.6775,835.9442,2.201557,10.801894,6.22791,3.741279,37.11742,0.1090564
113,2020-7-27 17,34.66737,316.3707,0.01703574,44.94327,5.779876,184.9058,0.998935,0.10990591,1549.964,100.3269,262.3128,49.96275,455.0704,494.0769,593.6953,2.334757,13.289136,6.291718,3.766433,29.85964,0.1126321
114,2020-7-27 18,34.45848,314.4927,0.01694665,45.23849,5.473037,194.2082,0.883624,0.6753313,1477.307,100.3525,199.9995,41.99437,454.6524,357.5795,429.6775,3.17171,15.62388,5.382952,3.064904,21.18687,0.1125045
115,2020-7-27 19,34.29995,311.3415,0.01663615,44.78132,6.023488,201.5826,0.5856074,0.189239,1547.715,100.3977,116.21783,24.30504,469.659,123.64807,148.579,3.078985,19.37087,6.531974,3.631259,10.825275,0.117295
116,2020-7-27 20,33.34171,308.995,0.0169003,48.2628,6.096079,206.9549,0,0.07133239,1188.828,100.4427,74.31132,13.20114,451.88,45.18566,54.29635,4.789515,21.05768,7.522714,4.135925,5.101909,0.1276134
117,2020-7-27 21,32.36678,307.2774,0.01702262,51.63461,6.091216,204.307,0,0.248554,866.5044,100.5266,50.23989,5.558815,448.5118,4.92501,5.91801,6.547498,22.3132,9.003482,4.828896,2.465009,0.1338864
118,2020-7-27 22,31.54109,306.119,0.01747397,55.79082,5.716324,192.076,0,0.19004312,777.6469,100.5786,38.41209,2.396353,440.3856,0,0,6.982988,22.15666,9.788703,5.07989,2.369134,0.1318009
119,2020-7-27 23,30.96079,305.3396,0.01728982,57.19736,5.253289,198.1379,0,0.2161488,738.1904,100.5803,30.66109,1.835636,436.8071,0,0,6.616436,20.95471,9.666749,4.880428,3.659898,0.1232496
120,2020-7-28 0,29.79017,303.7973,0.01897646,67.50309,5.000934,192.8431,0,0.141117,591.3079,100.5682,20.31138,1.279625,427.1118,0,0,5.18549,18.2122,8.365972,4.355338,6.197477,0.1149688
121,2020-7-28 1,29.47291,303.3478,0.01967293,71.3473,4.75153,187.5072,0,0.12724412,579.2625,100.5726,16.34789,1.0238773,425.0152,0,0,3.316486,17.14469,9.250403,4.651916,7.173321,0.1083829
122,2020-7-28 2,29.33517,303.0759,0.01996227,73.01089,4.09182,193.6916,0,0.11897174,509.6124,100.5893,11.70852,0.8487194,424.8111,0,0,3.099806,19.06152,9.844811,4.869563,5.306771,0.1107613
123,2020-7-28 3,29.08749,302.7687,0.02042425,75.87202,3.659362,183.9727,0,0.3307276,382.7378,100.5961,9.585519,0.6643882,424.522,0,0,2.767508,22.55356,10.50258,5.180283,2.000742,0.1178138
