,time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
23,2020-7-27 10,30.76383,310.4589,0.01996376,66.8737,4.228267,222.5685,0.10451704,0.4733526,850.3818,100.5728,161.7333,31.70376,448.6182,437.462,525.6662,2.427795,10.618733,9.659694,5.843036,36.82482,0.1601829
24,2020-7-27 11,31.3949,309.8482,0.01964249,63.25075,3.622233,233.4111,0.8215765,0.7386666,903.2762,100.535,119.67892,24.02871,461.4011,245.9458,295.5354,2.151129,7.877625,8.964121,5.992588,48.83266,0.1497817
25,2020-7-27 12,30.98224,313.5122,0.01985264,65.84882,3.68302,217.7805,3.895493,0.5686935,772.6246,100.4983,225.7983,43.77111,459.6271,593.5049,713.1714,1.867768,7.316894,6.964306,4.547307,49.77592,0.1445659
26,2020-7-27 13,32.90355,317.1687,0.01877035,55.16647,4.051786,254.328,0.3600884,0.72036319,1290.806,100.4437,289.9594,60.82216,453.8633,806.4612,969.065,0.9931831,5.838567,6.157334,3.635004,42.91006,0.1374398
27,2020-7-27 14,33.48818,316.8503,0.01801155,51.10042,3.173214,186.9728,0.4890697,0.45506711,1463.867,100.4484,237.0623,51.25148,456.8285,645.7239,775.9195,0.9830994,5.669147,6.383188,3.787614,43.20047,0.1363489
28,2020-7-27 15,32.55703,314.6896,0.01800817,54.16148,3.156633,246.5758,2.213704,0.5652853,960.197,100.4165,198.005,40.22157,458.6107,447.9711,538.2944,0.8452545,5.678182,7.141059,4.072092,39.53486,0.1341961
29,2020-7-27 16,34.55572,317.0542,0.01722604,45.77659,4.87749,187.4592,0.08447212,0.03232784,1545.223,100.3094,263.2331,49.98238,457.7962,582.5648,700.0258,0.8360243,6.945132,7.979533,4.541804,36.19619,0.1378248
30,2020-7-27 17,34.354,316.172,0.01720622,46.27645,4.975164,201.3068,1.657159,0.7,1543.907,100.3479,246.6992,51.47296,468.0361,524.5869,630.3576,1.0163582,8.847364,8.700298,4.952462,30.70997,0.1434111
31,2020-7-27 18,34.18064,313.8958,0.01688282,45.80627,5.488776,193.8066,1.530809,0.7,1444.221,100.3328,193.5489,40.783,454.5581,361.2237,434.0561,1.316535,10.464317,7.933555,4.493748,22.00728,0.138991
32,2020-7-27 19,34.07988,311.4785,0.01678856,45.79561,5.699662,207.4022,0.868322,0.08563226,1582.508,100.3865,123.99484,27.97734,452.9327,205.9721,247.5016,1.247987,11.05536,8.692847,4.727081,15.66751,0.1310595
33,2020-7-27 20,32.86349,308.3429,0.01732982,50.92832,5.996082,196.2087,0,0.08952891,1117.674,100.4449,67.27828,12.54462,449.5584,44.32278,53.25941,1.351656,11.85941,9.903594,5.262542,12.097827,0.1366632
34,2020-7-27 21,31.86459,306.5434,0.01767943,55.24564,6.257516,199.69,0.00443058,0.06456955,808.2497,100.5005,43.85947,5.299481,443.0292,4.26936,5.13018,1.45236,13.48639,11.07265,5.782673,10.17074,0.1435978
35,2020-7-27 22,31.17132,305.4544,0.0168553,55.05029,5.96244,199.0028,0,0.1289649,659.4175,100.5668,31.40447,2.795457,434.5163,0,0,1.453624,13.18317,11.43407,5.915804,10.893689,0.1454353
36,2020-7-27 23,30.43738,304.5656,0.01806886,61.711,5.415637,200.4969,0,0.10747475,600.6323,100.5769,24.59195,1.468614,427.6577,0,0,1.646536,14.1596,12.32278,6.349007,10.111068,0.1464194
37,2020-7-28 0,29.47855,303.5177,0.01979772,71.75938,4.939061,194.9826,0,0.06563111,537.4105,100.5548,20.8645,0.8549211,427.1735,0,0,2.269067,18.49288,12.20815,6.210054,5.497408,0.134899
38,2020-7-28 1,29.23061,303.1417,0.02024202,74.49266,3.736306,197.2139,0,0.08338138,381.0032,100.5603,14.09677,0.6049858,423.0187,0,0,2.471879,19.86596,11.54385,5.571852,3.976225,0.1234487
39,2020-7-28 2,29.05998,302.8611,0.02032361,75.60203,3.431967,198.8572,0,0.4712268,299.9907,100.5738,11.023382,0.5451288,423.8926,0,0,2.502921,20.74676,12.22392,5.885584,3.115506,0.1259453
40,2020-7-28 3,28.94608,302.6941,0.02043585,76.55553,2.799249,192.2107,0,0.3845456,232.9974,100.5834,8.570546,0.4457006,423.9935,0,0,2.118243,20.46501,13.00185,6.349978,3.272488,0.1229386
41,2020-7-28 4,28.86124,302.4073,0.02043856,76.97622,3.033713,186.3894,0,0.304734,193.5998,100.5933,5.950322,0.4180702,422.8439,0,0,1.512957,17.23881,11.294126,5.455576,6.17583,0.1140132
42,2020-7-28 5,28.92931,302.7011,0.02041122,76.57086,3.001975,188.5481,0,0.6532426,360.0079,100.6206,9.478043,0.668109,449.3064,0,0,1.704958,17.79196,11.305181,5.481506,6.394369,0.115535
43,2020-7-28 6,28.87184,302.6333,0.02001088,75.34564,2.643952,198.8372,0,0.6197972,276.30402,100.638,8.819545,0.6613606,448.8759,0,0,2.541262,18.64932,13.6008,6.91451,6.456904,0.1403577
44,2020-7-28 7,29.0491,303.9084,0.0197658,73.63004,1.952827,190.6329,0.04532444,0.668129,566.4009,100.6713,22.715504,6.5431483,426.8256,95.0593,114.226,2.786899,13.68026,15.71381,8.447279,12.2979,0.1677084
45,2020-7-28 8,29.73328,307.1741,0.0199497,71.27389,2.250614,188.071,0,0.147042,595.973,100.6874,70.67754,17.236987,427.955,270.9703,325.6052,2.383369,10.25541,15.38259,8.525979,17.67419,0.1700495
46,2020-7-28 9,30.05104,308.363,0.01958472,68.60293,2.209853,193.6243,0,0.147042,702.1454,100.6943,88.79055,21.27721,428.4281,329.11,395.4674,2.133155,8.917297,14.82834,8.622047,25.50039,0.1667747
47,2020-7-28 10,30.21316,308.4435,0.01971499,68.35863,2.810642,166.8066,0.0725053,0.1553881,691.3283,100.6978,97.61636,19.09993,453.1556,251.3946,302.0832,2.15394,9.597396,8.041872,4.69876,36.34984,0.1490373
48,2020-7-28 11,31.61015,314.6796,0.01945593,61.87932,2.015829,211.7118,0.036736,0.4198295,1028.233,100.6904,192.2904,39.90896,440.7051,612.5181,736.0181,2.356803,10.599228,7.168571,4.907114,48.32865,0.1554554
49,2020-7-28 12,30.34186,314.1417,0.01851641,63.85452,4.840636,262.2045,1.68042,0.39954774,554.2355,100.6608,305.6831,54.24692,452.1696,732.4192,880.0943,1.336594,7.790645,8.561044,5.201652,57.49467,0.1515207
50,2020-7-28 13,32.93579,319.3897,0.01917835,56.20769,1.739784,229.0145,0.93678409,0.8624829,1294.336,100.6198,273.0057,55.1625,449.326,785.9615,944.4312,1.097791,7.883324,8.470406,4.842563,56.84246,0.1426683
51,2020-7-28 14,32.31102,316.9568,0.01884076,57.37121,4.723157,161.738,3.848663,0.5680612,758.7066,100.5801,326.855,61.39737,453.4761,749.2672,900.3391,1.240393,9.63588,6.173816,3.73492,53.73645,0.1652454
52,2020-7-28 15,32.93043,314.0747,0.0185753,54.43106,2.57259,151.6504,4.819783,0.191226,907.7325,100.519,165.553,32.09226,466.9588,307.05079,368.95989,1.234768,8.054385,7.742341,4.803831,54.38778,0.1610364
53,2020-7-28 16,31.46724,311.9624,0.01858602,60.29422,2.061009,234.1702,13.370184,0.628838,611.7889,100.5138,133.8461,22.93833,475.2768,153.37835,184.30358,1.17511,7.410912,8.053246,4.718572,51.16186,0.1401391
54,2020-7-28 17,34.58745,317.0224,0.01758832,46.61875,3.342759,193.0524,0.7924767,0.03039792,1582.993,100.4293,218.5334,49.3209,455.5484,520.8638,625.8833,1.42307,9.083577,8.299735,4.79197,47.38859,0.142555
55,2020-7-28 18,34.94628,315.1495,0.01672545,43.40903,4.638727,204.8314,2.7464428,0.4936694,1654.007,100.4675,186.248,46.20627,456.5974,385.3586,463.0566,1.579269,11.53181,7.796574,4.666941,35.82434,0.1402445
56,2020-7-28 19,34.38354,312.1279,0.01697971,45.69428,5.923389,200.1825,0.905415,0.22703792,1240.7716,100.5007,134.5264,30.33939,454.2172,211.01,253.5558,1.629651,14.2724,8.074904,4.785029,23.01035,0.1371834
57,2020-7-28 20,33.1393,308.8963,0.01730131,50.44077,5.939573,194.5005,0,0.1066904,830.7156,100.5679,73.96288,14.41761,447.4469,52.92149,63.59188,1.830537,16.93266,8.868093,5.25219,12.36319,0.1457529
58,2020-7-28 21,32.13315,307.0077,0.01762864,54.54821,5.106526,193.2551,0,0.1272293,616.4036,100.6572,43.10326,5.366585,443.0418,3.30768,3.97461,2.026538,17.90385,9.340648,5.551397,8.500436,0.1493379
59,2020-7-28 22,31.12813,305.6716,0.01855243,60.96902,5.409975,191.614,0,0.1746294,532.0113,100.6651,35.9051,2.966337,435.9816,0,0,2.632713,21.35599,9.29324,5.604578,6.763216,0.1604063
60,2020-7-28 23,30.48939,304.9073,0.0192727,65.78951,4.983629,191.4465,0,0.3206323,458.9455,100.6824,30.58945,2.060245,437.4533,0,0,2.467814,20.25925,8.658777,5.277451,10.711337,0.1521962
61,2020-7-29 0,29.7724,303.984,0.02015759,71.85219,4.537286,196.358,0,0.21180459,480.3387,100.6128,23.49685,1.0303934,430.7207,0,0,1.998266,17.92712,9.804943,5.565593,7.613547,0.1269419
62,2020-7-29 1,29.56616,303.643,0.0196795,71.17639,3.86625,193.7746,0,0.16850602,481.096,100.6123,17.94462,0.8889208,430.1076,0,0,1.413593,14.95099,9.107213,4.852383,10.090737,0.1055685
63,2020-7-29 2,29.38214,303.3058,0.01942947,71.13911,3.596812,193.9191,0,0.13363207,472.1148,100.6068,14.074711,0.8328073,428.0948,0,0,1.64346,16.91132,9.686085,4.993839,7.326144,0.1106988
64,2020-7-29 3,29.11459,302.9297,0.01965463,73.05177,3.19868,190.9964,0,0.5049447,392.1943,100.6122,10.862479,0.685637,425.108,0,0,2.377374,21.37789,10.439541,5.290914,2.668887,0.1246413
65,2020-7-29 4,28.88664,302.5766,0.01978029,74.44492,2.548653,198.9855,0,0.11280648,295.9799,100.6199,7.281015,0.4956668,420.9623,0,0,3.610837,23.73657,11.68425,5.945672,0.3372088,0.1445709
66,2020-7-29 5,28.72862,302.2501,0.01923274,73.08332,2.508164,197.5385,0,0.1255693,216.6856,100.6383,4.714285,0.4979485,418.3715,0,0,4.296699,23.93546,13.00144,6.703286,0.18381002,0.1591878
67,2020-7-29 6,28.5267,302.0223,0.01854555,71.36851,1.906559,205.5549,0,0.3392249,163.3591,100.6744,4.036034,0.4994873,421.0944,0,0,3.868476,21.4225,14.16114,7.328427,3.13891,0.1709498
68,2020-7-29 7,28.61699,303.5364,0.01863421,71.30726,0.9287435,223.1612,0,0.5199864,370.12747,100.7092,20.496726,5.9681533,432.284,86.4059,103.8275,3.503556,16.1525,13.69122,7.356109,9.793461,0.174683
69,2020-7-29 8,29.4046,307.1439,0.01923069,70.06817,1.793209,229.4224,0,0.269509,533.8733,100.7334,73.63796,17.009387,427.8506,267.7466,321.7316,3.465493,12.39556,13.51036,7.645887,16.82652,0.180045
70,2020-7-29 9,29.69389,308.4141,0.01954386,70.01213,1.89292,231.0151,0,0.1171231,629.9234,100.7409,92.15903,20.69099,427.7465,327.977,394.1063,3.24938,11.3698,15.8271,9.679763,27.57964,0.1806732
71,2020-7-29 10,30.3381,311.1875,0.01884435,64.92019,2.03201,217.2454,0,0.11236716,763.3301,100.7528,142.69917,29.69803,429.5889,460.5563,553.4172,3.373417,11.652977,14.592895,9.399657,43.72563,0.1741151
72,2020-7-29 11,31.542,314.8584,0.01751537,55.99753,2.568337,225.5825,0,0.0864,948.0198,100.7378,216.8651,42.86461,430.9662,631.9028,759.311,3.262583,10.075132,13.220143,9.127235,70.16694,0.1699119
73,2020-7-29 12,32.6478,318.1018,0.01664718,49.69366,2.671031,228.9006,0,0.08502935,1161.952,100.7111,277.2247,53.12634,432.8522,764.8746,919.0938,2.403416,6.191845,12.84629,9.151415,100.74525,0.1585781
74,2020-7-29 13,33.7974,320.7701,0.01570429,43.67485,2.490973,226.8458,0,0.08937631,1384.253,100.6519,311.6224,59.89751,437.909,839.8906,1009.2332,2.146034,5.88544,12.21348,8.838121,115.9695,0.1536306
75,2020-7-29 14,34.8325,322.3457,0.01542013,40.23395,2.748861,228.2207,0,0.04620487,1637.702,100.5722,337.1978,63.20393,444.7655,861.2552,1034.905,1.486847,6.373566,11.48741,8.288699,111.4707,0.1479819
76,2020-7-29 15,35.73154,322.778,0.01575319,38.9043,2.943677,226.7328,0,0.0539926,1957.57,100.4991,332.5588,61.25729,453.489,809.5091,972.7272,0.9107313,7.02842,8.939569,6.309019,99.93309,0.1401817
77,2020-7-29 16,35.67672,318.8268,0.01703136,42.19455,3.702093,158.2064,1.283149,0.4532887,1699.458,100.4282,249.477,45.58877,474.4341,456.8351,548.9451,1.0117248,8.103344,7.793061,5.401261,86.32187,0.1434952
78,2020-7-29 17,34.33477,318.1134,0.01778072,47.90392,4.667198,228.6584,3.3416541,0.7586657,1590.785,100.4522,297.1456,52.94989,460.2667,566.787,681.0656,1.670366,10.999809,8.799489,5.511831,62.04189,0.1499987
79,2020-7-29 18,33.99583,314.4712,0.01787125,49.06068,3.626699,149.077,2.094933,0.8183211,1090.913,100.4911,177.068,31.51146,472.0979,238.4468,286.5236,2.028212,14.13931,8.019496,4.906692,36.64839,0.1453253
80,2020-7-29 19,34.82219,312.969,0.01718722,44.88034,4.694253,178.1583,1.1355903,0.23340675,1512.317,100.4591,126.97946,26.91777,472.9405,153.77947,184.7858,1.985415,16.29882,7.778073,4.723804,20.23245,0.1365125
81,2020-7-29 20,33.73199,309.8752,0.01711373,47.92948,5.781049,179.743,0.1864485,0.09821551,1006.4217,100.55,85.44046,16.8692,451.6045,53.90103,64.76903,2.314433,19.59175,8.476161,5.178534,10.1906,0.1451416
82,2020-7-29 21,32.5194,307.7443,0.01777075,53.67181,5.793998,184.5654,0,0.50672183,737.2551,100.6248,57.79186,8.074287,446.2996,4.86189,5.84217,2.468969,19.89585,8.449215,5.085219,7.128704,0.1501313
83,2020-7-29 22,31.71015,306.6277,0.01792784,56.86713,5.348793,182.0797,0,0.2944394,621.0314,100.6569,45.64236,4.896988,444.6302,0,0,2.282926,18.40609,9.0952,5.494361,7.020122,0.1519854
84,2020-7-29 23,31.07004,305.796,0.01771448,58.36836,4.704612,187.0601,0,0.16633234,552.5725,100.6779,36.66529,3.635235,438.4261,0,0,2.315036,17.08716,8.714599,5.251055,9.234329,0.1475947
85,2020-7-30 0,30.55144,304.9273,0.01861135,63.17026,3.726,142.9903,0,0.5556962,691.6466,100.6301,23.39165,4.776575,441.2573,0,0,1.58858,12.54081,9.220316,5.400239,15.86958,0.1108407
86,2020-7-30 1,30.29787,304.5581,0.01859708,64.11355,2.888059,141.7578,0,0.5278843,661.0164,100.5793,17.67032,3.231331,438.622,0,0,1.129826,10.571366,7.389079,4.2082,15.17686,0.09625733
87,2020-7-30 2,30.28361,304.2822,0.0178372,61.59545,3.252673,139.4983,0,0.25132849,693.0764,100.5861,14.25721,3.175233,437.8417,0,0,1.453989,9.400859,6.99113,3.939635,12.13071,0.09238994
88,2020-7-30 3,30.09106,303.9812,0.01785749,62.36981,2.955736,139.8885,0,0.2245719,634.6119,100.5611,11.48795,2.42388,436.4583,0,0,3.2599804,13.175066,7.781659,4.361757,6.617907,0.09586979
89,2020-7-30 4,29.90168,303.7433,0.01873663,66.15109,2.639268,125.7801,0,0.2378531,694.0163,100.5779,9.866132,1.874851,437.5439,0,0,3.9385065,17.47809,7.806731,4.370544,4.4596113,0.10079722
90,2020-7-30 5,29.74921,303.4665,0.01867144,66.56284,2.473273,112.52505,0,0.2374264,597.908,100.5902,7.526197,1.640535,436.4987,0,0,2.2097036,21.31318,9.400449,5.359044,4.75783778,0.1197581
91,2020-7-30 6,29.68971,303.3202,0.01853338,66.33152,2.660077,107.43285,0,0.4585763,591.9298,100.6337,6.570779,1.5747851,438.9278,0,0,5.267749,23.77848,11.84734,6.868741,4.6026279,0.1607217
92,2020-7-30 7,29.5978,303.8346,0.0185616,66.82244,3.403722,100.07439,0.204624,0.6631681,590.5103,100.6509,20.796867,8.07229,439.2489,54.43781,65.41395,7.834674,24.83764,13.44283,8.115489,6.841515,0.1977421
93,2020-7-30 8,29.94286,306.3846,0.01836766,64.74134,3.202147,102.76973,0.6380038,0.4543443,667.563,100.6851,66.38048,18.925043,436.2365,216.1044,259.6765,4.105131,22.32548,10.700055,6.55225,13.403955,0.1775159
94,2020-7-30 9,30.13645,307.6017,0.01827604,63.75644,2.919961,101.84663,0.6380038,0.4204641,726.9258,100.6884,81.82409,22.80983,435.9953,280.224,336.7246,3.484582,28.50112,13.42907,8.601894,18.833036,0.1770198
95,2020-7-30 10,30.85248,310.59,0.01819155,60.57606,2.415009,101.14817,0.3761499,0.3388784,931.5225,100.6828,127.26697,33.52053,437.8195,431.5843,518.6035,2.730433,30.30374,14.09617,9.002346,25.55882,0.1667078
96,2020-7-30 11,31.90003,313.292,0.0176832,55.20595,2.987716,100.2384,1.928297,0.340145,1176.8804,100.6766,178.997,43.92942,442.1316,536.5976,644.7898,2.876063,32.01534,12.19493,7.346552,24.84572,0.1563541
97,2020-7-30 12,32.58691,316.2957,0.01768534,52.95542,3.118255,102.94385,2.870217,0.3716296,1344.356,100.6394,244.5306,55.62565,446.2194,677.1699,813.7055,2.567557,25.23829,11.16848,7.129921,39.5668,0.1507864
98,2020-7-30 13,31.75011,315.8095,0.01810204,57.44452,3.757118,135.8056,4.088602,0.3769917,866.7075,100.6181,273.188,54.48317,443.9729,680.7505,818.008,2.423893,20.96064,9.542875,6.677893,54.75394,0.1388604
99,2020-7-30 14,33.75051,319.7091,0.01717908,47.92089,4.258631,105.18101,0.6019468,0.3654302,1531.601,100.5347,351.3536,69.29127,449.0273,854.2304,1026.468,1.895447,16.9216,9.043851,5.62411,64.07325,0.1268125
100,2020-7-30 15,34.40338,319.8106,0.01666635,44.61763,3.708719,115.1942,0.05932843,0.2608779,1692.264,100.436,313.5373,58.58911,454.9069,712.3903,856.0277,1.815877,22.34655,10.481524,6.216974,54.26838,0.133125
101,2020-7-30 16,34.34605,318.5115,0.016681,44.79615,5.183032,111.702,2.3268245,0.793918,1662.655,100.3975,327.4404,65.28534,468.4181,645.9472,776.1875,1.807493,26.14616,10.114341,5.680005,44.04697,0.1380396
102,2020-7-30 17,33.91774,316.1582,0.01779872,49.11325,4.908746,112.0221,2.831072,0.5381504,1521.378,100.412,255.7548,51.10644,455.4562,481.4068,578.4709,2.179334,26.88586,11.56281,6.593452,34.0102,0.1373446
103,2020-7-30 18,33.08649,312.0557,0.01782942,51.73072,4.174897,127.436,3.814615,0.3982425,1247.793,100.472,141.8607,26.32441,459.6701,166.74736,200.3678,2.355016,34.74035,12.83841,6.986037,17.72248,0.1391706
104,2020-7-30 19,32.92676,311.4272,0.01839243,53.94932,5.002429,116.8414,2.1367007,0.4629738,1306.018,100.5156,143.3407,30.99292,452.8546,216.0482,259.6087,2.79836,43.20122,11.32275,6.504624,7.2455937,0.1618
105,2020-7-30 20,32.1056,308.2013,0.01815059,56.00826,6.224789,103.55636,0.6992438,0.6575227,1005.0567,100.5774,88.31507,19.4032,453.6795,56.25028,67.59173,3.27947,36.40642,12.39201,6.978055,10.991448,0.1421481
106,2020-7-30 21,31.13924,306.379,0.01904625,62.39198,5.459031,105.92023,0.1685451,0.4692001,766.5035,100.6119,55.46354,9.907479,448.9117,3.68778,4.43136,4.799472,31.52446,15.62872,8.25035,15.03512,0.1364062
107,2020-7-30 22,30.65331,305.565,0.01865297,62.89554,4.679574,127.7388,0,0.4492366,577.6487,100.6054,41.50675,7.382449,448.5174,0,0,5.308142,31.08228,16.72215,8.67438,13.50379,0.1350896
108,2020-7-30 23,30.61664,305.1229,0.01889488,63.85732,4.647531,120.7487,0,0.4008259,714.8507,100.628,31.13432,5.812716,443.4756,0,0,4.930805,28.71725,15.95583,8.345132,14.618991,0.1327792
109,2020-7-31 0,30.70061,304.8811,0.01878906,63.13023,4.081775,111.166,0,0.6643678,548.636,100.5165,20.89842,2.098772,440.4842,0,0,3.392391,34.27209,13.91574,8.514505,4.727712624,0.1440661
110,2020-7-31 1,30.50621,304.5922,0.01888326,64.20593,3.874433,105.49395,0,0.6091061,643.5552,100.4855,18.05792,1.687379,442.5304,0,0,2.382668,36.99508,10.61347,6.610592,0.33007731,0.133053
111,2020-7-31 2,30.34413,304.2852,0.01862886,63.9822,3.845682,98.91818,0,0.5952383,601.6911,100.4629,14.80477,1.485185,440.6493,0,0,2.046675,34.44155,9.132015,5.784007,0.676567833,0.131454
112,2020-7-31 3,30.22764,303.9797,0.01836094,63.46817,3.890063,90.26904,0,0.5406323,557.9208,100.4408,11.34312,1.524336,437.9409,0,0,4.744399,36.50754,10.98337,6.981862,0.1908877,0.1414757
113,2020-7-31 4,30.06254,303.7167,0.01852909,64.66966,3.546024,74.78111,0,0.5565662,536.4249,100.4095,8.706947,1.3340797,436.8579,0,0,8.825264,41.61135,12.13593,7.773148,0.001104165,0.1800042
114,2020-7-31 5,29.8476,303.4185,0.01876056,66.35232,4.060987,65.20628,0,0.5657289,480.308,100.4173,8.135669,1.3440823,437.7854,0,0,13.814867,49.57806,14.89317,9.693771,0.000725571,0.193365
115,2020-7-31 6,29.57588,303.0861,0.01914206,68.86674,4.414651,52.29261,0,0.4934949,442.0849,100.4272,7.457057,1.2082251,436.768,0,0,19.013282,54.58777,20.85508,13.94703,1.051567,0.2910161
116,2020-7-31 7,29.63705,304.1381,0.01856907,66.58382,4.923388,57.19766,0,0.6142709,467.7668,100.463,33.242642,9.226771,436.2151,91.3542,109.7733,18.427922,51.3247,21.37732,14.86672,4.992502,0.3091977
117,2020-7-31 8,30.11665,306.4965,0.01795793,62.64327,4.56973,68.24516,0.1217343,0.6006587,500.8414,100.4981,84.12763,19.911288,436.8913,236.51963,284.20841,14.838264,43.93098,20.25633,14.32099,14.92795,0.2514781
118,2020-7-31 9,30.38815,307.5048,0.01794734,61.47891,5.375335,58.12172,0.2305425,0.6023525,642.4648,100.4966,108.8347,26.03979,436.5754,309.8141,372.281,10.065063,36.37338,14.57786,9.948178,24.44844,0.1960268
119,2020-7-31 10,31.15437,309.8365,0.01769926,57.95679,6.131447,62.43141,0.2305425,0.6797466,922.4578,100.4812,173.3411,36.05406,438.7657,450.3454,541.1476,5.866201,28.42746,12.024677,8.169404,39.82054,0.1646472
120,2020-7-31 11,31.99016,312.9804,0.01722109,53.62036,5.780825,67.42782,0.86270637,0.5803836,1157.0007,100.4811,241.4352,52.03506,441.4346,623.2084,748.8637,4.695816,23.51365,12.795894,8.882633,57.54025,0.1522805
