0,1,2,3,4,5,6,7,8,9,10,11,12
28,2019-4-17 4,8,37,36,26,10,1.1,20.1,0,1006.5,0.4,154
29,2019-4-17 5,9,35,35,26,15,1.1,20.7,0,1007,0.5,163.7
30,2019-4-17 6,9,34,33,25,21,1.1,21.3,0,1007.4,0.6,173.3
31,2019-4-17 7,10,32,32,25,26,1,21.9,0,1007.9,0.7,183
32,2019-4-17 8,11,30,31,25,31,1,22.4,0,1008.3,0.8,192.7
33,2019-4-17 9,11,29,29,24,37,1,23,0,1008.8,0.9,202.3
34,2019-4-17 10,12,27,28,24,42,1,23.6,0,1009.2,1,212
35,2019-4-17 11,11,23,27,20,58,0.9,24.5,0,1009.1,1.1,265.1
36,2019-4-17 12,11,27,33,29,59,1,24.6,0,1008.8,1,260.6
37,2019-4-17 13,12,30,40,39,60,1,24.6,0,1008.6,1,256.1
38,2019-4-17 14,12,34,46,48,62,1.1,24.7,0,1008.3,0.9,251.6
39,2019-4-17 15,12,37,53,58,63,1.1,24.7,0,1008,0.8,247
40,2019-4-17 16,12,41,59,67,64,1.1,24.8,0,1007.8,0.7,242.5
41,2019-4-17 17,12,44,66,76,66,1.2,24.9,0,1007.5,0.7,238
42,2019-4-17 18,13,48,72,86,67,1.2,24.9,0,1007.2,0.6,233.5
43,2019-4-17 19,13,52,78,95,68,1.3,25,0,1007,0.5,229
44,2019-4-17 20,13,55,85,105,69,1.3,25,0,1006.7,0.4,224.5
45,2019-4-17 21,14,59,91,114,70,1.4,25.1,0,1006.4,0.3,219.9
46,2019-4-17 22,14,62,98,124,72,1.4,25.1,0,1006.2,0.3,215.4
47,2019-4-17 23,14,66,104,133,73,1.4,25.2,0,1005.9,0.2,210.9
48,2019-4-18 0,13,54,99,145,83,1.4,25,0,1005.8,0.6,275.5
49,2019-4-18 1,13,63,107,160,56,1.6,24.8,0,1005.6,0.4,211.4
50,2019-4-18 2,15,64,121,177,46,1.5,24.5,0,1005,0.5,269.2
51,2019-4-18 3,15,54,131,175,61,1.2,24.3,0,1004.2,0.8,298.9
52,2019-4-18 4,14,70,111,163,32,1.2,24,0,1003.7,0.7,309.2
53,2019-4-18 5,15,79,100,137,17,1.1,23.8,0,1003.7,1,269
54,2019-4-18 6,16,73,67,97,15,1,23.5,0,1004,1,294.7
55,2019-4-18 7,14,48,68,62,33,0.8,23.3,0,1004.4,1,259.9
56,2019-4-18 8,10,61,52,49,18,1.1,22.6,0,1004.9,1,200.8
57,2019-4-18 9,8,64,39,31,15,1.1,21.9,0,1005,1,254.3
58,2019-4-18 10,8,62,23,21,20,0.9,21.7,0,1005.3,1.1,219
59,2019-4-18 11,8,65,23,18,19,0.9,21.6,0,1005.3,1.3,195.6
60,2019-4-18 12,8,62,33,21,23,1,21.7,0,1004.9,1.1,184.2
61,2019-4-18 13,8,57,50,20,30,1,21.6,0,1004,1.3,146.1
62,2019-4-18 14,8,55,52,18,36,1,21.9,0,1002.8,1,139.1
63,2019-4-18 15,8,61,54,13,32,1.1,21.8,0,1001.8,0.9,140.6
64,2019-4-18 16,8,63,49,20,30,1,21.7,0,1001.1,1.2,117.1
65,2019-4-18 17,7,82,39,23,14,1.2,21.9,0,1000.9,0.9,139
66,2019-4-18 18,8,86,42,25,14,1.5,22.1,0,1001.2,1,134.1
67,2019-4-18 19,8,88,49,29,9,1.7,22.3,0,1001.5,1.1,166.8
68,2019-4-18 20,7,76,49,26,11,1.4,22.3,0,1001.8,1.2,180.8
69,2019-4-18 21,7,44,33,17,31,0.9,22,0,1002.4,2,183.8
70,2019-4-18 22,8,29,22,18,48,0.8,21.9,0,1002.9,2.2,180.7
71,2019-4-18 23,8,25,24,16,51,0.8,22.2,0,1003.2,1.8,182
72,2019-4-19 0,8,24,22,18,46,0.8,22.4,0,1002.8,1.4,187.3
73,2019-4-19 1,8,29,28,21,35,0.8,22.2,0,1002,1.5,133.9
74,2019-4-19 2,8,33,26,25,25,0.8,22.2,0,1001.4,0.8,122
75,2019-4-19 3,8,43,30,28,13,0.8,22.2,0,1001,1.2,22.9
76,2019-4-19 4,8,50,33,29,10,0.8,22.2,0,1000.3,1.3,96.4
77,2019-4-19 5,8,45,19,22,16,0.7,22.1,0,1000.2,1.1,206.9
78,2019-4-19 6,8,36,21,16,33,0.6,21.7,0,1000.7,0.8,282.9
79,2019-4-19 7,8,36,11,12,45,0.6,21.3,0,1000.7,1.7,228.1
80,2019-4-19 8,8,35,14,10,55,0.7,21.2,0,1001,2.3,153.4
81,2019-4-19 9,7,26,17,6,76,0.7,20.8,0,1001.5,2.2,173.9
82,2019-4-19 10,7,28,10,4,66,0.6,20.7,0,1002.4,3.1,182.7
83,2019-4-19 11,7,30,4,1,68,0.6,20.2,0,1002.4,1.9,222.8
84,2019-4-19 12,8,43,9,4,62,0.7,19.9,0,1002.7,1.9,193.9
85,2019-4-19 13,7,31,14,5,70,0.7,20.2,0,1002,1.6,189.6
86,2019-4-19 14,7,26,15,2,79,0.6,20.6,0,1001.7,2,190.2
87,2019-4-19 15,7,24,9,2,84,0.7,20.9,0,1000.9,1.3,202
88,2019-4-19 16,7,28,16,5,78,0.7,20.9,0,1000.3,0.9,236.5
89,2019-4-19 17,7,26,13,6,78,0.7,20.8,0,1000,0.8,246.8
90,2019-4-19 18,7,38,18,10,62,0.9,20.9,0,999.8,0.6,234.5
91,2019-4-19 19,7,43,32,52,54,1.2,21,0,1000.5,0.6,193.7
92,2019-4-19 20,7,50,39,33,43,1.3,21.2,0,1001.2,0.5,271.4
93,2019-4-19 21,7,46,37,24,42,1,21.2,0,1002.1,0.7,279.5
94,2019-4-19 22,7,36,24,15,51,0.8,21.2,0,1002.7,0.8,158.7
95,2019-4-19 23,8,62,25,18,20,1,21.3,0,1003.1,0.4,20.5
96,2019-4-20 0,8,51,30,27,21,0.8,20.9,0,1003.4,0.9,52.4
97,2019-4-20 1,10,34,28,27,38,0.8,20.7,0,1003.3,0.5,57
98,2019-4-20 2,10,35,29,29,33,0.8,20.8,0,1002.4,0.7,244.4
99,2019-4-20 3,9,40,29,27,17,0.9,20.7,0,1001.5,0.4,302.2
100,2019-4-20 4,9,40,28,31,15,0.9,20.8,0,1001.1,0.4,131
101,2019-4-20 5,8,39,34,33,16,0.9,20.7,0,1000.8,0.6,140.2
102,2019-4-20 6,8,27,18,20,32,0.7,20.6,0,1001.2,0.4,123.1
103,2019-4-20 7,8,48,21,24,11,0.9,20.7,0,1001.8,0.4,353.1
104,2019-4-20 8,8,50,33,24,8,1.2,20.8,0,1001.8,0.8,166.4
105,2019-4-20 9,8,39,32,14,31,1,21.2,0,1001.6,1.9,131.1
106,2019-4-20 10,8,27,11,4,83,0.6,21,0,1002.1,1.7,71.5
107,2019-4-20 11,7,40,7,5,65,0.8,20.5,0,1001.7,1.1,48.5
108,2019-4-20 12,7,49,19,8,51,0.9,20.5,0,1001.7,1.3,159.3
109,2019-4-20 13,7,40,30,9,52,1,20.6,0,1002,1.2,181.3
110,2019-4-20 14,7,27,24,4,68,0.8,20.9,0,1000.3,1.4,192.2
111,2019-4-20 15,7,19,12,2,80,0.7,23,0,999,1.8,208.2
112,2019-4-20 16,7,17,12,4,86,0.6,24.2,0,999.2,1.3,268.9
113,2019-4-20 17,7,28,22,9,77,0.7,24.3,0,999.2,1,304.4
114,2019-4-20 18,8,41,27,19,62,0.8,24.1,0,999.6,0.9,324.3
115,2019-4-20 19,8,43,32,26,58,0.9,23.8,0,1000.3,0.6,289.1
116,2019-4-20 20,8,63,38,32,31,1.4,23.6,0,1000.8,0.4,16.4
117,2019-4-20 21,8,77,48,34,12,1.9,23.4,0,1001.4,0.4,97.3
118,2019-4-20 22,8,77,57,33,6,1.9,23.4,0,1002.1,0.3,27.3
119,2019-4-20 23,9,74,64,36,4,1.8,23,0,1002.6,0.5,339.9
120,2019-4-21 0,9,71,65,42,5,2.2,23,0,1002.7,0.4,153.4
121,2019-4-21 1,8,63,74,46,5,2.4,22.8,0,1002.4,0.5,170.3
122,2019-4-21 2,8,54,62,46,4,2,22.7,0,1001.8,0.4,169.1
123,2019-4-21 3,8,48,54,39,4,1.6,22.6,0,1001.2,0.7,185.9
124,2019-4-21 4,8,45,47,33,5,1.2,22.4,0,1000.8,0.8,169.8
125,2019-4-21 5,8,37,32,28,11,0.9,22.3,0,1000.8,1,180.8
126,2019-4-21 6,8,38,26,33,9,0.8,22.4,0,1001.3,0.7,191.2
127,2019-4-21 7,10,41,33,47,9,0.9,22.2,0,1001.9,0.7,168.3
128,2019-4-21 8,10,41,44,52,16,0.9,22.4,0,1002.5,0.6,172.9
129,2019-4-21 9,10,39,43,41,25,1,22.6,0,1002.7,0.7,169.5
130,2019-4-21 10,9,41,50,34,27,1,22.5,0,1003.2,0.6,158.7
131,2019-4-21 11,9,40,31,26,31,1,22.4,0,1003.4,0.8,184.7
132,2019-4-21 12,9,46,36,22,29,0.9,22.8,0,1003.1,1.2,192.8
133,2019-4-21 13,8,42,49,22,26,0.9,23.1,0,1002.6,0.8,196.8
134,2019-4-21 14,8,43,51,21,24,1,23.9,0,1002.1,0.6,157.6
135,2019-4-21 15,8,47,50,22,19,1.2,24.3,0,1001.5,0.6,247.6
136,2019-4-21 16,8,45,42,21,21,1.1,24.7,0,1000.7,0.5,237.3
137,2019-4-21 17,8,56,48,24,16,1.3,25.5,0,1000.3,0.4,168.7
138,2019-4-21 18,8,58,53,22,8,1.3,24.9,0,1000.2,0.7,262.3
139,2019-4-21 19,8,58,54,22,5,1.6,24.5,0,1000.7,0.8,194.9
140,2019-4-21 20,8,56,59,24,5,1.5,24.2,0,1001.1,0.8,171.6
141,2019-4-21 21,8,51,48,21,5,1.3,24,0,1001.9,0.9,203.8
142,2019-4-21 22,8,50,38,23,5,1.3,24.1,0,1002.7,1.3,181.3
143,2019-4-21 23,8,47,38,27,6,1,24.3,0,1003.5,1.1,179.1
144,2019-4-22 0,9,48,45,29,4,1.3,24.2,0,1003.5,0.7,160.5
145,2019-4-22 1,9,46,44,26,4,1.2,24.1,0,1002.9,1.1,154.4
146,2019-4-22 2,8,44,40,28,4,1.2,23.8,0,1002.4,0.8,129.5
147,2019-4-22 3,8,44,40,29,4,1.1,23.7,0,1001.8,1,137.9
148,2019-4-22 4,8,43,37,26,4,0.9,23.6,0,1001.4,1.2,56.3
149,2019-4-22 5,8,41,35,22,4,0.8,23.5,0,1001.4,0.7,156.5
150,2019-4-22 6,8,40,28,20,4,0.9,23.5,0,1001.4,1,194.8
151,2019-4-22 7,8,39,30,23,4,1.1,23.5,0,1002,1.1,143.2
152,2019-4-22 8,8,41,36,25,5,1.9,23.4,0,1002.4,0.8,176.6
153,2019-4-22 9,8,42,44,24,5,2.1,23.5,0,1002.7,0.9,179.8
154,2019-4-22 10,8,43,71,26,6,2,23.9,0,1003,0.6,167.3
155,2019-4-22 11,8,48,52,31,5,2,25.2,0,1003.5,0.6,131.8
156,2019-4-22 12,8,48,59,34,5,2,25.1,0,1003.5,0.8,123.3
157,2019-4-22 13,8,50,84,33,5,2.2,25.2,0,1003.2,0.7,81
158,2019-4-22 14,8,44,66,21,21,1.5,24.8,0,1002.7,2,161.6
159,2019-4-22 15,7,21,18,14,65,0.7,22.5,0,1002.4,2.7,188
160,2019-4-22 16,7,27,2,8,67,0.7,21.6,0,1002,2.6,230.7
161,2019-4-22 17,7,30,2,1,65,0.9,21.7,0,1001.6,1.1,201
162,2019-4-22 18,7,33,15,6,62,1,22.9,0,1001.8,1.5,183.7
163,2019-4-22 19,7,30,20,7,60,1,23,0,1002.8,2,192.6
164,2019-4-22 20,7,29,24,10,55,0.9,22.7,0,1003.7,2,183.2
165,2019-4-22 21,7,27,16,7,62,0.9,22.9,0,1004.1,1.1,171.4
166,2019-4-22 22,7,29,14,9,60,1,23.3,0,1004.6,1,187
167,2019-4-22 23,7,35,19,12,48,1.1,23.3,0,1005.1,0.5,162.6
168,2019-4-23 0,7,32,25,12,47,1,23.4,0,1005.3,0.6,189.1
169,2019-4-23 1,7,31,18,14,42,0.9,23.2,0,1004.6,1.2,181.3
170,2019-4-23 2,8,27,25,15,42,0.8,23.1,0,1004.2,1.1,187.8
171,2019-4-23 3,8,29,24,19,32,0.8,23,0,1003.9,0.7,183.4
172,2019-4-23 4,8,29,24,24,31,0.8,23.1,0,1003.9,0.9,182
173,2019-4-23 5,8,30,24,23,27,0.8,23.2,0,1004.2,0.5,181.9
174,2019-4-23 6,8,34,26,21,18,0.9,23.2,0,1004.4,0.4,210.3
175,2019-4-23 7,9,44,18,21,12,0.9,23,0,1004.4,0.3,287.5
176,2019-4-23 8,9,53,30,26,6,1.5,23.4,0,1004.6,0.3,104.4
177,2019-4-23 9,10,57,36,30,7,2.2,24.3,0,1005,0.4,53
178,2019-4-23 10,11,56,48,31,8,1.5,25.1,0,1005.6,0.4,93.9
179,2019-4-23 11,11,56,69,48,13,1.1,26.3,0,1005.8,0.4,132.6
180,2019-4-23 12,10,62,74,59,24,1.2,27.7,0,1005.5,0.7,128
181,2019-4-23 13,10,59,93,61,54,1,29.2,0,1004.7,0.8,8.8
182,2019-4-23 14,10,46,101,51,86,0.7,30.1,0,1003.7,0.9,306.5
183,2019-4-23 15,11,41,72,46,98,0.8,31.2,0,1003.2,0.7,278.7
184,2019-4-23 16,10,32,61,25,90,0.6,31.2,0,1002.7,1.2,316.5
185,2019-4-23 17,12,24,44,13,85,0.5,31,0,1002.2,1.8,309.9
186,2019-4-23 18,10,32,35,15,73,0.9,31,0,1002.3,0.7,283.6
187,2019-4-23 19,10,66,49,20,42,2.1,30.6,0,1002.1,0.5,252.1
188,2019-4-23 20,10,90,97,40,9,3.5,28.9,0,1002.4,0.7,149.4
189,2019-4-23 21,10,77,118,53,5,4.9,28.1,0,1003.1,0.8,166.3
190,2019-4-23 22,9,68,120,37,4,3.1,27.7,0,1003.9,0.5,169.1
191,2019-4-23 23,9,61,76,32,5,2.3,27.5,0,1004.5,0.7,179.3
192,2019-4-24 0,10,51,49,12,5,0.9,27.8,0,1004.3,1,323.7
193,2019-4-24 1,10,50,31,10,4,0.7,27.4,0,1003.8,0.7,278.9
194,2019-4-24 2,10,48,36,10,5,0.7,26.8,0,1003.1,0.9,279.8
195,2019-4-24 3,10,41,30,8,6,0.5,26.5,0,1002.9,0.9,295.7
196,2019-4-24 4,10,40,25,8,5,0.5,26.3,0,1002.5,0.6,307
197,2019-4-24 5,10,39,31,9,6,0.5,26,0,1002.4,0.8,277.1
198,2019-4-24 6,10,36,24,10,8,0.5,25.8,0,1002.8,0.6,293.9
199,2019-4-24 7,10,38,28,12,7,0.6,25.6,0,1003.6,0.7,330.6
200,2019-4-24 8,11,39,30,18,7,0.8,25.8,0,1004.8,0.6,355.9
201,2019-4-24 9,13,40,40,31,12,0.8,26.2,0,1005.6,0.8,353.4
202,2019-4-24 10,14,37,52,45,19,0.7,27.1,0,1005.8,1,284.1
203,2019-4-24 11,14,33,50,44,28,0.6,28.5,0,1005.6,0.8,260.7
204,2019-4-24 12,13,30,53,46,42,0.5,28.7,0,1005.4,0.9,347.2
205,2019-4-24 13,12,26,57,49,64,0.5,29.9,0,1004.6,0.9,317
206,2019-4-24 14,12,23,61,52,95,0.5,30.6,0,1003.9,0.9,321.1
207,2019-4-24 15,10,27,59,50,111,0.6,30.3,0,1003.1,1.3,320.2
208,2019-4-24 16,9,26,53,36,111,0.5,30.4,0,1002.4,1.4,315.6
209,2019-4-24 17,10,29,63,33,97,0.6,30.9,0,1002,0.7,345
210,2019-4-24 18,11,26,114,31,110,0.7,30.8,0,1001.6,1,321.4
211,2019-4-24 19,10,34,60,34,100,0.9,30.3,0,1001.6,0.7,312.6
212,2019-4-24 20,10,36,71,43,91,1.1,29.6,0,1001.7,1,254.6
213,2019-4-24 21,10,35,80,44,53,1.3,29.2,0,1002.1,0.8,242.8
214,2019-4-24 22,10,32,68,27,36,0.7,28.7,0,1002.7,1.1,283.5
215,2019-4-24 23,10,32,60,24,18,0.6,28.2,0,1003.2,0.9,311.9
216,2019-4-25 0,10,25,36,16,14,0.5,27.7,0,1003.3,1.1,347.2
217,2019-4-25 1,9,19,28,12,17,0.4,27.3,0,1003,1.4,336.4
218,2019-4-25 2,10,20,29,11,15,0.4,26.8,0,1002.6,1.5,308.8
219,2019-4-25 3,10,19,27,11,14,0.4,26.3,0,1002.4,1.5,296.4
220,2019-4-25 4,10,17,35,12,15,0.4,26.1,0,1002.5,1.1,324.4
221,2019-4-25 5,10,19,31,13,13,0.4,25.9,0,1002,1.2,257.4
222,2019-4-25 6,11,19,29,15,13,0.4,26,0,1002.2,0.9,296.9
223,2019-4-25 7,14,23,34,21,8,0.5,26,0,1002.7,0.9,326.2
224,2019-4-25 8,13,22,43,23,10,0.7,26.2,0,1003.6,0.8,2.9
225,2019-4-25 9,16,21,41,29,16,0.6,26.6,0,1004.4,1,351.9
226,2019-4-25 10,17,20,53,44,26,0.6,27.4,0,1004.9,1,6.3
227,2019-4-25 11,16,26,48,39,49,0.5,28.7,0,1005.3,1.6,355.5
228,2019-4-25 12,13,21,62,40,63,0.4,29.6,0,1005.2,1.6,2.3
229,2019-4-25 13,11,16,70,46,82,0.4,30.3,0,1004.6,1.5,13.7
230,2019-4-25 14,12,15,77,49,108,0.4,30.9,0,1003.9,1.3,317.1
231,2019-4-25 15,11,15,62,46,122,0.4,31.4,0,1003,1.8,315
232,2019-4-25 16,11,14,65,47,128,0.4,32,0,1002.4,1.7,310
233,2019-4-25 17,11,12,54,54,124,0.4,31.6,0,1002,1.7,306.7
234,2019-4-25 18,11,24,57,53,112,0.5,31.6,0,1002,1.2,303.6
235,2019-4-25 19,11,28,43,49,94,0.8,31.1,0,1002,1.1,288.7
236,2019-4-25 20,10,36,49,48,75,0.8,30.6,0,1002.6,1,246.5
237,2019-4-25 21,8,41,72,48,46,1.2,29.9,0,1003,1.1,154.8
238,2019-4-25 22,8,40,66,36,37,1.1,29.3,0,1003.7,1.2,170.3
239,2019-4-25 23,8,34,73,35,36,1,28.8,0,1003.8,1.1,180.8
240,2019-4-26 0,7,26,69,29,50,0.7,28.1,0,1004.2,2.4,195
241,2019-4-26 1,7,18,45,19,65,0.6,27.5,0,1003.5,0.9,210.8
242,2019-4-26 2,7,21,29,16,64,0.6,27.1,0,1003.2,0.8,165.1
243,2019-4-26 3,8,24,29,22,51,0.7,26.8,0,1002.7,0.5,175.7
244,2019-4-26 4,8,26,43,22,42,0.6,26,0,1002.8,1.8,192.1
245,2019-4-26 5,8,21,34,17,54,0.5,25.5,0,1003.1,1.7,183
246,2019-4-26 6,8,19,21,18,57,0.5,25.5,0,1003.8,1,170.4
247,2019-4-26 7,8,25,30,20,51,0.6,25.6,0,1004.3,1.2,176
248,2019-4-26 8,8,28,29,22,50,0.8,26,0,1004.9,1,183.2
249,2019-4-26 9,9,30,36,26,51,0.9,26.5,0,1005.5,0.9,182.4
250,2019-4-26 10,11,43,43,31,38,0.9,27.1,0,1006.3,0.9,251
251,2019-4-26 11,12,59,64,39,21,1.1,27.4,0,1006.6,0.5,65.2
252,2019-4-26 12,11,65,84,43,14,1.3,26.6,0,1006.1,1,149.9
253,2019-4-26 13,10,47,83,46,40,0.9,28,0,1005.5,1.4,231.3
254,2019-4-26 14,9,34,71,39,59,0.7,28.3,0,1005.2,2,253.5
255,2019-4-26 15,8,23,46,30,103,0.6,28.9,0,1004,1.5,241.8
256,2019-4-26 16,8,20,32,25,132,0.6,30.2,0,1003.1,1.1,319.8
257,2019-4-26 17,8,24,38,23,134,0.6,30.6,0,1002.8,0.9,344.2
258,2019-4-26 18,9,27,37,22,120,0.7,30.4,0,1003.1,0.9,310.5
259,2019-4-26 19,8,24,40,21,93,0.8,29,0,1003.4,3,189.9
260,2019-4-26 20,9,29,41,23,72,0.8,28.4,0,1003.7,2.5,197.1
261,2019-4-26 21,10,29,34,19,62,0.8,28.2,0,1005,1.7,184.4
262,2019-4-26 22,8,13,36,4,94,0.6,25.6,0,1006.1,3.5,134.4
263,2019-4-26 23,7,9,21,4,103,0.5,22.6,0,1007,2.9,253.7
264,2019-4-27 0,7,11,2,3,96,0.5,21.2,0,1007.8,2,184
265,2019-4-27 1,7,12,6,2,89,0.5,21.5,0,1007.9,1.5,220.6
266,2019-4-27 2,7,13,5,2,83,0.5,21.5,0,1007.2,1.9,170.3
267,2019-4-27 3,8,11,8,2,85,0.5,22,0,1006.5,2.2,188.1
268,2019-4-27 4,8,11,10,6,82,0.5,22,0,1006.2,2,192.5
269,2019-4-27 5,8,12,11,9,77,0.5,22.1,0,1006.4,1.2,178.1
270,2019-4-27 6,8,15,14,11,68,0.5,22.2,0,1006.7,0.8,240.5
271,2019-4-27 7,8,27,12,12,52,0.6,22.1,0,1007.3,0.7,9.5
272,2019-4-27 8,16,33,17,12,47,0.7,22.4,0,1008.1,1.1,48.5
273,2019-4-27 9,13,34,22,13,46,0.8,22.8,0,1008.3,0.7,247
274,2019-4-27 10,9,33,22,7,44,0.8,21.9,0,1008.8,1.8,143
275,2019-4-27 11,8,19,8,1,58,0.6,21.3,0,1009,1.7,205.9
276,2019-4-27 12,8,21,7,1,55,0.6,21.1,0,1008.3,1.4,215.9
277,2019-4-27 13,8,19,1,1,59,0.6,20.8,0,1008.4,1.3,222.4
278,2019-4-27 14,7,18,10,0,57,0.6,20.8,0,1007.8,1.4,191.3
279,2019-4-27 15,7,21,3,0,51,0.6,20.8,0,1007.4,1.8,194.5
280,2019-4-27 16,9,23,6,0,51,0.6,20.9,0,1006.6,1.8,188.5
281,2019-4-27 17,8,24,9,0,53,0.6,21.2,0,1005.1,3.4,193.5
282,2019-4-27 18,8,23,10,1,55,0.7,21.6,0,1005.6,1.9,191.7
283,2019-4-27 19,8,23,18,5,52,0.8,21.6,0,1005.8,1.4,189.3
284,2019-4-27 20,8,33,13,9,41,0.8,21.7,0,1006.7,0.6,12.8
285,2019-4-27 21,9,48,24,18,22,0.8,21.7,0,1006.9,0.8,347.4
286,2019-4-27 22,10,44,23,25,24,0.8,21.9,0,1007.5,0.3,94.8
287,2019-4-27 23,9,39,27,24,26,0.8,22.1,0,1008,0.5,179.1
288,2019-4-28 0,10,42,27,24,16,0.8,22,0,1008.4,1.2,250.1
289,2019-4-28 1,11,36,25,32,22,0.7,21.8,0,1008.5,1.3,235.1
290,2019-4-28 2,9,34,23,31,19,0.7,21.7,0,1007.9,1.1,162.1
291,2019-4-28 3,9,24,19,28,31,0.6,21.8,0,1007.5,1.2,188.7
292,2019-4-28 4,10,29,16,27,26,0.6,21.9,0,1007.2,1.6,187.1
293,2019-4-28 5,12,27,23,23,29,0.5,21.7,0,1007.3,1.8,187.7
294,2019-4-28 6,11,22,16,19,33,0.6,21.7,0,1007.8,0.8,194.8
295,2019-4-28 7,11,26,17,15,29,0.6,21.7,0,1008.2,0.9,177.1
296,2019-4-28 8,11,40,19,15,19,0.9,22,0,1008.7,0.5,168.8
297,2019-4-28 9,9,44,14,17,15,1.2,22,0,1009.2,0.8,337.1
298,2019-4-28 10,10,45,23,20,17,1.2,22.5,0,1009.5,0.6,134
299,2019-4-28 11,9,40,32,17,30,1,23.3,0,1009.4,1,184.7
300,2019-4-28 12,8,42,29,17,24,0.9,22.7,0,1009,1.2,49
301,2019-4-28 13,8,39,35,16,27,1,21.9,0,1008.3,1.1,202.6
302,2019-4-28 14,8,30,28,10,32,0.8,22.7,0,1007.6,0.7,172
303,2019-4-28 15,8,31,25,10,35,1,23.8,0,1006.7,0.6,168.5
304,2019-4-28 16,8,26,27,13,43,0.9,24.7,0,1005.7,1,189.4
305,2019-4-28 17,8,20,32,17,54,0.7,24.9,0,1005.1,0.9,187
306,2019-4-28 18,8,31,32,24,50,1,25.1,0,1005,0.7,170.2
307,2019-4-28 19,8,43,52,27,35,1.3,24.8,0,1005.2,0.6,177.4
308,2019-4-28 20,8,66,65,27,6,1.4,24.1,0,1005.9,0.6,10.2
309,2019-4-28 21,8,64,62,29,5,1.7,23.9,0,1006.4,0.6,292.5
310,2019-4-28 22,8,62,54,29,5,1.7,23.9,0,1006.9,0.4,14.6
311,2019-4-28 23,10,62,80,37,4,1.8,23.7,0,1007.3,0.5,346.2
312,2019-4-29 0,9,60,88,41,4,1.7,23.7,0,1007.3,0.3,221.3
313,2019-4-29 1,9,56,76,44,4,1.9,23.7,0,1006.6,0.5,142.3
314,2019-4-29 2,9,53,74,44,4,2,23.8,0,1006.2,0.3,194.6
315,2019-4-29 3,9,48,69,43,4,2.1,23.8,0,1005.7,0.6,160.5
316,2019-4-29 4,9,42,68,44,4,2,23.8,0,1005.5,0.5,194.4
317,2019-4-29 5,9,37,61,40,4,1.6,23.6,0,1005.3,0.7,183.4
318,2019-4-29 6,10,38,49,40,4,1.4,23.6,0,1005.3,0.9,167.9
319,2019-4-29 7,10,43,46,31,4,1.2,23.6,0,1005.7,0.6,206.2
320,2019-4-29 8,10,47,44,26,6,1,24.1,0,1006.2,0.9,200.4
321,2019-4-29 9,10,50,47,33,6,1.4,24.5,0,1006.9,0.9,208.2
322,2019-4-29 10,10,45,47,34,12,0.9,24.2,0,1007.2,0.9,211.4
323,2019-4-29 11,10,38,37,35,24,0.9,25.4,0,1006.8,0.8,221.7
324,2019-4-29 12,10,37,43,40,39,0.8,26.6,0,1006.1,0.9,225.8
