0,1,2,3,4,5,6,7,8,9,10,11,12
105,2019-4-20 9,9,61,38,35,14,0.6,24.5,84,1005,1.5,100.7
106,2019-4-20 10,11,69,38,21,3,0.7,24.5,87,1005.1,1.2,74.7
107,2019-4-20 11,10,70,43,31,1,0.8,24.5,88,1005.3,1.6,324.2
108,2019-4-20 12,4,51,26,27,36,0.7,22.2,92,1005.3,1.5,324.6
109,2019-4-20 13,3,61,5,6,28,0.7,22.1,94,1005,1.1,102.8
110,2019-4-20 14,3,73,10,6,22,0.7,22.5,94,1003.9,1,144.1
111,2019-4-20 15,4,64,23,8,38,0.8,23.2,90,1003,1.4,104.9
112,2019-4-20 16,6,54,63,16,52,0.7,25,80,1002.9,0.8,263.8
113,2019-4-20 17,5,68,37,16,36,0.7,24.2,84,1003.5,1.3,93.3
114,2019-4-20 18,5,77,22,19,17,0.7,23.6,89,1004.3,1.1,94.2
115,2019-4-20 19,4,66,23,17,29,0.7,23.2,90,1004.5,1.4,111.4
116,2019-4-20 20,6,57,13,9,32,0.7,23.2,89,1005,1.1,109.7
117,2019-4-20 21,7,77,22,10,8,0.7,23,90,1005.7,0.8,53.6
118,2019-4-20 22,6,71,21,17,12,0.7,23.1,90,1006.1,0.8,101.9
119,2019-4-20 23,5,57,24,21,16,0.7,23.2,90,1006.4,0.4,319.6
120,2019-4-21 0,4,63,24,20,4,0.7,23.1,92,1006.1,0.5,74.6
121,2019-4-21 1,4,69,21,21,0,0.8,22.9,93,1005.6,0.6,40.8
122,2019-4-21 2,4,67,32,24,0,0.7,22.8,93,1004.9,0.6,36.5
123,2019-4-21 3,4,74,25,21,0,0.7,22.8,94,1004.4,0.8,52.5
124,2019-4-21 4,4,75,30,19,0,0.8,22.8,94,1004.5,0.8,48.5
125,2019-4-21 5,5,66,45,27,0,1,22.8,94,1004.9,0.9,61
126,2019-4-21 6,6,61,52,38,0,1,22.9,94,1005.5,0.9,70.1
127,2019-4-21 7,6,61,52,47,1,1.1,23.2,93,1006.2,0.9,32.8
128,2019-4-21 8,6,67,51,46,3,1.1,24,90,1006.5,0.9,73.7
129,2019-4-21 9,10,74,50,47,11,0.9,25.4,86,1006.7,1.3,112
130,2019-4-21 10,6,68,57,41,15,0.8,27,82,1006.8,0.6,132.8
131,2019-4-21 11,5,56,50,39,20,0.7,27.8,81,1006.5,0.9,218.6
132,2019-4-21 12,4,54,63,32,7,0.7,27.2,86,1005.9,1,74.7
133,2019-4-21 13,4,46,76,22,10,0.6,27.1,88,1005.4,0.9,86.7
134,2019-4-21 14,8,33,32,24,29,0.6,28.8,80,1004.8,1.2,233.9
135,2019-4-21 15,6,20,32,22,42,0.5,29,78,1004.1,2.2,237.6
136,2019-4-21 16,4,24,41,13,31,0.5,28,84,1003.5,2,241.9
137,2019-4-21 17,3,13,34,17,90,0.5,24.6,89,1004.2,1.5,304.7
138,2019-4-21 18,2,38,20,20,50,0.7,24.8,90,1004.4,0.4,30.7
139,2019-4-21 19,2,63,41,21,6,0.7,25.6,92,1005,0.6,29.9
140,2019-4-21 20,2,37,64,24,8,0.6,26.5,91,1005.6,0.9,82.9
141,2019-4-21 21,3,54,28,17,0,0.7,25.6,92,1006.3,0.8,59.9
142,2019-4-21 22,3,52,31,18,0,0.7,25.4,94,1007.3,0.8,20.4
143,2019-4-21 23,2,45,33,22,0,0.5,25.3,94,1007.5,0.7,36.7
144,2019-4-22 0,1,44,17,22,0,0.6,25.2,95,1006.9,0.6,72.7
145,2019-4-22 1,2,41,29,18,0,0.6,25.2,95,1006.4,0.7,72.3
146,2019-4-22 2,3,40,32,22,0,0.5,25.1,95,1005.8,0.5,86.8
147,2019-4-22 3,4,39,30,14,0,0.5,25.1,95,1005.4,0.4,62.2
148,2019-4-22 4,5,39,30,22,0,0.5,25.2,95,1005.3,0.8,81.3
149,2019-4-22 5,5,38,40,20,0,0.5,25.4,94,1005.5,0.8,298.1
150,2019-4-22 6,4,31,28,21,4,0.5,25.6,94,1005.9,0.7,47
151,2019-4-22 7,3,24,28,17,13,0.6,26.3,91,1006.4,1,287.7
152,2019-4-22 8,4,22,23,13,23,0.7,27.6,82,1006.8,1.7,249.1
153,2019-4-22 9,10,22,24,17,35,0.6,28.3,77,1007.4,2.9,225.7
154,2019-4-22 10,13,24,35,14,48,0.6,29.1,73,1007.7,2,231.1
155,2019-4-22 11,8,21,40,20,57,0.6,29.2,72,1007.8,2.8,234.8
156,2019-4-22 12,4,15,29,11,84,0.5,29.9,68,1007.3,2.5,241.5
157,2019-4-22 13,3,13,40,20,86,0.5,30.1,68,1006.4,2.1,243.7
158,2019-4-22 14,3,17,29,15,69,0.5,30,68,1005.5,2.1,231.6
159,2019-4-22 15,3,18,29,17,67,0.5,30.2,68,1005.3,1.8,239.5
160,2019-4-22 16,1,23,30,14,56,0.5,30.2,67,1005.5,1.8,249.4
161,2019-4-22 17,1,23,31,12,47,0.5,29.6,69,1006,1.4,72.2
162,2019-4-22 18,2,40,39,17,40,0.6,27.2,76,1006.8,2.2,66.5
163,2019-4-22 19,2,66,37,11,16,0.7,25.9,82,1007.2,1.2,44.3
164,2019-4-22 20,2,52,44,11,5,0.6,26.9,83,1007.5,1,80.9
165,2019-4-22 21,0,38,44,17,3,0.5,26.9,85,1008.2,0.7,45.7
166,2019-4-22 22,1,41,32,16,0,0.6,26.5,87,1008.8,0.5,34.3
167,2019-4-22 23,0,28,23,14,9,0.5,26.6,83,1008.8,1,272.6
168,2019-4-23 0,0,30,17,12,4,0.5,26.5,84,1008.4,0.8,310.9
169,2019-4-23 1,1,39,26,9,0,0.5,25.9,87,1007.8,0.5,33.5
170,2019-4-23 2,0,33,40,17,0,0.5,25.6,90,1007.7,0.4,61.3
171,2019-4-23 3,0,32,35,17,0,0.5,25.2,92,1007.4,0.5,69.4
172,2019-4-23 4,3,35,35,16,0,0.5,25,94,1007.8,0.7,32.4
173,2019-4-23 5,5,34,39,22,0,0.6,24.9,95,1008.4,0.7,28.2
174,2019-4-23 6,1,33,35,25,0,0.6,24.8,95,1008.7,0.8,37.2
175,2019-4-23 7,3,40,55,15,1,0.8,25.4,94,1008.9,0.7,64.1
176,2019-4-23 8,6,36,36,37,10,0.8,27.7,81,1009.2,1.2,76.4
177,2019-4-23 9,6,27,35,28,31,0.6,29,72,1009.5,1.6,220.4
178,2019-4-23 10,8,24,36,18,48,0.5,30.4,66,1009.7,1.6,237.3
179,2019-4-23 11,9,17,34,17,67,0.4,31.1,62,1009.4,2,236.1
180,2019-4-23 12,7,16,31,14,76,0.4,31.6,60,1008.5,2,246.4
181,2019-4-23 13,6,14,28,10,79,0.4,31.9,59,1007.6,1.6,239
182,2019-4-23 14,5,14,26,13,76,0.4,32.2,59,1007,2,235.6
183,2019-4-23 15,5,14,30,12,73,0.4,32.4,58,1006.5,1.9,239.3
184,2019-4-23 16,4,17,35,10,64,0.6,31.9,60,1006.1,2.1,226.5
185,2019-4-23 17,4,20,40,16,51,0.6,31.4,62,1006.1,2,233
186,2019-4-23 18,5,24,44,14,34,0.6,30.5,65,1006.6,1.3,278
187,2019-4-23 19,4,26,36,16,26,0.6,29.4,70,1006.9,1.6,256.6
188,2019-4-23 20,11,30,37,15,16,0.6,28.7,74,1007.3,2,239
189,2019-4-23 21,14,29,37,15,15,0.6,28.2,77,1007.9,2,247.2
190,2019-4-23 22,13,27,49,16,15,0.6,27.7,80,1008.4,1.6,239.6
191,2019-4-23 23,12,26,33,22,15,0.6,27.3,81,1008.3,1.2,270.4
192,2019-4-24 0,8,24,36,20,15,0.6,26.9,83,1008,0.9,275.5
193,2019-4-24 1,6,24,36,15,15,0.6,26.9,82,1007.5,1.3,235.1
194,2019-4-24 2,4,27,29,14,11,0.6,26.8,83,1007,1.6,236.7
195,2019-4-24 3,6,24,29,15,12,0.5,26.4,85,1006.3,0.9,353.3
196,2019-4-24 4,4,22,24,13,14,0.5,26.3,86,1006.3,1.2,285.1
197,2019-4-24 5,6,22,28,14,15,0.5,26.4,84,1006.8,1.6,237.5
198,2019-4-24 6,6,24,25,14,13,0.6,26.4,84,1007.5,1.3,233.6
199,2019-4-24 7,4,22,22,19,19,0.6,27,81,1008.4,1.6,224.7
200,2019-4-24 8,11,24,26,18,21,0.6,28,76,1009.4,1.5,232.7
201,2019-4-24 9,4,17,28,14,36,0.5,28.8,71,1009.9,1.3,249.3
202,2019-4-24 10,3,14,26,13,53,0.5,30.2,64,1009.7,1.5,249.3
203,2019-4-24 11,7,21,42,13,81,0.6,31,61,1009.2,1.1,236.9
204,2019-4-24 12,4,17,49,19,111,0.5,31.2,60,1008.4,1.4,208.9
205,2019-4-24 13,3,12,37,22,103,0.5,31.9,57,1007.6,1.4,264.1
206,2019-4-24 14,2,11,30,17,94,0.4,32.2,56,1006.7,1.7,240.8
207,2019-4-24 15,2,13,32,14,91,0.4,32.4,55,1006.1,1.5,218.9
208,2019-4-24 16,2,14,27,15,78,0.5,31.6,58,1006,1.7,230.1
209,2019-4-24 17,2,15,22,16,66,0.6,30.8,62,1006,1.9,241.2
210,2019-4-24 18,1,16,16,16,53,0.6,30,66,1006,2,252.4
211,2019-4-24 19,1,17,11,17,40,0.7,29.2,69,1005.9,2.2,263.6
212,2019-4-24 20,3,18,11,20,33,0.7,28.6,72,1006.4,1.8,251.4
213,2019-4-24 21,6,19,23,17,30,0.7,28.1,73,1006.7,2.3,253.9
214,2019-4-24 22,9,22,40,22,26,0.7,27.7,76,1007.1,2.2,239.6
215,2019-4-24 23,12,23,30,18,25,0.8,27.4,76,1007.1,2.1,233.5
216,2019-4-25 0,12,21,39,19,29,0.9,27.2,79,1006.7,1.8,231.7
217,2019-4-25 1,8,18,29,15,30,0.7,27.1,80,1006.2,1.8,237.9
218,2019-4-25 2,4,17,24,17,28,0.7,27,81,1006.3,1,243.6
219,2019-4-25 3,6,25,30,17,16,0.7,26.5,84,1006.4,0.6,275.4
220,2019-4-25 4,5,28,32,21,11,0.6,26.6,84,1006.4,0.9,267.6
221,2019-4-25 5,16,36,27,17,10,0.6,26.9,79,1006.3,1.4,262.7
222,2019-4-25 6,9,26,26,17,20,0.7,27,78,1006.4,1.8,243.8
223,2019-4-25 7,14,28,28,21,22,0.7,27.8,74,1007.2,2.1,235.2
224,2019-4-25 8,10,25,32,27,32,0.8,28.9,68,1008,2,223.7
225,2019-4-25 9,5,17,33,19,50,0.7,29.7,64,1008.5,2.4,234.3
226,2019-4-25 10,2,16,44,17,57,0.7,30.2,63,1009,2.3,238.2
227,2019-4-25 11,0,14,53,20,66,0.7,30.5,63,1008.9,1.7,236.4
228,2019-4-25 12,0,9,28,19,83,0.7,31.5,61,1008.3,2.3,240.6
229,2019-4-25 13,0,8,40,17,85,0.6,31.8,60,1007.7,2.1,250.2
230,2019-4-25 14,0,9,26,17,86,0.6,32.7,57,1006.9,1.7,241
231,2019-4-25 15,2,11,34,16,88,0.6,33,55,1006.2,1.6,266.8
232,2019-4-25 16,4,14,38,17,85,0.7,32.9,54,1005.9,1.3,244.3
233,2019-4-25 17,7,20,40,20,76,0.7,32.5,56,1005.6,1.8,233
234,2019-4-25 18,9,27,48,20,60,0.7,31.5,61,1005.7,1.6,259.5
235,2019-4-25 19,8,30,43,24,44,0.8,30.6,66,1006.2,1.2,245.4
236,2019-4-25 20,6,36,49,17,25,0.8,29.8,69,1006.8,1,301.2
237,2019-4-25 21,8,43,44,24,13,0.8,29.2,71,1007.4,0.8,30.6
238,2019-4-25 22,10,41,47,26,16,0.8,28.8,72,1007.6,0.9,293.7
239,2019-4-25 23,9,27,40,23,29,0.7,28.7,72,1007.4,1.2,251.5
240,2019-4-26 0,8,31,45,21,21,0.8,28.4,74,1007.3,0.7,241
241,2019-4-26 1,10,39,41,21,11,0.7,27.8,77,1007,0.5,307.4
242,2019-4-26 2,8,36,41,27,12,0.7,27.3,81,1006.7,0.6,1.8
243,2019-4-26 3,7,33,40,27,15,0.7,27.4,82,1006.3,0.8,250.2
244,2019-4-26 4,8,35,39,22,14,0.7,27.2,83,1006.6,0.6,319.4
245,2019-4-26 5,7,33,36,24,14,0.7,27.1,84,1007.1,0.7,319.6
246,2019-4-26 6,13,23,34,28,27,0.7,27.1,85,1007.9,1,101
247,2019-4-26 7,17,21,34,20,32,0.7,27.5,82,1008.7,1.3,114.9
248,2019-4-26 8,6,27,50,22,30,0.8,28.3,78,1009.1,1.3,121.5
249,2019-4-26 9,11,45,67,26,14,0.9,28.4,78,1009.7,1.3,68.3
250,2019-4-26 10,23,30,47,33,53,0.8,29.9,70,1010,1.1,251.3
251,2019-4-26 11,8,19,44,21,76,0.7,30.4,65,1009.3,2,238
252,2019-4-26 12,7,19,42,19,90,0.7,30.9,65,1008.8,1.2,298.8
253,2019-4-26 13,3,30,53,23,65,0.7,27.2,73,1008.6,2.8,41.9
254,2019-4-26 14,3,33,85,23,65,0.7,25.4,83,1007.7,2,56.8
255,2019-4-26 15,4,32,14,13,81,0.7,27.8,75,1006.7,1.9,66.1
256,2019-4-26 16,5,41,42,11,64,0.7,29.7,73,1006.3,1.3,73.4
257,2019-4-26 17,6,44,59,20,45,0.8,30.4,71,1006.3,1.1,51.3
258,2019-4-26 18,7,38,48,25,37,0.7,29.9,72,1007,1.2,93
259,2019-4-26 19,7,38,55,24,25,0.7,28.8,77,1007.4,1.6,110.9
260,2019-4-26 20,6,37,47,23,21,0.7,28.3,80,1008.3,1.8,101.7
261,2019-4-26 21,6,35,34,21,20,0.6,27.9,81,1009.1,1.3,91.3
262,2019-4-26 22,6,29,35,16,27,0.6,27.8,81,1009.6,1.2,97.1
263,2019-4-26 23,5,23,29,20,32,0.6,27.6,82,1010.3,0.8,89.7
264,2019-4-27 0,5,38,12,13,16,0.6,27.1,84,1010.8,1.6,55
265,2019-4-27 1,5,20,14,23,85,0.6,24.4,78,1010.8,2.5,61
266,2019-4-27 2,6,20,13,0,90,0.6,23.5,79,1010.3,2.6,62.5
267,2019-4-27 3,5,24,9,6,78,0.6,23.8,78,1009.6,1.9,73.3
268,2019-4-27 4,5,25,11,7,70,0.6,24.3,76,1009.7,1.2,91.2
269,2019-4-27 5,5,32,16,7,56,0.6,24.4,76,1009.8,1.6,76.1
270,2019-4-27 6,5,51,19,8,29,0.7,24.4,78,1010.6,1.3,53.3
271,2019-4-27 7,5,59,29,9,20,0.7,24.6,78,1011,1.5,61.7
272,2019-4-27 8,6,66,33,11,13,0.8,24.8,79,1011.3,1.5,72.9
273,2019-4-27 9,6,63,38,18,28,0.8,25.9,75,1011.1,1.5,65.8
274,2019-4-27 10,7,35,36,15,72,0.7,26.7,72,1011.3,2,78.5
275,2019-4-27 11,6,40,47,19,71,0.7,26.5,74,1010.8,1.7,77.5
276,2019-4-27 12,6,35,43,22,75,0.6,26.4,76,1010.5,1.6,90.6
277,2019-4-27 13,6,72,44,23,16,0.9,24.8,83,1010.5,1.4,343.6
278,2019-4-27 14,4,45,23,27,36,0.7,22.1,92,1011.4,2.3,339
279,2019-4-27 15,3,52,0,0,28,0.7,21.9,94,1009.7,2,50.5
280,2019-4-27 16,4,42,8,0,42,0.7,22,94,1009.4,2.2,107.6
281,2019-4-27 17,4,52,8,0,32,0.7,22.4,92,1009.6,1.7,97.6
282,2019-4-27 18,4,55,14,6,26,0.7,22.6,90,1009.7,1.5,94.1
283,2019-4-27 19,5,73,17,8,7,0.8,22.6,90,1010,1.3,108.8
284,2019-4-27 20,6,69,22,9,5,0.8,22.6,90,1010.6,0.7,64.6
285,2019-4-27 21,8,65,21,15,5,0.8,22.5,91,1011.3,0.7,77.6
286,2019-4-27 22,10,59,28,16,7,0.7,22.6,90,1011.8,0.5,27.3
287,2019-4-27 23,6,58,26,20,8,0.7,22.8,89,1011.8,0.7,16.6
288,2019-4-28 0,7,65,26,21,0,0.8,22.9,90,1011.6,0.8,40.1
289,2019-4-28 1,6,68,33,22,0,0.8,22.7,92,1011.3,1.2,48
290,2019-4-28 2,5,69,34,19,0,0.9,22.6,92,1011.1,1.3,57.2
291,2019-4-28 3,6,68,41,23,0,0.8,22.5,91,1010.6,1.9,73.4
292,2019-4-28 4,7,65,46,26,0,0.9,22.6,91,1010.6,1.3,70.1
293,2019-4-28 5,6,61,44,32,0,0.8,22.7,91,1011.1,1.1,52.4
294,2019-4-28 6,6,59,39,35,3,0.8,22.8,91,1011.5,1.5,60.8
295,2019-4-28 7,5,55,30,32,12,0.8,23.2,89,1012,1.6,63.5
296,2019-4-28 8,5,47,28,28,33,0.8,23.8,85,1012.5,1.9,68.4
297,2019-4-28 9,5,40,25,18,46,0.7,24.7,81,1012.8,1.7,82.9
298,2019-4-28 10,5,41,36,16,47,0.7,25.2,79,1012.8,1.6,89.4
299,2019-4-28 11,6,43,34,18,48,0.7,25.5,78,1012.3,1.5,90.8
300,2019-4-28 12,7,37,28,15,59,0.7,26.2,76,1011.6,1.3,85.7
301,2019-4-28 13,8,30,26,17,73,0.7,26.7,74,1011,1.6,93.9
302,2019-4-28 14,8,28,36,21,83,0.7,27.2,73,1010.1,1.7,108.1
303,2019-4-28 15,5,23,25,24,100,0.7,28,70,1009,1.6,112
304,2019-4-28 16,5,24,48,22,92,0.7,28.2,70,1008.6,1.4,73.5
305,2019-4-28 17,5,29,36,19,82,0.7,28.1,71,1008.4,1.2,92.7
306,2019-4-28 18,5,28,44,23,76,0.7,27.4,74,1008.7,1.7,112.7
307,2019-4-28 19,4,20,29,22,57,0.6,26.7,76,1009.5,1.7,107.4
308,2019-4-28 20,5,25,31,19,48,0.6,26.4,78,1010.5,1.2,110.7
309,2019-4-28 21,4,24,25,21,49,0.6,26,79,1010.9,1.3,89
310,2019-4-28 22,4,25,32,16,44,0.6,25.9,80,1011.2,1.4,109.9
311,2019-4-28 23,3,27,35,17,38,0.6,25.4,83,1011,1.3,109
312,2019-4-29 0,4,28,43,22,33,0.6,25.1,84,1010.4,1.2,109.2
313,2019-4-29 1,5,31,36,24,26,0.6,24.8,85,1009.8,0.7,83.6
314,2019-4-29 2,4,35,33,18,16,0.6,24.5,86,1009.5,0.7,90.6
315,2019-4-29 3,6,56,40,21,0,0.7,24,89,1009.1,0.7,62.1
316,2019-4-29 4,11,62,42,30,0,0.7,23.9,90,1009.2,0.7,41.9
317,2019-4-29 5,10,60,40,32,0,0.7,24.1,89,1009.2,1,78.4
318,2019-4-29 6,9,61,40,28,0,0.7,24.4,88,1009.4,0.9,73.6
319,2019-4-29 7,16,60,38,28,4,0.7,25.2,85,1009.9,1.2,93.5
320,2019-4-29 8,14,60,45,36,5,0.8,25.9,82,1010.6,1,90.5
321,2019-4-29 9,12,54,57,36,16,0.7,27,78,1011.1,1.1,78.8
322,2019-4-29 10,8,44,47,34,28,0.7,27.5,77,1010.7,1.5,62.4
