0,1,2,3,4,5,6,7,8,9,10,11,12
49,2019-4-18 1,7,17,28,25,124,0.6,23.2,85,1011.6,1.2,110.6
50,2019-4-18 2,7,16,27,24,115,0.6,23,85,1011.1,1.6,115
51,2019-4-18 3,6,13,23,23,108,0.5,23,86,1010.3,1.2,118.9
52,2019-4-18 4,5,11,18,20,112,0.5,23,86,1009.9,1.2,109.7
53,2019-4-18 5,6,12,29,20,115,0.5,23,86,1009.8,1.5,119.5
54,2019-4-18 6,6,11,27,21,128,0.6,22.9,88,1010.1,1.8,115.2
55,2019-4-18 7,7,14,32,28,129,0.6,22.9,88,1010.7,2.1,111.3
56,2019-4-18 8,7,16,33,34,126,0.6,23.1,87,1011.1,1.7,110.1
57,2019-4-18 9,6,17,40,35,122,0.6,23.5,85,1011.3,2,105.1
58,2019-4-18 10,6,18,41,31,120,0.6,24.4,82,1011.5,1.7,111.8
59,2019-4-18 11,6,18,43,23,127,0.6,24.7,81,1011.5,2.4,117.9
60,2019-4-18 12,6,17,38,21,132,0.6,25.5,77,1011.4,2.4,120.8
61,2019-4-18 13,6,16,24,21,134,0.5,25.2,78,1010.8,2.1,123.9
62,2019-4-18 14,6,21,39,23,131,0.5,24.7,81,1009.8,1.9,127.1
63,2019-4-18 15,5,26,45,20,123,0.5,23.5,88,1008.9,2.4,141.3
64,2019-4-18 16,5,25,38,17,123,0.5,22.8,91,1008.2,2.2,116.8
65,2019-4-18 17,6,18,40,16,130,0.6,23.1,90,1007.5,2,120.4
66,2019-4-18 18,5,20,36,17,126,0.6,23.1,90,1007.3,1.7,115.3
67,2019-4-18 19,6,32,35,25,105,0.6,22.3,96,1007.9,1.3,198.6
68,2019-4-18 20,6,20,40,25,117,0.6,22.1,98,1008.1,1.6,130.5
69,2019-4-18 21,5,33,25,25,97,0.6,22.2,99,1008.8,1.2,145.9
70,2019-4-18 22,6,37,36,29,88,0.6,22.2,99,1009.1,1.5,157.7
71,2019-4-18 23,6,31,34,31,92,0.6,22.4,99,1009.9,1,140.9
72,2019-4-19 0,6,24,29,28,96,0.6,22.5,99,1009.6,1,103.1
73,2019-4-19 1,6,17,21,23,104,0.6,22.7,98,1009,2,101.7
74,2019-4-19 2,5,20,32,17,96,0.5,23,98,1008.4,1,107.5
75,2019-4-19 3,5,36,38,19,69,0.5,23.1,98,1007.5,0.9,119.4
76,2019-4-19 4,5,22,25,21,81,0.5,23.3,98,1006.8,1.5,116.4
77,2019-4-19 5,6,15,27,16,84,0.5,23.4,97,1006.8,1.8,109.1
78,2019-4-19 6,6,26,17,13,65,0.5,23.2,97,1006.6,1.7,140.5
79,2019-4-19 7,5,25,24,13,68,0.5,23.1,97,1006.9,1.4,75.3
80,2019-4-19 8,5,18,15,2,94,0.4,21.2,98,1007.9,2.2,306.4
81,2019-4-19 9,5,25,2,5,84,0.5,21.8,99,1008.3,1.1,191
82,2019-4-19 10,5,25,3,8,83,0.5,24.5,93,1008.2,1,124.4
83,2019-4-19 11,5,22,23,7,104,0.4,25.8,83,1008.5,1.1,99.6
84,2019-4-19 12,6,28,30,7,96,0.5,26.1,83,1008.3,1,169.9
85,2019-4-19 13,6,20,40,5,110,0.4,22.3,94,1008.6,2.9,330.3
86,2019-4-19 14,6,20,19,2,117,0.4,20.5,99,1008,2.1,175.8
87,2019-4-19 15,8,29,5,5,110,0.4,20.8,100,1007.1,1.6,162.8
88,2019-4-19 16,6,39,13,6,106,0.4,20.7,100,1006.8,1.2,140.6
89,2019-4-19 17,5,53,14,10,91,0.4,20.9,100,1006.6,0.8,131.4
90,2019-4-19 18,6,38,23,7,108,0.4,20.7,100,1006.6,1.7,142
91,2019-4-19 19,6,41,12,4,100,0.4,20.6,100,1007,1.5,146.7
92,2019-4-19 20,5,33,13,2,107,0.4,20.5,100,1007.6,1.6,134.5
93,2019-4-19 21,5,28,15,3,102,0.4,20.5,100,1008.1,1.1,118.5
94,2019-4-19 22,4,22,11,5,108,0.4,20.8,100,1008.9,1.1,104.6
95,2019-4-19 23,4,31,13,3,92,0.4,21,100,1009,0.9,126
96,2019-4-20 0,4,35,15,2,81,0.4,21.1,99,1008.9,1,109.8
97,2019-4-20 1,5,21,19,4,99,0.4,21.3,99,1008.9,1.2,118.1
98,2019-4-20 2,5,21,12,5,93,0.4,21.5,98,1008.5,1,128.1
99,2019-4-20 3,5,25,16,4,81,0.4,21.9,96,1007.8,1.6,121.3
100,2019-4-20 4,6,16,13,2,89,0.4,22,95,1007.2,1.4,103.9
101,2019-4-20 5,5,15,12,4,85,0.4,22.2,95,1006.7,1.4,111.3
102,2019-4-20 6,4,16,15,8,77,0.4,22.3,96,1006.9,0.8,110.1
103,2019-4-20 7,4,21,20,8,62,0.4,22.1,98,1007.4,1.2,110.3
104,2019-4-20 8,5,20,20,6,62,0.4,22.5,98,1008.1,0.9,126.2
105,2019-4-20 9,6,31,21,8,49,0.4,23.2,97,1008.2,0.9,134
106,2019-4-20 10,8,25,37,13,61,0.4,23.8,95,1007.6,1.2,127.6
107,2019-4-20 11,5,36,38,18,42,0.4,23.8,96,1007.6,1,140.2
108,2019-4-20 12,5,28,30,19,52,0.5,23.9,96,1007.7,1.1,141.2
109,2019-4-20 13,5,25,46,20,63,0.4,24.4,95,1007.1,1.3,112.1
110,2019-4-20 14,5,27,40,17,54,0.4,23.9,96,1006,1.1,144.1
111,2019-4-20 15,5,23,25,3,82,0.4,21.9,99,1006.5,3.1,323.4
112,2019-4-20 16,6,35,7,3,69,0.5,21.8,100,1006.4,1,52.7
113,2019-4-20 17,7,31,8,4,74,0.4,21.7,100,1004.7,2.3,136.4
114,2019-4-20 18,5,23,14,5,91,0.4,21.9,100,1005.4,1.6,118.4
115,2019-4-20 19,5,27,18,6,89,0.4,22.1,100,1005.8,1.6,127.6
116,2019-4-20 20,6,24,16,4,87,0.5,21.9,100,1006.5,0.9,117.7
117,2019-4-20 21,5,60,14,9,37,0.7,22,99,1007,0.8,10.4
118,2019-4-20 22,5,65,22,8,24,0.8,21.9,100,1007.8,0.9,85.8
119,2019-4-20 23,5,23,21,3,77,0.4,22.3,98,1008.2,1.3,114.9
120,2019-4-21 0,5,29,16,5,69,0.4,22.3,98,1008.2,1.2,134.6
121,2019-4-21 1,5,19,11,7,81,0.4,22.4,97,1007.9,0.7,87.7
122,2019-4-21 2,5,17,14,8,73,0.4,22.3,97,1007.4,0.5,285.7
123,2019-4-21 3,5,18,16,6,66,0.4,22.4,97,1006.8,0.4,67.7
124,2019-4-21 4,6,29,21,6,48,0.5,22.4,98,1006.4,0.4,49.7
125,2019-4-21 5,7,25,21,11,50,0.5,22.4,97,1006.6,0.8,130.7
126,2019-4-21 6,7,28,22,15,45,0.5,22.6,97,1006.8,0.7,111.9
127,2019-4-21 7,6,19,18,9,61,0.5,23,95,1007.5,1.2,100.1
128,2019-4-21 8,5,18,16,5,66,0.5,23.7,93,1008.3,1.4,101.4
129,2019-4-21 9,6,22,22,5,56,0.5,24.4,92,1008.8,1.1,99.7
130,2019-4-21 10,7,20,29,8,57,0.5,24.6,91,1008.9,1.8,85
131,2019-4-21 11,6,19,30,15,61,0.4,25,91,1009.1,1.2,94.3
132,2019-4-21 12,6,17,35,16,65,0.4,26.2,88,1009,1.2,103
133,2019-4-21 13,7,14,53,16,74,0.4,26.5,88,1008.6,1.7,92
134,2019-4-21 14,7,14,48,18,79,0.4,27.5,85,1008,1.5,88.8
135,2019-4-21 15,7,15,46,22,75,0.4,28.1,83,1007.3,1.7,104.6
136,2019-4-21 16,6,15,43,28,72,0.4,26.6,89,1006.8,1.8,95.4
137,2019-4-21 17,6,23,31,24,57,0.4,26.3,90,1006.3,1.5,91.9
138,2019-4-21 18,5,34,42,28,42,0.4,25.7,93,1006.6,1.1,105.3
139,2019-4-21 19,5,31,28,22,42,0.4,25.5,94,1006.7,1.8,133.1
140,2019-4-21 20,6,34,30,22,38,0.4,25,97,1007.6,1.4,97.2
141,2019-4-21 21,6,27,27,28,41,0.4,24.9,98,1008.1,1.1,32.5
142,2019-4-21 22,6,16,28,22,50,0.4,25.1,98,1008.9,1.8,92
143,2019-4-21 23,5,22,21,19,36,0.4,25.2,98,1009.7,0.5,92
144,2019-4-22 0,5,25,19,23,30,0.4,25.1,98,1009.8,0.8,129.9
145,2019-4-22 1,8,28,32,32,26,0.4,24.9,98,1009.4,0.8,134.9
146,2019-4-22 2,7,37,35,30,17,0.4,24.9,98,1008.7,1,92.1
147,2019-4-22 3,5,24,39,32,28,0.4,24.7,98,1007.8,0.9,76.4
148,2019-4-22 4,5,29,33,25,22,0.4,24.6,98,1007.1,1.1,71.2
149,2019-4-22 5,6,34,34,27,15,0.4,24.4,98,1007,0.4,44.7
150,2019-4-22 6,6,29,32,31,18,0.4,24.3,99,1007.4,0.9,38.1
151,2019-4-22 7,6,34,26,31,12,0.6,24.3,99,1008.1,1,340
152,2019-4-22 8,6,33,30,23,13,0.7,25.9,96,1008.6,0.6,71.4
153,2019-4-22 9,6,28,22,19,38,0.5,28.6,84,1009.2,1,96.1
154,2019-4-22 10,6,15,23,12,36,0.4,28.9,81,1009.5,1.7,98.7
155,2019-4-22 11,5,14,23,12,42,0.3,29.9,77,1009.9,2,113.9
156,2019-4-22 12,6,14,23,9,52,0.3,29.9,75,1009.8,2.9,130.1
157,2019-4-22 13,6,8,30,6,60,0.3,30.6,70,1009.5,3.6,146
158,2019-4-22 14,6,8,27,7,67,0.3,30.9,68,1008.3,3.5,142.8
159,2019-4-22 15,6,8,21,7,64,0.3,30.9,68,1007.5,3.6,143
160,2019-4-22 16,6,8,24,8,58,0.3,30.9,68,1007.4,3.4,146.5
161,2019-4-22 17,5,15,22,7,50,0.3,30.9,68,1008.2,1.9,128.4
162,2019-4-22 18,5,18,41,6,52,0.4,29.2,75,1009.1,1.6,81.5
163,2019-4-22 19,5,17,26,10,109,0.6,26.4,76,1009.8,1.7,24
164,2019-4-22 20,5,38,20,13,79,0.6,25.7,80,1009.7,1.4,139.4
165,2019-4-22 21,6,44,36,13,78,0.6,25.2,82,1009.5,1.1,122.9
166,2019-4-22 22,6,51,47,11,54,0.6,25.1,86,1010,0.9,47.7
167,2019-4-22 23,6,56,52,6,22,0.6,25,91,1010.5,0.6,47
168,2019-4-23 0,6,42,42,3,17,0.5,25.1,92,1010.3,1.2,327.9
169,2019-4-23 1,7,42,51,3,6,0.5,24.7,94,1010.1,1,6.7
170,2019-4-23 2,6,31,40,3,7,0.4,24.4,95,1009.6,1,357
171,2019-4-23 3,6,28,31,5,6,0.4,24.4,95,1009,1,353.5
172,2019-4-23 4,7,27,24,6,6,0.4,24.5,94,1009.2,1.4,328.5
173,2019-4-23 5,8,29,31,12,6,0.4,24.2,94,1009.5,0.7,315.3
174,2019-4-23 6,8,33,44,20,6,0.6,23.9,96,1009.9,0.9,322.5
175,2019-4-23 7,8,36,50,23,8,0.7,24.2,95,1010.3,0.8,259.5
176,2019-4-23 8,10,37,60,22,10,0.8,26.8,85,1010.7,1.1,311.8
177,2019-4-23 9,10,37,65,24,21,0.7,29.7,74,1010.9,0.8,172.5
178,2019-4-23 10,8,29,58,20,31,0.5,31.9,67,1011.2,0.8,130.8
179,2019-4-23 11,6,27,54,18,41,0.4,31.2,70,1011.3,1.4,129.6
180,2019-4-23 12,6,19,34,12,54,0.4,31.5,69,1011,1.6,111.1
181,2019-4-23 13,6,15,31,13,65,0.3,31.9,68,1010.5,1.6,109
182,2019-4-23 14,6,16,31,12,68,0.3,32.8,66,1009.6,1.3,51.3
183,2019-4-23 15,5,18,34,13,69,0.3,33.2,61,1008.9,1.4,351.9
184,2019-4-23 16,5,14,29,11,75,0.3,33.7,56,1008.4,2.4,209.2
185,2019-4-23 17,5,15,28,13,71,0.3,32.1,64,1008,3.2,177.1
186,2019-4-23 18,5,17,29,14,60,0.4,30.4,72,1008,3.3,154.6
187,2019-4-23 19,5,20,30,13,50,0.4,28.8,79,1008.7,1.8,138.5
188,2019-4-23 20,5,21,27,11,43,0.4,27.6,83,1009.2,1.3,128.4
189,2019-4-23 21,5,36,26,14,23,0.4,27.2,84,1009.4,0.7,72.1
190,2019-4-23 22,7,45,41,18,10,0.4,26.6,86,1009.9,0.7,14.9
191,2019-4-23 23,9,45,57,24,6,0.5,26,89,1010.3,1,343.9
192,2019-4-24 0,7,33,44,18,14,0.4,25.8,89,1010,1.3,19.5
193,2019-4-24 1,6,35,39,12,8,0.4,25.2,91,1009.6,0.8,332.7
194,2019-4-24 2,7,33,38,18,6,0.5,25,92,1009,0.6,26.1
195,2019-4-24 3,7,30,49,16,6,0.4,24.6,92,1008.7,1.2,356.4
196,2019-4-24 4,7,28,36,16,6,0.4,24.3,93,1008.5,0.8,25.2
197,2019-4-24 5,5,29,38,16,6,0.5,24.2,93,1008.4,0.9,25.8
198,2019-4-24 6,5,30,41,14,6,0.4,24.1,94,1008.6,1,14.3
199,2019-4-24 7,6,28,39,14,7,0.6,25,92,1009.4,0.7,16
200,2019-4-24 8,6,28,36,14,21,0.5,28.7,77,1010.1,1,114.4
201,2019-4-24 9,5,17,28,9,35,0.4,29.4,72,1010.9,1.2,239.7
202,2019-4-24 10,5,14,20,9,43,0.3,30,67,1011.3,2.5,242.5
203,2019-4-24 11,5,19,22,13,44,0.3,31.3,64,1011.5,1.4,264.9
204,2019-4-24 12,5,17,21,16,52,0.3,33.1,58,1011.1,1.4,182.6
205,2019-4-24 13,5,15,11,12,73,0.3,30.9,68,1010.4,2.1,90.8
206,2019-4-24 14,6,22,20,8,81,0.3,31.5,66,1009.5,1.9,95.9
207,2019-4-24 15,6,30,29,6,85,0.3,31.8,65,1008.8,2,88.8
208,2019-4-24 16,6,31,30,6,92,0.3,32.6,61,1008,2.2,128.8
209,2019-4-24 17,5,32,26,8,89,0.3,32.3,62,1007.6,3,151.7
210,2019-4-24 18,5,27,31,14,75,0.4,30.5,69,1007.9,3,149.5
211,2019-4-24 19,6,22,34,16,59,0.4,28.7,75,1008.1,2,178.5
212,2019-4-24 20,6,20,28,15,50,0.4,27.5,80,1008.3,1.6,191.8
213,2019-4-24 21,6,19,24,14,53,0.3,27,83,1008.5,3,167.1
214,2019-4-24 22,6,16,26,8,52,0.3,26.6,85,1008.9,1.6,217.7
215,2019-4-24 23,6,17,29,10,47,0.3,26.3,86,1008.9,0.7,144.1
216,2019-4-25 0,6,16,27,13,47,0.3,26,86,1009,1.1,240.2
217,2019-4-25 1,7,40,31,31,14,0.4,25.6,89,1008.6,0.6,32.6
218,2019-4-25 2,6,36,65,50,13,0.4,25.1,91,1007.9,0.8,61.1
219,2019-4-25 3,6,32,45,28,14,0.4,25.3,90,1007.7,1.1,2.9
220,2019-4-25 4,5,32,40,25,14,0.3,25,92,1008,1.2,339.3
221,2019-4-25 5,5,32,29,19,10,0.4,24.7,93,1008.1,0.7,339.5
222,2019-4-25 6,5,31,37,15,8,0.4,24.6,93,1008.6,0.9,16.4
223,2019-4-25 7,6,30,32,19,8,0.5,25.1,91,1008.9,0.7,119.3
224,2019-4-25 8,5,24,34,19,27,0.4,27.6,82,1008.8,1.4,137.2
225,2019-4-25 9,6,16,26,16,41,0.4,29.4,73,1009.6,1.1,162.6
226,2019-4-25 10,6,14,31,17,52,0.3,30.6,66,1010,3.1,221.5
227,2019-4-25 11,6,19,31,21,52,0.4,30.7,66,1010.4,2.3,246
228,2019-4-25 12,5,23,34,24,60,0.4,31.7,63,1010.2,2.5,232.2
229,2019-4-25 13,6,18,37,18,67,0.4,32.4,60,1009.6,3,235.1
230,2019-4-25 14,7,15,38,16,86,0.3,32.4,56,1008.9,3.7,244.7
231,2019-4-25 15,7,17,38,23,106,0.4,33.2,55,1008.3,3.8,236.1
232,2019-4-25 16,6,18,50,25,112,0.4,33.1,56,1007.7,3.5,252.1
233,2019-4-25 17,7,20,48,22,116,0.4,33.4,56,1007.4,2.7,248.9
234,2019-4-25 18,6,30,56,18,88,0.5,31.7,64,1007.4,2.5,215.1
235,2019-4-25 19,6,37,65,17,65,0.6,30.2,70,1007.6,1.8,220.6
236,2019-4-25 20,6,43,44,18,45,0.5,29.1,75,1007.9,0.7,197.3
237,2019-4-25 21,8,72,74,30,8,0.7,28.4,79,1008.7,1,329.6
238,2019-4-25 22,8,64,81,40,8,0.8,27.8,82,1008.8,0.7,345.7
239,2019-4-25 23,7,58,97,42,6,0.6,27.4,83,1009.2,0.9,7.8
240,2019-4-26 0,7,52,68,34,8,0.5,27,84,1008.9,0.9,359.1
241,2019-4-26 1,7,48,56,29,8,0.4,26.7,85,1008.8,1.5,334.1
242,2019-4-26 2,8,47,63,36,6,0.5,26.2,88,1008.6,0.5,317.7
243,2019-4-26 3,6,43,64,35,6,0.5,26,88,1008.3,0.8,344.4
244,2019-4-26 4,5,39,58,31,6,0.5,25.7,90,1008,0.4,17.5
245,2019-4-26 5,6,37,63,30,6,0.6,25.4,91,1008.3,0.6,23.2
246,2019-4-26 6,8,38,61,32,6,0.6,25.1,92,1009,0.6,10.3
247,2019-4-26 7,7,37,61,34,7,0.7,25.3,91,1009.8,0.7,344.7
248,2019-4-26 8,7,40,68,34,9,0.9,28.1,82,1010.6,0.5,320.3
249,2019-4-26 9,7,43,68,31,21,0.6,32.1,66,1011,0.9,252.2
250,2019-4-26 10,8,26,52,22,48,0.4,32,63,1011.2,2.1,238
251,2019-4-26 11,7,22,44,23,50,0.4,31.6,66,1011.6,1.5,139.5
252,2019-4-26 12,6,18,35,25,64,0.4,31.2,68,1011.1,2.4,145.4
253,2019-4-26 13,6,12,32,24,86,0.4,31.3,66,1010.4,2.3,144.2
254,2019-4-26 14,6,18,41,27,79,0.3,30.4,70,1010,1.3,124.4
255,2019-4-26 15,7,30,46,26,63,0.4,30.5,72,1009.8,1.5,345
256,2019-4-26 16,8,20,54,20,74,0.4,31,73,1008.6,1.7,99.6
257,2019-4-26 17,7,17,47,18,74,0.4,30.3,77,1008.7,1.9,128.2
258,2019-4-26 18,7,16,43,25,76,0.4,28.5,82,1009,1.9,116.9
259,2019-4-26 19,6,15,41,33,76,0.3,27.4,84,1009.7,1.8,123
260,2019-4-26 20,5,21,32,42,72,0.3,26.6,86,1010.5,2.1,137.9
261,2019-4-26 21,8,26,43,48,65,0.4,26.6,85,1011,1.7,116.6
262,2019-4-26 22,5,28,47,45,67,0.3,25.9,88,1011.8,1.9,133.5
263,2019-4-26 23,5,27,54,34,71,0.4,25.4,90,1011.5,2.8,138.2
264,2019-4-27 0,6,21,41,29,81,0.4,24.9,91,1011.9,2.8,142.2
265,2019-4-27 1,6,18,45,33,83,0.5,25.1,89,1013,1.2,127.1
266,2019-4-27 2,7,17,44,35,84,0.4,24.9,90,1013.5,1.6,35.7
267,2019-4-27 3,5,10,42,2,102,0.4,22.5,88,1013,2.6,321.4
268,2019-4-27 4,6,20,6,2,81,0.4,22.1,92,1012.1,2,166.5
269,2019-4-27 5,6,26,12,3,67,0.4,22.6,91,1011.7,1.5,133.8
270,2019-4-27 6,5,18,10,2,74,0.4,23.2,89,1011.9,1.2,114.4
271,2019-4-27 7,5,25,22,4,71,0.5,23.8,92,1012.2,2.2,138.2
272,2019-4-27 8,6,21,41,5,71,0.5,24.5,90,1013.2,2.3,138.7
273,2019-4-27 9,7,24,38,5,72,0.5,25.3,84,1013.5,2.1,137.9
274,2019-4-27 10,6,17,33,7,92,0.5,27.9,73,1013.4,2,125.2
275,2019-4-27 11,6,17,40,9,112,0.5,28.6,68,1013.2,2.5,131.6
276,2019-4-27 12,6,17,47,14,117,0.4,27.2,74,1013,3,134.3
277,2019-4-27 13,5,17,37,16,114,0.5,27,74,1012.7,3,138.2
278,2019-4-27 14,5,14,40,16,119,0.5,26.7,76,1012.2,2.1,134.9
279,2019-4-27 15,5,16,40,12,116,0.5,26.8,76,1011.7,2,130.9
280,2019-4-27 16,6,25,45,13,104,0.5,26,79,1011.9,2,136.4
281,2019-4-27 17,6,20,52,18,109,0.5,25,86,1012.3,2.8,157
282,2019-4-27 18,5,25,33,6,87,0.4,21.2,96,1013.4,2.3,321.6
283,2019-4-27 19,6,29,11,5,78,0.4,20.8,98,1011.9,1.8,93.9
284,2019-4-27 20,5,26,11,5,83,0.4,21.8,94,1011.8,2.1,126.9
285,2019-4-27 21,5,28,13,8,70,0.4,22.2,92,1012.7,0.9,298.8
286,2019-4-27 22,5,42,18,5,45,0.4,22.3,94,1013.1,0.8,8.7
287,2019-4-27 23,7,35,29,4,64,0.5,22.8,93,1013.3,1.5,131.6
288,2019-4-28 0,6,16,37,6,101,0.5,23,92,1013.2,1.9,138.7
289,2019-4-28 1,6,23,44,7,96,0.5,23,90,1013.2,2.7,141.7
290,2019-4-28 2,6,16,39,8,105,0.4,22.8,89,1013.2,2.1,139
291,2019-4-28 3,5,10,24,10,109,0.4,22.6,90,1013.1,1.1,145.9
292,2019-4-28 4,5,18,23,16,92,0.4,22.5,91,1013,0.6,157.9
293,2019-4-28 5,6,19,29,15,82,0.4,21.8,95,1013,1,144.3
294,2019-4-28 6,7,23,27,10,73,0.4,22.1,94,1013.4,0.5,127.3
295,2019-4-28 7,7,23,18,7,80,0.4,22.8,90,1013.8,1.4,116.5
296,2019-4-28 8,9,26,26,11,79,0.5,23.6,86,1014.3,1.5,112.4
297,2019-4-28 9,7,26,35,12,78,0.4,24.5,84,1014.5,1.5,122.4
298,2019-4-28 10,5,13,25,9,94,0.4,26.2,78,1014.7,2.3,138.1
299,2019-4-28 11,5,14,27,9,102,0.4,26.3,77,1014.7,2.7,145
300,2019-4-28 12,6,19,37,11,107,0.5,27.9,73,1014,1.8,133
301,2019-4-28 13,6,15,40,13,110,0.4,28.6,70,1013.3,2.4,134.7
302,2019-4-28 14,5,15,37,12,113,0.4,28.5,70,1012.6,2.4,125.7
303,2019-4-28 15,5,15,40,11,116,0.5,29,69,1011.8,2.6,138.9
304,2019-4-28 16,8,15,41,10,106,0.5,28.6,70,1011.2,3.2,138.9
305,2019-4-28 17,8,18,40,10,111,0.5,27.5,74,1010.4,4,141.5
306,2019-4-28 18,8,18,39,10,117,0.5,26.1,79,1010.7,3.1,138.8
307,2019-4-28 19,5,20,34,12,111,0.5,24.7,86,1011.2,3,137.7
308,2019-4-28 20,5,23,35,14,106,0.5,24,90,1011.6,3,138.8
309,2019-4-28 21,5,21,34,12,103,0.5,24.2,90,1012.5,2.9,140.3
310,2019-4-28 22,5,20,29,12,95,0.4,24.5,89,1013,1.9,132.8
311,2019-4-28 23,5,16,36,11,94,0.4,24.5,90,1013.2,1.6,130.5
312,2019-4-29 0,5,14,28,25,92,0.4,24.5,90,1013.2,1.2,112.2
313,2019-4-29 1,5,11,34,43,87,0.4,24.6,90,1012.4,1,119.9
314,2019-4-29 2,5,12,34,37,88,0.4,24.6,90,1011.7,0.9,127.7
315,2019-4-29 3,5,11,34,27,83,0.4,24.6,90,1011.2,1.1,153.6
316,2019-4-29 4,6,31,45,28,59,0.4,24.6,92,1011.1,1.1,125.4
317,2019-4-29 5,6,26,45,29,60,0.4,24.4,93,1011.2,1.4,143
318,2019-4-29 6,6,21,39,30,61,0.4,24.4,92,1011.2,1,139.6
319,2019-4-29 7,6,16,33,27,65,0.5,24.8,91,1011.2,1.1,126.1
320,2019-4-29 8,6,20,27,20,64,0.5,25.7,87,1011.9,1,120.8
321,2019-4-29 9,6,19,40,20,62,0.4,26.4,84,1012.5,1.1,131.4
322,2019-4-29 10,7,14,38,23,68,0.4,27.9,78,1012.8,1.4,107
323,2019-4-29 11,6,12,34,19,78,0.4,29.2,71,1012.8,2,124.5
