,1,8,9,10,11,12
68,2020-7-25 20,36.1,50,999.3,1.3,318.6
69,2020-7-25 21,35.6,52,1000.0,1.8,265.5
70,2020-7-25 22,34.4,60,1000.4,1.5,268.6
71,2020-7-25 23,33.8,63,1001.0,1.6,282.4
72,2020-7-26 0,33.5,63,1001.5,2.2,303.9
73,2020-7-26 1,32.9,64,1001.2,1.9,316.9
74,2020-7-26 2,32.4,63,1000.8,2.0,324.0
75,2020-7-26 3,32.1,62,1000.5,2.0,310.8
76,2020-7-26 4,31.7,64,1000.2,2.1,292.6
77,2020-7-26 5,31.1,66,1000.2,1.9,321.7
78,2020-7-26 6,30.6,68,1000.4,2.2,317.4
79,2020-7-26 7,30.2,69,1000.8,2.0,316.2
80,2020-7-26 8,30.3,71,1001.4,1.7,314.5
81,2020-7-26 9,30.7,71,1001.7,1.4,326.0
82,2020-7-26 10,31.2,70,1002.0,1.5,309.7
83,2020-7-26 11,31.9,68,1002.0,1.5,283.1
84,2020-7-26 12,32.9,65,1001.8,1.4,318.7
85,2020-7-26 13,33.7,61,1000.9,1.3,322.4
86,2020-7-26 14,34.4,59,1000.1,1.7,327.5
87,2020-7-26 15,35.4,56,999.0,2.0,339.5
88,2020-7-26 16,36.0,53,998.2,2.0,339.5
89,2020-7-26 17,35.9,51,998.0,2.2,327.8
90,2020-7-26 18,36.0,50,998.0,1.6,332.2
91,2020-7-26 19,35.7,52,997.8,1.6,320.9
92,2020-7-26 20,34.7,58,998.5,1.9,269.5
93,2020-7-26 21,33.9,62,998.8,1.6,258.6
94,2020-7-26 22,33.6,62,999.4,1.7,218.3
95,2020-7-26 23,33.0,64,999.8,2.2,276.8
96,2020-7-27 0,32.6,59,1000.1,2.0,319.8
97,2020-7-27 1,31.8,61,1000.1,2.6,316.5
98,2020-7-27 2,31.3,64,1000.2,2.2,318.9
99,2020-7-27 3,30.9,63,999.9,2.6,314.0
100,2020-7-27 4,30.4,65,999.6,2.4,311.9
101,2020-7-27 5,29.8,68,999.7,2.3,314.9
102,2020-7-27 6,29.4,72,999.9,2.4,315.6
103,2020-7-27 7,29.1,75,1000.2,2.2,314.7
104,2020-7-27 8,29.4,75,1000.9,2.3,310.2
105,2020-7-27 9,30.0,74,1001.2,1.9,324.7
106,2020-7-27 10,30.8,70,1001.3,1.9,326.6
107,2020-7-27 11,31.3,67,1001.1,2.2,322.9
108,2020-7-27 12,32.8,60,1001.0,2.0,358.7
109,2020-7-27 13,33.2,57,1000.6,2.2,353.1
110,2020-7-27 14,34.1,53,1000.1,2.3,4.5
111,2020-7-27 15,34.6,52,999.3,2.7,4.6
112,2020-7-27 16,35.3,49,998.7,1.9,6.1
113,2020-7-27 17,35.3,48,998.1,2.0,22.8
114,2020-7-27 18,35.4,49,997.9,1.1,358.1
115,2020-7-27 19,34.9,51,998.1,1.4,9.9
116,2020-7-27 20,34.6,52,998.6,0.8,353.6
117,2020-7-27 21,34.1,55,999.4,1.2,213.5
118,2020-7-27 22,33.2,62,1000.2,2.0,270.5
119,2020-7-27 23,32.3,65,1001.0,2.0,300.3
120,2020-7-28 0,32.0,65,1001.2,2.1,310.5
121,2020-7-28 1,31.6,64,1000.9,2.4,292.9
122,2020-7-28 2,31.0,64,1000.6,2.5,296.8
123,2020-7-28 3,30.5,67,1000.6,2.2,312.1
124,2020-7-28 4,30.1,69,1001.0,2.2,314.7
125,2020-7-28 5,29.7,71,1001.7,2.3,322.1
126,2020-7-28 6,29.4,73,1002.2,2.3,318.1
127,2020-7-28 7,29.4,74,1002.6,1.6,309.7
128,2020-7-28 8,29.7,73,1002.7,1.7,353.7
129,2020-7-28 9,30.4,70,1003.0,1.5,2.5
130,2020-7-28 10,31.1,66,1003.3,1.9,2.6
131,2020-7-28 11,32.3,59,1003.3,1.5,359.3
132,2020-7-28 12,33.3,53,1002.8,1.9,0.3
133,2020-7-28 13,34.0,50,1002.0,2.4,5.1
134,2020-7-28 14,35.0,46,1001.0,2.4,5.5
135,2020-7-28 15,36.0,44,1000.2,1.8,354.3
136,2020-7-28 16,36.5,43,999.4,2.0,24.5
137,2020-7-28 17,36.5,43,998.9,2.6,10.9
138,2020-7-28 18,37.0,42,999.0,1.3,349.7
139,2020-7-28 19,36.4,43,999.1,1.4,8.2
140,2020-7-28 20,35.3,49,999.7,2.3,313.6
141,2020-7-28 21,34.3,54,1001.0,2.5,297.7
142,2020-7-28 22,33.5,60,1002.2,1.9,337.1
143,2020-7-28 23,32.9,63,1002.6,1.5,333.0
144,2020-7-29 0,32.4,64,1002.1,2.0,303.9
145,2020-7-29 1,31.9,66,1002.2,2.2,309.4
146,2020-7-29 2,31.5,67,1001.8,2.1,313.7
147,2020-7-29 3,31.0,68,1001.3,2.2,317.4
148,2020-7-29 4,30.8,69,1001.2,2.0,315.3
149,2020-7-29 5,30.4,71,1001.4,1.9,327.5
150,2020-7-29 6,29.9,73,1001.6,1.6,353.1
151,2020-7-29 7,29.7,73,1001.9,1.4,325.6
152,2020-7-29 8,29.8,74,1002.4,1.2,308.5
153,2020-7-29 9,30.7,70,1002.9,1.4,293.9
154,2020-7-29 10,31.5,67,1003.0,1.5,335.7
155,2020-7-29 11,32.2,63,1002.8,1.7,345.8
156,2020-7-29 12,33.5,59,1002.5,1.5,328.0
157,2020-7-29 13,34.2,55,1001.7,1.7,321.3
158,2020-7-29 14,35.2,50,1000.8,1.6,348.0
159,2020-7-29 15,35.9,48,999.7,2.0,4.3
160,2020-7-29 16,36.3,48,999.2,1.8,351.2
161,2020-7-29 17,36.9,45,998.8,1.7,10.6
162,2020-7-29 18,36.7,45,998.6,1.4,12.4
163,2020-7-29 19,36.2,47,999.3,1.5,317.2
164,2020-7-29 20,32.7,61,1001.0,4.3,270.8
165,2020-7-29 21,27.5,86,1002.9,1.9,75.9
166,2020-7-29 22,27.9,83,1002.6,1.0,154.6
167,2020-7-29 23,28.8,79,1003.3,1.1,174.9
168,2020-7-30 0,28.8,75,1003.4,2.1,194.5
169,2020-7-30 1,28.6,74,1003.1,1.5,204.2
170,2020-7-30 2,28.7,73,1002.6,1.6,197.4
171,2020-7-30 3,28.7,73,1002.4,1.2,175.1
172,2020-7-30 4,28.7,73,1002.5,1.6,184.1
173,2020-7-30 5,28.7,73,1002.5,1.4,193.8
174,2020-7-30 6,28.4,76,1002.6,1.7,197.6
175,2020-7-30 7,28.6,75,1002.8,1.1,190.1
176,2020-7-30 8,29.4,71,1003.0,1.2,189.1
177,2020-7-30 9,30.3,68,1003.2,1.2,184.3
178,2020-7-30 10,31.2,65,1003.5,1.7,275.0
179,2020-7-30 11,31.8,60,1003.6,1.7,294.7
180,2020-7-30 12,32.8,55,1003.0,1.8,304.9
181,2020-7-30 13,33.7,52,1002.3,1.9,279.6
182,2020-7-30 14,34.3,50,1001.3,2.2,268.3
183,2020-7-30 15,35.1,48,1000.3,2.2,271.3
184,2020-7-30 16,35.3,49,999.4,2.6,266.5
185,2020-7-30 17,35.2,49,999.3,1.9,248.6
186,2020-7-30 18,35.3,48,999.1,1.8,280.9
187,2020-7-30 19,34.9,49,999.1,1.2,216.2
188,2020-7-30 20,33.6,54,1000.3,2.5,258.6
189,2020-7-30 21,32.7,58,1001.5,2.1,263.7
190,2020-7-30 22,28.8,77,1002.4,3.2,172.3
191,2020-7-30 23,28.4,77,1003.0,2.5,181.8
192,2020-7-31 0,28.0,77,1002.3,2.1,154.0
193,2020-7-31 1,28.0,77,1001.9,1.4,169.7
194,2020-7-31 2,27.6,81,1001.1,1.5,219.4
195,2020-7-31 3,27.6,78,1000.3,1.5,174.5
196,2020-7-31 4,26.9,80,1000.0,1.8,197.6
197,2020-7-31 5,27.0,79,999.9,1.1,205.7
198,2020-7-31 6,27.3,79,999.9,0.8,280.4
199,2020-7-31 7,27.6,76,1000.4,1.1,202.8
200,2020-7-31 8,28.9,71,1001.3,1.2,210.4
201,2020-7-31 9,30.5,65,1001.8,1.8,206.7
202,2020-7-31 10,31.4,61,1001.8,3.0,188.6
203,2020-7-31 11,32.3,58,1001.4,3.5,177.5
204,2020-7-31 12,31.9,61,1000.9,3.6,175.1
205,2020-7-31 13,32.2,62,1000.6,3.3,195.4
206,2020-7-31 14,32.5,61,1000.1,3.0,200.3
207,2020-7-31 15,31.9,62,999.4,3.7,194.0
208,2020-7-31 16,32.2,62,998.8,2.8,209.4
209,2020-7-31 17,32.7,59,998.4,2.3,225.6
210,2020-7-31 18,32.2,60,998.1,2.9,218.5
211,2020-7-31 19,31.4,64,998.2,2.3,212.6
212,2020-7-31 20,30.8,67,999.3,1.9,214.4
213,2020-7-31 21,30.1,71,1000.0,2.5,186.5
214,2020-7-31 22,29.8,69,1001.2,3.5,188.4
215,2020-7-31 23,29.7,64,1001.5,3.6,191.5
216,2020-8-1 0,29.4,65,1000.9,3.1,189.1
217,2020-8-1 1,29.2,67,1000.5,3.2,188.2
218,2020-8-1 2,29.0,68,1000.5,3.1,186.7
219,2020-8-1 3,29.0,68,1000.1,2.4,186.1
220,2020-8-1 4,29.0,68,999.7,2.7,188.2
221,2020-8-1 5,29.0,68,999.4,3.0,192.0
222,2020-8-1 6,28.9,69,999.3,2.7,188.6
223,2020-8-1 7,29.0,69,999.4,2.8,190.4
224,2020-8-1 8,29.5,67,999.7,3.3,184.0
225,2020-8-1 9,30.0,67,1000.2,3.0,194.5
226,2020-8-1 10,28.8,75,1000.4,3.3,193.0
227,2020-8-1 11,30.6,66,1000.2,3.3,194.2
228,2020-8-1 12,31.2,64,999.7,3.6,193.0
229,2020-8-1 13,30.9,66,999.2,3.5,194.8
230,2020-8-1 14,31.9,63,998.7,3.2,196.8
231,2020-8-1 15,32.0,61,998.2,3.1,238.8
232,2020-8-1 16,32.5,58,998.1,3.0,229.8
233,2020-8-1 17,31.8,63,998.0,2.4,201.1
234,2020-8-1 18,29.3,75,998.6,4.5,194.7
235,2020-8-1 19,26.6,87,999.5,2.8,193.1
236,2020-8-1 20,27.2,82,999.5,2.2,194.1
237,2020-8-1 21,27.4,82,1000.1,2.2,191.5
238,2020-8-1 22,27.6,80,1000.9,3.1,196.1
239,2020-8-1 23,27.6,78,1001.3,2.4,202.6
240,2020-8-2 0,27.4,81,1001.4,2.2,203.7
241,2020-8-2 1,27.2,82,1001.0,2.0,189.2
242,2020-8-2 2,27.3,81,1000.3,1.8,193.5
243,2020-8-2 3,27.5,79,999.5,2.2,193.6
244,2020-8-2 4,27.6,78,999.1,2.5,196.7
245,2020-8-2 5,27.4,78,999.1,3.0,197.6
246,2020-8-2 6,26.5,84,999.2,3.0,194.7
247,2020-8-2 7,26.2,86,999.4,2.7,189.6
248,2020-8-2 8,27.0,82,999.7,2.3,197.0
249,2020-8-2 9,27.8,78,1000.2,2.4,195.2
250,2020-8-2 10,29.2,71,1000.1,2.9,200.9
251,2020-8-2 11,29.4,72,1000.1,3.0,197.4
252,2020-8-2 12,29.3,74,1000.3,2.1,189.1
253,2020-8-2 13,29.6,73,1000.0,1.8,201.2
254,2020-8-2 14,31.0,68,999.3,1.9,199.8
255,2020-8-2 15,31.6,65,998.4,2.7,212.5
256,2020-8-2 16,29.1,79,998.1,2.2,340.7
257,2020-8-2 17,26.8,89,998.2,1.2,47.5
258,2020-8-2 18,26.8,87,997.9,0.7,17.8
259,2020-8-2 19,27.5,86,998.2,1.0,124.6
260,2020-8-2 20,28.6,81,999.0,1.7,207.4
261,2020-8-2 21,28.5,80,999.4,1.4,195.8
262,2020-8-2 22,28.2,81,1000.1,1.5,192.0
263,2020-8-2 23,28.1,82,1000.5,1.2,200.5
264,2020-8-3 0,28.1,81,1000.4,1.3,197.4
265,2020-8-3 1,27.9,81,999.9,1.4,188.8
266,2020-8-3 2,27.8,81,999.1,1.6,194.1
267,2020-8-3 3,27.8,79,998.8,1.7,191.8
268,2020-8-3 4,27.7,80,998.2,1.7,192.2
269,2020-8-3 5,27.8,78,997.8,1.8,201.5
270,2020-8-3 6,27.8,78,997.9,1.8,188.1
271,2020-8-3 7,27.8,77,998.4,2.0,192.2
272,2020-8-3 8,28.0,76,998.8,2.4,192.3
273,2020-8-3 9,28.3,76,999.1,2.9,198.2
274,2020-8-3 10,29.3,71,999.3,2.6,193.7
275,2020-8-3 11,29.5,71,999.5,2.7,201.1
276,2020-8-3 12,30.3,68,999.1,2.0,202.1
277,2020-8-3 13,31.2,64,998.4,2.0,198.0
278,2020-8-3 14,31.9,62,997.6,2.1,202.3
279,2020-8-3 15,32.3,62,996.8,1.9,226.9
280,2020-8-3 16,31.4,66,996.2,2.6,230.7
281,2020-8-3 17,28.4,78,996.3,2.8,312.9
282,2020-8-3 18,27.0,87,996.7,0.7,227.6
283,2020-8-3 19,26.4,89,996.7,1.1,169.6
284,2020-8-3 20,26.9,86,997.3,1.5,165.1
285,2020-8-3 21,27.3,84,997.8,1.3,205.0
286,2020-8-3 22,27.6,85,998.5,1.7,211.2
287,2020-8-3 23,27.0,87,998.9,1.5,200.7
288,2020-8-4 0,27.2,85,999.0,1.4,221.6
289,2020-8-4 1,27.2,85,999.0,1.4,208.4
290,2020-8-4 2,26.7,88,998.3,0.6,189.9
291,2020-8-4 3,26.8,86,997.8,1.0,180.2
292,2020-8-4 4,26.9,85,997.6,1.2,188.1
293,2020-8-4 5,26.8,86,997.6,2.2,193.6
294,2020-8-4 6,26.7,87,997.7,1.6,192.1
295,2020-8-4 7,26.6,87,997.9,1.6,188.8
296,2020-8-4 8,27.2,84,998.2,1.3,190.2
297,2020-8-4 9,27.9,81,998.5,1.4,228.1
298,2020-8-4 10,28.0,80,999.0,1.6,46.3
299,2020-8-4 11,26.8,86,999.1,1.6,75.3
300,2020-8-4 12,28.0,82,999.1,0.5,72.2
301,2020-8-4 13,29.1,76,998.8,0.7,357.3
302,2020-8-4 14,28.8,79,998.5,1.6,301.9
303,2020-8-4 15,27.9,84,997.8,1.5,251.8
304,2020-8-4 16,29.6,72,997.2,1.0,290.0
305,2020-8-4 17,31.1,66,996.7,0.8,240.8
306,2020-8-4 18,31.0,66,996.8,1.3,214.4
307,2020-8-4 19,29.7,73,997.4,1.9,206.9
308,2020-8-4 20,27.9,83,998.6,2.6,289.5
309,2020-8-4 21,26.4,88,999.6,2.0,311.2
310,2020-8-4 22,25.0,91,1000.4,1.4,6.2
311,2020-8-4 23,24.3,92,1000.5,0.5,36.6
312,2020-8-5 0,25.0,90,1000.5,0.8,136.6
313,2020-8-5 1,25.9,88,1000.5,0.6,170.1
314,2020-8-5 2,26.4,87,1000.2,1.4,200.7
315,2020-8-5 3,26.2,88,1000.1,1.4,205.3
316,2020-8-5 4,26.0,89,999.8,1.4,191.9
317,2020-8-5 5,25.9,89,999.8,1.2,196.3
318,2020-8-5 6,25.6,89,1000.2,1.3,185.8
319,2020-8-5 7,25.9,88,1000.6,1.7,190.5
320,2020-8-5 8,26.3,87,1001.2,1.5,204.6
321,2020-8-5 9,27.1,84,1001.5,1.7,185.2
322,2020-8-5 10,28.6,79,1001.8,1.8,200.4
323,2020-8-5 11,28.9,78,1002.1,2.1,218.7
324,2020-8-5 12,25.5,90,1002.4,2.7,208.5
325,2020-8-5 13,24.9,92,1002.2,1.2,170.5
326,2020-8-5 14,26.0,88,1001.9,1.3,290.2
327,2020-8-5 15,28.4,82,1001.8,1.8,294.4
328,2020-8-5 16,28.5,81,1001.6,1.7,254.3
329,2020-8-5 17,25.4,91,1001.8,1.7,19.7
330,2020-8-5 18,23.7,95,1002.1,1.3,233.2
331,2020-8-5 19,23.9,95,1002.8,1.8,253.1
332,2020-8-5 20,24.5,92,1003.5,1.5,245.4
333,2020-8-5 21,24.8,90,1004.3,1.4,206.0
334,2020-8-5 22,24.8,90,1005.2,1.2,200.4
335,2020-8-5 23,24.5,90,1005.5,1.6,189.2
336,2020-8-6 0,24.5,90,1005.6,1.5,189.8
337,2020-8-6 1,24.7,88,1005.5,1.5,187.7
338,2020-8-6 2,25.0,88,1005.2,1.0,204.0
339,2020-8-6 3,25.2,87,1004.7,1.3,261.0
340,2020-8-6 4,25.1,88,1004.3,0.8,199.3
341,2020-8-6 5,25.2,88,1004.0,1.0,185.3
342,2020-8-6 6,25.3,88,1004.1,1.3,186.7
343,2020-8-6 7,25.2,88,1004.4,1.0,173.6
344,2020-8-6 8,26.1,85,1005.0,1.2,195.5
345,2020-8-6 9,27.5,81,1005.4,1.2,201.4
346,2020-8-6 10,28.8,76,1005.8,1.1,222.5
347,2020-8-6 11,29.4,74,1005.8,1.1,179.7
348,2020-8-6 12,30.7,69,1005.4,0.9,213.4
349,2020-8-6 13,31.3,67,1004.8,1.2,287.9
350,2020-8-6 14,32.2,64,1004.0,1.1,354.8
351,2020-8-6 15,32.8,62,1003.2,1.1,339.9
352,2020-8-6 16,33.2,60,1002.6,1.4,253.0
353,2020-8-6 17,33.4,59,1002.4,1.4,307.5
354,2020-8-6 18,33.3,59,1002.4,1.3,341.2
355,2020-8-6 19,32.9,62,1002.6,1.3,335.7
356,2020-8-6 20,29.1,77,1003.6,2.5,8.9
357,2020-8-6 21,28.1,82,1004.5,1.1,38.4
358,2020-8-6 22,28.2,81,1005.2,0.7,73.5
359,2020-8-6 23,28.3,80,1005.4,0.5,336.1
360,2020-8-7 0,28.3,81,1005.4,0.8,146.3
361,2020-8-7 1,27.0,88,1005.1,1.1,92.0
362,2020-8-7 2,26.3,88,1004.6,0.9,159.4
363,2020-8-7 3,26.8,86,1003.9,0.9,182.8
364,2020-8-7 4,26.7,87,1003.2,0.6,176.2
365,2020-8-7 5,26.7,87,1002.9,0.7,176.5
366,2020-8-7 6,26.6,88,1002.4,0.8,154.1
367,2020-8-7 7,26.7,88,1002.6,1.1,188.5
368,2020-8-7 8,27.2,85,1003.2,1.1,184.9
369,2020-8-7 9,28.4,82,1003.7,1.0,204.7
370,2020-8-7 10,29.6,76,1004.0,0.9,234.0
371,2020-8-7 11,31.2,69,1004.0,0.9,279.9
372,2020-8-7 12,31.6,66,1003.6,1.3,311.2
373,2020-8-7 13,31.6,66,1003.1,1.1,307.7
374,2020-8-7 14,32.0,64,1002.6,1.3,346.3
375,2020-8-7 15,32.5,62,1002.0,1.4,14.7
376,2020-8-7 16,31.3,70,1001.4,2.3,202.1
377,2020-8-7 17,30.4,73,1000.9,2.9,199.1
378,2020-8-7 18,31.6,67,1000.7,1.2,186.3
379,2020-8-7 19,32.0,65,1000.3,1.3,189.7
380,2020-8-7 20,31.3,71,1000.7,1.1,179.7
381,2020-8-7 21,30.6,76,1001.2,0.9,191.9
382,2020-8-7 22,30.0,79,1001.5,0.7,278.6
383,2020-8-7 23,30.1,77,1001.9,0.5,261.2
384,2020-8-8 0,30.1,76,1002.0,1.0,292.1
385,2020-8-8 1,30.0,71,1002.1,1.5,301.4
386,2020-8-8 2,29.7,71,1002.0,1.3,320.6
387,2020-8-8 3,29.2,76,1001.6,0.9,325.8
388,2020-8-8 4,28.8,80,1001.4,1.1,321.0
389,2020-8-8 5,28.4,80,1001.2,1.4,310.4
390,2020-8-8 6,28.2,81,1001.1,1.0,343.3
391,2020-8-8 7,28.0,83,1001.5,1.0,2.2
392,2020-8-8 8,28.4,81,1001.9,0.9,357.5
393,2020-8-8 9,28.9,78,1002.1,1.5,6.6
394,2020-8-8 10,30.0,72,1002.1,1.4,345.0
395,2020-8-8 11,30.8,68,1001.8,1.4,322.2
396,2020-8-8 12,31.6,63,1001.5,1.4,353.6
397,2020-8-8 13,32.5,60,1000.8,1.5,333.9
398,2020-8-8 14,33.7,57,1000.0,1.3,328.8
399,2020-8-8 15,33.8,56,999.3,1.6,352.2
400,2020-8-8 16,34.4,54,998.5,1.6,350.9
401,2020-8-8 17,34.5,54,997.8,1.4,337.1
402,2020-8-8 18,34.7,52,997.4,1.3,346.3
403,2020-8-8 19,33.9,55,997.4,1.4,351.3
404,2020-8-8 20,33.4,58,997.6,1.0,339.4
405,2020-8-8 21,33.0,59,998.1,0.8,337.0
406,2020-8-8 22,31.8,64,998.6,1.2,176.9
407,2020-8-8 23,31.7,66,999.0,0.9,262.1
408,2020-8-9 0,31.5,66,999.2,1.5,322.9
409,2020-8-9 1,30.6,74,999.2,1.3,357.5
410,2020-8-9 2,30.0,77,998.9,1.3,334.0
411,2020-8-9 3,29.6,75,998.8,2.1,314.4
412,2020-8-9 4,29.2,76,998.8,2.0,316.0
413,2020-8-9 5,28.9,77,998.8,1.6,300.7
414,2020-8-9 6,28.6,79,998.8,1.9,309.8
415,2020-8-9 7,28.3,81,999.2,2.0,318.1
416,2020-8-9 8,28.4,81,999.8,1.7,317.7
417,2020-8-9 9,29.2,77,999.8,1.5,299.4
418,2020-8-9 10,30.0,73,999.8,1.3,342.7
419,2020-8-9 11,31.0,69,999.5,1.7,337.7
420,2020-8-9 12,32.0,64,999.0,2.0,300.7
421,2020-8-9 13,32.9,60,998.5,1.4,329.8
422,2020-8-9 14,33.7,58,997.9,1.4,350.1
423,2020-8-9 15,34.2,56,997.4,2.0,358.7
424,2020-8-9 16,34.6,54,996.5,1.8,351.5
425,2020-8-9 17,35.0,52,996.0,1.9,351.9
426,2020-8-9 18,34.8,52,995.7,1.9,337.1
427,2020-8-9 19,34.3,52,995.8,1.8,319.5
428,2020-8-9 20,33.8,54,996.2,1.3,331.1
429,2020-8-9 21,33.2,60,996.9,0.9,16.9
430,2020-8-9 22,32.6,63,997.7,1.1,334.5
431,2020-8-9 23,32.0,65,998.3,2.2,315.8
432,2020-8-10 0,31.1,72,998.2,2.5,316.0
433,2020-8-10 1,30.6,76,998.2,2.3,333.5
434,2020-8-10 2,30.0,77,998.0,1.9,315.3
435,2020-8-10 3,29.6,78,997.9,2.3,313.4
436,2020-8-10 4,29.3,79,998.0,1.9,316.8
437,2020-8-10 5,29.1,80,998.3,1.4,322.2
438,2020-8-10 6,28.9,81,998.4,1.6,320.4
439,2020-8-10 7,28.7,80,998.9,2.0,313.5
440,2020-8-10 8,28.8,79,999.3,2.2,310.7
441,2020-8-10 9,29.5,76,999.6,1.6,316.1
442,2020-8-10 10,30.2,73,999.7,1.4,350.0
443,2020-8-10 11,30.8,70,999.8,1.3,355.6
444,2020-8-10 12,31.6,67,999.3,1.3,355.9
445,2020-8-10 13,32.3,64,998.9,1.8,349.2
446,2020-8-10 14,33.6,58,998.2,1.8,356.3
447,2020-8-10 15,34.1,56,997.3,2.2,357.7
448,2020-8-10 16,34.7,52,996.9,1.9,345.3
449,2020-8-10 17,35.0,51,996.5,1.9,359.9
450,2020-8-10 18,34.4,55,996.4,1.7,4.8
451,2020-8-10 19,34.2,56,996.4,1.1,344.4
452,2020-8-10 20,33.7,58,996.6,1.2,2.5
453,2020-8-10 21,33.1,62,997.4,0.8,117.6
454,2020-8-10 22,32.3,66,998.1,1.3,175.8
455,2020-8-10 23,31.6,69,998.2,1.7,304.6
456,2020-8-11 0,31.6,70,998.6,2.3,304.5
457,2020-8-11 1,31.0,72,998.9,2.0,321.8
458,2020-8-11 2,30.6,73,998.8,2.2,325.4
459,2020-8-11 3,30.1,75,998.6,2.2,308.3
460,2020-8-11 4,29.3,80,998.6,1.5,300.9
461,2020-8-11 5,29.5,80,998.7,1.8,310.9
462,2020-8-11 6,29.3,80,998.8,1.8,317.8
463,2020-8-11 7,29.2,80,999.3,1.7,320.1
464,2020-8-11 8,29.4,80,999.9,1.9,315.7
465,2020-8-11 9,29.9,78,1000.3,1.7,341.4
466,2020-8-11 10,30.7,74,1000.6,1.6,353.2
467,2020-8-11 11,31.5,68,1000.4,1.7,319.2
468,2020-8-11 12,32.4,65,1000.2,1.7,323.9
469,2020-8-11 13,33.1,61,999.8,2.2,350.6
470,2020-8-11 14,33.9,58,999.1,1.7,327.5
471,2020-8-11 15,34.6,55,998.4,2.0,334.8
