,1,2,3,4,5,6,7
92,2020-7-26 20,7,29,73,40,144,0.7
93,2020-7-26 21,6,38,78,36,98,0.7
94,2020-7-26 22,6,36,68,34,77,0.7
95,2020-7-26 23,7,36,63,27,51,0.6
96,2020-7-27 0,10,28,47,26,39,0.5
97,2020-7-27 1,12,30,42,25,22,0.5
98,2020-7-27 2,12,31,31,24,13,0.5
99,2020-7-27 3,11,27,33,21,13,0.5
100,2020-7-27 4,12,28,28,17,10,0.5
101,2020-7-27 5,10,24,22,15,15,0.5
102,2020-7-27 6,11,24,16,14,16,0.5
103,2020-7-27 7,11,24,7,13,16,0.5
104,2020-7-27 8,12,22,29,14,20,0.5
105,2020-7-27 9,12,22,31,15,26,0.5
106,2020-7-27 10,12,22,45,17,35,0.6
107,2020-7-27 11,11,20,47,18,52,0.5
108,2020-7-27 12,10,16,39,18,88,0.5
109,2020-7-27 13,10,13,49,18,113,0.5
110,2020-7-27 14,8,13,42,19,124,0.5
111,2020-7-27 15,8,13,43,20,132,0.5
112,2020-7-27 16,8,13,41,21,129,0.5
113,2020-7-27 17,7,13,47,20,120,0.5
114,2020-7-27 18,7,17,41,22,121,0.6
115,2020-7-27 19,7,20,48,22,122,0.6
116,2020-7-27 20,7,24,56,24,108,0.6
117,2020-7-27 21,8,28,56,28,93,0.7
118,2020-7-27 22,7,39,67,19,59,0.6
119,2020-7-27 23,7,36,51,16,37,0.6
120,2020-7-28 0,9,36,39,15,20,0.6
121,2020-7-28 1,10,31,39,14,13,0.5
122,2020-7-28 2,11,28,35,13,10,0.5
123,2020-7-28 3,9,28,29,13,8,0.5
124,2020-7-28 4,9,26,28,12,10,0.5
125,2020-7-28 5,9,23,18,11,13,0.5
126,2020-7-28 6,9,20,25,10,16,0.5
127,2020-7-28 7,12,25,24,11,12,0.5
128,2020-7-28 8,15,23,34,12,19,0.6
129,2020-7-28 9,13,20,36,11,28,0.6
130,2020-7-28 10,10,13,32,11,46,0.5
131,2020-7-28 11,8,12,24,12,61,0.5
132,2020-7-28 12,7,10,35,11,68,0.5
133,2020-7-28 13,7,9,20,11,82,0.5
134,2020-7-28 14,7,10,22,12,90,0.5
135,2020-7-28 15,7,11,28,11,101,0.5
136,2020-7-28 16,7,13,25,12,121,0.5
137,2020-7-28 17,8,14,42,12,126,0.5
138,2020-7-28 18,7,17,38,13,119,0.6
139,2020-7-28 19,7,16,38,13,125,0.6
140,2020-7-28 20,8,30,43,17,126,0.6
141,2020-7-28 21,10,34,57,17,108,0.7
142,2020-7-28 22,10,36,60,15,66,0.6
143,2020-7-28 23,8,31,50,13,56,0.6
144,2020-7-29 0,8,31,49,13,37,0.6
145,2020-7-29 1,9,37,34,12,16,0.6
146,2020-7-29 2,9,32,38,11,11,0.5
147,2020-7-29 3,10,32,34,11,6,0.5
148,2020-7-29 4,11,31,25,11,5,0.5
149,2020-7-29 5,12,32,28,11,3,0.5
150,2020-7-29 6,15,33,33,11,2,0.5
151,2020-7-29 7,16,29,44,13,7,0.6
152,2020-7-29 8,20,28,48,15,12,0.6
153,2020-7-29 9,21,27,48,17,23,0.6
154,2020-7-29 10,18,28,59,18,42,0.7
155,2020-7-29 11,16,24,58,18,77,0.6
156,2020-7-29 12,14,19,54,17,111,0.6
157,2020-7-29 13,15,14,54,17,122,0.5
158,2020-7-29 14,10,12,34,16,114,0.5
159,2020-7-29 15,6,14,36,18,267,0.5
160,2020-7-29 16,6,16,53,22,87,0.6
161,2020-7-29 17,6,18,65,25,175,0.6
162,2020-7-29 18,6,17,69,24,147,0.5
163,2020-7-29 19,6,20,51,24,157,0.6
164,2020-7-29 20,6,25,131,24,144,0.6
165,2020-7-29 21,5,26,76,23,112,0.6
166,2020-7-29 22,5,24,31,21,101,0.6
167,2020-7-29 23,5,26,29,20,81,0.6
168,2020-7-30 0,6,22,44,17,69,0.5
169,2020-7-30 1,6,20,23,15,72,0.5
170,2020-7-30 2,6,18,27,15,73,0.5
171,2020-7-30 3,6,17,17,14,67,0.5
172,2020-7-30 4,6,17,15,13,62,0.5
173,2020-7-30 5,7,19,20,14,56,0.5
174,2020-7-30 6,7,22,25,14,49,0.5
175,2020-7-30 7,7,22,28,14,48,0.5
176,2020-7-30 8,6,21,34,13,50,0.6
177,2020-7-30 9,6,18,22,12,55,0.6
178,2020-7-30 10,6,16,35,12,66,0.5
179,2020-7-30 11,6,12,26,11,72,0.5
180,2020-7-30 12,6,11,18,11,80,0.5
181,2020-7-30 13,6,12,17,11,86,0.5
182,2020-7-30 14,6,11,14,11,83,0.4
183,2020-7-30 15,6,11,21,12,99,0.5
184,2020-7-30 16,6,13,25,12,99,0.5
185,2020-7-30 17,6,17,31,12,80,0.5
186,2020-7-30 18,6,19,25,11,78,0.5
187,2020-7-30 19,6,18,30,11,75,0.5
188,2020-7-30 20,6,28,28,13,88,0.6
189,2020-7-30 21,6,35,49,14,86,0.6
190,2020-7-30 22,6,22,47,12,61,0.6
191,2020-7-30 23,5,15,17,10,48,0.5
192,2020-7-31 0,5,14,10,9,43,0.5
193,2020-7-31 1,6,15,4,9,40,0.5
194,2020-7-31 2,5,17,15,9,30,0.5
195,2020-7-31 3,5,15,14,8,31,0.4
196,2020-7-31 4,5,17,11,8,27,0.4
197,2020-7-31 5,5,17,10,8,26,0.4
198,2020-7-31 6,5,19,9,7,25,0.5
199,2020-7-31 7,5,18,11,7,29,0.5
200,2020-7-31 8,6,19,15,8,34,0.5
201,2020-7-31 9,6,19,22,8,44,0.6
202,2020-7-31 10,6,18,36,10,56,0.7
203,2020-7-31 11,6,15,29,11,68,0.6
204,2020-7-31 12,6,17,38,13,72,0.6
205,2020-7-31 13,6,15,35,14,83,0.6
206,2020-7-31 14,6,14,35,12,82,0.6
207,2020-7-31 15,6,12,34,10,70,0.5
208,2020-7-31 16,6,14,22,10,63,0.5
209,2020-7-31 17,5,14,22,10,52,0.5
210,2020-7-31 18,5,14,21,10,51,0.5
211,2020-7-31 19,6,20,23,11,42,0.6
212,2020-7-31 20,6,24,26,12,34,0.6
213,2020-7-31 21,6,24,31,11,32,0.6
214,2020-7-31 22,7,18,18,9,24,0.5
215,2020-7-31 23,6,14,10,8,27,0.4
216,2020-8-1 0,6,14,8,7,28,0.4
217,2020-8-1 1,6,13,10,7,28,0.4
218,2020-8-1 2,6,12,3,6,27,0.4
219,2020-8-1 3,6,12,10,6,27,0.4
220,2020-8-1 4,5,12,8,6,26,0.4
221,2020-8-1 5,6,12,5,5,26,0.4
222,2020-8-1 6,5,13,4,5,24,0.4
223,2020-8-1 7,6,13,8,4,22,0.4
224,2020-8-1 8,6,13,13,5,24,0.5
225,2020-8-1 9,6,13,16,4,25,0.5
226,2020-8-1 10,6,14,26,4,30,0.5
227,2020-8-1 11,6,14,14,4,32,0.5
228,2020-8-1 12,6,12,19,5,44,0.5
229,2020-8-1 13,6,12,23,5,49,0.5
230,2020-8-1 14,6,11,19,5,54,0.5
231,2020-8-1 15,5,13,15,5,48,0.5
232,2020-8-1 16,6,12,14,5,51,0.5
233,2020-8-1 17,5,15,15,5,53,0.5
234,2020-8-1 18,5,15,22,5,73,0.5
235,2020-8-1 19,5,16,24,5,36,0.6
236,2020-8-1 20,5,16,4,5,33,0.6
237,2020-8-1 21,6,16,4,5,29,0.5
238,2020-8-1 22,5,15,12,4,28,0.5
239,2020-8-1 23,6,16,12,4,32,0.5
240,2020-8-2 0,6,15,8,4,27,0.5
241,2020-8-2 1,6,15,14,4,24,0.5
242,2020-8-2 2,6,14,12,4,25,0.5
243,2020-8-2 3,6,13,8,4,26,0.4
244,2020-8-2 4,6,13,4,4,25,0.4
245,2020-8-2 5,6,13,12,3,25,0.4
246,2020-8-2 6,6,15,10,3,24,0.5
247,2020-8-2 7,6,15,15,4,22,0.5
248,2020-8-2 8,6,16,10,4,28,0.5
249,2020-8-2 9,8,15,10,4,30,0.5
250,2020-8-2 10,6,13,11,3,44,0.5
251,2020-8-2 11,6,13,21,3,51,0.5
252,2020-8-2 12,6,13,17,4,56,0.5
253,2020-8-2 13,6,12,11,4,76,0.5
254,2020-8-2 14,6,12,14,4,79,0.5
255,2020-8-2 15,6,12,19,5,67,0.6
256,2020-8-2 16,6,17,19,5,80,0.6
257,2020-8-2 17,6,23,17,6,151,0.6
258,2020-8-2 18,6,27,8,7,131,0.7
259,2020-8-2 19,6,33,26,8,64,0.8
260,2020-8-2 20,6,22,23,8,756,0.7
261,2020-8-2 21,6,20,18,8,43,0.6
262,2020-8-2 22,5,19,17,8,35,0.6
263,2020-8-2 23,7,19,14,8,31,0.6
264,2020-8-3 0,8,16,15,7,29,0.5
265,2020-8-3 1,6,17,16,6,22,0.5
266,2020-8-3 2,6,16,14,6,21,0.5
267,2020-8-3 3,6,14,11,6,27,0.5
268,2020-8-3 4,6,14,7,5,27,0.5
269,2020-8-3 5,6,13,10,5,26,0.5
270,2020-8-3 6,6,15,8,5,25,0.5
271,2020-8-3 7,6,16,15,5,24,0.5
272,2020-8-3 8,6,16,19,5,25,0.6
273,2020-8-3 9,6,16,18,5,28,0.6
274,2020-8-3 10,7,14,22,4,36,0.6
275,2020-8-3 11,7,14,25,5,45,0.5
276,2020-8-3 12,6,13,19,5,59,0.5
277,2020-8-3 13,6,12,14,5,71,0.5
278,2020-8-3 14,6,10,13,5,78,0.5
279,2020-8-3 15,6,11,11,6,84,0.5
280,2020-8-3 16,6,13,19,6,79,0.5
281,2020-8-3 17,5,18,26,7,64,0.5
282,2020-8-3 18,6,23,10,7,90,0.6
283,2020-8-3 19,5,28,5,7,66,0.7
284,2020-8-3 20,5,26,16,6,55,0.7
285,2020-8-3 21,6,22,12,6,50,0.6
286,2020-8-3 22,6,23,11,6,46,0.6
287,2020-8-3 23,6,25,18,6,36,0.6
288,2020-8-4 0,6,22,10,6,34,0.5
289,2020-8-4 1,6,26,12,5,33,0.5
290,2020-8-4 2,6,27,18,6,28,0.5
291,2020-8-4 3,6,28,12,7,20,0.5
292,2020-8-4 4,7,31,18,7,18,0.5
293,2020-8-4 5,8,29,19,7,19,0.5
294,2020-8-4 6,10,27,21,7,17,0.6
295,2020-8-4 7,9,25,30,8,24,0.6
296,2020-8-4 8,9,23,25,8,20,0.6
297,2020-8-4 9,10,24,24,9,34,0.6
298,2020-8-4 10,9,29,31,9,28,0.6
299,2020-8-4 11,7,30,42,10,34,0.6
300,2020-8-4 12,7,31,26,12,54,0.7
301,2020-8-4 13,6,28,28,13,73,0.6
302,2020-8-4 14,6,30,51,18,82,0.6
303,2020-8-4 15,9,24,44,16,89,0.6
304,2020-8-4 16,5,16,3,13,104,0.6
305,2020-8-4 17,5,16,38,14,114,0.6
306,2020-8-4 18,5,17,50,13,263,0.6
307,2020-8-4 19,5,20,38,14,77,0.6
308,2020-8-4 20,6,22,25,14,93,0.6
309,2020-8-4 21,5,20,10,11,92,0.5
310,2020-8-4 22,5,19,1,9,69,0.5
311,2020-8-4 23,5,17,1,8,56,0.5
312,2020-8-5 0,6,17,1,7,52,0.5
313,2020-8-5 1,5,16,6,7,54,0.5
314,2020-8-5 2,6,19,19,10,50,0.6
315,2020-8-5 3,6,23,24,11,37,0.6
316,2020-8-5 4,6,26,25,11,23,0.6
317,2020-8-5 5,7,25,26,12,22,0.6
318,2020-8-5 6,7,26,26,12,16,0.6
319,2020-8-5 7,7,27,26,12,10,0.6
320,2020-8-5 8,7,26,31,10,13,0.7
321,2020-8-5 9,7,19,20,8,19,0.6
322,2020-8-5 10,7,17,17,8,27,0.6
323,2020-8-5 11,6,15,30,7,35,0.5
324,2020-8-5 12,6,13,23,7,35,0.5
325,2020-8-5 13,6,16,4,7,33,0.6
326,2020-8-5 14,5,20,3,7,40,0.6
327,2020-8-5 15,6,22,12,6,46,0.6
328,2020-8-5 16,6,28,18,7,41,0.6
329,2020-8-5 17,5,29,26,8,58,0.6
330,2020-8-5 18,5,22,13,7,35,0.6
331,2020-8-5 19,5,32,1,7,28,0.7
332,2020-8-5 20,5,26,7,6,18,0.6
333,2020-8-5 21,5,26,10,5,17,0.6
334,2020-8-5 22,6,26,4,5,13,0.6
335,2020-8-5 23,6,25,13,5,8,0.6
336,2020-8-6 0,6,22,8,5,10,0.5
337,2020-8-6 1,6,20,14,7,10,0.5
338,2020-8-6 2,6,22,13,8,10,0.5
339,2020-8-6 3,7,20,10,8,12,0.5
340,2020-8-6 4,6,17,14,7,13,0.5
341,2020-8-6 5,6,20,12,7,8,0.5
342,2020-8-6 6,6,21,14,7,6,0.5
343,2020-8-6 7,7,20,35,7,8,0.6
344,2020-8-6 8,8,18,22,7,11,0.6
345,2020-8-6 9,8,16,13,7,17,0.7
346,2020-8-6 10,8,16,19,6,26,0.6
347,2020-8-6 11,9,15,24,6,38,0.5
348,2020-8-6 12,8,11,21,6,65,0.5
349,2020-8-6 13,7,10,22,7,89,0.5
350,2020-8-6 14,6,12,29,7,116,0.5
351,2020-8-6 15,6,12,31,8,125,0.5
352,2020-8-6 16,6,12,29,10,133,0.5
353,2020-8-6 17,6,16,30,12,150,0.5
354,2020-8-6 18,6,23,33,13,162,0.6
355,2020-8-6 19,6,32,48,15,161,0.7
356,2020-8-6 20,6,19,49,11,125,0.6
357,2020-8-6 21,6,23,22,8,98,0.6
358,2020-8-6 22,6,23,13,9,85,0.6
359,2020-8-6 23,6,23,19,9,80,0.6
360,2020-8-7 0,6,22,21,10,76,0.6
361,2020-8-7 1,6,29,32,12,62,0.7
362,2020-8-7 2,6,20,22,12,58,0.6
363,2020-8-7 3,6,18,32,14,59,0.6
364,2020-8-7 4,7,21,30,15,47,0.6
365,2020-8-7 5,8,26,32,16,32,0.6
366,2020-8-7 6,8,31,48,15,16,0.7
367,2020-8-7 7,11,36,50,14,11,0.7
368,2020-8-7 8,13,31,45,14,13,0.8
369,2020-8-7 9,16,27,44,13,18,0.7
370,2020-8-7 10,13,19,38,12,28,0.6
371,2020-8-7 11,10,16,34,12,41,0.5
372,2020-8-7 12,8,16,36,13,72,0.5
373,2020-8-7 13,8,16,47,15,103,0.5
374,2020-8-7 14,7,15,35,17,130,0.5
375,2020-8-7 15,7,16,44,20,170,0.5
376,2020-8-7 16,6,19,45,18,124,0.6
377,2020-8-7 17,6,16,34,16,110,0.5
378,2020-8-7 18,6,23,20,18,125,0.7
379,2020-8-7 19,6,24,40,19,141,0.8
380,2020-8-7 20,6,38,51,21,100,0.9
381,2020-8-7 21,6,47,63,22,65,1.0
382,2020-8-7 22,6,30,62,18,65,0.7
383,2020-8-7 23,6,32,53,18,81,0.8
384,2020-8-8 0,7,46,55,19,39,0.8
385,2020-8-8 1,7,47,59,18,12,0.6
386,2020-8-8 2,7,40,35,16,6,0.5
387,2020-8-8 3,8,45,35,17,4,0.6
388,2020-8-8 4,11,48,48,18,6,0.6
389,2020-8-8 5,11,36,38,15,3,0.5
390,2020-8-8 6,14,36,32,15,4,0.6
391,2020-8-8 7,17,36,41,16,5,0.6
392,2020-8-8 8,15,32,47,16,8,0.6
393,2020-8-8 9,14,26,48,15,18,0.6
394,2020-8-8 10,12,20,33,15,33,0.5
395,2020-8-8 11,10,19,52,18,53,0.5
396,2020-8-8 12,9,15,51,20,86,0.5
397,2020-8-8 13,8,15,54,22,129,0.5
398,2020-8-8 14,8,15,50,24,160,0.5
399,2020-8-8 15,8,13,57,24,179,0.4
400,2020-8-8 16,8,16,55,25,191,0.4
401,2020-8-8 17,8,16,60,29,213,0.5
402,2020-8-8 18,8,18,58,29,214,0.5
403,2020-8-8 19,8,24,66,31,220,0.6
404,2020-8-8 20,8,26,68,32,207,0.6
405,2020-8-8 21,8,29,64,37,174,0.7
406,2020-8-8 22,7,30,83,35,126,0.8
407,2020-8-8 23,7,34,72,30,117,0.8
408,2020-8-9 0,7,44,68,23,61,0.6
409,2020-8-9 1,9,51,69,31,49,0.7
410,2020-8-9 2,10,39,78,23,36,0.6
411,2020-8-9 3,10,33,45,17,18,0.5
412,2020-8-9 4,10,33,27,15,12,0.5
413,2020-8-9 5,11,36,26,15,8,0.5
414,2020-8-9 6,13,38,31,16,5,0.5
415,2020-8-9 7,15,36,43,16,7,0.6
416,2020-8-9 8,15,30,44,15,13,0.6
417,2020-8-9 9,14,25,37,16,22,0.6
418,2020-8-9 10,13,22,43,16,40,0.5
419,2020-8-9 11,10,18,47,18,72,0.5
420,2020-8-9 12,10,14,50,18,111,0.4
421,2020-8-9 13,9,13,44,19,133,0.4
422,2020-8-9 14,9,12,47,20,156,0.4
423,2020-8-9 15,9,13,62,21,163,0.4
424,2020-8-9 16,9,14,49,22,165,0.4
425,2020-8-9 17,9,14,56,23,166,0.4
426,2020-8-9 18,9,18,53,23,176,0.5
427,2020-8-9 19,8,20,49,22,167,0.5
428,2020-8-9 20,10,28,42,26,150,0.5
429,2020-8-9 21,11,34,56,34,110,0.7
430,2020-8-9 22,10,34,79,33,94,0.8
431,2020-8-9 23,9,37,72,24,77,0.6
432,2020-8-10 0,9,29,59,18,48,0.6
433,2020-8-10 1,9,31,39,15,26,0.6
434,2020-8-10 2,10,27,31,14,20,0.5
435,2020-8-10 3,10,25,23,13,16,0.5
436,2020-8-10 4,10,22,24,12,16,0.4
437,2020-8-10 5,11,27,18,12,11,0.4
438,2020-8-10 6,11,29,26,12,7,0.5
439,2020-8-10 7,11,24,28,12,11,0.4
440,2020-8-10 8,12,19,29,11,18,0.5
441,2020-8-10 9,12,20,25,12,21,0.5
442,2020-8-10 10,12,21,39,13,28,0.5
443,2020-8-10 11,13,22,46,14,41,0.5
444,2020-8-10 12,12,17,41,15,81,0.5
445,2020-8-10 13,11,13,54,18,124,0.5
446,2020-8-10 14,10,14,53,18,136,0.4
447,2020-8-10 15,9,14,52,19,149,0.4
448,2020-8-10 16,8,13,51,20,140,0.4
449,2020-8-10 17,9,15,50,20,143,0.4
450,2020-8-10 18,10,18,48,24,166,0.5
451,2020-8-10 19,9,20,51,24,144,0.5
452,2020-8-10 20,8,20,44,25,131,0.5
453,2020-8-10 21,8,33,51,33,87,0.7
454,2020-8-10 22,8,32,77,25,117,0.6
455,2020-8-10 23,7,28,57,21,98,0.6
456,2020-8-11 0,7,27,41,16,50,0.6
457,2020-8-11 1,8,29,36,14,24,0.6
458,2020-8-11 2,9,28,28,13,13,0.5
459,2020-8-11 3,8,26,23,13,13,0.5
460,2020-8-11 4,8,27,22,12,8,0.5
461,2020-8-11 5,10,28,19,12,8,0.5
462,2020-8-11 6,12,24,22,11,13,0.4
463,2020-8-11 7,12,23,17,11,13,0.5
464,2020-8-11 8,12,23,38,12,14,0.5
465,2020-8-11 9,12,24,58,12,18,0.6
466,2020-8-11 10,13,22,79,13,27,0.5
467,2020-8-11 11,11,17,99,13,47,0.5
468,2020-8-11 12,10,16,120,16,75,0.5
469,2020-8-11 13,9,13,76,18,111,0.5
470,2020-8-11 14,7,12,51,19,127,0.5
471,2020-8-11 15,6,13,44,19,140,0.5
472,2020-8-11 16,6,14,46,18,146,0.5
473,2020-8-11 17,6,17,43,18,142,0.5
474,2020-8-11 18,6,25,48,16,93,0.6
475,2020-8-11 19,6,27,31,16,347,0.7
476,2020-8-11 20,6,28,35,14,48,0.6
477,2020-8-11 21,6,28,36,13,32,0.6
478,2020-8-11 22,6,29,32,12,23,0.5
479,2020-8-11 23,6,28,27,10,13,0.5
480,2020-8-12 0,6,22,18,10,15,0.5
481,2020-8-12 1,6,23,16,8,16,0.5
482,2020-8-12 2,6,19,25,8,20,0.5
483,2020-8-12 3,6,22,11,8,16,0.5
484,2020-8-12 4,6,29,17,8,8,0.5
485,2020-8-12 5,7,33,29,8,2,0.5
486,2020-8-12 6,6,14,26,7,28,0.4
487,2020-8-12 7,6,12,13,7,35,0.4
488,2020-8-12 8,6,16,6,7,31,0.5
489,2020-8-12 9,6,21,18,7,22,0.6
490,2020-8-12 10,5,12,8,6,47,0.5
491,2020-8-12 11,5,11,9,5,59,0.5
492,2020-8-12 12,6,11,10,4,72,0.5
493,2020-8-12 13,5,9,19,5,93,0.5
494,2020-8-12 14,6,11,23,6,101,0.5
495,2020-8-12 15,6,10,17,6,97,0.5
496,2020-8-12 16,5,11,19,7,112,0.5
497,2020-8-12 17,6,13,52,7,75,0.5
498,2020-8-12 18,6,17,11,8,56,0.5
499,2020-8-12 19,6,20,4,8,51,0.5
500,2020-8-12 20,6,26,13,7,42,0.5
501,2020-8-12 21,6,27,15,7,35,0.6
502,2020-8-12 22,6,34,17,7,19,0.6
503,2020-8-12 23,6,32,26,7,18,0.6
504,2020-8-13 0,6,31,22,7,17,0.5
505,2020-8-13 1,6,31,21,7,15,0.5
506,2020-8-13 2,7,30,22,6,14,0.5
507,2020-8-13 3,8,28,17,6,16,0.5
508,2020-8-13 4,7,24,21,6,17,0.5
509,2020-8-13 5,6,22,18,6,17,0.5
510,2020-8-13 6,6,26,16,7,11,0.5
511,2020-8-13 7,7,26,21,7,12,0.5
512,2020-8-13 8,6,22,17,6,18,0.6
513,2020-8-13 9,7,22,22,6,27,0.6
514,2020-8-13 10,7,19,28,7,37,0.6
515,2020-8-13 11,6,19,26,8,47,0.6
516,2020-8-13 12,6,19,18,7,37,0.5
517,2020-8-13 13,6,22,9,7,43,0.6
518,2020-8-13 14,6,21,12,7,57,0.6
519,2020-8-13 15,6,19,10,8,82,0.6
520,2020-8-13 16,6,16,30,7,84,0.5
521,2020-8-13 17,6,17,21,8,56,0.6
522,2020-8-13 18,6,19,7,8,48,0.6
523,2020-8-13 19,6,21,18,8,41,0.6
524,2020-8-13 20,7,26,27,8,31,0.6
525,2020-8-13 21,6,28,22,8,25,0.7
526,2020-8-13 22,6,24,27,9,29,0.6
527,2020-8-13 23,6,24,26,9,33,0.6
528,2020-8-14 0,7,26,34,9,28,0.6
529,2020-8-14 1,8,28,23,7,23,0.6
530,2020-8-14 2,8,28,28,6,19,0.6
531,2020-8-14 3,8,26,26,7,20,0.6
532,2020-8-14 4,8,26,30,8,16,0.6
533,2020-8-14 5,9,30,28,8,9,0.6
534,2020-8-14 6,9,32,29,9,6,0.6
535,2020-8-14 7,10,31,41,10,6,0.7
536,2020-8-14 8,12,27,36,10,12,0.7
537,2020-8-14 9,14,26,39,10,14,0.7
538,2020-8-14 10,10,19,28,9,30,0.6
539,2020-8-14 11,9,22,24,10,40,0.6
540,2020-8-14 12,8,21,27,11,70,0.6
541,2020-8-14 13,7,21,42,12,87,0.6
542,2020-8-14 14,6,19,27,14,112,0.6
543,2020-8-14 15,6,19,34,14,147,0.6
544,2020-8-14 16,6,14,31,12,75,0.5
545,2020-8-14 17,6,16,12,11,51,0.5
546,2020-8-14 18,6,19,7,10,50,0.7
547,2020-8-14 19,6,25,19,10,48,0.7
548,2020-8-14 20,6,34,33,11,37,0.8
549,2020-8-14 21,6,36,31,12,27,0.9
550,2020-8-14 22,6,33,32,12,26,0.8
551,2020-8-14 23,6,30,35,12,27,0.7
552,2020-8-15 0,7,23,30,12,35,0.7
553,2020-8-15 1,16,23,34,12,37,0.6
554,2020-8-15 2,15,29,32,11,26,0.6
555,2020-8-15 3,14,28,42,12,23,0.7
556,2020-8-15 4,12,30,36,13,16,0.7
557,2020-8-15 5,12,30,36,14,12,0.7
