,1,2,3,4,5,6,7
48,2020-7-25 0,10,29,23,8,31,0.5
49,2020-7-25 1,10,32,14,8,24,0.5
50,2020-7-25 2,9,27,15,10,26,0.5
51,2020-7-25 3,9,26,14,9,25,0.5
52,2020-7-25 4,9,33,16,9,13,0.5
53,2020-7-25 5,9,27,15,9,17,0.5
54,2020-7-25 6,9,33,13,8,8,0.5
55,2020-7-25 7,10,32,27,10,10,0.6
56,2020-7-25 8,10,26,26,7,17,0.6
57,2020-7-25 9,10,25,28,5,23,0.5
58,2020-7-25 10,10,28,38,6,29,0.6
59,2020-7-25 11,10,26,40,8,64,0.6
60,2020-7-25 12,10,18,44,10,125,0.6
61,2020-7-25 13,10,12,44,6,113,0.5
62,2020-7-25 14,10,10,24,6,126,0.5
63,2020-7-25 15,10,10,42,8,135,0.5
64,2020-7-25 16,10,14,57,9,141,0.5
65,2020-7-25 17,10,12,49,7,130,0.5
66,2020-7-25 18,9,10,21,7,116,0.5
67,2020-7-25 19,10,10,16,6,100,0.5
68,2020-7-25 20,10,14,23,8,88,0.5
69,2020-7-25 21,10,18,24,8,66,0.5
70,2020-7-25 22,10,27,28,9,42,0.5
71,2020-7-25 23,10,23,30,7,35,0.5
72,2020-7-26 0,10,23,21,6,28,0.5
73,2020-7-26 1,10,27,16,6,20,0.5
74,2020-7-26 2,9,28,10,5,19,0.6
75,2020-7-26 3,10,27,10,5,17,0.5
76,2020-7-26 4,10,19,11,4,21,0.5
77,2020-7-26 5,10,22,7,4,15,0.5
78,2020-7-26 6,9,24,12,4,7,0.5
79,2020-7-26 7,10,23,13,5,8,0.6
80,2020-7-26 8,10,16,19,5,21,0.6
81,2020-7-26 9,9,12,30,4,31,0.5
82,2020-7-26 10,9,10,14,5,39,0.5
83,2020-7-26 11,10,9,21,4,55,0.5
84,2020-7-26 12,10,9,26,6,75,0.5
85,2020-7-26 13,9,9,24,6,87,0.5
86,2020-7-26 14,9,7,20,5,90,0.5
87,2020-7-26 15,10,8,23,6,99,0.5
88,2020-7-26 16,10,11,35,7,102,0.5
89,2020-7-26 17,9,8,22,7,89,0.5
90,2020-7-26 18,10,10,27,7,82,0.5
91,2020-7-26 19,10,22,36,10,52,0.5
92,2020-7-26 20,10,16,28,8,47,0.5
93,2020-7-26 21,10,21,19,7,28,0.5
94,2020-7-26 22,10,25,24,9,17,0.5
95,2020-7-26 23,10,21,32,6,18,0.5
96,2020-7-27 0,10,15,11,4,23,0.5
97,2020-7-27 1,9,12,6,6,24,0.5
98,2020-7-27 2,9,10,13,7,25,0.5
99,2020-7-27 3,9,12,8,5,21,0.5
100,2020-7-27 4,9,13,2,5,20,0.5
101,2020-7-27 5,9,18,11,7,13,0.5
102,2020-7-27 6,10,23,28,7,4,0.5
103,2020-7-27 7,9,22,34,11,7,0.6
104,2020-7-27 8,9,15,32,5,20,0.5
105,2020-7-27 9,9,10,29,4,30,0.5
106,2020-7-27 10,10,10,13,5,35,0.5
107,2020-7-27 11,9,8,31,5,41,0.5
108,2020-7-27 12,9,8,12,5,60,0.5
109,2020-7-27 13,9,5,16,4,61,0.5
110,2020-7-27 14,9,5,11,4,79,0.5
111,2020-7-27 15,9,7,16,5,81,0.5
112,2020-7-27 16,10,10,20,6,76,0.5
113,2020-7-27 17,9,15,21,7,51,0.5
114,2020-7-27 18,9,8,27,7,67,0.5
115,2020-7-27 19,9,8,24,6,47,0.5
116,2020-7-27 20,10,19,21,8,27,0.5
117,2020-7-27 21,10,9,13,5,32,0.5
118,2020-7-27 22,9,9,14,5,32,0.5
119,2020-7-27 23,9,9,10,4,33,0.5
120,2020-7-28 0,9,14,9,5,25,0.5
121,2020-7-28 1,9,12,16,4,24,0.5
122,2020-7-28 2,9,8,5,3,26,0.5
123,2020-7-28 3,9,8,7,3,25,0.5
124,2020-7-28 4,9,6,7,3,25,0.5
125,2020-7-28 5,9,6,6,2,24,0.5
126,2020-7-28 6,9,7,1,4,23,0.5
127,2020-7-28 7,9,11,6,4,18,0.5
128,2020-7-28 8,9,9,10,3,23,0.5
129,2020-7-28 9,9,9,20,3,28,0.5
130,2020-7-28 10,9,8,18,3,34,0.5
131,2020-7-28 11,8,9,21,5,49,0.5
132,2020-7-28 12,9,8,25,6,59,0.5
133,2020-7-28 13,9,7,32,5,70,0.5
134,2020-7-28 14,9,7,23,5,80,0.5
135,2020-7-28 15,9,8,26,5,85,0.5
136,2020-7-28 16,9,7,29,5,92,0.5
137,2020-7-28 17,10,8,23,5,83,0.5
138,2020-7-28 18,10,9,24,5,67,0.5
139,2020-7-28 19,9,9,23,5,46,0.5
140,2020-7-28 20,9,8,20,7,38,0.5
141,2020-7-28 21,9,9,13,6,38,0.5
142,2020-7-28 22,9,10,13,4,36,0.5
143,2020-7-28 23,9,7,11,4,33,0.5
144,2020-7-29 0,9,8,9,3,29,0.5
145,2020-7-29 1,9,6,3,3,32,0.5
146,2020-7-29 2,8,6,5,4,33,0.5
147,2020-7-29 3,9,8,4,4,28,0.5
148,2020-7-29 4,9,15,9,4,14,0.5
149,2020-7-29 5,9,17,9,4,11,0.5
150,2020-7-29 6,9,21,13,4,6,0.5
151,2020-7-29 7,9,20,20,5,6,0.6
152,2020-7-29 8,10,22,25,6,12,0.7
153,2020-7-29 9,10,23,40,7,18,0.6
154,2020-7-29 10,8,18,20,8,33,0.6
155,2020-7-29 11,5,19,41,8,46,0.6
156,2020-7-29 12,5,20,39,8,100,0.6
157,2020-7-29 13,6,14,37,8,142,0.5
158,2020-7-29 14,5,11,35,7,110,0.5
159,2020-7-29 15,5,10,22,6,100,0.5
160,2020-7-29 16,5,11,35,4,121,0.5
161,2020-7-29 17,5,7,30,3,97,0.5
162,2020-7-29 18,5,9,15,2,67,0.5
163,2020-7-29 19,5,9,20,1,63,0.5
164,2020-7-29 20,5,7,21,2,61,0.5
165,2020-7-29 21,5,9,14,2,50,0.5
166,2020-7-29 22,5,6,14,1,48,0.5
167,2020-7-29 23,4,6,6,0,45,0.5
168,2020-7-30 0,5,8,9,0,40,0.5
169,2020-7-30 1,6,12,11,2,33,0.5
170,2020-7-30 2,6,13,11,3,30,0.5
171,2020-7-30 3,5,15,18,4,27,0.5
172,2020-7-30 4,5,20,10,3,20,0.5
173,2020-7-30 5,5,26,16,3,11,0.5
174,2020-7-30 6,5,25,18,6,7,0.6
175,2020-7-30 7,6,22,23,7,10,0.6
176,2020-7-30 8,5,13,24,6,23,0.6
177,2020-7-30 9,5,7,16,3,40,0.5
178,2020-7-30 10,5,6,14,3,50,0.5
179,2020-7-30 11,5,8,17,2,56,0.5
180,2020-7-30 12,5,9,22,2,59,0.5
181,2020-7-30 13,5,5,14,2,66,0.5
182,2020-7-30 14,5,4,19,1,71,0.5
183,2020-7-30 15,5,6,22,6,80,0.5
184,2020-7-30 16,5,9,43,12,96,0.6
185,2020-7-30 17,5,10,60,10,87,0.6
186,2020-7-30 18,5,8,22,12,87,0.6
187,2020-7-30 19,5,6,31,11,92,0.6
188,2020-7-30 20,5,7,27,12,98,0.6
189,2020-7-30 21,6,16,20,14,84,0.6
190,2020-7-30 22,8,23,35,13,65,0.7
191,2020-7-30 23,11,26,23,9,48,0.6
192,2020-7-31 0,6,14,18,8,53,0.6
193,2020-7-31 1,6,18,24,10,37,0.6
194,2020-7-31 2,6,10,22,9,46,0.6
195,2020-7-31 3,5,15,20,9,40,0.6
196,2020-7-31 4,5,18,29,12,31,0.6
197,2020-7-31 5,5,16,29,12,31,0.6
198,2020-7-31 6,5,19,25,13,26,0.7
199,2020-7-31 7,5,15,35,7,38,0.6
200,2020-7-31 8,7,17,33,6,30,0.6
201,2020-7-31 9,5,9,28,2,29,0.6
202,2020-7-31 10,5,14,6,2,25,0.6
203,2020-7-31 11,6,15,13,2,22,0.6
204,2020-7-31 12,5,14,9,1,22,0.6
205,2020-7-31 13,6,12,0,2,28,0.6
206,2020-7-31 14,5,11,9,2,35,0.6
207,2020-7-31 15,5,9,18,1,34,0.6
208,2020-7-31 16,5,14,3,1,27,0.6
209,2020-7-31 17,6,16,4,1,25,0.6
210,2020-7-31 18,6,21,8,1,19,0.6
211,2020-7-31 19,5,16,10,1,23,0.6
212,2020-7-31 20,5,7,10,2,35,0.6
213,2020-7-31 21,6,14,9,3,27,0.6
214,2020-7-31 22,6,18,18,4,21,0.6
215,2020-7-31 23,7,19,14,4,19,0.6
216,2020-8-1 0,7,16,12,4,23,0.6
217,2020-8-1 1,7,14,11,4,24,0.6
218,2020-8-1 2,7,13,12,4,24,0.6
219,2020-8-1 3,6,14,19,3,23,0.5
220,2020-8-1 4,6,17,5,3,20,0.5
221,2020-8-1 5,6,12,10,2,27,0.5
222,2020-8-1 6,6,12,8,3,28,0.5
223,2020-8-1 7,6,17,8,4,22,0.6
224,2020-8-1 8,7,10,14,4,30,0.6
225,2020-8-1 9,6,12,12,2,27,0.6
226,2020-8-1 10,6,11,19,3,31,0.6
227,2020-8-1 11,5,5,6,2,42,0.5
228,2020-8-1 12,5,6,21,3,45,0.6
229,2020-8-1 13,5,7,13,4,43,0.6
230,2020-8-1 14,5,4,20,5,46,0.5
231,2020-8-1 15,4,4,18,3,48,0.5
232,2020-8-1 16,4,5,7,2,50,0.6
233,2020-8-1 17,4,4,8,2,56,0.5
234,2020-8-1 18,4,5,13,2,53,0.6
235,2020-8-1 19,4,5,0,1,54,0.6
236,2020-8-1 20,4,5,9,2,51,0.6
237,2020-8-1 21,4,7,8,1,45,0.6
238,2020-8-1 22,5,8,12,2,42,0.6
239,2020-8-1 23,4,4,8,1,47,0.5
240,2020-8-2 0,5,6,8,1,44,0.6
241,2020-8-2 1,4,5,8,1,51,0.5
242,2020-8-2 2,5,4,8,1,54,0.5
243,2020-8-2 3,5,4,9,2,58,0.5
244,2020-8-2 4,4,2,8,1,62,0.5
245,2020-8-2 5,4,4,8,0,56,0.5
246,2020-8-2 6,4,3,6,2,56,0.5
247,2020-8-2 7,5,8,10,2,48,0.6
248,2020-8-2 8,6,14,16,5,40,0.6
249,2020-8-2 9,5,9,13,4,53,0.6
250,2020-8-2 10,5,5,5,2,55,0.6
251,2020-8-2 11,5,12,8,4,49,0.6
252,2020-8-2 12,5,6,19,3,55,0.6
253,2020-8-2 13,5,6,9,2,56,0.6
254,2020-8-2 14,5,12,8,2,51,0.6
255,2020-8-2 15,5,15,1,1,44,0.6
256,2020-8-2 16,7,16,9,2,44,0.6
257,2020-8-2 17,6,10,9,5,50,0.6
258,2020-8-2 18,6,13,9,6,48,0.6
259,2020-8-2 19,8,12,17,6,46,0.6
260,2020-8-2 20,7,11,18,6,45,0.6
261,2020-8-2 21,6,9,9,4,45,0.6
262,2020-8-2 22,6,11,11,3,40,0.6
263,2020-8-2 23,6,13,3,3,38,0.6
264,2020-8-3 0,6,9,9,2,43,0.6
265,2020-8-3 1,6,6,8,0,48,0.6
266,2020-8-3 2,5,5,3,0,56,0.6
267,2020-8-3 3,5,4,0,0,58,0.6
268,2020-8-3 4,5,4,9,0,56,0.6
269,2020-8-3 5,5,12,2,3,44,0.6
270,2020-8-3 6,5,14,7,11,37,0.6
271,2020-8-3 7,5,18,24,3,34,0.6
272,2020-8-3 8,5,17,7,2,39,0.6
273,2020-8-3 9,5,15,4,4,44,0.6
274,2020-8-3 10,5,11,17,2,48,0.6
275,2020-8-3 11,5,6,0,0,54,0.6
276,2020-8-3 12,5,5,0,1,57,0.6
277,2020-8-3 13,5,4,11,1,64,0.6
278,2020-8-3 14,5,3,9,1,65,0.6
279,2020-8-3 15,5,4,9,0,62,0.6
280,2020-8-3 16,5,5,15,1,60,0.6
281,2020-8-3 17,5,8,4,1,56,0.6
282,2020-8-3 18,5,12,12,2,45,0.6
283,2020-8-3 19,5,12,10,2,47,0.6
284,2020-8-3 20,5,16,8,4,41,0.6
285,2020-8-3 21,5,16,12,4,40,0.6
286,2020-8-3 22,5,13,18,4,44,0.6
287,2020-8-3 23,5,8,13,2,50,0.6
288,2020-8-4 0,4,12,6,4,45,0.6
289,2020-8-4 1,5,16,9,5,35,0.6
290,2020-8-4 2,5,14,12,3,31,0.6
291,2020-8-4 3,5,18,14,3,26,0.6
292,2020-8-4 4,5,23,3,4,16,0.7
293,2020-8-4 5,4,20,20,11,27,0.6
294,2020-8-4 6,5,22,21,9,23,0.6
295,2020-8-4 7,5,25,11,8,17,0.7
296,2020-8-4 8,5,11,11,3,38,0.7
297,2020-8-4 9,5,15,6,4,44,0.7
298,2020-8-4 10,5,12,21,5,58,0.6
299,2020-8-4 11,5,7,13,4,66,0.6
300,2020-8-4 12,5,3,14,2,71,0.6
301,2020-8-4 13,5,3,10,2,74,0.6
302,2020-8-4 14,5,5,15,2,72,0.6
303,2020-8-4 15,5,7,12,2,59,0.6
304,2020-8-4 16,5,8,10,1,48,0.6
305,2020-8-4 17,5,11,5,2,44,0.6
306,2020-8-4 18,5,11,7,2,42,0.6
307,2020-8-4 19,5,14,21,1,36,0.6
308,2020-8-4 20,5,10,4,2,38,0.6
309,2020-8-4 21,5,10,13,1,36,0.6
310,2020-8-4 22,5,9,10,1,34,0.6
311,2020-8-4 23,5,9,11,1,33,0.6
312,2020-8-5 0,6,11,9,2,30,0.6
313,2020-8-5 1,7,8,15,2,36,0.6
314,2020-8-5 2,5,6,6,1,38,0.6
315,2020-8-5 3,5,6,7,1,35,0.6
316,2020-8-5 4,5,17,1,2,18,0.6
317,2020-8-5 5,5,17,15,3,19,0.6
318,2020-8-5 6,5,10,10,1,29,0.6
319,2020-8-5 7,5,6,15,0,35,0.6
320,2020-8-5 8,5,11,6,2,30,0.6
321,2020-8-5 9,5,15,15,5,30,0.7
322,2020-8-5 10,5,10,17,6,37,0.6
323,2020-8-5 11,5,5,18,5,43,0.6
324,2020-8-5 12,5,4,18,4,49,0.5
325,2020-8-5 13,5,3,20,4,52,0.4
326,2020-8-5 14,5,3,16,3,47,0.4
327,2020-8-5 15,5,3,20,3,50,0.4
328,2020-8-5 16,5,3,26,2,51,0.4
329,2020-8-5 17,5,3,21,3,50,0.4
330,2020-8-5 18,5,5,18,3,47,0.4
331,2020-8-5 19,5,8,11,4,39,0.5
332,2020-8-5 20,5,10,25,3,34,0.4
333,2020-8-5 21,5,6,12,2,35,0.4
334,2020-8-5 22,5,16,11,4,20,0.5
335,2020-8-5 23,5,13,2,1,20,0.4
336,2020-8-6 0,5,5,4,0,30,0.4
337,2020-8-6 1,5,7,0,0,25,0.4
338,2020-8-6 2,5,14,0,0,17,0.4
339,2020-8-6 3,5,19,3,1,8,0.5
340,2020-8-6 4,5,20,5,1,6,0.5
341,2020-8-6 5,5,17,11,3,9,0.5
342,2020-8-6 6,5,20,31,9,6,0.5
343,2020-8-6 7,5,22,28,6,7,0.6
344,2020-8-6 8,6,25,26,6,10,0.8
345,2020-8-6 9,5,13,28,3,21,0.5
346,2020-8-6 10,5,6,20,2,32,0.4
347,2020-8-6 11,5,6,13,2,42,0.4
348,2020-8-6 12,5,3,25,2,44,0.4
349,2020-8-6 13,5,4,13,3,51,0.4
350,2020-8-6 14,6,3,13,2,43,0.4
351,2020-8-6 15,6,4,17,2,32,0.4
352,2020-8-6 16,5,4,17,4,32,0.4
353,2020-8-6 17,6,5,23,5,44,0.4
354,2020-8-6 18,6,8,30,5,38,0.4
355,2020-8-6 19,6,11,28,6,31,0.4
356,2020-8-6 20,5,7,33,6,31,0.4
357,2020-8-6 21,5,5,22,5,32,0.4
358,2020-8-6 22,5,5,16,5,29,0.4
359,2020-8-6 23,5,5,11,2,24,0.4
360,2020-8-7 0,5,10,7,1,18,0.4
361,2020-8-7 1,5,17,16,6,8,0.4
362,2020-8-7 2,6,14,52,7,13,0.4
363,2020-8-7 3,6,14,8,2,14,0.4
364,2020-8-7 4,6,16,4,2,10,0.4
365,2020-8-7 5,6,19,11,2,5,0.4
366,2020-8-7 6,7,20,9,3,7,0.4
367,2020-8-7 7,8,17,13,4,14,0.5
368,2020-8-7 8,8,19,27,6,17,0.5
369,2020-8-7 9,8,12,21,6,26,0.5
370,2020-8-7 10,7,6,21,4,29,0.4
371,2020-8-7 11,6,4,19,4,43,0.4
372,2020-8-7 12,6,4,20,4,47,0.4
373,2020-8-7 13,6,3,12,4,50,0.4
374,2020-8-7 14,6,4,14,4,44,0.4
375,2020-8-7 15,6,5,17,4,42,0.4
376,2020-8-7 16,6,9,24,6,47,0.4
377,2020-8-7 17,6,8,29,6,47,0.4
378,2020-8-7 18,6,8,32,8,50,0.4
379,2020-8-7 19,6,12,30,9,46,0.4
380,2020-8-7 20,6,10,33,10,43,0.4
381,2020-8-7 21,6,9,19,7,33,0.4
382,2020-8-7 22,6,11,32,8,35,0.4
383,2020-8-7 23,6,6,21,6,38,0.4
384,2020-8-8 0,6,7,18,4,34,0.4
385,2020-8-8 1,6,7,17,4,32,0.4
386,2020-8-8 2,6,13,16,5,24,0.4
387,2020-8-8 3,6,5,13,4,32,0.4
388,2020-8-8 4,6,6,11,4,28,0.4
389,2020-8-8 5,9,14,14,7,19,0.4
390,2020-8-8 6,10,16,23,8,15,0.5
391,2020-8-8 7,10,18,20,9,16,0.5
392,2020-8-8 8,9,12,18,6,28,0.5
393,2020-8-8 9,7,6,20,4,30,0.4
394,2020-8-8 10,8,6,22,4,36,0.4
395,2020-8-8 11,8,6,9,3,42,0.5
396,2020-8-8 12,6,4,19,2,45,0.4
397,2020-8-8 13,6,3,14,1,47,0.4
398,2020-8-8 14,6,3,12,1,47,0.4
399,2020-8-8 15,6,5,13,1,46,0.4
400,2020-8-8 16,6,6,21,2,46,0.4
401,2020-8-8 17,6,11,27,5,54,0.4
402,2020-8-8 18,6,16,43,12,41,0.4
403,2020-8-8 19,6,17,55,9,40,0.4
404,2020-8-8 20,6,16,49,9,41,0.5
405,2020-8-8 21,6,14,28,7,42,0.4
406,2020-8-8 22,6,17,37,9,38,0.4
407,2020-8-8 23,6,15,38,8,33,0.4
408,2020-8-9 0,6,10,27,5,33,0.4
409,2020-8-9 1,6,7,13,4,35,0.4
410,2020-8-9 2,6,11,10,4,28,0.5
411,2020-8-9 3,6,11,9,3,26,0.5
412,2020-8-9 4,6,14,6,4,20,0.4
413,2020-8-9 5,6,19,18,7,6,0.5
414,2020-8-9 6,6,16,18,6,9,0.5
415,2020-8-9 7,6,16,25,6,8,0.5
416,2020-8-9 8,6,11,20,5,19,0.5
417,2020-8-9 9,6,10,25,6,28,0.5
418,2020-8-9 10,5,9,28,4,37,0.5
419,2020-8-9 11,6,10,24,6,55,0.5
420,2020-8-9 12,6,11,29,9,78,0.5
421,2020-8-9 13,6,9,43,8,100,0.5
422,2020-8-9 14,6,10,34,8,111,0.5
423,2020-8-9 15,6,10,38,7,122,0.5
424,2020-8-9 16,6,9,42,7,104,0.5
425,2020-8-9 17,6,12,47,7,80,0.5
426,2020-8-9 18,6,12,33,5,67,0.5
427,2020-8-9 19,6,14,27,5,53,0.5
428,2020-8-9 20,6,14,22,5,50,0.5
429,2020-8-9 21,6,11,8,5,50,0.5
430,2020-8-9 22,6,14,16,4,46,0.5
431,2020-8-9 23,6,9,12,4,46,0.5
432,2020-8-10 0,6,8,8,3,40,0.5
433,2020-8-10 1,6,6,7,3,37,0.4
434,2020-8-10 2,6,6,6,2,35,0.4
435,2020-8-10 3,6,6,7,2,33,0.4
436,2020-8-10 4,6,12,5,2,23,0.5
437,2020-8-10 5,6,13,14,5,22,0.5
438,2020-8-10 6,6,22,18,10,5,0.5
439,2020-8-10 7,6,21,11,9,7,0.6
440,2020-8-10 8,6,15,32,5,18,0.6
441,2020-8-10 9,6,15,23,6,26,0.5
442,2020-8-10 10,6,14,26,5,29,0.5
443,2020-8-10 11,6,15,21,6,38,0.5
444,2020-8-10 12,6,16,28,9,62,0.5
445,2020-8-10 13,6,14,32,13,85,0.5
446,2020-8-10 14,6,9,32,8,96,0.5
447,2020-8-10 15,6,10,30,8,97,0.5
448,2020-8-10 16,6,16,41,11,110,0.5
449,2020-8-10 17,6,10,42,9,99,0.5
450,2020-8-10 18,6,10,30,7,76,0.5
451,2020-8-10 19,6,16,35,10,64,0.5
452,2020-8-10 20,7,19,27,11,48,0.5
453,2020-8-10 21,7,19,24,13,47,0.5
454,2020-8-10 22,6,12,28,11,49,0.5
455,2020-8-10 23,6,12,25,9,45,0.5
456,2020-8-11 0,6,8,13,7,46,0.5
457,2020-8-11 1,6,7,6,5,39,0.4
458,2020-8-11 2,6,11,6,4,27,0.5
459,2020-8-11 3,6,13,7,4,20,0.5
460,2020-8-11 4,6,23,17,14,4,0.5
461,2020-8-11 5,6,21,19,9,5,0.5
462,2020-8-11 6,6,23,16,9,1,0.5
463,2020-8-11 7,6,21,24,21,2,0.6
464,2020-8-11 8,6,16,24,5,9,0.6
465,2020-8-11 9,6,13,27,5,19,0.5
466,2020-8-11 10,6,9,22,9,29,0.5
467,2020-8-11 11,6,7,16,3,40,0.5
468,2020-8-11 12,6,11,17,4,43,0.5
469,2020-8-11 13,5,9,21,6,49,0.5
470,2020-8-11 14,5,3,17,2,45,0.5
471,2020-8-11 15,6,5,12,2,40,0.5
472,2020-8-11 16,6,5,13,2,43,0.5
473,2020-8-11 17,6,10,25,5,34,0.5
474,2020-8-11 18,6,16,26,8,25,0.5
475,2020-8-11 19,6,12,31,6,28,0.5
476,2020-8-11 20,6,7,25,4,31,0.5
477,2020-8-11 21,5,6,18,3,28,0.5
478,2020-8-11 22,5,7,17,4,31,0.5
479,2020-8-11 23,5,7,20,5,34,0.5
480,2020-8-12 0,5,13,20,7,28,0.5
481,2020-8-12 1,5,14,36,10,27,0.5
482,2020-8-12 2,5,11,32,9,33,0.5
483,2020-8-12 3,5,11,35,11,34,0.5
484,2020-8-12 4,5,11,33,11,37,0.5
485,2020-8-12 5,5,7,34,7,41,0.5
486,2020-8-12 6,5,5,22,4,47,0.5
487,2020-8-12 7,5,10,12,5,35,0.5
488,2020-8-12 8,6,19,7,4,22,0.6
489,2020-8-12 9,6,24,11,9,15,0.6
490,2020-8-12 10,6,17,21,10,30,0.6
491,2020-8-12 11,6,7,26,7,59,0.5
492,2020-8-12 12,6,6,25,6,62,0.5
493,2020-8-12 13,6,6,22,4,52,0.5
494,2020-8-12 14,6,7,17,3,47,0.5
495,2020-8-12 15,6,7,12,1,47,0.5
496,2020-8-12 16,6,6,7,2,46,0.5
497,2020-8-12 17,6,5,9,2,46,0.5
498,2020-8-12 18,6,12,3,5,39,0.5
499,2020-8-12 19,6,10,6,5,44,0.5
500,2020-8-12 20,6,7,7,5,45,0.5
501,2020-8-12 21,5,9,10,4,40,0.5
502,2020-8-12 22,6,6,10,4,42,0.5
503,2020-8-12 23,6,5,12,4,40,0.5
504,2020-8-13 0,6,5,4,3,37,0.5
505,2020-8-13 1,6,6,17,6,32,0.5
506,2020-8-13 2,6,6,15,6,32,0.5
507,2020-8-13 3,6,5,13,4,33,0.5
508,2020-8-13 4,6,7,3,4,30,0.5
509,2020-8-13 5,6,6,12,5,30,0.5
510,2020-8-13 6,6,4,9,5,30,0.5
511,2020-8-13 7,6,7,9,6,28,0.5
512,2020-8-13 8,6,9,13,6,28,0.6
513,2020-8-13 9,6,9,13,7,32,0.5
514,2020-8-13 10,6,12,24,4,28,0.5
515,2020-8-13 11,6,15,20,6,25,0.5
516,2020-8-13 12,6,17,6,8,22,0.6
517,2020-8-13 13,6,4,11,4,48,0.5
518,2020-8-13 14,6,4,20,3,46,0.5
519,2020-8-13 15,6,7,20,4,41,0.5
520,2020-8-13 16,6,13,1,5,29,0.5
521,2020-8-13 17,6,10,10,3,33,0.5
522,2020-8-13 18,6,13,12,2,35,0.5
523,2020-8-13 19,6,16,27,4,38,0.6
524,2020-8-13 20,6,20,30,5,32,0.6
525,2020-8-13 21,6,24,37,6,24,0.5
526,2020-8-13 22,6,22,42,7,17,0.6
527,2020-8-13 23,6,6,16,4,29,0.5
528,2020-8-14 0,6,5,11,4,37,0.5
529,2020-8-14 1,6,5,14,4,35,0.5
530,2020-8-14 2,6,7,12,4,27,0.5
531,2020-8-14 3,6,8,7,4,21,0.5
532,2020-8-14 4,7,16,17,6,13,0.5
533,2020-8-14 5,8,20,23,7,7,0.5
534,2020-8-14 6,8,17,20,7,8,0.5
535,2020-8-14 7,8,18,27,8,8,0.5
536,2020-8-14 8,9,15,20,8,15,0.6
537,2020-8-14 9,8,8,27,5,27,0.5
538,2020-8-14 10,7,7,9,4,32,0.5
539,2020-8-14 11,7,6,22,4,41,0.5
540,2020-8-14 12,6,4,13,4,49,0.5
541,2020-8-14 13,6,5,16,5,59,0.5
542,2020-8-14 14,6,4,14,4,61,0.5
543,2020-8-14 15,6,5,16,5,65,0.5
544,2020-8-14 16,6,6,20,5,69,0.5
545,2020-8-14 17,6,6,24,4,62,0.5
546,2020-8-14 18,6,8,18,6,45,0.5
547,2020-8-14 19,6,6,25,6,43,0.5
548,2020-8-14 20,6,8,14,9,46,0.5
549,2020-8-14 21,6,10,13,8,41,0.5
550,2020-8-14 22,6,9,10,7,36,0.5
551,2020-8-14 23,6,11,16,7,31,0.5
552,2020-8-15 0,6,14,12,7,26,0.5
553,2020-8-15 1,6,12,13,6,27,0.5
554,2020-8-15 2,6,17,7,7,18,0.5
555,2020-8-15 3,6,27,32,10,0,0.5
556,2020-8-15 4,6,23,27,8,0,0.5
557,2020-8-15 5,5,20,33,22,0,0.6
