,1,8,9,10,11,12
228,2020-8-1 12,29.3,82,1004.1,2.7,112.0
229,2020-8-1 13,28.6,85,1003.7,2.5,110.7
230,2020-8-1 14,28.2,86,1003.5,3.9,109.6
231,2020-8-1 15,25.0,97,1003.6,3.0,128.6
232,2020-8-1 16,25.3,99,1003.5,2.8,114.6
233,2020-8-1 17,24.7,98,1003.9,2.6,104.4
234,2020-8-1 18,24.8,99,1003.8,2.5,115.7
235,2020-8-1 19,24.3,99,1004.1,1.7,124.1
236,2020-8-1 20,24.9,99,1004.5,1.9,109.2
237,2020-8-1 21,25.1,99,1004.5,1.7,107.3
238,2020-8-1 22,25.7,98,1004.9,2.1,107.8
239,2020-8-1 23,26.2,95,1005.4,2.0,119.5
240,2020-8-2 0,25.6,97,1005.2,1.9,107.3
241,2020-8-2 1,25.4,96,1004.8,2.2,107.1
242,2020-8-2 2,25.9,95,1004.1,2.4,106.5
243,2020-8-2 3,24.9,97,1004.0,3.1,131.7
244,2020-8-2 4,24.6,99,1004.0,2.6,118.2
245,2020-8-2 5,25.0,99,1003.4,2.6,111.3
246,2020-8-2 6,25.7,98,1003.4,2.4,111.4
247,2020-8-2 7,26.3,93,1003.6,1.6,109.1
248,2020-8-2 8,26.8,92,1003.7,1.5,99.7
249,2020-8-2 9,25.4,96,1004.4,2.2,105.1
250,2020-8-2 10,25.3,97,1004.6,1.4,107.3
251,2020-8-2 11,27.5,92,1004.4,1.6,108.5
252,2020-8-2 12,27.2,91,1004.5,2.2,114.2
253,2020-8-2 13,27.0,91,1004.4,2.0,109.0
254,2020-8-2 14,26.5,92,1004.1,1.5,100.0
255,2020-8-2 15,26.9,90,1003.3,1.1,103.5
256,2020-8-2 16,26.8,90,1003.1,1.3,114.2
257,2020-8-2 17,27.0,90,1003.0,1.7,109.2
258,2020-8-2 18,27.7,87,1002.5,1.6,113.3
259,2020-8-2 19,27.4,88,1002.6,1.7,117.1
260,2020-8-2 20,27.0,89,1003.2,1.6,113.2
261,2020-8-2 21,26.5,91,1003.8,1.4,104.3
262,2020-8-2 22,25.4,97,1004.4,1.1,109.0
263,2020-8-2 23,25.4,97,1004.6,1.2,107.2
264,2020-8-3 0,25.2,98,1004.3,1.3,112.4
265,2020-8-3 1,25.2,98,1003.8,1.5,115.3
266,2020-8-3 2,25.1,99,1003.3,1.5,103.0
267,2020-8-3 3,25.0,99,1002.9,1.9,99.5
268,2020-8-3 4,24.9,98,1002.5,1.4,93.4
269,2020-8-3 5,24.7,99,1002.3,0.6,31.5
270,2020-8-3 6,24.7,99,1002.4,0.7,247.5
271,2020-8-3 7,25.0,99,1002.9,0.8,99.8
272,2020-8-3 8,25.3,100,1003.0,0.6,29.2
273,2020-8-3 9,26.5,98,1003.2,1.1,128.3
274,2020-8-3 10,25.5,97,1003.7,1.3,110.9
275,2020-8-3 11,25.9,97,1003.8,1.6,101.2
276,2020-8-3 12,28.1,89,1003.5,1.4,132.5
277,2020-8-3 13,30.1,78,1002.8,1.9,123.6
278,2020-8-3 14,31.0,74,1002.2,2.0,119.9
279,2020-8-3 15,30.9,74,1001.5,1.6,127.1
280,2020-8-3 16,29.2,79,1001.2,3.1,139.3
281,2020-8-3 17,28.1,83,1001.0,2.1,133.7
282,2020-8-3 18,26.3,90,1001.4,1.1,115.4
283,2020-8-3 19,25.5,94,1001.7,1.1,121.8
284,2020-8-3 20,25.6,94,1001.9,0.4,91.8
285,2020-8-3 21,25.9,93,1002.5,0.9,149.3
286,2020-8-3 22,26.1,92,1003.1,1.5,141.3
287,2020-8-3 23,25.0,97,1003.3,1.4,124.2
288,2020-8-4 0,25.0,98,1003.2,1.1,120.7
289,2020-8-4 1,25.1,98,1002.8,0.6,23.2
290,2020-8-4 2,25.0,99,1002.4,0.6,221.1
291,2020-8-4 3,25.1,99,1002.2,0.6,329.2
292,2020-8-4 4,25.1,99,1002.1,0.4,336.1
293,2020-8-4 5,24.9,99,1001.9,0.6,59.8
294,2020-8-4 6,24.9,99,1002.2,0.4,351.7
295,2020-8-4 7,25.3,99,1002.4,0.4,49.5
296,2020-8-4 8,27.4,98,1002.6,0.4,242.2
297,2020-8-4 9,30.8,79,1002.6,0.7,165.4
298,2020-8-4 10,30.3,78,1003.2,1.3,128.4
299,2020-8-4 11,31.9,69,1003.1,1.9,105.5
300,2020-8-4 12,31.6,70,1003.0,2.2,113.3
301,2020-8-4 13,32.0,70,1002.7,2.3,125.7
302,2020-8-4 14,30.4,76,1002.9,2.6,129.8
303,2020-8-4 15,28.7,83,1002.6,2.0,136.8
304,2020-8-4 16,27.3,88,1001.9,1.8,135.9
305,2020-8-4 17,26.9,89,1001.8,1.2,118.8
306,2020-8-4 18,26.0,93,1002.5,1.4,126.1
307,2020-8-4 19,25.9,95,1002.9,1.2,127.3
308,2020-8-4 20,26.2,93,1003.5,1.2,109.0
309,2020-8-4 21,26.8,92,1004.0,1.6,104.8
310,2020-8-4 22,26.8,92,1004.8,1.6,110.8
311,2020-8-4 23,26.7,93,1005.0,1.6,107.4
312,2020-8-5 0,26.4,94,1004.8,1.0,125.5
313,2020-8-5 1,26.0,96,1005.3,1.6,107.1
314,2020-8-5 2,25.9,97,1005.2,1.7,106.2
315,2020-8-5 3,25.4,98,1005.1,1.2,109.0
316,2020-8-5 4,25.5,98,1004.8,0.4,10.7
317,2020-8-5 5,25.6,99,1004.8,0.6,140.0
318,2020-8-5 6,25.6,99,1004.8,1.1,110.8
319,2020-8-5 7,25.1,99,1005.5,1.9,167.0
320,2020-8-5 8,24.8,99,1006.2,0.9,62.3
321,2020-8-5 9,25.8,99,1006.6,0.8,117.1
322,2020-8-5 10,26.8,98,1007.2,1.6,128.1
323,2020-8-5 11,27.4,94,1007.6,2.1,123.6
324,2020-8-5 12,28.2,90,1007.4,3.0,114.1
325,2020-8-5 13,30.4,81,1007.2,2.6,117.5
326,2020-8-5 14,31.5,76,1006.8,2.5,116.3
327,2020-8-5 15,32.2,73,1006.7,2.7,115.2
328,2020-8-5 16,30.9,76,1006.7,2.9,115.8
329,2020-8-5 17,29.8,81,1007.1,2.3,114.3
330,2020-8-5 18,29.0,84,1007.2,1.7,118.7
331,2020-8-5 19,28.6,86,1007.6,1.4,117.6
332,2020-8-5 20,27.0,93,1008.3,1.3,123.7
333,2020-8-5 21,26.8,95,1009.2,1.2,131.6
334,2020-8-5 22,25.7,96,1010.1,2.9,290.3
335,2020-8-5 23,24.8,98,1010.7,2.3,296.2
336,2020-8-6 0,23.8,98,1011.4,4.3,279.2
337,2020-8-6 1,23.6,99,1011.4,1.6,351.8
338,2020-8-6 2,23.9,100,1009.9,1.1,267.5
339,2020-8-6 3,24.0,100,1009.2,0.8,322.1
340,2020-8-6 4,24.1,100,1008.5,0.3,155.2
341,2020-8-6 5,24.2,100,1008.1,1.2,160.4
342,2020-8-6 6,24.5,100,1008.1,0.8,256.0
343,2020-8-6 7,25.0,100,1008.4,0.4,260.7
344,2020-8-6 8,27.1,100,1009.0,0.8,311.4
345,2020-8-6 9,30.1,91,1009.3,1.1,105.4
346,2020-8-6 10,31.9,76,1009.5,1.6,117.0
347,2020-8-6 11,33.7,69,1009.4,1.6,137.8
348,2020-8-6 12,32.0,72,1009.1,2.8,138.0
349,2020-8-6 13,32.6,70,1008.6,2.5,132.1
350,2020-8-6 14,32.6,69,1008.1,2.9,132.6
351,2020-8-6 15,32.7,67,1007.6,3.8,142.4
352,2020-8-6 16,32.2,71,1007.2,5.0,146.0
353,2020-8-6 17,32.7,72,1007.2,2.9,139.0
354,2020-8-6 18,30.7,79,1007.5,2.3,135.3
355,2020-8-6 19,29.8,81,1007.6,1.9,137.1
356,2020-8-6 20,29.3,85,1008.2,1.9,129.0
357,2020-8-6 21,29.0,87,1009.0,1.7,111.7
358,2020-8-6 22,28.9,86,1009.5,1.8,112.5
359,2020-8-6 23,27.0,90,1010.0,1.8,113.1
360,2020-8-7 0,26.2,94,1009.9,0.8,147.7
361,2020-8-7 1,26.6,94,1009.4,1.4,152.9
362,2020-8-7 2,26.4,95,1008.9,1.0,86.8
363,2020-8-7 3,25.8,98,1008.4,0.9,240.6
364,2020-8-7 4,25.8,98,1007.7,0.6,303.6
365,2020-8-7 5,26.0,98,1007.1,0.5,122.3
366,2020-8-7 6,25.9,98,1006.9,0.8,161.5
367,2020-8-7 7,26.0,98,1006.9,1.0,153.1
368,2020-8-7 8,27.3,94,1007.1,0.5,157.9
369,2020-8-7 9,29.8,84,1007.3,1.5,151.2
370,2020-8-7 10,31.9,74,1007.7,1.9,135.5
371,2020-8-7 11,32.4,70,1008.0,2.6,127.0
372,2020-8-7 12,32.8,67,1008.0,2.3,125.0
373,2020-8-7 13,32.8,66,1007.4,2.2,125.5
374,2020-8-7 14,32.9,65,1006.8,2.6,134.5
375,2020-8-7 15,33.4,61,1006.2,2.9,140.1
376,2020-8-7 16,33.9,60,1005.7,2.9,138.0
377,2020-8-7 17,33.7,62,1005.3,2.6,144.1
378,2020-8-7 18,31.9,71,1005.3,3.3,140.2
379,2020-8-7 19,30.4,76,1005.3,2.7,144.4
380,2020-8-7 20,29.1,85,1005.7,1.4,133.3
381,2020-8-7 21,28.9,85,1006.1,1.5,136.1
382,2020-8-7 22,28.6,86,1006.3,1.5,135.7
383,2020-8-7 23,28.6,87,1006.7,0.9,128.7
384,2020-8-8 0,28.4,87,1006.7,0.9,117.4
385,2020-8-8 1,28.3,88,1006.4,1.2,113.4
386,2020-8-8 2,28.2,89,1006.1,1.1,104.4
387,2020-8-8 3,28.1,89,1005.6,1.8,107.4
388,2020-8-8 4,28.0,88,1005.3,0.9,112.8
389,2020-8-8 5,28.1,88,1005.2,0.6,99.3
390,2020-8-8 6,27.8,89,1005.2,0.6,111.9
391,2020-8-8 7,28.1,88,1005.3,0.7,129.0
392,2020-8-8 8,31.5,75,1005.5,0.8,96.9
393,2020-8-8 9,33.2,66,1005.5,1.4,109.5
394,2020-8-8 10,32.8,67,1005.6,2.2,129.9
395,2020-8-8 11,33.9,61,1005.7,1.6,122.2
396,2020-8-8 12,33.9,59,1005.4,1.7,132.4
397,2020-8-8 13,33.4,58,1004.8,2.2,130.3
398,2020-8-8 14,33.9,56,1004.2,2.1,129.0
399,2020-8-8 15,34.7,52,1003.5,2.1,132.6
400,2020-8-8 16,35.0,52,1003.0,2.0,119.8
401,2020-8-8 17,34.2,56,1002.4,2.1,126.7
402,2020-8-8 18,33.1,61,1002.2,2.6,139.1
403,2020-8-8 19,31.2,71,1002.4,1.8,136.5
404,2020-8-8 20,29.4,82,1002.7,1.8,138.2
405,2020-8-8 21,29.0,84,1003.3,1.6,130.2
406,2020-8-8 22,28.9,85,1003.8,1.7,140.0
407,2020-8-8 23,28.6,84,1003.9,1.9,138.6
408,2020-8-9 0,28.4,83,1003.9,1.7,144.6
409,2020-8-9 1,28.2,83,1003.8,1.4,138.1
410,2020-8-9 2,27.8,85,1003.5,0.8,154.9
411,2020-8-9 3,27.5,86,1003.3,1.2,169.7
412,2020-8-9 4,26.9,88,1003.2,0.5,283.6
413,2020-8-9 5,26.6,90,1003.3,1.2,348.7
414,2020-8-9 6,26.4,90,1003.2,0.9,352.0
415,2020-8-9 7,26.9,88,1003.7,1.2,335.9
416,2020-8-9 8,31.9,68,1004.0,0.8,0.0
417,2020-8-9 9,33.0,63,1004.0,1.5,313.8
418,2020-8-9 10,34.0,59,1003.8,1.2,348.6
419,2020-8-9 11,35.1,53,1003.5,1.5,283.4
420,2020-8-9 12,35.5,50,1003.0,1.4,20.3
421,2020-8-9 13,34.2,60,1002.6,1.9,114.7
422,2020-8-9 14,34.8,57,1002.1,1.9,131.0
423,2020-8-9 15,36.0,52,1001.7,1.8,121.7
424,2020-8-9 16,35.0,55,1001.1,2.3,127.5
425,2020-8-9 17,35.3,56,1000.9,1.4,111.7
426,2020-8-9 18,34.5,60,1001.1,1.3,124.8
427,2020-8-9 19,31.4,70,1001.2,2.8,155.4
428,2020-8-9 20,29.8,75,1001.6,2.3,150.0
429,2020-8-9 21,29.4,76,1002.3,2.0,140.5
430,2020-8-9 22,29.1,79,1002.8,1.6,139.8
431,2020-8-9 23,28.7,82,1003.2,2.0,144.7
432,2020-8-10 0,28.5,82,1003.1,1.9,140.9
433,2020-8-10 1,28.3,83,1003.1,2.0,146.4
434,2020-8-10 2,28.1,84,1002.9,1.8,152.0
435,2020-8-10 3,28.0,84,1002.8,1.2,145.5
436,2020-8-10 4,27.8,86,1002.8,0.7,174.7
437,2020-8-10 5,27.5,86,1002.9,0.8,200.7
438,2020-8-10 6,27.0,90,1003.1,1.3,334.3
439,2020-8-10 7,27.4,88,1003.3,1.0,344.5
440,2020-8-10 8,31.0,73,1003.8,1.0,322.7
441,2020-8-10 9,32.3,65,1004.2,1.4,294.0
442,2020-8-10 10,33.4,61,1004.2,1.5,300.0
443,2020-8-10 11,33.8,58,1004.0,1.8,280.1
444,2020-8-10 12,34.6,55,1003.4,1.7,306.3
445,2020-8-10 13,35.5,53,1002.8,1.2,293.1
446,2020-8-10 14,34.6,59,1002.5,1.9,124.2
447,2020-8-10 15,33.8,62,1002.3,2.3,128.9
448,2020-8-10 16,33.5,63,1002.1,2.2,140.9
449,2020-8-10 17,33.3,64,1001.9,2.1,119.6
450,2020-8-10 18,31.8,70,1001.8,1.7,127.4
451,2020-8-10 19,31.1,71,1001.8,1.4,112.4
452,2020-8-10 20,29.8,77,1002.1,1.4,120.2
453,2020-8-10 21,29.4,80,1002.8,1.4,134.0
454,2020-8-10 22,29.1,82,1003.4,1.1,130.9
455,2020-8-10 23,28.6,84,1003.7,1.7,144.6
456,2020-8-11 0,28.4,84,1003.8,1.4,148.6
457,2020-8-11 1,28.5,83,1003.8,1.8,147.9
458,2020-8-11 2,28.2,85,1003.5,1.3,176.4
459,2020-8-11 3,28.0,85,1003.3,0.8,161.2
460,2020-8-11 4,27.4,88,1003.2,1.1,336.4
461,2020-8-11 5,27.1,89,1003.2,0.7,329.1
462,2020-8-11 6,27.2,89,1003.7,0.7,359.9
463,2020-8-11 7,27.6,87,1004.2,1.2,355.2
464,2020-8-11 8,30.9,75,1004.5,0.9,344.0
