,1,8,9,10,11,12
80,2020-7-26 8,31.7,69,1005.5,1.7,243.3
81,2020-7-26 9,32.4,65,1005.7,2.1,228.4
82,2020-7-26 10,33.4,61,1005.7,1.7,243.2
83,2020-7-26 11,34.6,58,1005.4,1.5,245.2
84,2020-7-26 12,34.9,56,1004.7,1.7,222.4
85,2020-7-26 13,35.8,52,1003.6,1.6,221.4
86,2020-7-26 14,36.2,51,1002.5,1.5,118.2
87,2020-7-26 15,34.8,58,1002.1,2.4,123.6
88,2020-7-26 16,33.9,62,1002.1,2.4,109.9
89,2020-7-26 17,34.2,61,1001.7,2.0,145.7
90,2020-7-26 18,33.9,59,1001.8,2.6,237.7
91,2020-7-26 19,33.1,60,1002.3,2.4,227.8
92,2020-7-26 20,32.4,62,1002.8,1.7,269.1
93,2020-7-26 21,31.9,61,1003.5,1.6,262.9
94,2020-7-26 22,31.4,65,1004.3,1.4,284.4
95,2020-7-26 23,31.1,67,1004.4,1.5,251.4
96,2020-7-27 0,30.6,72,1004.4,1.7,262.7
97,2020-7-27 1,30.2,74,1004.1,2.2,235.4
98,2020-7-27 2,30.0,72,1003.8,1.8,230.4
99,2020-7-27 3,29.8,73,1003.5,1.5,238.0
100,2020-7-27 4,29.7,74,1003.5,1.0,243.4
101,2020-7-27 5,29.6,75,1003.6,1.0,257.0
102,2020-7-27 6,29.8,75,1004.0,1.1,107.9
103,2020-7-27 7,30.9,71,1004.4,1.2,227.1
104,2020-7-27 8,31.0,70,1004.9,1.6,240.5
105,2020-7-27 9,32.5,64,1004.8,1.3,245.9
106,2020-7-27 10,32.5,63,1004.6,1.8,236.0
107,2020-7-27 11,33.9,56,1004.2,1.8,249.3
108,2020-7-27 12,35.0,53,1004.0,1.8,249.2
109,2020-7-27 13,34.9,53,1003.4,2.0,238.9
110,2020-7-27 14,34.7,54,1002.8,2.1,153.1
111,2020-7-27 15,32.9,64,1002.4,2.6,129.3
112,2020-7-27 16,33.7,61,1001.9,2.5,124.7
113,2020-7-27 17,33.6,64,1001.8,2.1,126.0
114,2020-7-27 18,33.9,56,1002.0,2.0,243.4
115,2020-7-27 19,32.9,60,1002.7,2.6,240.4
116,2020-7-27 20,32.0,65,1003.5,2.6,227.7
117,2020-7-27 21,31.4,69,1004.3,2.4,237.2
118,2020-7-27 22,30.9,73,1005.1,2.0,254.9
119,2020-7-27 23,30.5,75,1005.3,1.3,335.1
120,2020-7-28 0,30.2,77,1005.0,1.3,270.7
121,2020-7-28 1,30.1,76,1004.7,1.5,258.0
122,2020-7-28 2,29.8,77,1004.3,1.7,275.4
123,2020-7-28 3,29.7,79,1004.7,1.5,258.4
124,2020-7-28 4,29.8,78,1004.9,1.4,261.2
125,2020-7-28 5,29.8,78,1005.4,1.5,246.3
126,2020-7-28 6,29.8,80,1005.8,0.9,262.1
127,2020-7-28 7,29.8,78,1006.2,0.8,275.2
128,2020-7-28 8,31.4,68,1006.5,1.3,247.4
129,2020-7-28 9,32.1,64,1006.5,1.4,260.8
130,2020-7-28 10,33.3,60,1006.6,1.4,243.6
131,2020-7-28 11,34.2,56,1006.1,1.6,228.4
132,2020-7-28 12,35.0,53,1005.3,1.6,235.0
133,2020-7-28 13,32.6,64,1004.8,2.0,186.6
134,2020-7-28 14,31.3,69,1004.3,1.8,66.2
135,2020-7-28 15,32.6,64,1003.5,2.0,108.1
136,2020-7-28 16,34.1,60,1003.0,2.1,85.7
137,2020-7-28 17,33.2,62,1003.1,2.4,72.5
138,2020-7-28 18,31.1,68,1003.5,2.0,245.9
139,2020-7-28 19,31.6,71,1004.1,1.2,317.3
140,2020-7-28 20,31.9,69,1005.1,1.5,258.7
141,2020-7-28 21,31.6,68,1005.9,1.9,236.9
142,2020-7-28 22,31.2,69,1006.4,1.7,240.3
143,2020-7-28 23,30.7,73,1006.3,1.0,67.2
144,2020-7-29 0,30.4,74,1005.9,1.1,310.3
145,2020-7-29 1,30.0,77,1005.3,1.1,64.1
146,2020-7-29 2,30.0,77,1004.9,1.0,250.1
147,2020-7-29 3,29.9,78,1004.8,1.1,256.6
148,2020-7-29 4,29.6,79,1004.9,1.0,260.3
149,2020-7-29 5,29.3,80,1005.0,1.1,268.2
150,2020-7-29 6,29.6,79,1005.6,0.8,268.5
151,2020-7-29 7,30.8,74,1006.1,1.0,254.5
152,2020-7-29 8,31.6,67,1006.3,1.1,232.5
153,2020-7-29 9,32.8,61,1006.5,1.3,241.7
154,2020-7-29 10,33.4,59,1006.2,1.2,266.9
155,2020-7-29 11,34.3,55,1005.8,1.1,256.3
156,2020-7-29 12,35.7,50,1005.1,1.1,326.9
157,2020-7-29 13,35.9,50,1004.0,1.4,19.1
158,2020-7-29 14,36.0,48,1003.2,1.5,47.9
159,2020-7-29 15,35.9,48,1002.8,1.6,118.6
160,2020-7-29 16,34.1,59,1002.8,2.5,127.4
161,2020-7-29 17,33.0,64,1002.9,2.3,115.6
162,2020-7-29 18,32.4,65,1004.0,2.2,114.3
163,2020-7-29 19,31.3,73,1004.9,2.6,97.4
164,2020-7-29 20,30.8,73,1005.6,1.7,94.9
165,2020-7-29 21,30.3,74,1005.8,1.7,78.1
166,2020-7-29 22,30.1,76,1006.2,1.6,78.0
167,2020-7-29 23,29.9,78,1006.2,1.4,51.9
168,2020-7-30 0,29.6,80,1006.1,1.7,56.2
169,2020-7-30 1,29.3,82,1005.6,1.5,54.9
170,2020-7-30 2,28.9,84,1005.5,1.4,64.5
171,2020-7-30 3,28.8,84,1005.5,1.4,69.3
172,2020-7-30 4,28.7,84,1005.5,1.6,64.8
173,2020-7-30 5,28.6,83,1005.5,1.8,65.3
174,2020-7-30 6,28.9,82,1005.7,1.2,59.0
175,2020-7-30 7,29.7,77,1005.9,1.6,63.5
176,2020-7-30 8,30.3,72,1006.2,1.7,56.0
177,2020-7-30 9,31.4,65,1006.4,1.5,89.7
178,2020-7-30 10,32.3,62,1006.3,1.3,61.8
179,2020-7-30 11,32.8,59,1005.8,1.7,66.3
180,2020-7-30 12,33.5,55,1005.4,2.3,73.7
181,2020-7-30 13,34.3,53,1004.6,2.1,67.2
182,2020-7-30 14,34.7,52,1003.4,2.1,53.1
183,2020-7-30 15,32.5,59,1003.2,3.3,109.1
184,2020-7-30 16,32.3,60,1003.0,1.3,41.4
185,2020-7-30 17,32.7,60,1002.8,0.9,64.6
186,2020-7-30 18,32.5,60,1002.7,1.1,77.2
187,2020-7-30 19,32.2,60,1004.0,1.6,110.8
188,2020-7-30 20,31.1,68,1005.0,1.2,95.5
189,2020-7-30 21,30.9,71,1005.4,1.1,98.4
190,2020-7-30 22,30.6,72,1005.3,1.2,71.2
191,2020-7-30 23,30.3,71,1005.0,1.6,58.6
192,2020-7-31 0,30.0,70,1004.5,1.6,69.7
193,2020-7-31 1,29.7,73,1003.7,1.4,64.1
194,2020-7-31 2,29.6,72,1003.1,1.8,66.1
195,2020-7-31 3,29.2,74,1002.4,1.7,64.2
196,2020-7-31 4,28.8,76,1002.2,1.8,50.1
197,2020-7-31 5,28.5,76,1002.3,1.7,48.7
198,2020-7-31 6,28.7,75,1002.6,2.0,38.0
199,2020-7-31 7,29.4,72,1003.3,2.5,43.1
200,2020-7-31 8,29.7,70,1003.6,3.0,44.2
201,2020-7-31 9,28.8,77,1004.1,2.5,63.7
202,2020-7-31 10,28.7,80,1004.3,2.7,81.3
203,2020-7-31 11,30.0,71,1003.8,3.6,80.2
204,2020-7-31 12,30.5,68,1003.4,3.4,76.3
205,2020-7-31 13,30.7,66,1002.9,4.0,78.6
206,2020-7-31 14,30.7,66,1002.1,3.8,67.5
207,2020-7-31 15,30.2,69,1001.6,2.8,79.8
208,2020-7-31 16,28.6,80,1001.4,3.0,72.6
209,2020-7-31 17,29.3,72,1001.2,4.0,75.8
210,2020-7-31 18,28.7,74,1001.1,3.7,66.0
211,2020-7-31 19,27.8,80,1002.0,3.5,64.7
212,2020-7-31 20,26.5,89,1002.6,2.4,61.7
213,2020-7-31 21,26.9,87,1003.6,3.1,59.2
214,2020-7-31 22,26.8,87,1003.8,2.4,56.4
215,2020-7-31 23,27.2,84,1003.3,2.6,56.5
216,2020-8-1 0,27.2,84,1003.0,2.5,65.5
217,2020-8-1 1,26.5,88,1002.7,2.2,61.4
218,2020-8-1 2,26.4,90,1002.4,2.1,60.6
219,2020-8-1 3,26.7,89,1001.9,2.2,52.2
220,2020-8-1 4,27.0,86,1001.8,2.6,63.0
221,2020-8-1 5,26.6,89,1001.8,2.7,61.4
222,2020-8-1 6,26.6,90,1002.0,2.6,62.3
223,2020-8-1 7,27.4,85,1002.2,2.9,63.2
224,2020-8-1 8,28.2,81,1002.6,3.5,69.9
225,2020-8-1 9,28.1,83,1002.8,3.1,76.1
226,2020-8-1 10,28.4,82,1002.9,3.8,77.6
227,2020-8-1 11,28.5,83,1002.7,2.8,67.3
228,2020-8-1 12,28.9,82,1002.2,3.3,80.6
229,2020-8-1 13,27.7,86,1001.8,3.3,99.4
230,2020-8-1 14,27.4,88,1001.7,2.3,87.7
231,2020-8-1 15,27.2,90,1001.3,2.0,70.7
232,2020-8-1 16,27.0,90,1001.3,2.7,75.4
233,2020-8-1 17,25.9,90,1001.7,2.4,91.6
234,2020-8-1 18,26.6,88,1002.0,1.7,93.3
235,2020-8-1 19,26.6,90,1002.2,1.6,65.8
236,2020-8-1 20,26.6,90,1002.7,2.1,68.2
237,2020-8-1 21,26.5,89,1003.4,1.9,66.1
238,2020-8-1 22,26.6,88,1004.1,2.0,65.6
239,2020-8-1 23,26.1,92,1004.0,1.8,56.0
240,2020-8-2 0,26.0,93,1003.5,1.7,54.9
241,2020-8-2 1,26.2,92,1002.9,2.0,60.4
242,2020-8-2 2,26.4,91,1002.3,2.2,59.8
243,2020-8-2 3,26.1,92,1002.0,2.2,56.5
244,2020-8-2 4,25.9,95,1001.8,1.8,65.8
245,2020-8-2 5,25.8,95,1001.8,1.8,63.5
246,2020-8-2 6,25.8,96,1002.1,2.0,71.1
247,2020-8-2 7,25.7,96,1002.4,1.9,69.2
248,2020-8-2 8,26.1,95,1002.9,1.9,66.4
249,2020-8-2 9,26.8,92,1002.8,1.3,63.5
250,2020-8-2 10,27.5,89,1002.7,0.7,60.6
251,2020-8-2 14,28.9,84,1001.9,0.7,47.7
252,2020-8-2 15,29.8,77,1001.3,1.4,105.2
253,2020-8-2 16,29.5,78,1001.1,1.0,244.5
254,2020-8-2 17,27.6,87,1000.8,1.3,258.9
255,2020-8-2 18,27.0,93,1001.2,1.0,46.1
256,2020-8-2 19,27.3,91,1002.0,0.8,68.7
257,2020-8-2 20,27.4,91,1002.6,0.6,78.7
258,2020-8-2 21,27.2,90,1003.2,1.1,58.6
259,2020-8-2 22,27.1,88,1003.7,1.0,64.1
260,2020-8-2 23,27.1,88,1003.3,1.6,62.3
261,2020-8-3 0,26.9,89,1002.8,1.7,60.4
262,2020-8-3 1,26.6,89,1002.2,1.7,63.3
263,2020-8-3 2,26.5,91,1001.6,1.5,44.8
264,2020-8-3 3,26.2,93,1001.0,1.7,58.0
265,2020-8-3 4,26.1,93,1000.7,2.3,85.6
266,2020-8-3 5,26.3,91,1001.0,2.0,88.7
267,2020-8-3 6,26.4,92,1001.6,1.4,92.0
268,2020-8-3 7,26.8,92,1002.0,1.1,84.6
269,2020-8-3 8,26.8,92,1002.3,1.4,66.8
270,2020-8-3 9,27.9,86,1002.6,1.5,65.5
271,2020-8-3 10,28.6,82,1002.6,1.5,58.3
272,2020-8-3 11,27.1,89,1002.4,1.2,89.9
273,2020-8-3 12,27.4,89,1001.9,0.8,24.5
274,2020-8-3 13,28.4,84,1001.3,1.4,83.1
275,2020-8-3 14,27.6,88,1000.9,1.7,47.0
276,2020-8-3 15,26.6,94,1000.2,1.4,73.4
277,2020-8-3 16,27.2,91,1000.0,1.0,102.2
278,2020-8-3 17,27.3,90,1000.2,0.9,94.1
279,2020-8-3 18,27.1,90,1000.3,1.2,112.4
280,2020-8-3 19,27.0,90,1000.9,0.9,93.1
281,2020-8-3 20,26.9,91,1001.5,1.1,106.5
282,2020-8-3 21,27.0,91,1002.0,1.1,106.7
283,2020-8-3 22,27.1,90,1002.3,0.6,60.8
284,2020-8-3 23,27.0,91,1002.4,0.8,95.5
285,2020-8-4 0,27.0,91,1002.2,0.8,93.5
286,2020-8-4 1,26.8,92,1001.7,0.4,29.9
287,2020-8-4 2,26.8,93,1001.4,0.4,74.3
288,2020-8-4 3,26.7,92,1001.2,0.6,25.1
289,2020-8-4 4,26.8,91,1001.2,0.6,64.7
290,2020-8-4 5,26.6,93,1001.1,0.4,58.7
291,2020-8-4 6,26.7,94,1001.4,0.6,72.9
292,2020-8-4 7,27.1,90,1001.8,1.0,92.0
293,2020-8-4 8,28.1,84,1002.0,1.0,106.9
294,2020-8-4 9,29.4,76,1002.5,1.1,71.8
295,2020-8-4 10,29.9,75,1002.5,1.4,61.3
296,2020-8-4 11,30.8,71,1002.3,1.9,71.5
297,2020-8-4 12,31.3,66,1001.8,1.6,82.4
298,2020-8-4 13,32.1,64,1001.4,1.6,79.6
299,2020-8-4 14,31.6,66,1000.8,1.7,95.1
300,2020-8-4 15,31.4,68,1000.5,2.4,106.4
301,2020-8-4 16,30.9,69,1000.1,2.1,121.6
302,2020-8-4 17,30.2,74,1000.4,2.0,114.7
303,2020-8-4 18,29.6,76,1001.2,2.1,109.1
304,2020-8-4 19,29.1,78,1002.0,1.9,113.9
305,2020-8-4 20,28.7,80,1002.8,1.7,114.1
306,2020-8-4 21,28.5,82,1003.5,1.9,113.9
307,2020-8-4 22,28.1,84,1003.8,1.6,113.2
308,2020-8-4 23,27.8,85,1003.8,1.1,105.1
309,2020-8-5 0,27.5,89,1004.1,1.0,99.7
310,2020-8-5 1,27.4,91,1004.0,1.4,108.1
311,2020-8-5 2,27.4,89,1003.7,1.0,113.9
312,2020-8-5 3,27.4,88,1003.3,1.6,120.9
313,2020-8-5 4,27.6,88,1003.4,1.6,122.4
314,2020-8-5 5,27.6,88,1003.6,1.5,126.3
315,2020-8-5 6,27.6,88,1004.0,1.1,85.8
316,2020-8-5 7,27.4,89,1004.4,1.6,94.1
317,2020-8-5 8,26.8,92,1005.1,1.4,101.1
318,2020-8-5 9,26.2,94,1005.5,1.8,110.3
319,2020-8-5 10,26.7,93,1006.0,1.2,105.2
320,2020-8-5 11,27.0,92,1006.0,1.3,105.8
321,2020-8-5 12,27.6,89,1006.1,1.1,91.2
322,2020-8-5 13,27.8,90,1005.7,0.8,67.7
323,2020-8-5 14,28.2,88,1005.5,1.3,65.5
324,2020-8-5 15,26.3,92,1005.8,1.4,127.6
325,2020-8-5 16,25.8,95,1006.0,1.5,93.2
326,2020-8-5 17,25.7,95,1006.2,0.9,94.2
327,2020-8-5 18,25.7,96,1006.6,0.7,68.3
328,2020-8-5 19,25.7,96,1007.2,1.1,93.5
329,2020-8-5 20,25.7,96,1007.8,0.7,75.5
330,2020-8-5 21,25.9,96,1008.8,0.9,65.2
331,2020-8-5 22,26.1,96,1009.3,1.0,65.1
332,2020-8-5 23,25.8,96,1009.5,1.4,87.3
333,2020-8-6 0,26.1,95,1009.3,1.6,97.1
334,2020-8-6 1,26.2,93,1008.8,2.4,120.4
335,2020-8-6 2,26.1,94,1008.1,1.7,118.0
336,2020-8-6 3,26.0,94,1007.5,0.8,116.3
337,2020-8-6 4,25.8,95,1007.4,0.6,52.5
338,2020-8-6 5,25.6,96,1007.6,0.8,75.2
339,2020-8-6 6,25.6,96,1008.0,0.8,74.4
340,2020-8-6 7,26.5,91,1008.4,1.3,46.9
341,2020-8-6 8,27.9,85,1009.0,1.4,46.6
342,2020-8-6 9,29.2,80,1009.0,1.5,54.9
343,2020-8-6 10,30.5,76,1009.0,1.7,74.2
344,2020-8-6 11,30.8,73,1008.8,2.2,87.2
345,2020-8-6 12,31.9,67,1008.2,2.2,97.6
346,2020-8-6 13,32.3,65,1007.5,2.4,100.9
347,2020-8-6 14,32.9,61,1006.7,2.0,100.6
348,2020-8-6 15,33.2,60,1006.1,2.2,110.9
349,2020-8-6 16,32.1,66,1006.2,2.2,116.1
350,2020-8-6 17,31.6,68,1006.4,1.6,116.8
351,2020-8-6 18,31.3,68,1006.6,1.2,96.0
352,2020-8-6 19,30.8,69,1007.2,0.6,4.0
353,2020-8-6 20,30.4,72,1007.9,0.8,44.6
354,2020-8-6 21,30.0,76,1008.7,0.8,70.0
355,2020-8-6 22,29.7,76,1009.0,0.8,48.4
356,2020-8-6 23,29.1,80,1008.9,0.8,84.5
357,2020-8-7 0,28.9,82,1008.5,0.7,105.9
358,2020-8-7 1,28.7,84,1008.0,0.8,90.6
359,2020-8-7 2,28.4,87,1007.4,0.7,78.9
360,2020-8-7 3,28.3,89,1006.7,0.6,58.7
361,2020-8-7 4,28.1,89,1006.2,0.6,51.5
362,2020-8-7 5,27.9,89,1005.8,0.9,62.4
363,2020-8-7 6,28.0,89,1006.1,0.9,71.6
364,2020-8-7 7,28.5,87,1006.4,1.0,54.2
365,2020-8-7 8,29.1,83,1006.9,1.2,67.7
366,2020-8-7 9,29.9,78,1007.4,1.0,50.2
367,2020-8-7 10,30.6,75,1007.5,1.1,50.2
368,2020-8-7 11,31.0,72,1007.2,1.4,57.7
369,2020-8-7 12,32.0,66,1006.7,1.9,99.1
370,2020-8-7 13,32.2,64,1006.1,2.0,79.4
371,2020-8-7 14,33.5,58,1005.4,1.8,88.7
372,2020-8-7 15,33.9,53,1004.7,1.6,122.3
373,2020-8-7 16,33.8,54,1004.3,2.0,112.3
374,2020-8-7 17,33.2,58,1004.2,2.0,119.4
375,2020-8-7 18,32.3,64,1004.0,1.8,116.7
376,2020-8-7 19,31.2,66,1004.4,1.9,114.8
377,2020-8-7 20,30.6,70,1005.0,0.9,72.9
378,2020-8-7 21,30.0,71,1005.4,0.9,349.1
379,2020-8-7 22,29.8,71,1005.8,1.0,327.2
380,2020-8-7 23,29.5,74,1005.8,0.8,350.2
381,2020-8-8 0,29.2,76,1005.7,0.8,313.7
382,2020-8-8 1,28.8,78,1005.5,0.6,353.6
383,2020-8-8 2,28.5,80,1005.2,0.6,344.5
384,2020-8-8 3,28.2,83,1004.7,0.6,72.8
385,2020-8-8 4,27.9,85,1004.6,0.3,37.6
386,2020-8-8 5,27.8,87,1004.6,0.6,70.6
387,2020-8-8 6,28.2,86,1004.9,0.6,47.9
388,2020-8-8 7,29.8,79,1005.1,0.9,54.0
389,2020-8-8 8,30.3,75,1005.3,1.1,56.4
390,2020-8-8 9,31.2,70,1005.4,0.6,272.1
391,2020-8-8 10,31.6,67,1005.1,0.8,77.7
392,2020-8-8 11,32.6,62,1004.7,1.7,64.4
393,2020-8-8 12,33.3,58,1004.1,1.9,70.2
394,2020-8-8 13,33.9,54,1003.4,1.6,88.7
395,2020-8-8 14,34.3,53,1002.6,1.6,57.7
396,2020-8-8 15,34.6,52,1001.9,1.7,64.7
397,2020-8-8 16,34.3,54,1001.3,1.9,76.1
398,2020-8-8 17,34.1,53,1001.2,1.5,101.9
399,2020-8-8 18,33.5,56,1001.1,1.5,117.0
400,2020-8-8 19,32.7,58,1001.4,1.2,76.9
401,2020-8-8 20,31.8,64,1002.0,1.8,235.6
402,2020-8-8 21,30.9,69,1002.5,1.8,259.2
403,2020-8-8 22,30.3,71,1003.0,2.0,255.5
404,2020-8-8 23,29.9,74,1003.0,1.8,245.9
405,2020-8-9 0,29.6,76,1003.0,1.4,251.1
406,2020-8-9 1,29.3,79,1002.9,1.0,271.2
407,2020-8-9 2,29.2,79,1002.7,1.1,234.4
408,2020-8-9 3,29.0,80,1002.6,0.9,234.0
409,2020-8-9 4,28.9,82,1002.6,1.0,236.7
410,2020-8-9 5,28.7,83,1002.4,1.2,263.1
411,2020-8-9 6,28.3,85,1002.9,1.0,263.2
412,2020-8-9 7,28.7,83,1003.4,0.8,270.6
413,2020-8-9 8,30.3,74,1003.4,0.8,242.7
414,2020-8-9 9,31.7,66,1003.3,0.9,246.6
415,2020-8-9 10,32.8,61,1003.0,1.1,255.1
416,2020-8-9 11,33.2,60,1002.6,1.1,253.6
417,2020-8-9 12,33.8,57,1002.0,0.8,256.7
418,2020-8-9 13,33.9,58,1001.5,0.8,39.4
419,2020-8-9 14,34.0,57,1000.9,1.2,98.5
420,2020-8-9 15,34.0,57,1000.3,1.1,91.9
421,2020-8-9 16,34.5,55,999.8,1.3,90.6
422,2020-8-9 17,33.3,63,999.8,1.9,115.4
423,2020-8-9 18,32.6,67,999.8,1.9,78.9
424,2020-8-9 19,31.8,70,1000.2,1.8,280.0
425,2020-8-9 20,31.0,71,1001.2,2.8,244.1
426,2020-8-9 21,30.5,72,1001.8,1.6,256.3
427,2020-8-9 22,30.4,71,1002.3,1.8,245.8
428,2020-8-9 23,30.1,73,1002.2,1.2,241.5
429,2020-8-10 0,29.9,76,1002.2,1.5,239.7
430,2020-8-10 1,29.5,80,1001.9,1.7,257.8
431,2020-8-10 2,29.3,80,1001.7,1.4,246.1
432,2020-8-10 3,29.2,81,1001.8,0.9,333.2
433,2020-8-10 4,29.1,82,1002.1,0.8,249.7
434,2020-8-10 5,29.0,82,1002.2,0.9,84.0
435,2020-8-10 6,28.9,82,1002.5,1.0,62.9
436,2020-8-10 7,29.9,77,1003.0,1.1,104.8
437,2020-8-10 8,30.7,71,1003.3,1.0,249.8
438,2020-8-10 9,31.7,66,1003.4,1.2,233.5
439,2020-8-10 10,33.0,61,1003.3,1.2,230.8
440,2020-8-10 11,33.2,59,1002.8,1.0,163.5
441,2020-8-10 12,34.1,56,1002.1,1.1,128.8
442,2020-8-10 13,34.6,55,1001.6,1.0,259.0
443,2020-8-10 14,34.4,56,1001.2,1.6,72.6
444,2020-8-10 15,34.4,56,1000.4,1.5,112.9
445,2020-8-10 16,33.5,62,1000.2,2.7,110.8
446,2020-8-10 17,32.4,70,1000.4,2.2,120.7
447,2020-8-10 18,32.2,69,1000.4,2.3,123.1
448,2020-8-10 19,31.7,72,1000.7,1.7,108.6
449,2020-8-10 20,31.4,73,1001.4,2.1,246.9
450,2020-8-10 21,30.9,71,1002.2,1.4,299.1
451,2020-8-10 22,30.4,74,1002.4,1.3,323.6
452,2020-8-10 23,30.0,77,1002.6,1.3,303.5
453,2020-8-11 0,29.9,77,1002.7,1.0,341.0
454,2020-8-11 1,29.9,78,1002.5,1.6,235.3
455,2020-8-11 2,29.8,79,1002.4,1.2,248.7
456,2020-8-11 3,29.7,80,1002.3,1.0,265.4
457,2020-8-11 4,29.6,80,1002.3,1.3,258.8
458,2020-8-11 5,29.2,80,1002.5,1.1,284.4
459,2020-8-11 6,29.2,80,1002.9,0.9,76.6
460,2020-8-11 7,30.0,76,1003.6,1.4,110.2
461,2020-8-11 8,31.4,70,1004.1,1.1,145.5
462,2020-8-11 9,32.3,65,1004.1,1.5,237.3
463,2020-8-11 10,33.0,62,1004.1,1.3,212.2
464,2020-8-11 11,32.6,66,1004.0,1.3,74.9
