,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
26,29.26553,303.16,0.01923397,70.71968,3.8471319999999998,195.1693,0.0,0.03129138,464.69100000000003,100.7174,14.289710000000001,0.7740853000000001,422.28959999999995,0.0,0.0,2.16008,19.63252,6.064476,3.4527599999999996,5.693077000000001,0.11185181
27,29.0412,302.8408,0.01952371,72.79446,3.4580919999999997,196.9158,0.0,0.042595730000000005,405.25710000000004,100.7207,11.475992,0.6565536000000001,422.5124,0.0,0.0,1.997971,21.10539,6.985089,3.8976560000000005,4.540909,0.11715
28,28.893839999999997,302.6147,0.01960623,73.78363,3.0397990000000004,206.0625,0.0,0.1424977,349.3761,100.7328,9.14444,0.5924226,424.2169,0.0,0.0,2.239094,23.77012,8.23871,4.509736,2.3580430000000003,0.1336937
29,28.78835,302.4253,0.01948902,73.82518,2.583022,211.0711,0.0,0.41903664,274.9343,100.75670000000001,6.74362,0.5492838000000001,426.0356,0.0,0.0,3.310451,27.21654,13.129759999999997,7.054856999999999,0.35429127000000005,0.1706884
30,28.3373,302.0161,0.019835279999999997,77.30069,1.9945359999999999,246.1033,0.0,0.44514030000000004,208.3607,100.78649999999999,6.988073,0.4165848,427.25069999999994,0.0,0.0,2.7151009999999998,25.662820000000004,16.970629999999996,9.377877999999999,1.719941,0.178769
31,28.653560000000002,303.8432,0.019842929999999998,75.8728,2.010673,259.1544,0.0,0.8106756,388.62739999999997,100.8167,27.79274,6.2295335,437.4098,92.1501,110.7302,1.800815,20.194679999999998,10.443289,5.948631,6.995734000000001,0.15629369999999998
32,29.28462,306.9868,0.01943597,71.52206,2.4920020000000003,242.4873,0.1437255,0.8545798,518.1324,100.8365,80.24833,18.04231,431.76800000000003,266.61889999999994,320.37629999999996,2.09326,16.77172,9.132202,5.378697000000001,13.19827,0.15090530000000002
33,29.33154,307.75870000000003,0.019282729999999998,70.73549,2.458642,236.98110000000003,0.45518700000000006,0.8186932,534.3156,100.8488,95.72617,21.757360000000002,437.4839,315.9539,379.6584,2.526725,15.70706,10.994622,7.021012,24.07423,0.15081329999999998
34,30.09881,310.57620000000003,0.0189734,66.49279,2.5601140000000004,228.15130000000002,0.45518700000000006,0.6699299,714.651,100.8579,144.67878,30.49483,440.0424,445.2698,535.0479,2.636081,15.120049999999999,12.28645,8.427401,43.18287,0.148677
35,31.33191,314.4946,0.01865074,60.5274,2.799651,231.57,0.0,0.2665054,993.908,100.83550000000001,219.5186,42.81108,436.8555,627.2475,753.7176,2.462099,13.34007,12.65714,9.163215,67.72214,0.14730110000000002
36,32.48625,317.6218,0.018074200000000002,54.63547,3.1544179999999997,227.9734,0.0,0.008479380000000002,1157.4712,100.7873,285.16610000000003,52.43548,439.8387,757.9808,910.8097,2.2593360000000002,12.335139999999999,12.80717,9.544015,89.22459,0.1452484
37,33.634,320.1228,0.01738816,48.983180000000004,3.284841,224.7283,0.0,0.004874070000000001,1404.473,100.7159,329.067,59.77353000000001,442.4824,841.3663,1011.0086000000001,1.9819740000000001,12.96037,12.611889999999999,9.789121999999999,103.35828,0.1448476
38,34.75223,321.9962,0.016775329999999998,44.09944,3.2245340000000002,223.2496,0.0,0.005950260000000001,1626.9409999999998,100.63770000000001,348.5517,63.388720000000006,443.9592,871.4715000000001,1047.187,1.948974,15.49486,10.603335999999999,8.257204,102.59257000000001,0.1433568
39,35.741929999999996,321.9458,0.01640115,40.48894,2.9783619999999997,225.1096,0.0,0.238,1689.575,100.55680000000001,308.85319999999996,55.7969,471.66179999999997,706.2028,848.5922,1.878378,19.40701,9.328911,7.169578,95.10471,0.1423675
40,36.34623,318.0183,0.01590909,37.8478,3.0741769999999997,213.166,0.0,0.7,1854.605,100.48570000000001,193.7794,36.56597,475.49830000000003,391.8215,470.82270000000005,1.677056,21.36624,8.353926999999999,6.281779,89.27752000000001,0.14582409999999998
41,36.745689999999996,317.31550000000004,0.01607679,37.3327,2.990136,219.3775,0.0,0.6324668,1886.105,100.4431,164.3424,32.95479,479.6714,337.28229999999996,405.28760000000005,2.2431840000000003,24.53611,8.025407000000001,5.834415,70.39298,0.1473343
42,36.68656,316.4941,0.01683361,39.26003,3.793318,217.74460000000002,0.0,0.6823102999999999,1888.969,100.4281,150.38639999999998,30.074960000000004,481.88489999999996,285.33770000000004,342.86940000000004,3.504524,27.35878,6.551126,4.284096,33.68158,0.13578859999999998
43,35.486430000000006,313.6437,0.0168746,42.27597,6.135802,169.7019,0.0,0.2204726,978.7696,100.45779999999999,147.8949,26.894730000000003,457.5917,223.80190000000002,268.92719999999997,4.068352,27.94772,6.180932,3.868081,15.115280000000002,0.13240849999999998
44,34.19265,309.9756,0.016677749999999998,45.22468,6.21193,194.56119999999999,0.04449240000000001,0.4172003,870.4628,100.5087,76.17274,9.739953,459.3315,24.06523,28.9174,4.645459,27.189329999999998,6.485246999999999,3.990483,7.560753,0.13437469999999999
45,32.57531,307.69010000000003,0.01664834,50.109629999999996,6.191285,191.262,0.0,0.15498962000000002,624.1994,100.5784,56.98577,3.786033,444.1508,4.717530000000001,5.668710000000002,4.668059,27.033079999999998,6.638062,4.071745,5.643246,0.1338527
46,31.57645,306.3576,0.01638275,52.39293,5.855463,192.4828,0.0,0.10485794,485.00250000000005,100.61079999999998,45.04774999999999,1.84618,439.35040000000004,0.0,0.0,4.120185,26.43621,6.294498000000001,4.010161,5.4796890000000005,0.1317544
47,30.93607,305.4684,0.01610739,53.50314,5.487017,194.63819999999998,0.0,0.10568339000000002,447.40139999999997,100.6116,35.91085,1.726619,434.5239,0.0,0.0,3.4426300000000003,25.90043,5.710715,3.775496,4.912403,0.1327872
48,30.28888,304.53020000000004,0.0168938,58.24604,4.688928000000001,205.41840000000002,0.0,0.09043462000000001,398.92289999999997,100.5906,24.747349999999997,1.357521,432.38470000000007,0.0,0.0,2.6441179999999997,25.07831,5.490792,3.6328929999999997,6.624008,0.12938159999999999
49,29.985599999999998,304.1427,0.016955249999999998,59.56666,3.833398,210.4841,0.0,0.1065824,407.4221999999999,100.59809999999999,19.31527,1.2153569999999998,431.3465,0.0,0.0,3.0544249999999997,26.88576,5.817316,3.724868,3.362975,0.1371241
50,29.701989999999995,303.7009,0.01741555,62.26271,3.510985,216.7064,0.0,0.06675886,445.8466,100.60329999999999,15.037619999999999,1.043806,426.652,0.0,0.0,3.1127860000000003,25.078789999999998,5.99906,3.7843799999999996,1.8985509999999999,0.13743000000000002
51,29.34049,303.2541,0.018447190000000002,67.46408000000001,3.6889899999999995,220.8848,0.0,0.08450748,426.2425999999999,100.6104,14.19015,0.8769095,427.1872,0.0,0.0,1.8722099999999997,18.31818,5.485245,3.3743200000000004,3.487278,0.11894679999999999
52,28.924409999999995,302.805,0.019876579999999998,74.59379000000001,4.116556,227.34289999999996,0.0,0.10586821,421.0629,100.6261,14.78098,0.6634350999999999,428.0575,0.0,0.0,1.4039819999999998,16.50348,5.015817,2.945593,4.2336979999999995,0.11201030000000001
53,28.69296,302.4454,0.02009431,76.5293,4.340185,228.1003,0.0,0.11161009999999999,384.6277,100.649,12.538030000000001,0.5982955999999999,426.8607999999999,0.0,0.0,1.6418920000000001,19.17679,6.140156,3.527362,3.5258,0.11814879999999998
54,28.554289999999998,302.1756,0.01919795,73.76055,4.180486999999999,231.46470000000002,0.0,0.06723577,340.44399999999996,100.6745,9.389616,0.6840958999999999,425.4434,0.0,0.0,2.120973,23.062820000000002,8.764677,5.0864199999999995,2.637355,0.1414866
55,28.643539999999998,302.8713,0.01890112,72.20022,4.375741,232.9248,0.0,0.05691862,355.6161,100.6968,23.708894,5.5952253,425.0411,59.74059,71.78569999999999,2.7003369999999998,22.077080000000002,8.89915,5.266632,5.954504000000001,0.1555223
56,29.218989999999998,305.2204,0.01873718,69.05873,4.3651219999999995,238.71759999999998,0.0,0.01114554,452.631,100.7152,66.39311,14.883309999999998,426.9731,195.9544,235.4642,2.47753,19.59129,7.428144,4.422081,12.651330000000002,0.1475085
57,29.445459999999997,306.2869,0.01875023,68.18324,4.337375,237.61629999999997,0.0,0.017479110000000003,463.4889,100.71940000000001,87.19327999999999,18.6784,426.9251,257.953,309.96320000000003,2.0927729999999998,17.31891,6.691674,4.336371,23.917879999999997,0.1391248
58,30.28987,308.6298,0.01816748,62.73052,3.9600329999999997,241.68609999999998,0.0,0.017479110000000003,595.3933999999999,100.72989999999999,120.05379999999998,25.64116,431.70399999999995,354.6706,426.1821,1.6714729999999998,15.61251,6.434241999999999,4.564546999999999,47.19697,0.13052209999999997
59,31.65525,313.22159999999997,0.01733953,55.0602,3.663588,244.90449999999998,0.0,0.0,850.2239999999999,100.7141,200.012,41.029849999999996,434.916,581.1915,698.3755,1.624595,13.796050000000001,7.4064369999999995,5.542235,71.89018,0.130011
60,32.954249999999995,317.3436,0.01670733,48.982119999999995,2.918588,247.75119999999998,0.0,0.0,1221.792,100.6618,255.0856,51.120259999999995,439.52669999999995,725.568,871.8616999999999,1.646294,12.70889,8.625208,6.605277,87.4992,0.13074370000000002
61,34.01213,320.29949999999997,0.01656626,45.48817,2.256578,243.9936,0.0,0.0,1535.731,100.58959999999999,284.57439999999997,56.35643999999999,446.24930000000006,796.8095,957.4672,1.64789,13.703119999999998,9.310725999999999,7.173017999999999,91.32186999999999,0.131066
62,35.07779,322.1612999999999,0.01567611,40.34043,2.739385,222.0012,0.0,0.0,1639.2489999999998,100.5096,323.77279999999996,61.718219999999995,446.587,846.8133,1017.556,1.814716,14.529,9.291057,7.180799,98.33494999999999,0.1371037
63,35.9973,321.3559,0.01478032,35.96197,3.297994,223.6938,0.0,0.016053099999999997,1751.029,100.4315,295.3282,55.08902,452.7884,698.4137000000001,839.2330999999999,1.921923,15.01469,8.791479,6.804479999999999,103.16457999999999,0.1406568
64,36.6421,322.14179999999993,0.01485747,34.703869999999995,3.5602409999999995,231.26779999999997,0.0,0.0,1820.7640000000001,100.36359999999999,308.45980000000003,58.34457,449.1781,744.2583999999999,894.3208,1.9660950000000001,16.62912,8.734651000000001,6.798615000000001,100.72888999999999,0.141699
65,37.13925,321.16790000000003,0.01484179,33.6132,3.570327,227.1435,0.0,0.0,1859.404,100.31309999999999,266.5579,50.18506,452.41509999999994,604.8314999999999,726.7822,2.396111,22.440319999999996,10.277946,7.866167000000001,91.66405,0.15306609999999998
66,37.392649999999996,318.8776,0.014784509999999999,32.97659,3.479702,228.72809999999998,0.0,0.04302848,1912.828,100.306,193.14020000000002,37.49892,457.0944,401.1041,481.97720000000004,2.795119,26.99667,8.83527,5.894893,43.40949,0.13674750000000002
67,36.992650000000005,315.49199999999996,0.01603702,36.65224,4.5350719999999995,210.4107,0.0,0.11836698,1782.56,100.32589999999999,131.5035,24.63207,463.1587999999999,201.39239999999998,241.99839999999998,2.454724,25.20928,7.802204,4.765057,15.07161,0.1290098
68,34.72844,311.07129999999995,0.019199749999999998,50.39399,6.79609,198.9872,0.01215072,0.25386526,755.358,100.3763,99.74334,10.784812,461.9116,56.72614,68.16345,2.423094,24.03102,8.1053,4.875795999999999,7.409264,0.13210639999999998
69,33.34729,308.6718,0.01977228,56.45403999999999,6.908174000000001,200.1429,0.0,0.12971779,562.555,100.4409,69.10237,2.971094,456.6194,5.02884,6.0427800000000005,2.637577,24.272260000000003,8.715624,5.271125,5.3064409999999995,0.1362729
70,32.32813,307.30080000000004,0.01979686,60.16708,6.460383,201.6387,0.0,0.11703105999999999,524.5826999999999,100.4802,54.65423,1.498602,452.7535,0.0,0.0,2.7755240000000003,23.276490000000003,8.224298000000001,5.036275,4.451613999999999,0.1385346
71,31.59074,306.4013,0.01969779,62.63508,5.567373,201.4869,0.0,0.18783229999999998,539.0909999999999,100.5022,44.098490000000005,1.318969,448.7368,0.0,0.0,2.647897,21.93499,7.142084999999999,4.42492,4.449321,0.1365313
72,31.26115,305.7766,0.018023579999999997,58.498599999999996,4.084705,209.767,0.0,0.4499163,494.04159999999996,100.4911,28.246199999999998,1.356247,448.41790000000003,0.0,0.0,2.8221809999999996,26.41401,6.6712229999999995,4.291043,5.936507,0.14117749999999998
73,30.943360000000002,305.3261,0.01806217,59.78517,3.7847150000000003,216.7552,0.0,0.45947229999999994,533.6586,100.48240000000001,23.93541,1.266468,445.8506,0.0,0.0,3.0241119999999997,24.84184,5.991263,3.6207339999999997,5.673567,0.1317135
74,30.59006,304.8622,0.01806162,61.097789999999996,3.8730389999999995,218.2328,0.0,0.4973897,525.6875,100.4771,21.96574,1.2341204,445.1664999999999,0.0,0.0,2.255966,20.3341,5.543810000000001,3.2346619999999997,6.164497,0.1184569
75,30.2014,304.36789999999996,0.018797340000000003,65.10051,4.010072,215.2804,0.0,0.5325646,523.8903,100.4773,20.23632,1.0908618,442.2014,0.0,0.0,1.884811,18.73519,5.356591,3.1113530000000003,6.1113539999999995,0.11392679999999998
76,29.87351,303.9358,0.019408759999999997,68.59057,4.374434,215.91029999999998,0.0,0.5541497,505.3732,100.4828,19.40062,0.9934078,441.7378,0.0,0.0,1.767293,18.20312,6.019597,3.4754780000000003,5.542012000000001,0.1132837
77,29.58771,303.57370000000003,0.019910559999999997,71.61426,4.250172,213.67520000000002,0.0,0.5671991999999999,508.4583,100.49649999999998,17.311139999999998,0.8680232000000001,440.962,0.0,0.0,1.78775,19.06647,7.526732,4.335534,3.0876300000000003,0.1204389
78,29.32873,303.20730000000003,0.020376979999999996,74.49015,4.095181,215.94500000000002,0.0,0.6417028,512.0536,100.5272,14.58849,0.7234764,437.8334,0.0,0.0,1.968036,20.226399999999998,10.436813,5.994286,2.9370209999999997,0.1393197
79,29.401449999999997,304.14439999999996,0.02052258,74.69766,4.274537,220.2017,0.0,0.6216017999999999,518.9488,100.55319999999999,36.360209000000005,6.9757945,437.57259999999997,81.5234,97.96079999999999,2.6917769999999996,17.981659999999998,10.740929999999999,6.225077000000001,7.002642999999999,0.1572547
80,30.103749999999998,306.91450000000003,0.01924629,67.22527,4.508285,222.2254,0.0,0.4550415,581.5268,100.5704,92.08214,19.525633999999997,432.7655,258.95779999999996,311.1712,2.597326,14.34927,10.043299,5.953323,16.1492,0.1469461
81,30.3346,307.71999999999997,0.01944783,66.90427,4.832339,224.1652,0.0,0.4550415,643.6555999999999,100.5719,108.96668,22.22186,442.90819999999997,293.8073,353.04730000000006,2.2865130000000002,12.75068,9.27972,5.722906,32.23394999999999,0.1345873
82,31.19217,310.3576,0.018368429999999998,60.22892999999999,4.841719,222.593,0.0,0.28465379999999996,757.9830999999999,100.5705,162.14007999999998,32.20071,441.1673,430.87569999999994,517.7517,2.017115,11.15191,9.002512,5.893566,53.18073,0.1251854
83,32.28299,313.5621,0.017759600000000004,54.58245,4.588468,224.96550000000002,0.0,0.13408933,1005.4517000000001,100.55449999999999,216.5135,41.59447,444.2654,562.1957,675.5495000000001,1.8019859999999999,9.398962000000001,8.892796,6.05522,72.56053999999999,0.12213330000000001
84,33.56832,317.4949,0.01668596,47.2667,4.2903590000000005,223.78449999999998,0.0,0.08563377999999999,1298.461,100.4981,286.1518,54.37366,439.25350000000003,747.2434,897.9082,1.6724879999999998,8.914233000000001,8.58955,6.044085,83.2507,0.122043
85,34.66257,319.74409999999995,0.01561045,41.35295,4.070249,223.3363,0.0,0.09139606000000002,1545.213,100.42970000000001,313.55170000000004,59.23731,445.4167,791.5263,951.1155,1.698089,9.645207,8.071286,5.7651129999999995,86.35673,0.12164889999999999
86,35.644,321.17409999999995,0.0151571,37.749900000000004,4.523782,227.31509999999997,0.0,0.08894049,1741.321,100.34909999999999,345.3396,62.99299,450.4313,818.4046,983.4161999999999,1.419451,9.993291000000001,7.477819,5.412475999999999,84.55808,0.12131510000000001
87,36.28693,321.85490000000004,0.01590116,38.02406,4.666617,221.51409999999998,0.0732585,0.11515317000000001,1876.676,100.276,352.4463,63.740449999999996,456.5211,799.4875,960.6838999999999,0.8950691000000001,10.8781,6.019686999999999,4.386202,69.79724,0.1153701
88,36.360960000000006,320.05959999999993,0.01736444,41.16806,5.425491,189.56019999999998,0.1732146,0.13118608,1880.056,100.20160000000001,315.6943,51.69807,479.4431,600.0652,721.0544,0.6781181,12.170279999999998,5.029902,3.3397769999999998,52.03185,0.1130264
89,36.08083,319.4739,0.01759152,42.424200000000006,5.021898,197.316,1.0505617,0.17682309999999998,1665.607,100.18180000000001,295.4201,54.86002,460.9621,593.5067,713.1732,1.6547459999999998,12.961369999999999,5.539483,3.2470779999999997,34.1286,0.10868149999999999
90,35.57188,316.2967,0.01796308,44.70197,5.043512,210.8723,2.2577532000000002,0.5292625999999999,1593.4940000000001,100.2449,211.3944,42.37095000000001,462.1163,366.9278,440.9103,2.457052,14.76855,6.660627,3.6986589999999997,20.273880000000002,0.10850759999999998
91,35.07034,313.1535,0.01847685,47.45963999999999,6.6063909999999995,191.7513,0.7697504,0.1067561,1403.737,100.25389999999999,157.5143,29.833,460.5881,205.77630000000002,247.267,2.1293879999999996,15.33565,7.24515,4.00969,10.372637,0.10892389999999999
92,33.7215,309.7172,0.01886406,52.64863,7.242420999999999,191.1814,0.0,0.07740095999999999,960.6367,100.30259999999998,94.68873,13.417910000000001,455.0478,48.45813999999999,58.22872000000001,2.167168,15.15943,8.075156,4.433300999999999,5.869886999999999,0.1111972
93,32.52552,307.7538,0.01957379,58.816779999999994,6.635633,194.11419999999998,0.0,0.07455449,791.1421,100.3785,63.68634,4.16689,449.26099999999997,4.42269,5.31444,2.096774,14.83786,8.702263,4.765135,5.218451,0.1099344
94,31.541949999999996,306.4526,0.020098229999999998,64.08409,6.484735999999999,196.2049,0.0,0.06560154,682.3725,100.4153,52.76471,1.6987539999999999,444.7283,0.0,0.0,1.984579,13.39776,8.471369000000001,4.614878,7.540213,0.10443849999999999
95,30.9628,305.62300000000005,0.01968949,65.015,6.2260279999999995,198.62060000000002,0.0,0.06985612999999999,630.6143,100.4246,43.512499999999996,1.351354,440.60369999999995,0.0,0.0,1.944441,12.199349999999999,8.295745,4.467868999999999,8.605064,0.10086610000000001
96,30.02227,304.26820000000004,0.019151739999999997,67.00327999999999,5.6358049999999995,197.68619999999999,0.0,0.06034374000000001,528.1469999999999,100.4095,28.860169999999997,1.1033659999999998,429.15419999999995,0.0,0.0,1.8503219999999998,12.11845,7.2747969999999995,4.003881999999999,6.806837,0.10096145999999999
97,29.765569999999997,303.857,0.018951489999999998,67.32759000000001,5.350917,200.5331,0.0,0.05622544,491.29839999999996,100.38629999999999,23.684739999999998,1.065771,429.0684,0.0,0.0,1.2490378,10.81387,6.408536,3.514466,8.34574,0.09628887
98,29.531619999999997,303.48389999999995,0.018956669999999995,68.28875,4.899139999999999,201.6048,0.0,0.044380989999999995,456.74480000000005,100.365,18.71738,0.9661563999999998,426.90659999999997,0.0,0.0,1.150945,11.387039999999999,6.538460999999999,3.646213,8.327268,0.0969055
99,29.301609999999997,303.1211,0.01887594,68.96712,4.361937,201.4356,0.0,0.07924941999999999,423.1374,100.3629,14.261239999999999,0.864805,423.90930000000003,0.0,0.0,1.147247,12.68234,6.972449999999999,3.884595,7.684824,0.09942375999999999
100,29.10615,302.8903,0.01895044,70.08206,3.9170309999999997,200.94749999999996,0.0,0.33124436,375.41380000000004,100.3699,12.489975000000001,0.8294009,428.9546,0.0,0.0,1.27976,14.346549999999999,7.554192,4.140258,6.444907,0.10261724
101,28.89935,302.53239999999994,0.01923192,72.05291999999999,3.651657,200.7072,0.0,0.21230490000000002,318.8687,100.3937,8.841608,0.6683923999999999,422.6282,0.0,0.0,1.4510843999999998,17.244729999999997,9.983904,5.447786999999999,4.337305000000001,0.1113788
102,28.73578,302.3098,0.01970964,74.6545,3.155818,198.39939999999999,0.0,0.5489225999999999,271.08029999999997,100.4365,6.8465560000000005,0.5395751,423.7253,0.0,0.0,1.399139,18.16338,12.28358,6.801937999999999,5.179842999999999,0.12329369999999999
103,29.112280000000002,303.95390000000003,0.02008625,74.39432999999998,3.639251,206.72469999999998,0.0,0.7257325,475.0218,100.4786,33.289539,7.7148248,436.8793,97.6843,117.3802,1.121826,13.517819999999999,11.004109999999999,6.161047,11.68907,0.122918
104,29.83815,306.7614,0.020227509999999997,71.66383,3.780112,213.2874,0.0,0.40305729999999995,722.0553000000001,100.5079,82.01916,17.305189,451.47710000000006,234.81869999999998,282.16479999999996,1.412571,12.71614,10.481207999999999,5.977999,16.295180000000002,0.1322258
105,30.086489999999998,307.7922,0.02008405,70.06854999999999,3.945763,214.8024,0.020602380000000003,0.4898563,779.6559000000001,100.5154,103.75575,21.70516,453.0611,295.1751,354.6907,1.511542,13.86145,9.880907999999998,5.875832,22.145039999999998,0.13329149999999998
106,30.82408,310.73499999999996,0.019876569999999996,66.27721,3.964215,219.82699999999997,0.04153161,0.46069289999999996,946.6094,100.5147,161.88479999999998,32.19921,445.22319999999996,456.7869,548.8868,1.675532,16.39799,7.484781,4.583290999999999,29.85281,0.1390285
107,31.667749999999998,313.7106,0.019486569999999998,61.690200000000004,3.484575,228.0752,3.5199135999999998,0.7882426,993.7621999999999,100.49969999999999,207.1793,46.25968999999999,442.96049999999997,604.0695,725.866,1.8762369999999997,16.87681,9.620726,6.49373,43.64030999999999,0.1463164
108,30.84313,313.60369999999995,0.01967057,65.74606999999999,3.623703,199.8643,4.316522,0.27445200000000003,762.1092,100.4527,230.30589999999998,46.52271,461.892,609.2557999999999,732.0986,1.3696712,14.908059999999999,8.581791999999998,5.9255070000000005,52.33007999999999,0.1362224
109,31.253640000000004,310.21889999999996,0.01966432,64.17541999999999,2.3995929999999994,242.54879999999997,1.2851910000000002,0.8942525,765.4107,100.423,107.84146,17.535497,470.02860000000004,126.19503999999999,151.63938000000002,1.467445,15.039250000000001,6.320276,4.071718999999999,39.6476,0.1301565
110,32.27316,316.6516,0.01848772,56.8781,2.663,220.09009999999998,3.599555299999999,0.6451177,894.6518000000001,100.39600000000002,243.7121,52.948710000000005,465.49559999999997,657.4123,789.9637,1.4378571,13.40126,5.504048,3.441249,39.94875999999999,0.12138679999999999
111,32.901039999999995,316.07050000000004,0.017720939999999998,52.071209999999994,4.662102,233.0695,1.990504,0.32623409,1020.4283,100.3442,276.74609999999996,55.89463,453.5378,624.6948,750.6499,1.2851647000000002,13.6752,5.513358,3.209868,34.13869,0.1144281
112,34.434900000000006,318.0211,0.01723694,46.14335,4.335374,194.3178,0.022565969999999998,0.06795845,1473.759,100.255,278.32529999999997,52.868640000000006,456.8906,633.4896,761.2181,1.1392778,15.153839999999999,6.821528999999999,3.949351,30.67831,0.11804429999999999
