,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
18,35.5665,316.091,0.0171226,42.7468,5.51344,182.653,0.0,0.0,1798.98,100.538,217.178,38.2718,453.007,395.335,475.045
19,34.5585,312.731,0.0179738,47.7215,6.06522,187.258,0.0,0.219314,1499.17,100.579,152.382,24.3512,452.111,200.851,241.347
20,33.42,309.25,0.0176953,50.3778,6.01965,191.671,0.0,0.0622471,1188.45,100.628,77.4689,7.80766,446.168,23.4299,28.154
21,32.2212,307.298,0.0176164,53.9901,5.82472,193.284,0.0,0.137627,811.549,100.675,53.327,1.92111,436.141,0.0,0.0
22,31.2484,306.066,0.0180116,58.6106,5.53204,192.61,0.0,0.141173,652.258,100.702,44.079,1.66129,432.954,0.0,0.0
23,30.5779,305.159,0.0174297,59.1071,4.88413,191.837,0.0,0.146696,583.546,100.706,34.0902,1.51686,426.418,0.0,0.0
24,29.8519,304.0013,0.01805026,64.01877,4.043989,199.3519,0.0,0.0442662,576.9951000000001,100.7154,20.201320000000003,1.070408,422.6888,0.0,0.0
25,29.52671,303.5519,0.01885597,68.21582,3.932205,198.4807,0.0,0.02218917,549.2684,100.7151,17.281010000000002,0.8884161,422.9117,0.0,0.0
26,29.26553,303.16,0.01923397,70.71968,3.847132,195.1693,0.0,0.03129138,464.691,100.7174,14.28971,0.7740853000000001,422.2896,0.0,0.0
27,29.0412,302.8408,0.01952371,72.79446,3.458092,196.9158,0.0,0.04259573,405.2571,100.7207,11.475992,0.6565536000000001,422.5124,0.0,0.0
28,28.89384,302.6147,0.01960623,73.78363,3.0397990000000004,206.0625,0.0,0.1424977,349.3761,100.7328,9.14444,0.5924226,424.2169,0.0,0.0
29,28.78835,302.4253,0.01948902,73.82518,2.583022,211.0711,0.0,0.41903664,274.9343,100.7567,6.74362,0.5492838000000001,426.0356,0.0,0.0
30,28.3373,302.0161,0.0198352799999999,77.30069,1.994536,246.1033,0.0,0.4451403,208.3607,100.7865,6.988073,0.4165848,427.2507,0.0,0.0
31,28.65356,303.8432,0.0198429299999999,75.8728,2.010673,259.1544,0.0,0.8106756,388.6274,100.8167,27.79274,6.2295335,437.4098,92.1501,110.7302
32,29.28462,306.9868,0.01943597,71.52206,2.4920020000000003,242.4873,0.1437255,0.8545798,518.1324,100.8365,80.24833,18.04231,431.768,266.61889999999994,320.3763
33,29.33154,307.75870000000003,0.0192827299999999,70.73549,2.458642,236.98110000000003,0.455187,0.8186932,534.3156,100.8488,95.72617,21.75736,437.4839,315.9539,379.6584
34,30.09881,310.57620000000003,0.0189734,66.49279,2.5601140000000004,228.1513,0.455187,0.6699299,714.651,100.8579,144.67878,30.49483,440.0424,445.2698,535.0479
35,31.33191,314.4946,0.01865074,60.5274,2.799651,231.57,0.0,0.2665054,993.908,100.8355,219.5186,42.81108,436.8555,627.2475,753.7176
36,32.48625,317.6218,0.0180742,54.63547,3.154418,227.9734,0.0,0.00847938,1157.4712,100.7873,285.16610000000003,52.43548,439.8387,757.9808,910.8097
37,33.634,320.1228,0.01738816,48.98318,3.284841,224.7283,0.0,0.00487407,1404.473,100.7159,329.067,59.77353000000001,442.4824,841.3663,1011.0086
38,34.75223,321.9962,0.0167753299999999,44.09944,3.224534,223.2496,0.0,0.00595026,1626.9409999999998,100.6377,348.5517,63.388720000000006,443.9592,871.4715000000001,1047.187
39,35.74193,321.9458,0.01640115,40.48894,2.978362,225.1096,0.0,0.238,1689.575,100.5568,308.8532,55.7969,471.6618,706.2028,848.5922
40,36.34623,318.0183,0.01590909,37.8478,3.074177,213.166,0.0,0.7,1854.605,100.4857,193.7794,36.56597,475.4983,391.8215,470.82270000000005
41,36.74569,317.31550000000004,0.01607679,37.3327,2.990136,219.3775,0.0,0.6324668,1886.105,100.4431,164.3424,32.95479,479.6714,337.2823,405.28760000000005
42,36.68656,316.4941,0.01683361,39.26003,3.793318,217.7446,0.0,0.6823102999999999,1888.969,100.4281,150.38639999999998,30.074960000000004,481.8849,285.33770000000004,342.86940000000004
43,35.486430000000006,313.6437,0.0168746,42.27597,6.135802,169.7019,0.0,0.2204726,978.7696,100.4578,147.8949,26.894730000000003,457.5917,223.8019,268.9272
44,34.19265,309.9756,0.0166777499999999,45.22468,6.21193,194.5612,0.0444924,0.4172003,870.4628,100.5087,76.17274,9.739953,459.3315,24.06523,28.9174
45,32.57531,307.69010000000003,0.01664834,50.10963,6.191285,191.262,0.0,0.15498962,624.1994,100.5784,56.98577,3.786033,444.1508,4.717530000000001,5.668710000000002
46,31.57645,306.3576,0.01638275,52.39293,5.855463,192.4828,0.0,0.10485794,485.00250000000005,100.61079999999998,45.04774999999999,1.84618,439.3504,0.0,0.0
47,30.93607,305.4684,0.01610739,53.50314,5.487017,194.6382,0.0,0.10568339,447.4014,100.6116,35.91085,1.726619,434.5239,0.0,0.0
48,30.28888,304.53020000000004,0.0168938,58.24604,4.688928000000001,205.4184,0.0,0.09043462,398.9229,100.5906,24.74735,1.357521,432.38470000000007,0.0,0.0
49,29.9856,304.1427,0.0169552499999999,59.56666,3.833398,210.4841,0.0,0.1065824,407.4221999999999,100.5981,19.31527,1.2153569999999998,431.3465,0.0,0.0
50,29.701989999999995,303.7009,0.01741555,62.26271,3.510985,216.7064,0.0,0.06675886,445.8466,100.6033,15.03762,1.043806,426.652,0.0,0.0
51,29.34049,303.2541,0.01844719,67.46408000000001,3.68899,220.8848,0.0,0.08450748,426.2425999999999,100.6104,14.19015,0.8769095,427.1872,0.0,0.0
52,28.924409999999995,302.805,0.0198765799999999,74.59379000000001,4.116556,227.3429,0.0,0.10586821,421.0629,100.6261,14.78098,0.6634350999999999,428.0575,0.0,0.0
53,28.69296,302.4454,0.02009431,76.5293,4.340185,228.1003,0.0,0.1116100999999999,384.6277,100.649,12.53803,0.5982955999999999,426.8607999999999,0.0,0.0
54,28.55429,302.1756,0.01919795,73.76055,4.180486999999999,231.4647,0.0,0.06723577,340.444,100.6745,9.389616,0.6840958999999999,425.4434,0.0,0.0
55,28.64354,302.8713,0.01890112,72.20022,4.375741,232.9248,0.0,0.05691862,355.6161,100.6968,23.708894,5.5952253,425.0411,59.74059,71.78569999999999
56,29.21899,305.2204,0.01873718,69.05873,4.365122,238.7176,0.0,0.01114554,452.631,100.7152,66.39311,14.883309999999998,426.9731,195.9544,235.4642
57,29.44546,306.2869,0.01875023,68.18324,4.337375,237.6163,0.0,0.01747911,463.4889,100.7194,87.19327999999999,18.6784,426.9251,257.953,309.96320000000003
58,30.28987,308.6298,0.01816748,62.73052,3.960033,241.6861,0.0,0.01747911,595.3933999999999,100.7299,120.05379999999998,25.64116,431.704,354.6706,426.1821
59,31.65525,313.2216,0.01733953,55.0602,3.663588,244.9045,0.0,0.0,850.2239999999999,100.7141,200.012,41.02985,434.916,581.1915,698.3755
60,32.954249999999995,317.3436,0.01670733,48.98212,2.918588,247.7512,0.0,0.0,1221.792,100.6618,255.0856,51.12026,439.5267,725.568,871.8616999999999
61,34.01213,320.2995,0.01656626,45.48817,2.256578,243.9936,0.0,0.0,1535.731,100.5896,284.5744,56.35643999999999,446.24930000000006,796.8095,957.4672
62,35.07779,322.1612999999999,0.01567611,40.34043,2.739385,222.0012,0.0,0.0,1639.2489999999998,100.5096,323.7728,61.71822,446.587,846.8133,1017.556
63,35.9973,321.3559,0.01478032,35.96197,3.297994,223.6938,0.0,0.0160530999999999,1751.029,100.4315,295.3282,55.08902,452.7884,698.4137000000001,839.2330999999999
64,36.6421,322.14179999999993,0.01485747,34.703869999999995,3.5602409999999995,231.2678,0.0,0.0,1820.764,100.3636,308.45980000000003,58.34457,449.1781,744.2583999999999,894.3208
65,37.13925,321.16790000000003,0.01484179,33.6132,3.570327,227.1435,0.0,0.0,1859.404,100.3131,266.5579,50.18506,452.4151,604.8314999999999,726.7822
66,37.39265,318.8776,0.0147845099999999,32.97659,3.479702,228.7281,0.0,0.04302848,1912.828,100.306,193.1402,37.49892,457.0944,401.1041,481.9772
67,36.992650000000005,315.492,0.01603702,36.65224,4.535072,210.4107,0.0,0.11836698,1782.56,100.3259,131.5035,24.63207,463.1587999999999,201.3924,241.9984
68,34.72844,311.07129999999995,0.0191997499999999,50.39399,6.79609,198.9872,0.01215072,0.25386526,755.358,100.3763,99.74334,10.784812,461.9116,56.72614,68.16345
69,33.34729,308.6718,0.01977228,56.45403999999999,6.908174000000001,200.1429,0.0,0.12971779,562.555,100.4409,69.10237,2.971094,456.6194,5.02884,6.0427800000000005
70,32.32813,307.30080000000004,0.01979686,60.16708,6.460383,201.6387,0.0,0.1170310599999999,524.5826999999999,100.4802,54.65423,1.498602,452.7535,0.0,0.0
71,31.59074,306.4013,0.01969779,62.63508,5.567373,201.4869,0.0,0.1878322999999999,539.0909999999999,100.5022,44.098490000000005,1.318969,448.7368,0.0,0.0
72,31.26115,305.7766,0.0180235799999999,58.4986,4.084705,209.767,0.0,0.4499163,494.0416,100.4911,28.2462,1.356247,448.4179,0.0,0.0
73,30.94336,305.3261,0.01806217,59.78517,3.784715,216.7552,0.0,0.4594722999999999,533.6586,100.4824,23.93541,1.266468,445.8506,0.0,0.0
74,30.59006,304.8622,0.01806162,61.09779,3.873039,218.2328,0.0,0.4973897,525.6875,100.4771,21.96574,1.2341204,445.1664999999999,0.0,0.0
75,30.2014,304.3679,0.01879734,65.10051,4.010072,215.2804,0.0,0.5325646,523.8903,100.4773,20.23632,1.0908618,442.2014,0.0,0.0
76,29.87351,303.9358,0.0194087599999999,68.59057,4.374434,215.9103,0.0,0.5541497,505.3732,100.4828,19.40062,0.9934078,441.7378,0.0,0.0
77,29.58771,303.57370000000003,0.0199105599999999,71.61426,4.250172,213.6752,0.0,0.5671991999999999,508.4583,100.49649999999998,17.311139999999998,0.8680232000000001,440.962,0.0,0.0
78,29.32873,303.20730000000003,0.0203769799999999,74.49015,4.095181,215.945,0.0,0.6417028,512.0536,100.5272,14.58849,0.7234764,437.8334,0.0,0.0
79,29.40145,304.1444,0.02052258,74.69766,4.274537,220.2017,0.0,0.6216017999999999,518.9488,100.5532,36.360209000000005,6.9757945,437.5726,81.5234,97.9608
80,30.10375,306.91450000000003,0.01924629,67.22527,4.508285,222.2254,0.0,0.4550415,581.5268,100.5704,92.08214,19.525634,432.7655,258.9578,311.1712
81,30.3346,307.72,0.01944783,66.90427,4.832339,224.1652,0.0,0.4550415,643.6555999999999,100.5719,108.96668,22.22186,442.9082,293.8073,353.04730000000006
82,31.19217,310.3576,0.0183684299999999,60.22892999999999,4.841719,222.593,0.0,0.2846537999999999,757.9830999999999,100.5705,162.14007999999998,32.20071,441.1673,430.8757,517.7517
83,32.28299,313.5621,0.0177596,54.58245,4.588468,224.9655,0.0,0.13408933,1005.4517,100.5545,216.5135,41.59447,444.2654,562.1957,675.5495000000001
84,33.56832,317.4949,0.01668596,47.2667,4.2903590000000005,223.7845,0.0,0.0856337799999999,1298.461,100.4981,286.1518,54.37366,439.2535,747.2434,897.9082
85,34.66257,319.74409999999995,0.01561045,41.35295,4.070249,223.3363,0.0,0.09139606,1545.213,100.4297,313.55170000000004,59.23731,445.4167,791.5263,951.1155
86,35.644,321.17409999999995,0.0151571,37.7499,4.523782,227.3151,0.0,0.08894049,1741.321,100.3491,345.3396,62.99299,450.4313,818.4046,983.4162
87,36.28693,321.85490000000004,0.01590116,38.02406,4.666617,221.5141,0.0732585,0.11515317,1876.676,100.276,352.4463,63.74045,456.5211,799.4875,960.6839
88,36.360960000000006,320.05959999999993,0.01736444,41.16806,5.425491,189.5602,0.1732146,0.13118608,1880.056,100.2016,315.6943,51.69807,479.4431,600.0652,721.0544
89,36.08083,319.4739,0.01759152,42.424200000000006,5.021898,197.316,1.0505617,0.1768230999999999,1665.607,100.1818,295.4201,54.86002,460.9621,593.5067,713.1732
90,35.57188,316.2967,0.01796308,44.70197,5.043512,210.8723,2.2577532,0.5292625999999999,1593.494,100.2449,211.3944,42.37095000000001,462.1163,366.9278,440.9103
91,35.07034,313.1535,0.01847685,47.45963999999999,6.606391,191.7513,0.7697504,0.1067561,1403.737,100.2539,157.5143,29.833,460.5881,205.7763,247.267
92,33.7215,309.7172,0.01886406,52.64863,7.242420999999999,191.1814,0.0,0.0774009599999999,960.6367,100.30259999999998,94.68873,13.41791,455.0478,48.45813999999999,58.22872000000001
93,32.52552,307.7538,0.01957379,58.81678,6.635633,194.1142,0.0,0.07455449,791.1421,100.3785,63.68634,4.16689,449.261,4.42269,5.31444
94,31.54195,306.4526,0.0200982299999999,64.08409,6.484735999999999,196.2049,0.0,0.06560154,682.3725,100.4153,52.76471,1.698754,444.7283,0.0,0.0
95,30.9628,305.62300000000005,0.01968949,65.015,6.226028,198.6206,0.0,0.0698561299999999,630.6143,100.4246,43.5125,1.351354,440.6037,0.0,0.0
96,30.02227,304.26820000000004,0.0191517399999999,67.00327999999999,5.635805,197.6862,0.0,0.06034374,528.1469999999999,100.4095,28.86017,1.1033659999999998,429.1542,0.0,0.0
97,29.76557,303.857,0.0189514899999999,67.32759000000001,5.350917,200.5331,0.0,0.05622544,491.2984,100.3863,23.68474,1.065771,429.0684,0.0,0.0
98,29.53162,303.48389999999995,0.0189566699999999,68.28875,4.899139999999999,201.6048,0.0,0.0443809899999999,456.74480000000005,100.365,18.71738,0.9661563999999998,426.9066,0.0,0.0
99,29.30161,303.1211,0.01887594,68.96712,4.361937,201.4356,0.0,0.0792494199999999,423.1374,100.3629,14.26124,0.864805,423.9093,0.0,0.0
100,29.10615,302.8903,0.01895044,70.08206,3.917031,200.9475,0.0,0.33124436,375.4138,100.3699,12.489975,0.8294009,428.9546,0.0,0.0
101,28.89935,302.53239999999994,0.01923192,72.05291999999999,3.651657,200.7072,0.0,0.2123049,318.8687,100.3937,8.841608,0.6683923999999999,422.6282,0.0,0.0
102,28.73578,302.3098,0.01970964,74.6545,3.155818,198.3994,0.0,0.5489225999999999,271.0803,100.4365,6.8465560000000005,0.5395751,423.7253,0.0,0.0
103,29.11228,303.95390000000003,0.02008625,74.39432999999998,3.639251,206.7247,0.0,0.7257325,475.0218,100.4786,33.289539,7.7148248,436.8793,97.6843,117.3802
104,29.83815,306.7614,0.0202275099999999,71.66383,3.780112,213.2874,0.0,0.4030572999999999,722.0553000000001,100.5079,82.01916,17.305189,451.47710000000006,234.8187,282.1648
105,30.08649,307.7922,0.02008405,70.06854999999999,3.945763,214.8024,0.02060238,0.4898563,779.6559000000001,100.5154,103.75575,21.70516,453.0611,295.1751,354.6907
106,30.82408,310.735,0.0198765699999999,66.27721,3.964215,219.827,0.04153161,0.4606928999999999,946.6094,100.5147,161.88479999999998,32.19921,445.2232,456.7869,548.8868
107,31.66775,313.7106,0.0194865699999999,61.6902,3.484575,228.0752,3.5199136,0.7882426,993.7622,100.4997,207.1793,46.25968999999999,442.9605,604.0695,725.866
108,30.84313,313.60369999999995,0.01967057,65.74606999999999,3.623703,199.8643,4.316522,0.274452,762.1092,100.4527,230.3059,46.52271,461.892,609.2557999999999,732.0986
109,31.253640000000004,310.2189,0.01966432,64.17541999999999,2.3995929999999994,242.5488,1.2851910000000002,0.8942525,765.4107,100.423,107.84146,17.535497,470.0286,126.19504,151.63938000000002
110,32.27316,316.6516,0.01848772,56.8781,2.663,220.0901,3.599555299999999,0.6451177,894.6518000000001,100.39600000000002,243.7121,52.948710000000005,465.4956,657.4123,789.9637
111,32.901039999999995,316.07050000000004,0.0177209399999999,52.07121,4.662102,233.0695,1.990504,0.32623409,1020.4283,100.3442,276.7461,55.89463,453.5378,624.6948,750.6499
112,34.434900000000006,318.0211,0.01723694,46.14335,4.335374,194.3178,0.0225659699999999,0.06795845,1473.759,100.255,278.3253,52.868640000000006,456.8906,633.4896,761.2181
113,34.29865,314.4521,0.0170916799999999,46.11458,4.96414,204.2603,3.30876,0.6126098999999999,1507.928,100.2586,197.9846,40.8411,468.4893,352.0679,423.0542
114,34.56926,314.0971,0.01679042,44.46193,5.618894,197.8844,1.513491,0.2273488,1604.472,100.2861,189.4781,41.73464,469.6194,340.0923,408.6634
115,34.20235,311.152,0.01661681,44.96925,5.683637000000001,201.6356,0.1736377999999999,0.70465396,1571.093,100.3244,110.35463,24.84213,470.7877,141.24498,169.72354
116,33.07927,308.6643,0.01699239,49.25404,6.181045,196.0,0.0,0.05522414,1194.197,100.391,72.68993,14.4134,449.1275,60.693360000000006,72.93091
117,32.049,306.7563,0.01749867,54.0462,6.073759,199.9325,0.0,0.0598986799999999,866.8362999999999,100.4596,43.785,5.380784,442.9994,4.757370000000001,5.71659
118,31.29277,305.6462,0.0171522899999999,55.51212,6.017809999999999,198.2414,0.0,0.12353089,740.9309000000001,100.5068,33.487680000000005,2.7814870000000003,437.2251,0.0,0.0
119,30.608740000000004,304.76070000000004,0.01773153,59.88815,5.448529,202.3093,0.0,0.12132723,650.9359,100.52339999999998,25.50377,1.710749,428.6293,0.0,0.0
120,29.60105,303.67510000000004,0.0197247399999999,70.92402999999999,4.864859,196.9973,0.0,0.0716347599999999,594.8775,100.5019,21.40941,0.9274841,426.4484,0.0,0.0
121,29.37601,303.2737,0.02008375,73.20568999999999,4.386921,197.1888,0.0,0.06758602,520.2370000000001,100.5083,15.79918,0.7306413,422.9233,0.0,0.0
122,29.1597,302.9943,0.0203299899999999,75.11818,3.488988,206.6051,0.0,0.11677439,412.1855,100.5245,11.89857,0.5908486,424.2024,0.0,0.0
123,29.10035,302.9233,0.02034034,75.43315,3.202759,196.2174,0.0,0.4145638,344.48959999999994,100.531,11.217681,0.6473116999999999,433.2513,0.0,0.0
124,28.96585,302.5152,0.02039288,76.26153,3.288276,189.0309,0.0,0.1061631899999999,282.3871,100.5347,6.452629,0.4762212,421.9404,0.0,0.0
125,29.05173,302.7851999999999,0.02030995,75.57107,3.0751379999999995,185.4608,0.0,0.7386402,443.7945,100.5656,9.217389,0.7226741,445.9771,0.0,0.0
126,29.02054,302.7103,0.01958703,73.04201,2.879753,193.0505,0.0,0.6903462199999999,359.5321,100.5849,7.614630999999999,0.7890745,448.2764,0.0,0.0
127,29.010620000000003,303.6286,0.01952941,72.89542,2.323093,193.0619,0.03706416,0.4732883,352.0422,100.6207,21.438671,5.9430274,448.039,59.50860999999999,71.5071
128,29.76383,307.2256,0.01970701,70.24772999999999,2.503537,190.7571,0.0,0.0277676699999999,611.6191,100.6342,73.72815999999999,17.5393,427.4437,269.4347,323.7599
129,30.09149,308.4388,0.01928809,67.36058999999999,2.440426,193.5936,0.0,0.0277676699999999,705.2710000000001,100.63899999999998,93.25393,22.0171,426.5941,333.44359999999995,400.6748
130,30.62041,310.7936,0.01933205,65.31497999999999,3.302987,186.742,2.058133,0.7,794.9375,100.6432,154.83509999999998,34.31218,430.5428,470.6044,565.4905
131,31.63729,314.3679,0.0192866599999999,61.20935,2.612163,216.0571,0.4984188999999999,0.25485184,1039.683,100.6369,201.605,42.53413,441.4027,596.9966,717.3667
132,29.29487,307.9759,0.01970619,72.98445999999998,5.565628,250.7934,5.866065,0.656736,439.3143,100.6322,153.6083,17.63062,468.3975,126.8296,152.40168000000003
133,32.33781,318.5466,0.0193513,58.946470000000005,2.192534,207.01710000000003,1.9269099000000005,0.4256295,1034.573,100.5499,278.1114,58.26995,447.4017999999999,791.7235999999999,951.3576
134,31.664050000000003,316.4454,0.01884814,59.71105,3.824157,164.8145,3.4769419999999998,0.6869853,865.6471999999999,100.56669999999998,297.6666,55.97014,466.1148999999999,655.0604999999999,787.138
135,32.98774,314.63820000000004,0.0183701,53.62337,1.981872,181.0098,1.6316858400000005,0.4923447,1031.762,100.4743,157.7381,27.16961,474.5002,246.87490000000005,296.6518
136,32.36641,318.1149,0.0184777,56.02889,1.784725,220.3011,4.052717,0.6705842000000001,665.9618,100.4258,251.1946,52.66903,458.5458,626.2047,752.4635
137,34.14353,318.2592,0.01779482,48.37402,1.9390088,203.516,1.2422406999999998,0.31681022,1292.2409999999998,100.3744,218.7889,47.5186,453.627,539.5775,648.3703
138,35.03138,315.4243,0.01658512,42.82499,4.105492,192.9497,2.3139547999999994,0.7,1748.329,100.4091,179.46949999999998,40.99604,471.6258,338.9408,407.28
139,34.83028,312.8583,0.01670479,43.67198,5.294589,202.3827,1.024632,0.1957477,1607.179,100.4258,134.1326,30.08569,456.8295,211.0252,253.5733
140,33.55491,309.3921,0.0170636999999999,48.41558,5.68497,202.1519,0.0,0.2463964999999999,953.7803,100.5045,73.88456,13.52456,451.114,44.50521,53.47881
141,32.48816,307.4964,0.0174200899999999,52.72892,4.916646,196.8558,0.0,0.1445613,731.5434,100.6081,45.10485,5.03764,444.8431,3.56352,4.28202
142,31.53348,306.165,0.01800802,57.75467,5.242021,192.6573,0.0,0.1457137,615.1862,100.6002,37.23597,2.665588,437.7012,0.0,0.0
143,30.80275,305.3487,0.0189136499999999,63.32365,4.490317999999999,194.3554,0.0,0.2938679999999999,547.6315,100.6204,31.03149,1.701159,438.1701000000001,0.0,0.0
144,29.92879,304.2058,0.02012287,70.99637,4.449183,197.3572,0.0,0.17814543,533.3211,100.5592,24.60946,1.0553628,430.9666,0.0,0.0
145,29.69947,303.8366,0.01959755,70.27224,3.927724,195.8875,0.0,0.15376962,549.3121,100.554,19.415000000000003,1.0352092000000002,430.6541,0.0,0.0
146,29.52143,303.4533,0.01917598,69.61454,3.858382,194.7495,0.0,0.1400041,516.5214,100.5524,15.03416,0.9879855,426.9376,0.0,0.0
147,29.2628,303.0505,0.01945666,71.63201000000001,3.706547,192.3902,0.0,0.151048,531.8324,100.5557,11.67816,0.8475454,423.6513,0.0,0.0
148,29.035779999999995,302.76789999999994,0.0197422,73.62759,2.855555,197.2943,0.0,0.1039672099999999,388.7569,100.56220000000002,8.56851,0.6611747,423.6993,0.0,0.0
149,28.87155,302.4896,0.0193233099999999,72.74904000000001,2.437176,199.8801,0.0,0.09661617,316.7099,100.5853,5.945674,0.6221189,422.9546,0.0,0.0
150,28.72015,302.25100000000003,0.01866635,70.94482,1.915362,209.8089,0.0,0.263654,258.6594,100.6256,4.438023,0.5712442,421.4284,0.0,0.0
151,29.00513,303.67389999999995,0.01806028,67.47231,1.5828449,221.5061,0.0,0.11529991,356.5883,100.6563,20.611517,6.997235199999999,424.2766,87.3852,105.0042
152,29.4531,307.2314,0.01921909,69.79269000000001,1.664531,231.9736,0.0,0.27898616,573.5327,100.6807,72.39108999999999,17.638452,426.71400000000006,268.18499999999995,322.25789999999995
153,29.74644,308.5529,0.01949092,69.55929,1.833755,229.7629,0.0,0.10417886,642.2312000000001,100.6873,92.90461,21.71085,425.8563,334.4922,401.9346
154,30.45337,311.0302,0.01929331,65.93532,1.7504619999999995,210.8265,0.0,0.2377333999999999,811.2651,100.6971,129.3485,28.06853,451.2089,403.7978,485.2136
155,31.62483,315.1264,0.0179726999999999,57.124860000000005,2.056095,218.0415,0.0,0.08843936,1007.2441,100.6806,205.7164,43.16814,433.6694,625.0251,751.0467
156,32.85609,318.3987,0.0165565399999999,48.75896,2.30263,209.3715,0.0,0.0791069899999999,1245.3429999999998,100.65399999999998,266.3098,54.3639,437.0274,755.9457,908.3647
157,33.89416,321.0486,0.0158648399999999,43.82896,2.168491,199.9932,0.0,0.06979819,1501.08,100.6007,305.0144,61.25704,441.2216,836.2176,1004.8185
158,34.86083,322.7582,0.01567338,40.80393,2.107995,197.4606,0.0,0.0632267,1701.842,100.5188,323.8764,64.01496,446.615,857.8236999999999,1030.7859999999998
159,35.73618999999999,323.51059999999995,0.01584068,39.12203,2.218587,185.9714,0.0,0.2731384,1916.019,100.4439,325.2402,63.17196,453.2325,827.0043,993.7489
160,35.67095,321.3318,0.01727872,42.79169,3.893305,159.7175,0.2118941999999999,0.16583702,1739.856,100.3865,326.5224,61.76612,458.6521,719.971,865.136
161,35.184870000000004,316.932,0.01764682,45.01052,4.113769,158.7493,3.62743397,0.2417213499999999,1489.5929999999998,100.3701,220.9125,39.54984,475.39740000000006,355.8622,427.6139
162,32.99383,314.3594,0.01874339,54.9175,6.168243,124.9103,0.2927122,0.5235018,661.241,100.41,262.46290000000005,39.75449,451.778,398.9821,479.4273
163,34.11765,313.5985,0.01783686,48.66318999999999,3.554794,155.66010000000003,0.2299864999999999,0.2947662,1069.8566999999998,100.438,143.8363,26.4402,455.7579999999999,232.3917,279.2481
164,33.96139,310.1412,0.0168874699999999,46.526410000000006,5.893643,173.2456,0.0300260799999999,0.0829383099999999,1142.562,100.4826,87.31228,14.40205,453.3605,50.62826,60.83637
165,32.77746,308.1019,0.01786083,52.95085,5.766418000000001,185.0868,0.0,0.39392388,863.3609999999999,100.5635,60.30207,5.485457,449.0005,4.967280000000001,5.9688300000000005
166,31.96667,306.8588,0.01760789,54.87105,5.409478999999999,178.9947,0.1194675999999999,0.29521057,654.6664999999999,100.6005,45.30966,5.357143,445.3378,0.0,0.0
167,31.39069,306.1068,0.01740061,56.17238,4.219189,183.43,0.0,0.2550033499999999,670.24,100.6249,33.4986,3.597277,438.1675,0.0,0.0
168,30.47935,304.9698,0.01900561,64.79487,3.92304,147.73370000000003,0.0,0.4752800999999999,689.8394999999999,100.5587,26.91121,4.654521000000001,441.4694,0.0,0.0
