,0,1,2,3,4
349,32.1,66.0,1006.2,2.2,116.1
350,31.6,68.0,1006.4,1.6,116.8
351,31.3,68.0,1006.6,1.2,96.0
352,30.8,69.0,1007.2,0.6,4.0
353,30.4,72.0,1007.9,0.8,44.6
354,30.0,76.0,1008.7,0.8,70.0
355,29.7,76.0,1009.0,0.8,48.4
356,29.1,80.0,1008.9,0.8,84.5
357,28.9,82.0,1008.5,0.7,105.9
358,28.7,84.0,1008.0,0.8,90.6
359,28.4,87.0,1007.4,0.7,78.9
360,28.3,89.0,1006.7,0.6,58.7
361,28.1,89.0,1006.2,0.6,51.5
362,27.9,89.0,1005.8,0.9,62.4
363,28.0,89.0,1006.1,0.9,71.6
364,28.5,87.0,1006.4,1.0,54.2
365,29.1,83.0,1006.9,1.2,67.7
366,29.9,78.0,1007.4,1.0,50.2
367,30.6,75.0,1007.5,1.1,50.2
368,31.0,72.0,1007.2,1.4,57.7
369,32.0,66.0,1006.7,1.9,99.1
370,32.2,64.0,1006.1,2.0,79.4
371,33.5,58.0,1005.4,1.8,88.7
372,33.9,53.0,1004.7,1.6,122.3
373,33.8,54.0,1004.3,2.0,112.3
374,33.2,58.0,1004.2,2.0,119.4
375,32.3,64.0,1004.0,1.8,116.7
376,31.2,66.0,1004.4,1.9,114.8
377,30.6,70.0,1005.0,0.9,72.9
378,30.0,71.0,1005.4,0.9,349.1
379,29.8,71.0,1005.8,1.0,327.2
380,29.5,74.0,1005.8,0.8,350.2
381,29.2,76.0,1005.7,0.8,313.7
382,28.8,78.0,1005.5,0.6,353.6
383,28.5,80.0,1005.2,0.6,344.5
384,28.2,83.0,1004.7,0.6,72.8
385,27.9,85.0,1004.6,0.3,37.6
386,27.8,87.0,1004.6,0.6,70.6
387,28.2,86.0,1004.9,0.6,47.9
388,29.8,79.0,1005.1,0.9,54.0
389,30.3,75.0,1005.3,1.1,56.4
390,31.2,70.0,1005.4,0.6,272.1
391,31.6,67.0,1005.1,0.8,77.7
392,32.6,62.0,1004.7,1.7,64.4
393,33.3,58.0,1004.1,1.9,70.2
394,33.9,54.0,1003.4,1.6,88.7
395,34.3,53.0,1002.6,1.6,57.7
396,34.6,52.0,1001.9,1.7,64.7
397,34.3,54.0,1001.3,1.9,76.1
398,34.1,53.0,1001.2,1.5,101.9
399,33.5,56.0,1001.1,1.5,117.0
400,32.7,58.0,1001.4,1.2,76.9
401,31.8,64.0,1002.0,1.8,235.6
402,30.9,69.0,1002.5,1.8,259.2
403,30.3,71.0,1003.0,2.0,255.5
404,29.9,74.0,1003.0,1.8,245.9
405,29.6,76.0,1003.0,1.4,251.1
406,29.3,79.0,1002.9,1.0,271.2
407,29.2,79.0,1002.7,1.1,234.4
408,29.0,80.0,1002.6,0.9,234.0
409,28.9,82.0,1002.6,1.0,236.7
410,28.7,83.0,1002.4,1.2,263.1
411,28.3,85.0,1002.9,1.0,263.2
412,28.7,83.0,1003.4,0.8,270.6
413,30.3,74.0,1003.4,0.8,242.7
414,31.7,66.0,1003.3,0.9,246.6
415,32.8,61.0,1003.0,1.1,255.1
416,33.2,60.0,1002.6,1.1,253.6
417,33.8,57.0,1002.0,0.8,256.7
418,33.9,58.0,1001.5,0.8,39.4
419,34.0,57.0,1000.9,1.2,98.5
420,34.0,57.0,1000.3,1.1,91.9
421,34.5,55.0,999.8,1.3,90.6
422,33.3,63.0,999.8,1.9,115.4
423,32.6,67.0,999.8,1.9,78.9
424,31.8,70.0,1000.2,1.8,280.0
425,31.0,71.0,1001.2,2.8,244.1
426,30.5,72.0,1001.8,1.6,256.3
427,30.4,71.0,1002.3,1.8,245.8
428,30.1,73.0,1002.2,1.2,241.5
429,29.9,76.0,1002.2,1.5,239.7
430,29.5,80.0,1001.9,1.7,257.8
431,29.3,80.0,1001.7,1.4,246.1
432,29.2,81.0,1001.8,0.9,333.2
433,29.1,82.0,1002.1,0.8,249.7
434,29.0,82.0,1002.2,0.9,84.0
435,28.9,82.0,1002.5,1.0,62.9
436,29.9,77.0,1003.0,1.1,104.8
437,30.7,71.0,1003.3,1.0,249.8
438,31.7,66.0,1003.4,1.2,233.5
439,33.0,61.0,1003.3,1.2,230.8
440,33.2,59.0,1002.8,1.0,163.5
441,34.1,56.0,1002.1,1.1,128.8
442,34.6,55.0,1001.6,1.0,259.0
443,34.4,56.0,1001.2,1.6,72.6
444,34.4,56.0,1000.4,1.5,112.9
445,33.5,62.0,1000.2,2.7,110.8
446,32.4,70.0,1000.4,2.2,120.7
447,32.2,69.0,1000.4,2.3,123.1
448,31.7,72.0,1000.7,1.7,108.6
449,31.4,73.0,1001.4,2.1,246.9
450,30.9,71.0,1002.2,1.4,299.1
451,30.4,74.0,1002.4,1.3,323.6
452,30.0,77.0,1002.6,1.3,303.5
453,29.9,77.0,1002.7,1.0,341.0
454,29.9,78.0,1002.5,1.6,235.3
455,29.8,79.0,1002.4,1.2,248.7
456,29.7,80.0,1002.3,1.0,265.4
457,29.6,80.0,1002.3,1.3,258.8
458,29.2,80.0,1002.5,1.1,284.4
459,29.2,80.0,1002.9,0.9,76.6
460,30.0,76.0,1003.6,1.4,110.2
461,31.4,70.0,1004.1,1.1,145.5
462,32.3,65.0,1004.1,1.5,237.3
463,33.0,62.0,1004.1,1.3,212.2
464,32.6,66.0,1004.0,1.3,74.9
465,30.9,75.0,1003.6,1.7,108.6
466,30.7,76.0,1003.2,2.0,100.1
467,29.3,86.0,1003.0,1.2,83.6
468,31.4,73.0,1002.4,1.7,89.2
469,31.8,70.0,1002.7,1.8,104.3
470,31.7,69.0,1003.1,2.1,98.7
471,31.3,70.0,1003.5,1.8,59.2
472,30.8,68.0,1004.2,1.6,49.3
473,30.5,71.0,1005.4,1.5,42.7
474,30.2,74.0,1006.0,1.5,111.1
475,30.0,76.0,1006.6,1.5,110.7
476,29.8,80.0,1007.0,1.4,103.7
477,29.7,79.0,1006.9,1.3,100.9
478,29.6,79.0,1006.7,1.0,35.2
479,29.4,81.0,1006.2,1.0,97.4
480,28.9,82.0,1006.0,0.9,86.8
481,28.8,86.0,1006.2,0.8,90.2
482,28.9,86.0,1006.3,1.0,91.8
483,28.2,88.0,1007.1,1.4,90.7
484,27.1,90.0,1007.7,1.3,89.9
485,27.8,85.0,1007.8,1.3,100.5
486,28.0,86.0,1008.0,1.5,97.5
487,28.7,84.0,1008.1,1.4,69.1
488,29.9,78.0,1008.0,1.3,99.1
489,30.7,75.0,1007.4,1.5,75.4
490,29.6,77.0,1007.0,2.4,122.0
491,26.6,90.0,1007.8,1.4,190.0
492,26.0,94.0,1007.8,0.9,267.2
493,26.6,92.0,1007.8,1.3,114.4
494,26.7,90.0,1007.5,1.9,95.6
495,25.6,87.0,1008.1,1.4,47.9
496,25.5,91.0,1009.3,0.7,52.7
497,25.8,91.0,1010.2,0.5,37.7
498,26.2,93.0,1010.9,0.8,69.7
499,27.0,90.0,1011.2,1.2,96.4
500,26.6,91.0,1011.0,1.2,97.2
501,26.2,94.0,1010.3,0.9,85.5
502,26.1,93.0,1009.7,1.4,105.5
503,25.8,91.0,1009.3,1.3,106.9
504,25.2,93.0,1008.8,1.0,93.1
505,25.4,93.0,1008.4,0.9,86.4
506,25.6,91.0,1008.2,1.4,102.8
507,25.8,93.0,1008.5,0.8,62.7
508,26.8,92.0,1009.2,1.3,82.1
509,28.2,85.0,1009.5,1.8,105.0
510,29.5,78.0,1010.0,1.7,111.4
511,26.9,89.0,1010.4,1.7,172.8
512,26.5,87.0,1010.5,1.2,98.7
513,29.3,76.0,1009.9,1.9,221.7
514,27.6,81.0,1009.7,2.3,173.5
515,27.0,86.0,1008.9,1.1,96.7
516,28.7,78.0,1008.3,1.8,113.5
517,29.1,77.0,1007.7,2.0,122.8
518,29.6,75.0,1007.4,1.7,103.5
519,29.4,76.0,1007.5,2.0,117.3
520,28.6,81.0,1007.8,2.2,120.0
521,28.3,84.0,1008.5,1.2,109.7
522,28.0,85.0,1009.0,0.7,83.1
523,28.1,84.0,1009.4,1.4,108.6
524,27.7,82.0,1009.3,0.9,106.7
525,27.2,86.0,1008.9,1.0,85.0
526,27.1,88.0,1008.2,0.8,81.7
527,26.8,91.0,1007.7,0.5,50.2
528,26.7,92.0,1007.4,0.4,33.1
529,26.6,93.0,1007.5,0.6,19.5
530,26.6,93.0,1007.7,0.5,70.8
531,26.8,94.0,1008.3,0.7,61.2
532,28.4,86.0,1008.6,1.3,86.6
533,29.8,77.0,1009.0,1.4,108.0
534,30.5,72.0,1009.0,1.5,112.9
535,30.7,71.0,1009.0,1.4,161.4
536,30.5,71.0,1008.6,1.6,112.2
537,31.5,67.0,1008.1,1.8,231.0
538,26.8,89.0,1008.0,1.8,100.5
539,27.4,89.0,1007.3,1.1,82.9
540,29.8,77.0,1006.6,0.8,118.7
541,30.7,71.0,1006.3,1.4,118.6
542,30.3,75.0,1006.1,1.1,101.4
543,29.9,77.0,1006.4,0.8,41.3
544,29.5,78.0,1007.0,0.7,317.3
545,29.4,78.0,1007.4,0.8,254.3
546,29.2,80.0,1007.7,0.6,352.0
547,28.6,84.0,1007.6,0.7,78.0
548,28.3,84.0,1006.9,0.7,33.0
549,28.2,83.0,1006.6,1.1,89.6
550,27.9,85.0,1006.3,0.6,12.4
551,27.6,86.0,1006.1,0.4,323.1
552,27.4,88.0,1005.9,0.5,79.2
553,27.1,89.0,1005.8,0.3,24.6
554,27.1,89.0,1006.2,0.4,330.0
555,27.5,88.0,1006.4,0.5,66.3
556,29.3,80.0,1007.1,0.7,207.6
557,29.4,78.0,1007.4,1.0,189.2
558,29.8,77.0,1007.6,0.7,355.7
559,31.1,70.0,1007.6,0.7,298.5
560,30.2,73.0,1007.4,1.2,62.9
561,27.1,91.0,1007.4,1.2,72.4
562,29.0,79.0,1006.8,1.4,113.3
563,31.1,67.0,1006.0,1.9,241.9
564,31.4,67.0,1005.3,1.7,234.4
565,31.4,68.0,1005.2,1.0,224.2
566,30.5,72.0,1005.4,1.1,99.1
567,30.2,71.0,1005.9,0.8,350.9
568,29.9,70.0,1006.7,1.1,286.2
569,29.7,73.0,1007.3,0.9,258.9
570,29.2,77.0,1007.4,0.7,335.7
571,28.8,80.0,1007.2,0.7,354.3
572,28.6,80.0,1007.1,0.8,43.5
573,28.4,80.0,1006.7,0.6,42.6
574,28.2,80.0,1006.6,0.5,15.2
575,28.2,81.0,1006.6,0.6,255.1
576,27.9,83.0,1006.8,0.4,1.9
577,27.6,85.0,1006.9,0.4,31.2
578,27.4,86.0,1007.0,0.3,358.6
579,27.2,90.0,1007.2,0.5,71.8
580,27.7,88.0,1007.8,0.6,53.0
581,28.4,84.0,1008.1,1.2,69.8
582,29.4,75.0,1008.3,1.5,81.4
583,30.3,69.0,1008.3,1.6,86.6
584,31.4,63.0,1007.7,2.1,90.9
585,31.8,62.0,1007.0,2.2,87.8
586,31.8,63.0,1006.1,2.1,80.3
587,33.0,57.0,1005.2,1.7,88.0
588,33.5,56.0,1004.4,1.6,100.8
589,33.4,53.0,1004.2,2.0,117.9
590,32.6,59.0,1004.7,1.9,105.2
591,31.5,66.0,1005.4,1.6,111.3
592,30.8,69.0,1005.9,1.5,99.0
593,30.3,70.0,1007.0,1.0,89.7
594,30.0,73.0,1007.8,0.9,86.3
595,29.5,76.0,1007.9,0.7,88.5
596,28.8,81.0,1007.5,1.3,69.0
597,28.3,83.0,1007.0,0.9,73.4
598,28.0,86.0,1006.5,0.9,67.8
599,27.8,86.0,1006.0,0.9,57.4
600,27.6,86.0,1006.0,1.2,68.9
601,27.4,88.0,1006.1,1.3,62.5
602,27.3,88.0,1006.1,1.7,63.3
603,27.4,86.0,1006.6,1.6,65.6
604,28.3,81.0,1007.0,2.0,66.6
605,29.2,76.0,1007.5,1.9,65.2
606,29.7,74.0,1008.0,1.9,71.1
